 November 2022,5,Great place to stay in Rabat,"Fabulous place to stay! Gorgeous grounds and pool. Room was very nice, quiet, comfortable. Waterfall shower! Ate at least 3 meals here (B, L, D) - food was outstanding, service also. If nice weather, eat in the outdoor area. Room had a little patio.",hotelName,city
 June 2014,5,I Love This Place!,"So mysterious, lovely, a beautiful villa turned into a hotel. Unbelievable garden and very Moroccan. Our room was very comfortable with a extra bedroom for our daughter and a spacious bathroom. This is a 5 star hotel but very reasonably priced. The restaurant is also fabulous, excellent food and lovely atmosphere. So many quiet and inviting corners and sitting areas to explore. Loved the pool area. Would love to go back!",Villa_Mandarine,Rabat
 June 2014,4,Amazing gardens and very attractive property,We should we could have stayed at this property longer. The staff and property was amazing. After 20 hours in flight or in an airport being spoiled at the Spa is a must. The staff at the spa even offered to babysit my daughter while my wife and I got wonderful Hamam's (and must have after that long in flight).,Villa_Mandarine,Rabat
 June 2014,5,Great place to relax,This is a lovely hotel set in beautiful gardens and is a great place to relax. We stayed one night on our way through Rabat and decided we would spend our last two nights in Morocco back at Villa Mandarine to rest and relax. The air in Rabat is much cleaner than Casablanca and the rooms are large and comfortable each with a private courtyard. The pool is well maintained and large enough for some decent exercise and there is also a well equipped gym and spa.,Villa_Mandarine,Rabat
 June 2014,5,An oasis in the middle of the capital,"Wonderful hotel with beautiful grounds and gardens; very pleasant staff and excellent restaurant with friendly, informative chef. Rooms large and comfortable. Staff does everything to please. A great place to stay when visiting the Casablanca area.",Villa_Mandarine,Rabat
 May 2014,5,Garden of Eden,"We really like this place. We stayed there one week. The villa is set in a garden full of the most luxurious plants, both comestible and not. Everyday we walked the property and picked deliciously ripe kumquats right from the trees. Every morning at breakfast (which we had in own small shaded garden with hibiscus and bougainvillaeas), we drank fresh squeezed juices from the orange and grapefruit trees in the garden. We were there when the jacarandas where is bloom. What a sight that was! The staff was very pleasant and the whole place really felt like home away from home.",Villa_Mandarine,Rabat
 May 2014,5,Wonderful.,"This was a lovely hotel with beautiful grounds. We had two nights in a spacious room, with a huge bathroom. There was wonderful tile everywhere, and the room was quite appealing, with its patio and lush vegetation. It was spotless space, with a reasonably comfortable bed. We hated to leave for our next city. The public spaces (rooms, patios, gardens) made us feel as though we were visiting a large private estate. The only negative (which is the trade-off for the gardens and grounds) was that we were a good ways from Rabat city-center so all destinations required taxi or other means of transport. There was good food in the restaurant, and a substantial breakfast was offered….one of the best that we had in Morocco.",Villa_Mandarine,Rabat
 May 2014,5,Beautiful but...,My main worry about this hotel is its location and that is not the Villa's fault but that of my travel agent. I did not realize that the Villa is in effect isolated from Rabat and one could not walk into the city centre. That said all other aspects of the Villa were just about faultless. The rooms were very good and my wife says the swimming pool was a delight. The cuisine is top rate and its harira soup and seafood pastille were the best by far we had in Morocco. It's a great relaxing place with luxury everywhere but it is not located for touring Rabat on foot by oneselves.,Villa_Mandarine,Rabat
 April 2014,4,Good place to stay in Rabat for starting one's journey in Morocco,"This was an excellent choice of accommodation for the start of a 2-week journey around Morocco and an introduction to Moroccan lifestyle. The villa is beautifully decorated in a traditional style. Our room was on the upper level with a lovely balcony that faces the west. From our balcony, we had a lovely view of the olive trees in the back garden and the sunset. The food was excellent but a little pricey (although the lamb steak they served us on our last night was tough and bland). I would highly recommend the chicken pastilla. Their restaurant appears to be a popular meeting place of politicians and businessmen. The citrus garden is lovely with a few peacocks roaming about. This place is situated at the outskirts of the city in a residential neighbourhood. At first, I had…",Villa_Mandarine,Rabat
 May 2014,5,Well appointed and comfortable property in Rabat.,"This was the first property my wife and I stayed at during our recent two week visit to Morocco; We stayed at Villa Mandarine for two nights. This is a gorgeous property in the suburbs of Rabat with a friendly and helpful staff. We had a ground level room which had a private terrace and a chaise lounge in a small garden surrounded by flowers and shrubs. The rooms were very clean and include a safe and mini bar. The room key came attached to a cute leather slipper. To enter the property an iron gate is opened and there is a short drive to the lobby area. After checking in the porter escorted us to our room. We were provided with complimentary water, cookies and a lemonade type of drink. I should note that during our stay in Morocco, this was the only property that provided…",Villa_Mandarine,Rabat
 May 2014,5,beautiful property,"Perfect choice in the suburbs near all the embassies. It was quiet and had the best of everything. Top notch! Nicest breakfast in morocco, Lovely gardens all around and a very quiet clean pool to end the day at.",Villa_Mandarine,Rabat
 May 2014,5,Can't wait to stay here.,I went here for dinner after a hard day of work. How wonderful this place is. My next stay in Morocco will be here if there are rooms available. The smell of the gardens will make you smile. Food was wonderful and the service was great.,Villa_Mandarine,Rabat
 May 2014,5,Fantastic Restaurant/Hotel,"FELLOW AMERICANS, THIS IS THE PLACE The chef treated us to a 5 Star, 5 course meal that was incredible and actually for the quality, very reasonable. The wait staff were very attentive and helpful. The ambiance with the outside garden seating (and what an amazing garden) was perfect. and this is not a one off. I have stayed here several times and the food, service, and beauty remains consistently top notch. The only downer I have is the digital weight scale in the room..... with food, wine, ambiance this great, that thing ought to be against the rules!!!",Villa_Mandarine,Rabat
 April 2014,4,The Scent of Orange Blossoms,"We started our 15 day tour here.... when we exited our car the scent of orange blossoms was amazing. The grounds are beautifully kept, a beautiful pool, lovely bar and restaurant. We had a great room with a private patio. Both dinner and breakfast were delightful and was the perfect place to rest up from the day of travel. Rooms were very nice, clean and well maintained. Staff were friendly and delightful.... but I still remember the amazing perfume of the orange blossoms.",Villa_Mandarine,Rabat
 April 2014,5,Top in Rabat,"We started our two-week travels in Rabat rather than Casablanca, given availability of international flights and a much less hectic arrival scene in a small easy-to-navigate airport. Villa Rabat is a beautiful home turned into a hotel, surrounded by a garden, pool, and 700 citrus trees. Just walking around the garden on a beautiful spring day like today and you cannot help but be relaxed. Rooms and public areas are filled with unique Moroccan artwork. Rooms are reasonably spacious and well-maintained, with separate toilet and bath areas, TV with international cable (some English language), and 24 hour free wireless internet. In addition to an upscale restaurant, room service is provided. An afternoon cracker/cookie snack is delivered in the afternoon. The property has full spa…",Villa_Mandarine,Rabat
 April 2014,5,Lovely. One of the best things about Rabat,"A garden villa. Beautiful grounds. Nice room with semi-private patio. We stayed here on a tour. We had one meal here, which was excellent. This is not in the downtown area (thank heavens), but out in a nice neighborhood (Souissi) of villas and embassies. If you have some urge to go downtown, you can get a cab. It's not especially close but not impossibly far. I took the tour bus so I can't comment on the cost. If I had to go back to Rabat, I would immediately relish the prospect of staying here. And eating here.",Villa_Mandarine,Rabat
 April 2014,4,A perfectly different type of stay.,"No chain hotel here. Mid April and the weather was perfect, citrus blossom in full scent and hotel just the right type of interesting and relaxing. It honestly felt a bit dreamy and just right - stayed for business will stay again for vacation.",Villa_Mandarine,Rabat
 March 2014,4,The bigger they are...,"We booked at this hotel based on Trip Advisor reviews. It's absolutely gorgeous. Let's be clear, though. It is VERY far from town. In non-rush hour, 30 minutes. The taxis don't want to come out because they can't pick up a return fare. Most of the staff was very nice, but the desk manager was absolutely snarky. Perhaps he's jaded by the wealthy and rude clientele, but he was a jerk on two occasions. Hey fella, Villa Mandarine didn't get to the top of the heap on account of you, but on account of you, it can decline easily. We won't go back. I'm still calling it very good, because if a remote location and rude check in and out fit your needs, this place is perfect in every other regard. And everyone else was lovely.",Villa_Mandarine,Rabat
 March 2014,5,Ideal setting for a relaxing break,"We were looking for a relaxing break and some winter sun after the relentless rain in the UK. We could not have chosen better. Villa Mandarine is a peaceful, sophisticated retreat from the bustle of central Rabat. Located in the prestigious diplomatic area, it is a short taxi ride to the Kasbah, Necropolis, souk etc. and the petits taxis are cheap and readily available, if sometimes a little ramshackle. The gardens, a former orange grove, are a delight - the orange blossom was just starting to emerge,, when we were there, giving off its wonderful, heady scent. In April and may the perfume must be intoxicating. The décor, a mixture of European and Moroccan with a wide range of reproduction art, is welcoming and interesting. There are log fires and candles in the public…",Villa_Mandarine,Rabat
 February 2014,4,Perfect place to transition after a long flight,"Villa Mandarine is an excellent place to wind-down and transition after an overseas fight. Its neighborhood is made up of ambassadors' residences and beautiful estates, and the hotel is in the middle of a lovely citrus orchid. The cocoon-like atmosphere envelopes you immediately, and the lush landscaping and aromas are incredibly relaxing after a long day of travel. We only had one day at Villa Mandarine before going on to Fes, yet both my husband and I said, ""Why would anywhere stay anywhere else?"" My first experience at a hammam was extraordinary - I had no idea I had so many layers of dispensable skin! The Villa Mandarine hammam was very reasonably priced considering it eliminated my jet lag and a hangover, and made my skin absolutely glow. The restaurant was…",Villa_Mandarine,Rabat
 November 2013,5,Simply Elegant,"We arrived at this beautiful property in the dark just in time to have a delicious dinner in the restaurant. My chicken tangine was delicious! The atmosphere in the dining room was just elegant! Our room on the 2nd floor was spacious, furnished beautifully and had all the amenities! I rose early in the a.m. to take a swim in the pool (even in the light rain) and it was very refreshing. We walked the gardens after a very generous and delicious breakfast in the dining room. When we left the villa, we saw where we were and the area was just lovely. It was a little ride into Rabat. It is definitely a hotel where you would want to spend more time.",Villa_Mandarine,Rabat
 October 2013,5,Too short of a stay,"We came for one night in Rabat, and unfortunately we were delayed and did not arrive till 9pm. The room was very nice and the grounds were exceptional. We had a light dinner in the bar and enjoyed lox sandwiches and frys. Our room had its own small patio and lounge area. If you come here, try to arrive early enough to enjoy the grounds and the pool. Breakfast was very good as we'll.",Villa_Mandarine,Rabat
 October 2013,5,Hidden delight among the embassies,"Our only regret was that we were in this delightful place for only one night. However we were fortunate enough to arrive at lunch time, so had a whole afternoon to enjoy the lovely gardens and excellent pool. There is nothing we can fault from the well appointed, large room, good wifi, delicious breakfast, lunch and dinner to the greeting from the owner who spoke to us at our table at dinner. She was born on this property which was owned by her family and decided, when her husband retired to convert it a hotel. The food was exceptional, a mix of French and Moroccan. There were delights around every corner, from the tranquil courtyard with its fountain to the antique filled reception rooms, to the occasional garden sculpture. It seems this is a one night stop for many guests.…",Villa_Mandarine,Rabat
 September 2013,5,Beautiful and comfortable place to stay in Rabat,"We spent one night at Villa Mandarine and would have loved to stay there longer. Our room has an adjoining garden area and was large. The sheets were exquisite. The property itself is incredibly beautiful and peaceful. The wifi signal was very strong. Our breakfast was also very good. Overall, a terrific place to stay and relax.",Villa_Mandarine,Rabat
 June 2013,5,"Beautiful Hotel, as nice as described in other reviews","We also started here, staying for one night after flying into Casablanca. This hotel is lovely, immaculate, intimate, and we wished that we could have stayed here longer. We enjoyed walking around the neighborhood, and the breakfast was one of the best that we had in Morocco. We would have been happy spending a long weekend in this hotel, even if it were located in the US. Would definitely stay here again.",Villa_Mandarine,Rabat
 June 2013,5,Garden of Eden!,"Wonderful gardens. Pool. Full breakfast included. Their cheese omelette was the best I've ever had. Out of Rabat about 10 minutes but wonderful room. This was our first stop after a long flight from the USA, Lisbon and onto Casablanca. Very welcoming staff and extraordinary facilities.",Villa_Mandarine,Rabat
 June 2013,5,Heaven on Earth,We only stayed one night as we had arrived from Paris on our way to Fes. The staff welcomed us graciously. Such tranquility. it was like being in the center of a beautiful bouquet sitting at dinner and breakfast in the garden. It is located outside the center so you escape the city hassle . A must for a visit in Rabat!,Villa_Mandarine,Rabat
 June 2013,5,Villa Mandarine Rabat,"We stayed only one night at this beautiful villa after flying into Casablanca Airport from Europe. We were blown away with the beauty and tranquility of this amazing villa. The colours in the garden were incredible and the decor inside the house were incredible. The food was excellent and the service. Couldn't fault it in any way, wish we could have stayed there for a few more days",Villa_Mandarine,Rabat
 June 2013,5,A little parcel of heaven on earth,"Villa Mandarine is a very cute, beautiful, charming hotel. It's the perfect harmony of nature, Moroccan traditional art and architecture, and modern facilities. The hotel is located in very lush and fertile grounds, surrounded by trees, plants, flowers from everywhere. I believe the property used to be a farm in the past. It always smells nice and you can hear the music of birds singing or water falling in the fountain in the central patio. Everywhere in the hotel is beautifully decorated, either by the owners with unique furniture and piece of arts, or by mother nature with gorgeous flowers and trees. There's a SPA in the hotel, an outdoors pool, Ping-Pong (table-tennis) table, billiard (pool) table, and plenty of corners to explore, and sitting areas to just relax enjoy being…",Villa_Mandarine,Rabat
 April 2013,5,Must stay in Rabat,"The grounds of this hotel are beautiful and tranquil - very lush and colorful. The details of the decor are really stunning and what you would hope for to capture the culture. The room was very comfortable in all ways and had a gorgeous spacious bathroom, as well as a nice sitting area/balcony. The food was also quite good, excellent breakfast buffet and for dinner I recommend the lamb!",Villa_Mandarine,Rabat
 April 2013,2,Beautiful place terrible reception,"We stayed in this beautiful hotel for one night. The room was great as were the grounds and common areas. However, our experience was marred by the very unpleasant and rude person at reception. When we checked in, he was rather cold, and things were worse when we checked out. We settled our bill for dinner upon checkout and left. As we drove out, the guard at the gate told our driver that we had to go back. My husband and our driver went back into reception where we were accused of stealing the bathrobes. We had left them hanging in the bathroom on the hooks. Apparently, the housekeeper never looked there. The rude man barely apologized. A word to the next guests... Throw your robes on the floor and be prepared to not feel welcome and to be treated poorly. For the price of the…",Villa_Mandarine,Rabat
 April 2013,5,Great stay -- beautifully furnished -- very hospitable,"If travel takes you to Rabat area of Morocco, I cannot imagine a better hotel. The rooms were well appointed, the hotel quiet overall, and the staff very helpful. We arrived in the late evening and they made it easy for us to get relaxed. The breakfast buffet was excellent and they also made eggs upon request. We loved the center courtyard and orange trees. Such a nice hotel -- it was a surprise to us how wonderful it is.",Villa_Mandarine,Rabat
 October 2012,5,a favorite,"We stayed at the Villa Mandarine for over 3 weeks during a move to Morocco. The best thing about arriving at dusk was the beautiful scent of orange blossom and the romantic lighting. The decor is understated but very Moroccan. The gardens are lovely for strolling and the breakfast bar serves marmalades and jam made from the orchard fruits (the homemade yogurt at breakfast is amazing too). The rooms are peaceful and clean with unique touches in each. The pool can be a bit cold but is very nicely situated. The restaurant menu is top-notch, very yummy international and Moroccan cuisine (Fish tajine is a favorite). The staff were attentive and kind, especially to our 2 year old who, after 3 weeks, had the run of the place. We always take guests back for meals now that we…",Villa_Mandarine,Rabat
 February 2013,4,The Best Oranges in the World!,We stayed at Villa Mandarine while on honeymoon only for a night. It was more of a travel break for us. The hotel was small and cosy. It was a good stay but slightly expensive. The best part is their orange orchard - they have the best oranges in the world. We had not eaten such good oranges. Best was you could walk around and pluck out as many as you wanted. The best ones are ofcourse served in your room and at the breakfast table. Still remember the taste of the oranges!,Villa_Mandarine,Rabat
 January 2013,5,a great pleasure to all the senses...,"Beautiful gardens, helpful staff and amazing food.....these are just introductory remarks, villa mandarin is more than that..garden of flowers, birds, butterflies and PEACOCK..kids r amazed to see peacock roaming near their breakfast table. The smell of blooming mandarin flowers worth every breath. Nice pool, elaborated decor..with all famous painting, central garden and , some modern artifacts.restaurant is one of the best in city..just ask what you want..and multilingual staffwill convey it to the Chef. Rooms are so cosy with private balcony. Very helpful staff right from the doorkeeper to the manager...just visit once and make it home",Villa_Mandarine,Rabat
 February 2013,4,Cold staff in a warm facility,"From a facilities perspective, there's nothing bad to say about the hotel. Rooms are comfortable and spacious. The gardens are lovely and the dining room is attractive. The staff, however, is among the coldest set of people I've ever encountered while traveling. Upon arriving, the reception staff pushed papers at us to fill out without even a hello or welcome (in any language) let alone a smile. The restaurant staff was equally rude. The food however, was very good with a mix of Moroccan or high-end international fare. Pricey for Morocco but not break-the-bank expensive. You're quite a bit from downtown so other dining options are limited in this diplomatic neighborhood. All in all, the stay was fine, but the staff needs a big lesson in civility.",Villa_Mandarine,Rabat
 January 2013,4,Pleasant setting but menu a little disappointing,"I stayed here for a week in late January 2013 whilst on business. I would agree with all the other reviewers that the staff are very friendly and helpful, the grounds are fantastic with numerous exotic trees and shrubs and the rooms are nicely appointed, although a proper walk in shower would have been nice, as opposed to a hand-held shower over the bath. The neighborhood is safe and quiet and is basically in the affluent consular district suburb of Rabat. Although the hotel is 5 or 6 miles outside the centre of the city, you can get reception to call a 'petit taxi', which carries 3 passengers max. for around 350 dirham (£3.00 approx) or a 'grand taxi', which carries up to 5 passengers for about 1000 dirham (£8.00 approx). The breakfast in the hotel is very good with freshly…",Villa_Mandarine,Rabat
 December 2012,5,An oasis,"I had a wonderful stay at the Villa Mandarine, what a pleasant oasis. I would gladly go back for business or pleasure. The food was particularly good - with an excellent restaurant for lunch and dinner. The only drawback is that it is located so far from the center. That said, it's a safe neighborhood where it's pleasant to walk in the evening.",Villa_Mandarine,Rabat
 February 2012,4,Lush Retreat Outside of the City,"The grounds of this hotel are stunningly gorgeous, exactly what a place with the word mandarine in its name should look like. Interior courtyard is very lush and green, does not feel like you are in a hotel at all. We had a nice outdoor patio with our ground floor room, citrus trees all around us. And loved the peacocks walking around in the gardens. As we were soon to experience throughout Morocco, the service was fantastic, we felt very taken care of. We had dinner at the hotel and it was very good. My first real tagine did not disappoint.- I would say only con (a slight con) is that you are in the suburbs of Rabat, so unless you have a car you are confined to the hotel. We were there only 1 night and our guide picked us up the next morning so it was no big deal, but if…",Villa_Mandarine,Rabat
 December 2012,4,For a relaxing weekend,"The hotel, surrounded by gardens and an orange grove, is perfect for a weekend away. The rooms are large, well decorated, and very comfortable. With its spa, fitness room, pool, restaurant and bar, the hotel has everything anyone could need to refresh and relax. The breakfast was very good with cooked to order eggs and a wonderful variety of breads. Lunch and dinner were fine though not outstanding. The only caution I would have about the hotel is the distance from any other Rabat attractions. Without a car, visiting Rabat is time-consuming as the hotel has to call a taxi and the wait may be as long as half an hour. For anyone wanting a respite from the hustle and bustle of normal tourism, the hotel is fantastic and shouldn't be missed.",Villa_Mandarine,Rabat
 November 2012,4,Villa Mandarine - a garden oasis,"Thsi hotel is located in the suburbs of rabat, a very bustling modern city. The hotel rooms are all different and comfortable. The hotel is surrounded by lush landscaped gardens and has beautiful comfortable community areas. The restaurant is overpriced.",Villa_Mandarine,Rabat
 November 2012,3,Very nice,The rooms were very large with lovely private balconies. The property is in a beautiful garden setting with a lovely pool and built around a nice courtyard. We had lunch and breakfast in the restaurant and the food was nice and the service was decent.,Villa_Mandarine,Rabat
 November 2012,3,First stop in a 2 week vacation,"The accommodations are very nice, roomy with nice bathrooms. We had a great view of the jungle like garden. The included breakfast was good. The omelette was not made to order but they had a huge selection of pastry breads. The only reason I have rated this as average is the bar. The red wine was served cold and the bartender spoke absolutely no English. I tried to order Whisky straight up and it came with ice. He never smiled and it wasn't busy. We were offered hot peanuts which were delicious.",Villa_Mandarine,Rabat
 November 2012,3,Upgrade,"Hi - had a few days as this location... generally a great place just like being in the rainforrest or in a lodge in South Africa... however, they need to upgrade some of the facilities: please provide free coffee and tea in the rooms together with 1-2 bottles of water on a complementary basis like all other 4-5 Star hotels... You need to replace a lot of the equipment in the gym... too old and used... not valid anymore.... and lastly: your breakfast is way behind what similar hotels are offering around you in Morocco! actually it is the BIGGEST minus in my experience of this ""great"" place ... you need more options at the table, more green ""stuff"" - take a trip to Kinski in Casablanca and look how they serve a breakfast ... the place is too far from the the center of Rabat....…",Villa_Mandarine,Rabat
 October 2012,5,Would have liked to have stayed longer,"A bit out of town and a world of difference from the riads we stayed in in Fes and Marrakesh. This is comfortable, purpose built hotel and is a luxury many wouldn't want or need. The gardens are what make this special but we didn't really stay long enough to get the benefit of them. Meal in evening was good if on the expensive side but couldn't fault the breakfast which being a buffet style enabled you to tuck in to what you wanted. As long as you like orange you'll like the rooms and decor.",Villa_Mandarine,Rabat
 October 2012,5,Good business hotel,"A bit out of the centre of town, but close to many embassies. The wifi worked well. The rooms are tastefully colourful, and the extensive gardens are beautiful. Recommended? This stupid site won't let me submit if I don't rate the spa - as I did not use it, how can I comment?",Villa_Mandarine,Rabat
 July 2012,4,Lovely hotel with gardens.,"The hotel and gardens have a relaxing quality, nice for strolling and finding a beautiful place to sit. Our rooms were lovely, dinner at the restaurant was very good, and the peacocks roaming through the flowers were a treat.",Villa_Mandarine,Rabat
 July 2012,4,"Great Romantic Hotel,Good atmosphere, A little expensive","This was a very good hotel to stay at, if you are on a romatic trip. I was travelling for business and I found it less suitable. The room interior is nice with good view (if you're on the ground floor), it has large glasses facing your own private garden. The entrance to the room is nice as well with a small garden and a fountain. If you like nature, green and a quite atmosphere you'll love this. If you're looking for the action this is not the place.There's almost nothing around except for a british pub (more of a restaurant with terrible food) 10 minutes walking distance. Room price was around 220USD per night.",Villa_Mandarine,Rabat
 July 2012,5,Even late hours,We arrived very late due to our bags being delaying in Casablanca. The riad was incredible. They arranged to have dinner to delivered to our rooms with a smile and a warm welcome. The rooms were immaculate and the hotel was absolutely incredible! We were sorry to leave,Villa_Mandarine,Rabat
 March 2012,5,Luxury and Service,"This is a hotel like no other.All the rooms that our group had were on the ground floor with a private small garden, great for breakfast coffee and and aperitif before dinner. The restaurant is exceptional, with amazing food.Service is very good. We asked about the pool and the desk said ""we will have it prepared and ready is half an hour. It was done. Privately owned and the owners came to bid us farewell. A little on the outskirts in the embassy area. Languages are no problem. The service is personal and very, very good. ' Done",Villa_Mandarine,Rabat
 June 2012,1,"over-priced, poor service, outside of rabat","This is one of the most expensive hotels we stayed in Morocco and was byfar the worst. To start with, compare to riats that are far more authentic beautiful and have far better service than the villa mandarine, this one is really not worth the price they ask for. Moreover, is dates, everything in the rooms seems worn and tired. The service is poor and the location is way too far from the city center to walk, there is nothing in the vicinity of the hotel. The crowd you will find is expatriats who work in Rabat since the hotel is close to the embassies, who either have been to long in Morocco and don't want to mingle with the locals or as we found out with the ones we had a chance to meet, have total disregard for everything local. If you go to Rabat - find a different place to…",Villa_Mandarine,Rabat
 June 2012,5,High School Reunion,"I have traveled more than 6 months a year all over the world for the past 6 years or so and stay in ""cookie cutter"" hotels where you wake up and can't tell the difference of where you're at or what hotel you're staying in! That changed with Villa Mandarine! Free breakfast with homemade jams, fresh fruit from the trees on the ""estate"" and peacocks wandering by... rooms are huge compared to typical villas. Staff was extremely pleasant and went out of their way to offer us food and drink after the restaurant and bar had closed! It was certainly memorable and the only place I will now stay in Rabat in my travels there!",Villa_Mandarine,Rabat
 June 2012,5,Outstanding choice...quite close to Sofitel,"In Rabat for a conference at the Sofitel, which was luckily sold out, which led us to find the Villa Mandarine via Trip Advisor. It was delightful. Stayed for three days. Excellent wifi! Grounds gorgeous, very private room with terrace, lovely pool, breakfast yummy (especially the homemade yogurt). Ten minutes via taxi to Sofitel. Villa Mandarine by far the better choice. Charming district, low rise, near many embassies. The very best part was the ""hamman"". While it wasn't the most beautiful spa, the treatment itself was magical. A steam was followed by ""black soap"" and then a wonderful scrub, followed by a good massage and hair washing.",Villa_Mandarine,Rabat
 April 2012,5,Absolutely perfect!,"My wife and I stayed at Villa Mandarine our first night of a three-week tour of Morocco. We had just flown into Casablanca after some ten hours of travel from New York. We were exhausted but also excited. Villa Margine was the absolute best introduction we could have had to Morocco. It had all the comforts that a westerner would need in those circumstances but without losing the sense that, yes, we were in Morocco. It’s a beautiful hotel in a quiet affluent residential area outside the city center. Our room was large and spacious with a very comfortable king sized bed, a large modern bathroom and a small private loggia on the garden. It is built around a beautiful courtyard. Cabled internet in our room worked perfectly. The staff was very friendly and efficient. Dinner…",Villa_Mandarine,Rabat
 April 2012,5,"A lovely, peaceful oasis in Rabat","We stayed at the Villa Mandarine when in Rabat in April, 2012. It is set among all kinds of fruit trees, and all of the rooms wind down many halls and have their own private terrace in or overlooking the numerous gardens. Everything about the villa exceeded our expectations. The grounds, the public outdoor terraces and open courtyards are just beautiful. The entrance drive is charming and beckoning as well. The riad's rooms feature beds as comfortable as 'cocoons,' and each room was supplied with bananas, clementimes and mandarine oranges, homegrown of course, as well as fruit biscotti. Walking into the large lounge with its cozy fireplace seating was very welcoming. On our way to the bar we passed through a room with a pool table which led to the bar and then to their…",Villa_Mandarine,Rabat
 May 2012,1,Ruined marriage anniversary,"Having reserved (10 days ahead of time), the staff informed me that Sundays they do not open the restaurant to people who are not staying in the hotel. Even after explaining that we traveled over 200 Kms for that dinner one in a lifetime first marriage anniversary, the staff, blaming us of course, showed and incredible lack of good manners, and refused us a table !! None of the managers was there so we can explain the situation.",Villa_Mandarine,Rabat
 April 2012,5,A gem of a hotel with a fabulous restaurant.,"We stayed here for a rest from the city stress and noise as we had travelled down for a day visit from Tangiers - what more could you ask for, a delightful hotel, rooms clean and above all the setting of the villa is gorgeous and quiet amongst lovely luxurious gardens, orange trees and peacocks. We dined in the restaurant in the evening, I took the set five course menu which was 500DH and delicious, well worth it. I visited the Spa but did not have the time to try it but looks beautiful. Much more of a family style and personal / quieter, than the Sofitel where we stayed before so if this is what you you are looking for would highly recommend. Personal parking also inside the property which is convenient. Breakfast was also very good and lots of choice, cereals, vienoisseries,…",Villa_Mandarine,Rabat
 March 2012,5,Lovely Small Hotel,"We greatly enjoyed our visit to this hotel. The grounds are lovely to walk around. The service was great and everyone was very helpful. Though after staying in the medinas in Marrakesh, this was less centrally located than we anticipated so we chose to have dinner at the hotel as it was not very easy to get to another area. Dinner however was great, and looked to be a popular spot even among people who were not staying there.",Villa_Mandarine,Rabat
 March 2012,5,An Oasis in Rabat,"We stayed 2 nights in March and found this family run hotel had all the extra little touches. Beautiful gardens with fruit trees, warm pool and peacocks running around. The art work is interesting and there were many nooks and crannies to search through. The spa was wonderful as was the oil massage. Breakfast was good and supper great. It is an oasis on the outskirts of Rabat. Very refreshing to tired travellers. Would love to stay there again. Loved the fluffy yellow towels and bathrobes.",Villa_Mandarine,Rabat
 April 2012,5,Paradise,"Fantastic hotel, beautiful gardens, spacious rooms. Location is somewhat out of the center of Rabat, but a taxi is only $ 3.",Villa_Mandarine,Rabat
 March 2012,5,Little paradise,"You immediately sense that this little jewel is family-run. Everything is first-class and there are lots of lovely little touches. We had a suite overlooking the inside garden with its fountain - you cannot imagine anything more peaceful. The gardens with their peacocks are fabulous. This is the middle of March but the pool was 27 degrees and absolutely delightful. We loved the restaurant: Breakfast is great (order omelets at no extra cost), lunch outside on the sheltered terrace and dinner very good, especially the couscous. If I ever had a nervous breakdown and needed a good rest, this is where I would come to. Very friendly staff too. Travelers considering this hotel must know that it is situated in the residential area of Rabat but quite far from the city center - you could…",Villa_Mandarine,Rabat
 February 2012,5,Lovely setting,"We had a lovely, light warm room with its own little outside space. The gardens are charming with oranges, lemons and kumquats hanging on the trees. The pool was heated so we could swim in February. We had a light Moroccan style lunch, good buffet breakfast and a nice enough dinner. Service was welcoming and I would have been happy to stay for longer. It feels quite French in style which I liked.",Villa_Mandarine,Rabat
 October 2011,5,Oranges at your door step,Arrived late one rainy evening. Staff could have not been nicer making sure that we had something to eat . Room service was fast and good. All of the staff had a smile on thier faces and wanted to make sure we had a pleasant stay. The rooms were lovely with Moroccan inspired furniture and comfortable bed. Public areas made you fewel as if you were staying in someones grand home. Would recommend this hotel to anyone.,Villa_Mandarine,Rabat
 November 2011,5,wonderful riad in rabat,"We stayed here at the end of November and everything about the villa exceeded my expectations; its grounds, the public outdoor terraces and open courtyard are just as beautiful as others have written before me. Even the entrance drive is charming and beckoning. The riad's rooms feature beds my daughter in law rightly described as 'cocoons' and each is supplied with clementimes, mandarines, homegrown of course and fruit biscotti. From your balcony you may enjoy your breakfast made to order which is included in the rate. ( and which I didnt discover til the last morning)There is artwork, and antiques everywhere you look in this charming inn; I hope to put up pics soon. And although there is a book detailing the history of the original villa in each room, I never had time to read…",Villa_Mandarine,Rabat
 October 2011,5,A wonderful oasis in a big city,"We stayed in this villa for one night. It is a magnificent old villa full of Moroccan art situated in the middle of an orange grove, in a suburb or Rabat. The gardens throughout the property are amazing, full of exotic tropical plants. The rooms are decorated with old Moroccan furniture and beautiful Berber carpets. Our room was spacious and impeccably clean. The bathroom had all amenities necessary to make your stay comfortable. Throughout the villa there are little spaces where you can sit and read, and think. As an added convenience, the hotel has WiFi.",Villa_Mandarine,Rabat
 July 2011,5,First night in Morocco,We were picked up by our driver in Casablanca and taken to Villa Mandarin for our first night in Morocco. How divine it is. The garden is sensational with the peacocks roaming around. We had a beautiful dinner in the restaurant garden. The rooms were fantastic with all the splendour of Morocco. The staff were great and couldnt do enough for us. Just thinking of wandering through that garden wants me to return.,Villa_Mandarine,Rabat
