 December 2022,5,"Comfortable Central Accommodation...staffed with helpful, kind & friendly people","Maybe the hotel is 3-star but the 5-star rating from me is for Mohammed from breakfast as I promised! Also a big Thank-You & 5* to Ahmed my big man at reception and ichrak & karima who turned over cleaned my room. The bed was extremely comfortable. It's central, I stayed at this Ibis hotel for 1 week.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,hotelName,city
 April 2013,3,"Cheap and cheerful, rooms too stuffy","Good location situated by main train station. 5 minute walk from mc donalds. Kadinsky and panorama are good cafes nearby within walking distance. There's a decent cafe thats does breakfast oppostite kadinsky called khay tanjer they do eggs, toast and fresh fruit juices for 20 dirhams. Clean hotel, rooms are hot and stuffy. Don't forget to buy bottled water. The Air con didn't work in both rooms we booked 501 and 518. Good free wifi. Poor view of construction sites, noisy works when windows are open. The reception desk is almost always busy, constantly have to wait for service. Good value at 25 pounds a night for twin room. Good for short stays only, wouldn't want to spend more than two nights here.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2012,3,Small rooms,"My advise is to not go there if you want to spend a good time as a couple. Rooms are tiny and you can find better places with the same price. The location is good, near the train station. I liked the colorful decoration. It's clean and calm, otherwise, nothing special. We stayed there for 1 night and we changed the hotel.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 February 2013,4,Quiet Location in Tanger,Clean rooms and a helpful staff. Conveniently located a short walk from the train station. The rooms were quiet - no train or traffic noise. Dinner at the restaurant was enjoyable with a good selection of Moroccan and other foods.,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2012,3,Okay value for the money,This hotel was bare bone. They were hesitant about providing us with an extra towel (there was only 2 in the room). The price is very cheap but you pay for what you get. It is located right by the train station and is about 15 min drive into town. The cost of a taxi into town is about 5 euro. The hallway smells like feet...and my friends blanket smelled sour. This place is okay for a short stop and if you plan on spending minimal amount of time there during the day.,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2012,4,Good budget option for Tangier,"I have stayed in a number of Ibis hotel across Morocco and found this hotel to be up to standard. The reception staff was extremely professional and helpful, and this was true for service across the board. The bed was firm and the rooms were clean. As this is an Ibis, the rooms are small and sparsely furnished but absolutely adequate for the traveller. I had multiple breakfasts and one dinner at the hotel and both meals were well attended with good food. I would not hesitate to stay here again - a good hotel.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2012,4,Nice small hotel,Stayed there after staying in Riad gave me ample space for myself. Within walking distance from Tanger Ville train station in an area which will become the prime location in the future but now only construction sites here and there. Overall a good experience.,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2012,4,Very professional,I stayed here last week 19 10 2012 and found the hotel very clean good size rooms with en suite shower tv wifi etc the food in the resuraunt is very good and keenly priced the rooms are cleaned every day. there is a business hub in reception and a small pool area to the front of the hotel. I would describe this hotel as a short stay due to the ammount of business people who use it.The location is just outside the city centre (about max 20DH in a taxi to anywhere in city limits) very close to the beach and train station. All in all this hotel is very well run the staff are polite and helpful and it has parking!!.,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2012,5,A good hotel with European standards,"This hotel was very modern, clean and well equipped in everything including the swimming pool. The personnel of the hotel was very kind e helpful in everything. They mistaked giving us a smoking room and then they gave to us a non-smoking room in a minute. The quality of the food and the hygiene in the restaurant was very good and we always had dinner and breakfast there. Only one advice: if you are there in the period of Ramadan avoid to eat there dinner in the evening of Jawla (last evening of Ramadan with big celebration dinner). That evening they opened the restaurant 30 minutes later for the european customers because they had to serve the Jawla dinner to some moroccan customers from Tanger. When we sat there, we had to wait 30 minutes more to order and then 30 minutes…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2012,4,nice hotel in tangier,"good value, functional hotel. located next to train station. meals were ok, some of the people i was with had breakfast included but i walked around the corner for the same food at 1/3 price. rooms were clean - room with 2 beds had beds very close together, almost as 1. enough space to get luggage off the floor. shower had great pressure and room had awesome AC. the view is poor, as it overlooks much of the construction currently going on in tangier. pool is nice but closes early. we were disappointed one day after arriving home to a closed pool so we talked to the manager and he opened it right up for us! hotel is about 1/2 hour cab ride from beautiful beaches. about a ten minute walk to restaurants and night life. if you are taking a ferry from tangier MED, you must take a…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2012,3,Ideal for a One Night stop-over,"Just what you'd expect from an Ibis hotel ! Friendly and efficient staff in a clean, basic hotel. The room are small, facilities adequate but basic. The bed a bit small and rather firm !The buffet breakfast was satisfactory with a good range of dishes and included in the tariff. The bar and dining room are spacious and comfortable; the food of good quality and reasonably priced although the choices are somewhat limited.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2012,5,Lovely welcoming hotel,Enjoyed staying overnight in this hotel - walking distance from railway station - nice helpful staff - would definitely use again.,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 February 2012,4,Good one,"This Hotel just opened a year ago. Overall it is a good hotel. Location is excellent.Being a muslim, living in muslim country i.e. Morocco there must be muslim showers in Bath rooms. I was so surprised to see that there was no lock in wash rooms. Overall it was nice. Imran",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 February 2012,4,Good value close to the station,"Standard Ibis hotel: functional but reasonably good value for money. Convenient location for us, right next to the railway station, as we were arriving from Fez by train at 10.00pm with our flight home the following morning, but not that great if you´re looking to spend a few days exploring Tangier. Clean, quiet room with very comfortable beds and a great power shower. Staff friendly but not particularly efficient. Mediocre breakfast.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2011,5,A good value hotel,We booked this hotel through the Accor website due to the rate approx US$70 for 2 including breakfast. Located close to the railway station and bus if catching it from Fez but you need to get a taxi to the old city and medina. Don't forget to negotiate the price before you get in. I would not recommend Tangier for more than 1 night and the medina is no where as good as what you find in Marrakesh or Fez. If you are travelling by ferry to Algerceris make sure it is from the port located in the old city centre otherwise you will have to pay US$20-$30 for a taxi to the other port. The hotel is very new and the rooms are clean and well appointed with a great shower and the bed guarantees a good night sleep. Staff were extremely helpful and always accommodating. As it is located out…,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 December 2011,4,Great deal,"Near the train station, does not mean this well located. Excellent hotel for one night. Clean and very good price if you book in advance. Far from the Medina, and approx 300 meters from the boardwalk. I absolutely recommend it if you spend just one night in Tanger and take next day the train.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2011,5,New & excellent value,"New and with all the mod cons. We stayed here to try and save on our budget as we had stayed at riads with inflated prices. This was our last accomodation in Tanger. The area arround is all being developed. It is very close to Tanger railway station (Gare Tanger). It was too expensive on our budget to eat an evening meal, but this was no problem as we usually did our own thing in the souks/markets anyway. It is a bit of a distance from the medina, so we caught a cab, which was reasonable. Negotiate the price before getting in, as we had issues with both cabs here, .......their price being inflated once we arrived.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2011,4,Perfect Location for Train Station,"This IBIS has all the things you would expect in an IBIS hotel. The rooms are simple but perfectly adequate. The bed, which a little higher than normal, was the very comfortable. The room had excellent airconditioning and a roomy shower. The position of the hotel is perfect if you are planning to catch a train from Tangier, with the railway station only 200m away. You do have to cross a busy road but it is an easy walk otherwise unless you have huge amounts of luggage.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2011,4,General Comments,"Overall the stay was good. For improvement, I would suggest putting more towels because two towels are not sufficient. In the bathroom there was not an electrical outlet in bathroom for shaver or any other electical appliances needed. Also there was one toilette paper and not another on reserve. I saw hair on the new sheets and even though they were clean, the hair gives an impression of dirty sheets. The biggest issue was internet, the wireless signal was very week and work intermitantly. The network hard wire connection did not work for the 3 days we stayed at the hotel.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2011,4,CLEAN AND NEW! REASONABLE PRICE,"This Ibis is not located in front of the beach, but it has a very competitive price. Also is new and modern. The buffet breakfast was also good. However, as it is common with the Ibis chain of hotels in Morocco, expect to have limited toiletries and cheap-thin quality towels (they only provide you with 2 towels daily per room because of the hotel policy). Thus, if you shower at night, expect to use the same damp towel next morning. In fact, if you ask for 2 more towels, they will only bring you 1 more, even if there are two guests in the room because is their policy. Also, it is important to note that this is a smoker friendly environment. Expect to see cigarrette trays in the lobbys and see guests smoking in the hotel reception. Although smoking in public places in Morocco is…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2011,4,Good value for the price paid,"This was a decent experience, way better that the 5 star Hotel ""El Minzeh""! We stayed 3 nights and we added another night after checking out in ""catastrophe"" from El Minzeh! People are at least smiling while serving you! there was a problem with the Lift but otherwise everything else was exactly what I can call "" an Ibis promise delivered""!",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2011,4,Next to train station,"This is a brand new hotel about 100 yards from the train station. It has a small swimming pool and free internet access in the lobby. The rooms are new so they are clean and modern. You would have to take a taxi to the old section of the city and medina, but its a short ride for about 20dr. We walked back from the medina to the hotel along the coast road Ave Mohammed VI. When the sun is setting this is where all the locals hang out and walk up and down this coastal road. There are many restaurants, clubs and stores along this road. If you are traveling by train this hotel is in a perfect location. If you need a taxi you have to walk to the train station or get one off the street, taxis don't wait outside this hotel .",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2011,3,Ibis innit do not go with your lover!,"A convenient middle rank business hotel which happens to be close to the project I have to visit. The staff are friendly and efficient the food is consistent and the rooms are all the same. There is no romance to it, there is no sea view there is no sol.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2011,4,"perfect location, small rooms but very clean","The title says it all: the location is great, about 300m walk to the boulevard, the rooms are small but very clean (as is the whole hotel). Staff is fluent jn French but struggling in English (but at least they try their best). At the rates they offer I will absolutely return to this hotel if I revisit Tangiers>",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2011,4,Excellent location,The hotel is just a little walk away from the center with nearby restaurants and shops. The beach is ten minutes away on foot. The staff is nice and helpful. There's plenty of space for parking any sort of vehicles. The rooms and bathrooms are large and clean. The Internet connection is excellent. It's perfect for a night or two.,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2011,4,"Clean, new hotel well located in Tangier","The 1000th Accor hotel in the world, this hotel has been opened just a few months. It is very well located on a small property near the train station and very close to the beach. It's a good low budget, seven story hotel. Excellent value for the money with a very small pool - really just a kiddie pool - out back. Rooms are small but clean. Good showers. Two elevators service the seven floors. There is guarded parking in front of the hotel. You pay the guardian who is not affiliated with the hotel daily. There is no set fee. The restaurant, Wok Co., offers an Asian, Italian and Moroccan menu. It was ok. Stay in the hotel if you are looking for low budget and good quality for the money. A good place to use as a base to see Tangier, but not a hotel you go to if you plan to just…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 March 2011,5,Very Nice Hotel: Simple but quite generous,"I have to give this hotel 5 stars , as Two nights with breakfast for 70 Pounds is outstanding value. It is a new hotel and as usual very near the Tanger train station. Staff are nice and friendly: The place is very clean. The rooms are not spacious though they are very accomadating. It has free wifi in the reception floor , including the restaurant area and forey / lounge.In the room there is a network cable to connect to your laptop, so free internet there too.Speed is not fast as Casa Voyageurs Hotel, but this is a much bigger hotel with ,ore rooms and internet traffic.I Would recommend this to anyone looking for a good quality 3 star hotel.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
