 December 2022,5,Luxury in Town,"Such a treat!!! The hotel is beautiful - the interior courtyard where breakfast is served & the rooftop terrace in particular. You don't want to miss sunset on the roof. The service we had was top notch. The food was excellent. It is in a great location, too, so that you can walk to everything in the old Medina and the beach.",hotelName,city
 December 2012,5,"Beautiful, relaxing stay","We loved our 2 night stay here, and would love to return for a longer stay next time. Staff were really helpful, interiors were well-designed, and we liked the attention to detail and service in the rooms. We enjoyed relaxing on the roof terrace and watching the sunsets from here. The breakfasts we had were amazing! We've had to do a lot of surfing since to burn those off! We stayed here on a Mr and Mrs Smith deal, so for us, the hotel was excellent value as well.",L_Heure_Bleue_Palais,Essaouira
 September 2012,5,High standard in Essaouira,"First -- what happened to the rule that motor bikes were not allowed in the old town??? We have visited Essaouira several times over the years and we really appreciated the pedestrian-only medina, so different from the motor-bike crazy alleys of Marrakech. This time there were bikes everywhere, beeping at pedestrians to get out of the way, blowing nasty fumes at customers in the cafes of the main square, and creating a noisy ruckus tearing up and down the medina at night. Everybody we spoke to is fed up with the bikes. One restaurant (Il Mare) had five of them revving outside its entrance and a whole tour group took one look and decided to eat somewhere else. Our waiter at a cafe in the main square cursed every time a bike went by and told us it gets worse every week. A…",L_Heure_Bleue_Palais,Essaouira
 November 2012,4,great hotel,"A delightful hotel, well managed with good staff and delicious food. We passes 3 days in this beautiful and well situated.Nice Moroccan atmosphere in a truly pleasant hotel. The room are large enough and nice decorated. Nice arabic perfume smell inside the hotel. Check- in took some time.",L_Heure_Bleue_Palais,Essaouira
 November 2012,5,Excellent Stay,"Relais & Chateaux rarely disappoints… and L’Heure Bleue Palais is no exception. We had a lovely three night stay here after doing some travelling around Morocco. Much needed R&R time. It was the perfect place to unwind – and is truly an oasis within the hectic and congested medina. The service was great. We were upgraded to a suit on the second floor which provided us a nice size room we could read and relax in. The décor is very similar to a Raffles. The breakfast was great – and we enjoyed being able to sit each morning in the beautiful courtyard while enjoying the buffet and reading the newspaper (a few international papers available.) In the evenings – we enjoyed the library / bar – difficult to capture its elegance in photos, really a very nice room. We also enjoyed the…",L_Heure_Bleue_Palais,Essaouira
 October 2012,4,Luxury in The Medina,Luxurious Hotel on the edge of the Medina. Very Expensive but beautiful place to stay. Reception staff welcoming and provided an excellent service. Rooftop terrace wonderful views and great location for breakfast. Service slow at breakfast and not the same high standard as other 5 star hotels I have stayed in. Crepes always arrived cold which was disappointing. I missed having a kettle in the room so that I could make tea or coffee when I wanted rather than having to wait for room service. I would stay again and recommend to family and friends.,L_Heure_Bleue_Palais,Essaouira
 October 2012,4,Some great features,We stayed here for five nights and for the most part I would say the hotel is great. The roof top pool and sun deck is probably as good as anything you could wish to find. The room was spacious and well maintained throughout our stay and breakfast served on the roof top is a joy. The staff were very friendly and helpful and created an atmosphere of peace and calm throughout. The general cleanliness leaves a lot to be desired for a 5 Star Hotel. The floors although swept daily need washing. I used a wet flannel to rub three or four areas of tiling and the dirt lifted with no effort at all. It is a shame because the hotel could be spectacular. Our biggest disappointment was the complete lack of menu translation available in the restaurant. Now at £40/50 per head I want to know…,L_Heure_Bleue_Palais,Essaouira
 October 2012,5,An oasis after hectic Marrakech,"After 6 nights in hectic Marrakech we were delighted to enter the tranquility of L'Heure Bleue Plais. Our suites were divine and had their own fireplace, which we took advantage of in the evening as the weather cooled. We ate in the hotel restaurant 2 nights out of 3 and the food was some of the best we experienced in Morocco. The service was very attentive, and the atmosphere of the restaurant very relaxing in the plush surroundings. We were disappointed that the wind kept out time sunbathing in the luxurious rooftop for much of our stay, although we were blessed with one full day laying in the sun and being spoiled by the fabulous staff. I had a massage at the Spa and left half way through as the girl had no idea what she was doing and I ended up feeling much worse when I…",L_Heure_Bleue_Palais,Essaouira
 October 2012,3,Not as good as it should be,"We chose this hotel through a travel agent and stayed here for 4 nights. The hotel staff were courteous and helpful and the Riad/French colonial style is wonderful, making it seem a true oasis of calm in the bustle of the medina. However standards did not meet our expectations for a 5 star hotel. The hotel has fresh air ventilation rather than air-conditioning, contrary to our understanding and that of many other reviewers. We stayed in room 24 where the airflow was woefully inadequate meaning a lost night's sleep as it was so stuffy and when we raised this with the hotel staff in the morning they said it was working properly. After assuring them it was not they said it would be fixed by the time we returned later that day; it was not and we had to again raise it with…",L_Heure_Bleue_Palais,Essaouira
 October 2012,5,A magnificent experience,"This is easily the best hotel experience we have had in a lifetime of travel. The hotel is extraordinary, a true oasis and a perfect retreat in the wonderful seaside city of Essouira. The facilities are first class, as is the service. From the welmonjng tea, through breakfast and dinner, we were treated to the ver best Morocco has to offer. Our suite was beautiful, but the great pleasure of this wonderful hotel is its beautful garden whether seen from the veranda or when dining under the lush foliage replete with a happy chorus of resident birds. One got accustomed to joining us at our table for tea! An absolute delight, not to be missed when travellin in Morocco!",L_Heure_Bleue_Palais,Essaouira
 August 2012,3,Disappointing,"We were really looking forward to staying here, it looked lovely. The public areas and sun terrace are inarguably stunning. Its location is fine but the restaurant is very expensive. We didn't eat there but had room service and a chicken club sandwich, nothing out if the ordinary, was £20! Our first room was internal and on the first night the air conditioning was broken which led to a very hot and uncomgortable night. we informed them at breakfast and a fan was provided which just wasn't on given the price if this place. During the course of the day we asked for it to be fixed three times and when we came back at 5pm the ceiling in the bathroom was down and there were workmen in our room. We complained and were told it couldn't be fixed. We pushed this isdue in a polite but…",L_Heure_Bleue_Palais,Essaouira
 September 2012,5,Classy colonial feel with warm and friendly service,"An oasis of calm + perfect escape from the lively world outside. My 10 year old daughter and I stayed at L'Heure Bleue and we both loved it. Our room (No20) was glorious. The hotel looks and feels like an old colonial gem (all panelling and bevelled glass) but is, in fact, only 8 years old! The craftsmanship is exceptional. So is the service: discreet but warm and friendly - especially from Mamadou and Lissame who were wonderful. My daughter brought her much beloved doll with her on the trip. I can't tell you how enchanted she was when she found that the chambermaid had folded the dolls pyjamas and ""made"" the doll's makeshift bed....now if that isn't going the extra mile I don't know what is...(I wish we knew her name, but I hope the Hotel Manager will be impressed and give…",L_Heure_Bleue_Palais,Essaouira
 August 2012,5,Tranquil and very special,"Walking off the busy dusty street into this calm,cool place was amazing. The staff were professional and friendly and we were given mint tea and pastries as we were checked in-a nice touch. We were upgraded to a fab suite which was extremely comfortable with the chamber maids lighting scented candles and oils when turning down the bed. Beautiful soaps and creams provided with the obligatory robes and slippers. Reading some other reviews there appeared to be some problems with air conditioning-however the rooms were always cool. We didn't eat in the restaurant but had a few lunches up by the rooftop pool which was lovely-only point was the wine was placed away from our table and some waiters were better than others at spotting empty glasses. Although the excellent managing…",L_Heure_Bleue_Palais,Essaouira
 July 2012,4,Nicely located,"Very windy city but it is a very peaceful hotel. The bedroom was maybe a bit old... The breakfast is really nice with a lot of things to eat... The staf were nice at brekfast but not nice at all around the pool, that is too bad for customer... This hotel is very well located, just near the entrance of the city when you arrive by bus from Marrakech (as i do not have my driving licence lol), it is very good . I recommend this hotel because in the City of Essaouira it is very difficult to find a good one!",L_Heure_Bleue_Palais,Essaouira
 July 2012,5,Paradise!,"Every aspect of this hotel was fabulous. We felt like we were walking into paradise when we entered it. Rooms, service, breakfast were wonderful. Moussa was the BEST and we were lucky to meet him. Fantastic experience!",L_Heure_Bleue_Palais,Essaouira
 June 2012,5,Please can I live here!,Walk in from the gust of this windy city and like a breath of fresh air enter a peaceful oasis of smiles and charm. Our room was fabulous. The layout is perfect allowing relaxation on the day bed or work in the entrance office area. The staff were helpful with suggestions on what to do and where to go and the service to the room was great. If you stay you must dine in the restaurant. The meal was one of the best we had in our three weeks of travel in Morocco.,L_Heure_Bleue_Palais,Essaouira
 June 2012,4,Colonial Charm,"Essaouira is the windy city of Morrocco. It was a constant force 6 with gusts of 8 while we where there for a week. They say the wind can make you go insane - not if you're staying in L'Heure Bleue. This place is and oasis of colonial charm harking back to the days the empire. The Decor is very old school and the bar in particular reminded me of an old london gentleman's club. It's significantly cooler here than in Marrakech - but they light the fire for you to drink your £20 glass of Brandy by. Drinks and food are pretty pricey, but definitely worth it - BTE (Best Tagine Ever). The rooms where very chic - Colonial dark woods, marble floors, loads of space and strangely a little office - I felt like I should be penning a novel in such inspirational surroundings. Did I mention…",L_Heure_Bleue_Palais,Essaouira
 June 2012,5,"Wonderful aesthetic experience in this breezy, cool destination","After enduring 95 degree weather in Marrakkech, Essaouira was a welcome relief. The hotel feels like it was built at the turn of the century but it is recently opened. Restaurant was well staffed and the food was lovely. Drank French champagne at $30 a glass, but enjoyed every moment. It was right inside the old medina and it was convenient as a place to explore this beautiful and easy city. Lots of great shopping.",L_Heure_Bleue_Palais,Essaouira
 May 2012,3,Beautiful but flawed,"This is a beautiful hotel but need to be run more carefully by the management.There was no manager available when we were there, so nobody to put things right.We arrived and were given a wonderful welcome with tea and pastries in the palm court, our suite was lovely but the air con wasn't working. We reported it and went out for diner, on our return we were told it was fixed. It wasn't. We spent a very hot night and were moved first thing in the morning.The new room sprang a water leak ,lots of brown stagnant water in the bathroom. Once again we reported it they offered to change our rooms again but we said 2 changes in one day wasn't on (we were only there for 3 days) went out for the day and on our return were told it was fixed. But the air con wasn't working again. We…",L_Heure_Bleue_Palais,Essaouira
 April 2012,5,Favorite Hotel In Morocco,"We stayed at several five star hotels during a recent 10 day trip to Morocco but agreed that L'Heure Bleue was our favorite. Though the building was completely renovated during its recent conversion to a hotel, all of the spaces including rooms, lobby, courtyard, restaurant and bar have a very old world feel to them. There is a very authentic sense of historic grandeur without feeling fussy or overdone. The bar is incredibly chic and I regret not having spent more time there! We had dinner at the restaurant one night and it was good, not great, and also one of our most expensive meals in Morocco. It was worth it to spend an evening in the beautiful dining room but we had better seafood in some of the simple (and very inexpensive) local restaurants. Breakfast in the lush…",L_Heure_Bleue_Palais,Essaouira
 April 2012,4,Fine food and excellent service,"We spent two nights at L'Heure Bleue and I would recommend it highly. It is just inside the old Medina, with a rooftop terrace with a pool, loungers and a very good lunchtime restaurant. Essaouira has excellent fish - you can watch it being unloaded from the large inshore fishing fleet and sold in the market, so you know that what you are eating is absolutely fresh. In the evenings dinner is served in a traditional Moroccan-style restaurant off the patio at ground floor level, and was exceptionally good - the sea bass with subtle ginger flavours was really memorable. On a chilly evening a log fire was burning, and in one corner a guy was playing a lute and singing - good ambience! The little patisseries and biscuits were scrumptious, and offered far too often - a little…",L_Heure_Bleue_Palais,Essaouira
 March 2012,4,"Fantastic and charming place, despite noisy room..","Unfortunately we spent only one night at the Heure Bleue - a Relais & Chateaux Riad / Hotel within the Medina - and arrived in the early afternoon; we've been brought by Fathia, extremely kind and professional at the same time, to the internal area with palms and plants, and served with a fantastic Moroccan tea plus local cookies and fruits. The Manager, Mr Laustriat, introduced himself very kindly and has been, along with Fathia, always at our disposal for every need. The suite we've chosen was really very nice but was facing the external side of the hotel, extremely noisy due to public road works present all around the hotel (obviously out of the Hotel control) that started at 7 o'clock in the morning and of noisy people in the square during the night. The hammam experience…",L_Heure_Bleue_Palais,Essaouira
 January 2012,5,A Bit of Paradise,"If you have the chance to stay at L'Heure Bleu, TAKE IT! It is the most wonderful hotel in all of Morocco, as far as I am concerned. The staff is fabulous. The decor is tasteful. The rooms are so comfortable. Treat yourself to a service at the spa. I had a traditional hammam which was fabulous. The restaurant is magnificent. Leave plenty of time to enjoy the buffet breakfast. This might be a splurge for many budgets, but it is well worth it.",L_Heure_Bleue_Palais,Essaouira
 December 2011,5,Simply Fantastic,"We spent two nights here near the end of our trip to Morocco and fell in love with Essaouria and the hotel. From the moment we walked in the staff was friendly and helpful. The rooms were smaller than other hotels, but were nicely decorated and impeccably maintained. The hotel was a 10 minute walk to the port and was easy to find when we needed to get back. The breakfast buffet had a great selection and the food was very tasty. Our kids took advantage of the snooker room and we all enjoyed watching ""Casablanca"" in the small cinema. The staff was very helpful and provided us with restaurant recommendations and allowed us to have a late checkout on our last day. The hotel is expensive, but worth it for us to have a very pleasant place to relax and be pampered.",L_Heure_Bleue_Palais,Essaouira
 October 2011,4,Wonderful respite after 9 days traveling around Morocco but expensive.,"We ended our nine days of travel in Morocco here after stays in Casablanca, Fes, Rabat, Imlil (High Atlas Mountains) and touring in Marrakech, Volubilis and Meknes. It is a beautiful hotel, a true riad, which our guide told us is defined by trees actually growing in an open courtyard. The courtyard is beautiful and a charming place to have drinks before dinner. At dusk the birds get active in the tops of the trees, singing and fluttering around which we found to be delightful. Staff is welcoming and very helpful. When my husband was under the weather on a Sunday morning a staff member accompanied me to the nearest open pharmacy and helped me buy the necessary over the counter meds we needed. The staff also was helpful in recommending restaurants and giving directions. My…",L_Heure_Bleue_Palais,Essaouira
 November 2011,4,Great place to relax,"I was not feeling well when we were staying at L'Heure Bleue and I've therefore mostly been relaxing inside the hotel instead of going into town. This hotel is perfect for that with it's rooftop terrace with daybeds, it's cosy bar and last but not least it's small cinema where you can see old classics like 'Casablanca'. Drinks and food are nice but expensive. The included breakfast is superb. Negative point: the room was way too warm for me to sleep and no airco or climate control working. I have to agree with some other review writers that that is strange for a 5 star - hotel in this price-range. But still, we'll come back soon!",L_Heure_Bleue_Palais,Essaouira
 November 2011,4,Very good luxury hotel albeit too expensive,"The hotel is a typical old colonial palace from architecture to atmosphere. The service is excellent. The personnel is smiling and makes sure you are well taken care of. However if you compare with other luxury hotels in essaouira, the room charge is too expensive compared to what you can get elsewhere.",L_Heure_Bleue_Palais,Essaouira
 October 2011,3,Disappointed,Just returned from a 11 night trip to Morocco. After spending 4 nights in Marrakesh we headed for L'Heure Bleue. Upon arrival we were greeted by the Manager and given a much welcome drink with nibbles. First impressions were very favourable as the courtyard is very beautiful and comfortable. We were told we had been upgraded to a junior suite and were shown to our room (24). It was big enough although only had one chair in both the room and on the balcony which we thought was odd as it was obviously a room for two. The bathroom looked very nice initially until we tried to get in and out of the bath (there was no seperate shower) I am 5'8 and my husband is 6' but it was almost impossible to get in and out unaided and I don't know how someone smaller would have managed! Our room…,L_Heure_Bleue_Palais,Essaouira
 August 2011,5,A fabulous place to chillax,We stayed here in August before going to Marrakech. The location was great: about 5 mins walk along a busy street to restaurants and 10 mins to the windy beach. Rooms are spotless and service is excellent. The OJ and pastries on arrival were great. The proprietor went out Of his way to shake the hands of all guests. I had a massage in the spa which was the best I've ever had! Sun terrace is relaxing but food is pricey. Much better value to pop along the street for a crepe or a falafel baguette. Service in the hotel was outstanding and the staff were lovely. Order a mint tea and mini pastries arrive too! A great place to relax and chill before or after Marrakech.,L_Heure_Bleue_Palais,Essaouira
 August 2011,5,"Lovely, stylish hotel in the medina","We stayed here for 8 nights this August. On arrival, the room( angle suite\) smelt very damp and we discovered a damp problem in the shower. This was immediately rectified. The hotel is beautiful. The central courtyar, where you eat breakfast( amazing) and are served evening drinks is beautiful. Full of tropical plants and fabulous lighting at night. The restaurant is ecellent. Definitely the best in Essaouira. Lunch is served on the tearrace on the roof. This is also very good and very comprehensive. One order is enough for two people especially after breakfast! The pool is unheated and freezing! I managed to get in once and I suppose it is quite refreshing if you can manage it. The staff are very good. Trips can be easily arranged and nothing is too much trouble. You are…",L_Heure_Bleue_Palais,Essaouira
 July 2011,5,Gem of Essaouira: An Artifact from the Colonial Period,"After a 3 hour trip from Marrakesh, we arrived at the Essaouira medina. We had no idea what to expect. Once our driver parked the van, a very friendly man called Mamoudh welcomed us and accompanied us to the largest building in the medina, which was the hotel, built as a Riad. The inside decoration is beautiful with European, African and Arab touches. In the middle of the hotel is a beautiful garden. All the rooms face to the inside garden. The hotel has a very soothing atmosphere, especially when sitting in the garden. The restaurant was excellent. We ate there twice and both times had the catch of the day. During dinner there was live music performed by a outstanding lute player. The hotel also organized a tour of Essaouira with an excellent guide called Rachida. The view from…",L_Heure_Bleue_Palais,Essaouira
 July 2011,5,Understated Elegance in Magical Essaouira,"We recently enjoyed 2 fabulous days in this fascinating seaside city, and our accommodation at L'Heure Bleue was superb. The entire medina can be reached easily on foot. The rooms were the best we had in Morocco, and the food and service were excellent. Our only complaint was that the wind made swimming in the unheated roof-top pool an exercise in braving the cold, but this did not detract in any way from our enjoyment because Essaouira is not hot enough to make one crave a dip at the end of an afternoon of walking about. You get what you pay for in this 5-star hotel, and we would certainly recommend it.",L_Heure_Bleue_Palais,Essaouira
 April 2011,4,Brimming with French Colonial Charm,"Built upon an ancient fondouk, L'Heure Bleue is an elegant and traditional Moroccan residence just inside the UNESCO Heritage site of the old medina of Essaouira. A few years ago it was restored to rekindle the atmosphere of a Moroccan house with an interior garden. Panoramic views of the sea and old town can be enjoyed from the rooftop penthouse bar and restaurant situated around the swimming pool.",L_Heure_Bleue_Palais,Essaouira
 January 2011,5,Lovely colonial charm,"Stayed at this hotel for 3 nights on a trip to Morocco - lovely - rooms are very nice lovely little touches everywhere - candles, fireplace which they offer to light for you at night and you can lie in bed and see the flames or sit the otherside of the fireplace and watch tv etc nice bathrooms. Breakfast was excellent and the service and smiles from the staff made the stay. Spa and hammas very nice too - would certainly recommend.",L_Heure_Bleue_Palais,Essaouira
 January 2011,5,Wonderful hotel and great staff!,"From the moment you walk into the hotel you can feel it is a special hotel. I had three nights here and really enjoyed my stay with them, the rooms are well designed and everything is of a high standard. Having a real fire at night in our room was a real treat! All the staff are a real asset to this hotel, both professional, friendly and accommodating. We had a really nice couples Hammam and would strongly recommend this, the Hammam is wonderfull and the treatment matched! I sincerely hope I can go back and I am sure I will. Is it worth the 2 – 3 hours drive from Marrakech – yes! Did I wish I had stayed anywhere else in Essaouira – not at all. Great location, great team and good professional management. My only criticism would be that at the time we were there the swimming pool…",L_Heure_Bleue_Palais,Essaouira
 July 2010,4,Honeymoon Heaven,"This hotel and the location is without doubt is one of the most romantic places we have ever visited. In contrast to the usual holidays we have everything was seamless from the meeter and greeter at the door to the little old cleaning ladies that did a fantastic job. Although this place could never be described as cheap in a million years you do get what you pay for and we believe we received the best. We organised our break through luxury-riads.com which was the cheapest by a long way for the hotel, they also arranged a cheap airport transfer for us which was welcome after our early morning flight. I would come here again, hell I’d live here if i could and coming from a fussy so and so like me that is indeed high praise.",L_Heure_Bleue_Palais,Essaouira
 December 2010,5,Fantastic Experience,"We arrived at Heure Bleue at 2.0 am on Christmas morning. Pretty tired after a long journey from a snowy Heathrow! We were being waited for by a Manager and a Night Porter. They checked us in very efficiently and escorted us to out wonderful room. Normally all the rooms in Rhiad look into the central courtyard, however ours (room 24) was a corner room and had a balcony looking outside the building. We thought this was fantastic and that we'd got the best room in the place! Our view was South so we had sun on our balcony and looked across the Town straight over alovely paved square with lots going on and to see all the time. We dined in the Rhiads own Restaurant on Christmas Night and had a fantastic meal with delicious Moroccan wine (Sahari Red). However our intention was to try…",L_Heure_Bleue_Palais,Essaouira
 December 2010,5,The Best of the Best,"What can you say about the best of the best!. This hotel did not disappoint. The staff were amazing from the greeter at the front door to the chamber maids. Whoever trained them did a great job. The rooms were simply beautiful The towels were so pulsh, the bedding was stunning the pillows were so soft hated to wake up in the morning. The hotel decor can not be touched from there is not one thing missed. The breakfast buffet was so fresh and outstanding and nothing was a problem. If you are thinking of going To Essaouira think no further of staying here.",L_Heure_Bleue_Palais,Essaouira
 December 2009,5,A dream in the nicest city of Morocco,"Essaouria is the most beautiful and romantic city in Morocco. L'Heure Bleue is absolutely the place to go for the following reasons : - typical Moroccan palace (Ryiad), with luxurious decoration - large bedrooms (difficult to find in Ryiads) with all what you need and more - delightful food (French and Moroccan fusion) - very charming staff - swimming pool and large sundesk on the roof with a view on the city - the New Year's Eve is fantastic (cocktail in the patio with at will Champagne and lovely appetizers + belly dancers and other attractions - fabulous diner - dancing party) - easy to find in Essaouira (very close to the bus station) - inside the Medina Expensive but that is worth it !",L_Heure_Bleue_Palais,Essaouira
 July 2010,3,Is it worth the journey?,"L'Heure Bleue is a pleasure to arrive at after 3 hours driving from somewhere like Marrakech, but is yet another one of those over-priced hotels that promise so much yet deliver so little. The hotel itself is delightful to look at and is the best place to stay in Essaouira - and the most expensive. It's debatable as to whether you think Essaouira is worth going to. The shopping is certainly lacking - and it's the most windy place I've ever been to, especially in July. Apparently it's always so - a fact that's kept quiet. We took a suite which cost 530 Euros a night. The suite was nicely decorated, but probably the smallest suite I've ever been in. No point changing suites, they're all the same size. But it was very comfortable, pleasant seating area, good internet connection -…",L_Heure_Bleue_Palais,Essaouira
 May 2010,3,Beautiful Hotel that misses on all of the important details....,"I stayed at L'Heaure Bleue last week for two nights with a friend and was, frankly, very disappointed in the quality of service and room relative to the cost. At 300 Euro per night, I expect to be treated much better. The worst was when we were told that, despite the fact that our room was very warm lacking any ventilation that turning on the AC would not be possible since ""people on higher floors are comfortable and we cannot turn on the air until June."" Basically, we were told too bad despite the fact that it led to uncomfortable nights with little sound rest. That said, the courtyard in the middle is beautiful and the hamman is nice but I would not stay here again. Jesse",L_Heure_Bleue_Palais,Essaouira
 April 2010,5,Lovely,"A beautiful Riad style hotel, full of charm. Lovely large rooms, well furnished. Some of the best food we had in Morroco, with a delightful and accommodating Maitre d' in the Restaurant",L_Heure_Bleue_Palais,Essaouira
 April 2010,5,"Nice place, sort of a Riad","This is a very nice hotel. We found it to be a cross between a small family owned riad and a larger hotel. There is an open courtyard with plants and balconies that open onto it. Breakfast buffett is served in the courtyard. The rooms are nice although a bit small. The only complaint is the front desk is not well staffed and not all that helpful. But you cannot beat this hotel for location, and the food in the restaurant is very good. Well worth the stay.",L_Heure_Bleue_Palais,Essaouira
 May 2009,5,"Stylish, sophisticated...","Peaceful, relaxing, a beautifuly renovated riad with friendly attentive staff an excellent place to escape in Essaouira. The bedrooms are very comfortable with a little more space than normally associated with this type of accomodation. The public areas have been tastefully furnished and provide both a cool shaded environment or great sunbathing facilities .",L_Heure_Bleue_Palais,Essaouira
 October 2009,5,Unforgettable Heure Bleue,"We went for a week in Essaouira to relax. Our travel agent had recommended us this Relais et Chateaux and we were not disappointed. First of all, some of the comments on Tripadvisor are related to the high price that you encounter in this hotel. For sure, if you compare with what you can get in some restaurants in town, you can be very surprised, but I would say that you don’t come to such a place to start counting your pennies…and the service that is displayed is worth what you are paying. Then, the hotel in itself is wonderful. We had chosen a suite and we recommend choosing either the Portuguese or English style suite. They are 3 storeys and we were in the 3rd storey room 39, that we recommend for its location. There is a swimming pool on the roof, though it can be a bit…",L_Heure_Bleue_Palais,Essaouira
 August 2007,3,Overwhelmingly expensive,"L'Heure Bleue was supposed to be the highlight of our Moroccan holiday. It was by far the most expensive hotel of the four we stayed in, and we were looking forward to the luxury. However, we felt disappointed - although the building is beautiful and clean, the room was so tiny as to be comic. The service, while attentive, was nothing like as good as we had received elsewhere, for much lower prices. The bar and restaurant prices were simply astronomical. Completely out of proportion. We didn't eat anything in the hotel and restricted ourselves to a cocktail once or twice while there - they were London hotel prices! In our view, this hotel was not a patch on Riad Dharia in Marrakech, which was cheaper and better.",L_Heure_Bleue_Palais,Essaouira
 August 2009,5,Hotel perfection!!!!,"Heure Bleue - both the hotel and staff were truly first class. Their attention to detail was incredible, each evening the staff closed our shutters & curtains and lit scented candles to await our return to our room. The roof top terrace was an idyllic hide-away from the bustle below. Every detail was thought of - the manager of the hotel even gave us departure cards so we would not have any last minute form-filling at the airport. Whenever we entered the hotel we were greeted by someone asking us how our day was and when we ordered drinks we always received an appropriate and complimentary little savoury or sweet nibble to accompany them. The pillows, mattresses and linen were so comfortable we both slept like babies every night. The room was stunning - comfortable,…",L_Heure_Bleue_Palais,Essaouira
 March 2009,4,WHERE IS HEMINHWAY?,"L'Heure Bleue is an oasis of calm and tranquility against the bustle of the nearby Medina in Essaouira, a world heritage town overlooking the Atlantic. Although it looks and feels much older, this colonial style residence is less than five years old. The central courtyard is delightful and follows in the Muslim tradition of providing a clear shaft of daylight to the overhead sky. The bar is straight out of colonial Africa and you really expect to see Ernest Hemingway drinking (and smoking) in the corner of the lounge. Contrary to some reviews the staff are friendly and courteous and always willing to be of assistance. Our suite was spacious and well appointed and the bathroom had both a good shower and full size bath. The food is a blend of local Morrocan specialities coupled…",L_Heure_Bleue_Palais,Essaouira
 October 2008,5,Time stood still for a near perfect stay,"I have very high expectations with boutique hotels, having stayed in some of the best. This was our honeymoon and some of the reviews worried me. However I went with it and, although expensive for Morocco, it was an amazing stay. The basic rooms (c300 euro) are small but cute - however the air con was not working so we were moved. The next room wasnt working so after a stressful few conversations we were upgraded by the very competent manager (the assistant manager was not quite so good). The junior suite was fatanstic. 3 things made our stay; 1) The normal staff were unbelievably polite, smiley and helpful. The front desk even more so. This is not always the case in Africa. 2) The breakfast is all made on site and one of the best i have ever had 3) The pool terrace (only one…",L_Heure_Bleue_Palais,Essaouira
 May 2008,1,Bar like a funeral parlour,"This was our second choice to stay so we decided to check it out by visiting the bar. The bar had the atmosphere of a funeral parlour, very dark with horrible music and 2 mojitos cost £24 (yearh I know you expect that in a 5* but that's pretty pricey for here!!) Glad we did not stay here!!",L_Heure_Bleue_Palais,Essaouira
 March 2007,2,Very disappointing stay,"After several days at La Sultana in Marrakesh, this hotel was a great disappointment. Our room itself was lovely, but next to the linen room with a very squeaky door which the housekeeping staff were in and out of from early in the morning to well into the evening. A request to oil the hinges was ignored. The air-conditioning in the room didn't work, and after several requests someone was eventually sent to have a look and failed to mend it. Several more requests and we were provided with a fan - on the last day of our stay. There was also renovation work going on below our room, so we were subjected to banging and drilling noises throughout the three day stay. When we asked how long it would go on for on the first night we were told only half an hour and that it wouldn't…",L_Heure_Bleue_Palais,Essaouira
 July 2007,2,invest more on better people,"We entered and the first impression was ""wow"" the hotel is beautiful, it gives you a real feeling of being in africa, until ofcourse, you meet the people that work in there. A smile was never shown, they made several mistakes with the reservation, then they gave us the ""africa"" room that had no difference with a room at a new york hotel, exept for the ""africa"" theme: zebra drapes! wow, now i feel like in a safari. We were tired so we order room service... the guy came to our room and had no hands available to knock the door, so he did it with the tray. we had to put the tray on the bed given that there was no desk, table or any other place to put it. An finally... the closet doors dont close because the refrigerator is bigger, so it does not firt.",L_Heure_Bleue_Palais,Essaouira
 July 2007,2,Not good enough,"This is a beautiful property in an average town with poor service and few redeeming features to warrant a visit here. Positives: 1. Lovely property that is stylishly decorated in colonial style. 2. Good breakfast, served in a beautiful central courtyard. 3. Roof terrace staff helpful and attentive. Negatives: 1. No air conditioning (there is a thermostat in the room, and the hotel documentation says it has a/c, but none of the rooms had it when we were there). 2. Very expensive incrementals. The most expensive property we stayed at in Morocco for beer, water, snacks. 3. Surly and unhelpful staff, particularly the front desk. 4. Incredibly noisy and difficult to sleep. The hotel setup around a central courtyard looks stunning, but as the main restaurant is in the middle of…",L_Heure_Bleue_Palais,Essaouira
 June 2007,2,Disappointed,"This was the last of 4 hotels that we stayed at during our 12 days in Morocco and the experience was very disappointing. There is no doubt that the food in the dining room is excellent but that doesn't make a great hotel. The experience of checking in was the worst of the 4 hotels - we were told ""you're room is on the first floor"" and left to find our own way there. In all other hotels we had been shown to our room and the hotel facilities were explained. This summed up the service from the front desk throughout - perfunctory. Indeed, we received a message 23 hours after it had been delivered - it was a good job it wasn't that important. The room was small which was not a problem but the musty smell was - probably a result of the rooms not being used that much. The noise…",L_Heure_Bleue_Palais,Essaouira
 April 2007,2,You can do better than L'Heure Bleue Palais & Spa,"Beautiful property...but 1. A/C didn't function - only offered sol'n was a more expensive rm. 2. Restaurant very pretentious - mediocre cuisine - fish, scallops way overdone; snooty wait-staff 3. Room barely cleaned 4. Breakfast excellent 5. They made us reservations at closed restaurant - failed to tell us it was closed; conceirge not at all interested in pleasing us 6. Great roof-top deck 7. Good location 8. Noisy 9. Very expensive for the value",L_Heure_Bleue_Palais,Essaouira
