 October 2022,5,A Fabulous Stay,"We had a wonderful stay here at Riad Zahra. The staff are SO friendly and the Owners are just the loveliest: so attentive, polite and it was so nice to have been made to feel like a guest in a home rather than as a room number as hotels can make you feel. The riad is less than a 5 minute easy walk down to the beach, which was perfect! The vibe of the riad is so calming and relaxing, the rooms were kept immaculately clean and tidy and had all that we required. The garden area (with resident tortoise!) was probably our favourite, the pool was fabulous a lovely relaxing area, spacious enough to be comfortably used by multiple guests staying at the Riad. Breakfast was OUTSTANDING, the best breakfast out of the three stays we did during our Morocco trip. Walking down to…",hotelName,city
 May 2013,5,Feel like home,"I went to Riad Zahra from the 20th of May 2013 for almost 10 days. I was a bit worried because it was the first time for me in Morocco, but I had a wonderful stay. Xavier (I am not sure if the name is correct) the owner is very welcome and he has been able to accomplish ANY of my requests. Really a wonderful and charming hotel manager. The price is very low but the quality is very high! The food is great, you can have lunch at any time in the swimming pool and great grill meat and fish (always fresh) on the terrace, which has an astonishing view. I was alone on this trip but I didn't feel lonely, not even for one day. The staff is wonderful and every evening they were waiting for me to come back after being in the city partying with friends. I really felt home and I am 100%…",Riad_Zahra,Essaouira
 May 2013,5,"Great staff, great food, great hotel",We stayed at Riad Zahra for 10 nights in May. As far as hotels go it is one of the best experiences I have ever had. The staff can't do enough for you. It is a family run hotel and you really get that personal touch that the big chain hotels can't deliver. The food in the restaurant is of a very high standard and very reasonably priced. The hotel itself is beautifully presented and the terrapins in the pool are adorable. I would recommend anyone to stay at Riad Zahra if visiting Essaouira.,Riad_Zahra,Essaouira
 March 2013,5,I WONNA GO BACK,"if you like kitesurfing and fun people i would definitely check this place out I'm trying to book up for the second time this year , if your with a group of mates or a family, there is something for you to do , the staff are grate and if your new to morocco i would get to know them as that will help you out a lot wether its booking you up for best restaurant in the city , or giving you tips on how to improve your kitesurfing , cant say enough about this place felt very welcome , loved it .",Riad_Zahra,Essaouira
 May 2013,5,Fantastic Riad,This is a great place to stay. Perfectly located for kite surfing with a lovely pool to relax by out of the wind when you are exhausted! The owners were incredibly welcoming and helpful. The food at the Riad was great from yummy breakfast to delicious food on the top floor restaurant. The rooms are basic but clean. I had a fantastic stay here and would recommend it to friends.,Riad_Zahra,Essaouira
 April 2013,5,Very good feedback!,"I have just spent a week at Riad Zahra to go kitesurfing in Essaouira. I can only recommend this place. People are extremely nice and helpful. The hotel is located next to the kitesurfing spot and not far from the medina (about 15min walk). The best kitesurfer of Essaouira works there and is always ready to give advices/tips. The hotel has an anemometer and wind gage on the roof, very convenient! The food good and the hotel very confortable.",Riad_Zahra,Essaouira
 April 2013,5,Family Holiday,"We stayed in a family room which was clean and spacious the staff were friendly and helpful. The Riad is about a 20 minute walk to the Medina the taxis were between 8-10 dirhams, just across the road from the beach with horses, camels, quads and beach restaurants.",Riad_Zahra,Essaouira
 March 2013,5,the best stay,"loved every second of our stay!! The rooms were really nice moroccan style, the food was amazing we had tapas everyday and eating in the restaurant there are panoramic views of the whole bay. We were kitesurfing and if you're planning on kitesurfing/surfing in essaouira i wouldn't stay anywhere else. You can literally wake up look out you window and if its looking good be on the beach in 2 minutes! Also there is a school attached which is great for beginners and really great for any kit breakages. the guys there are super friendly and helpful!! Also i wanna say a massive thank you to everybody at the hotel! They were so friendly and made our stay so fun!! Jofre you Legend!",Riad_Zahra,Essaouira
 March 2013,5,Kite Surfing Holiday,"For any sort of holiday (sporty or just touristy) this place is perfect! The room are lovely and clean and have a great ""Moroccan"" feel to them. The staff are always smiley and happy to help. Also breakfast is AMAZING!! the hotel is located a short walk from the beach and about a 20min from the city center. I would go back anytime",Riad_Zahra,Essaouira
 March 2013,5,"Friendly, personal and accommodating place to stay","We came to this Riad as a group of kitesurfers and were lucky to stay somewhere that fitted our needs so well. Not only is the Riad conveniently situated next to a kitesurfing school, but it is also right next to the beach. On top of this, a wind-meter on top of the hotel and sea-views made it easy to time our outings to perfection! The staff at the hotel were attentive and accommodating, even going so far as to give us advice on kitesurfing, where the best places to eat were and kit storage. We ate at the hotel, whilst watching an incredible sunset, and the food was impeccable along with the service. If we returned from kitesurfing early enough, a tapas with a free drink for 25 Dirhams was a deal that was too good to miss. A few areas for improvement would be overly-firm beds…",Riad_Zahra,Essaouira
 March 2013,5,Definitely Stay at Riad Zahra,"Riad Zahra Mogador was a great place to stay at with such lovely and kind staff that were extremely helpful and advised my group on where to go and eat, which shops in the market to go to and any other queries we had. As a young group of people we felt very welcome and looked after. It is situated less than a 5 minute walk to the beach making it a great hotel to stay at especially if you are there for water sports. There is also a water sports shop at the hotel, where you can hire out kit and have lessons. The rooms are lovely and clean, making you feel as if you really are in a moroccan atmosphere with it's beautiful decor. there is a refreshing swimming pool, good for a morning wake up splash! The breakfast was delicious and generously served. I would definitely go back and…",Riad_Zahra,Essaouira
 March 2013,5,spot on,"great place, lovely rooms with great views. staff are really nice and the owners are really friendly and helpful in every way! made our stay in morocco amazing! definitely going back if i'm in the area",Riad_Zahra,Essaouira
 March 2013,5,Kite surfing stay,"Really great hotel, great staff and owners. Perfect location for anyone who enjoys water sports and exploring interesting cities. Will definitely return one day, and would recommend to anyone! Great food in the restaurant, served with a smile. All the rooms our group had were really nice and comfortable. Definitely felt like a home away from home for our 10 day stay.",Riad_Zahra,Essaouira
 April 2012,5,"Relaxing, Atmospheric Riad","Wonderful situation, clean, very friendly staff and extra bonus of having its own pool and restaurant. Many options available for excursions which are all organised at ease by the riad staff. Beautful beach walking and only 15 minutes along the beach to the centre of Essaouira with cafes and restaurants enroute.",Riad_Zahra,Essaouira
 February 2013,4,Nice and clean but nothing special,"Perfect location close to the beach, nice and clean rooms (altough very windy - even with all the doors and windows closed) and really good service. Extra plus for the tortoises by the (cold) pool! Our conclusion was: a good hotel for a good price, but nothing special. We liked the generous breakfast, but the lunch was tasteless and boring.",Riad_Zahra,Essaouira
 January 2013,5,Great place to stay,This is a great place to stay. Easy to get to town and very close to the beach. The staff are excellent and friendly and nothing is too much trouble. Rooms are well appointed and the decor is traditional. For what you pay it is well worth it. We would stay here is we come again.,Riad_Zahra,Essaouira
 January 2013,5,Perfect hotel,"What a particularly nice family run this really good little hotel. Not pretentious in any way, just good, clean, comfortable, and excellent value. And an enormous breakfast was included. I asked where I could hire a car and they kindly organized a car to be delivered to hotel which saved a lot of hassle and was good value. The owners were very friendly and the swimming pool is very nice. Two tortoises live in the garden!",Riad_Zahra,Essaouira
 October 2012,5,Couldn't have been better!,My friends and I had a fantastic time at Riad Zahra. The staff were exceptionally friendly and helpful. The Riad was beautiful (I've since been inspired to decorate my own place in a similar style) and very reasonably priced. The rooms were lovely. Location was great too. Close to the surfing area and not too far from the Medina. The pool area was picturesque - surrounded by brightly coloured flowers. The turtles and tortoises provided hours of amusement. I would recommend it to anyone and would happily stay there again if I returned to Essaouira.,Riad_Zahra,Essaouira
 October 2012,5,"October 2012, nice & enjoyable","Nice familly stay, where we enjoy the place even as we experienced quite unusable bad weather (raining...). Perfect situation as very close by walking from the beach & kite/winsurfing clubs, enabling the kids to go and come back alone.",Riad_Zahra,Essaouira
 June 2012,5,Fabulous stay,"I stayed at the Riad for a total of four days and was overwhelmed by the hospitality of the owners and staff from the word go. After our welcome to the Riad, we were offered onsite assistance during our stay, which is always reassuring for foreign travellers. The Riad is only a mere 20 minute stroll from the medina and tucked only minutes away from the beach. Breakfast every morning was exceptional (and super generous!), the room was clean and comfortable and the constant attention from the friendly staff was such a pleasant surprise and made our stay truly memorable. The poolside was a welcome retreat from the crazy beachside wind, while the Riad's restaurant offered a fabulous range of fresh, Spanish-inspired food. It's just a shame we weren't there long enough to see the…",Riad_Zahra,Essaouira
 September 2012,3,Disappointing,"Found our stay at this Riad to be rather disappointing after staying in wonderful riads in Fez and Marrakech. Foyer area very nice, and the staff were helpful and welcoming. Rooms were dowdy and the shower areas need updating. No flyscreens on the windows, so could not open. Beds extremely hard and uncomfortable. Breakfast was poor and as previously noted lin other reviews eft uncovered. We had dinner in the restaurant upstairs. Two of the meals were extremely poor quality. Reasonable pool area, though can get crowded and insufficient seating around perimeter. Short walk to the beach, Very disappointed with the beach, as it was quite dirty and had a lot of broken glass. Nice walk or cheap taxi ride to town centre. A couple of nice restaurants/cafes on the walk into…",Riad_Zahra,Essaouira
 October 2012,3,"2 mins walk to beach, 20 mins walk to Medina or a very cheap taxi ride.","We have just returned from a week at the Riad Zahra and really enjoyed our stay. The Riad staff are very welcoming, a special mention to Jeffrey, who always had a smile on his face and was eager to please. The food in the upstairs restaurant is amazing, the chef is a great chef with a fab sense of humour. The food in the downstairs restaurant, could've been better. Breakfast was ok but the same thing every day got a bit much, could've done with an option and maybe some fruit. The tables were set up with the food ready for people to come to breakfast and the flies got there before the clientele each time as food was left uncovered. Was a bit unclean too, we ate downstairs one evening and there were still crumbs left on the seats and floor from breakfast. The rooms were very dark…",Riad_Zahra,Essaouira
 September 2012,5,Beautiful Riad,Riad Zahra is a beautiful property and very authentic. We spent 6 nights here. All of the staff were very polite and efficient. The room was very comfortable. We ate in both restaurants and the food was superb. The Riad Zahra is perfect if you are in Essaouira for kite surfing as it is across the road from the main beach (a two minute walk). The Riad provides weather information for those that need the wind for their holiday! It is an enjoyable 20 min stroll from the main town or you can take a taxi for around 80p. Would definitely stay here again.,Riad_Zahra,Essaouira
 August 2012,5,"Fantastic Riad, Fantastic Staff, Fantastic Location","Riad Zahra is a wonderful Riad with a perfect location less than 100m to the beach and a short 15 min walk (or 5 min taxi) into the Medina. Riad Zahra is not only great for singles but couples and families. It has a wonderful welcoming feel and a very friendly atmosphere with staff being able to speak a number of languages. Rooms are large and perfectly adequete for everyone's needs. Great range of food can be bought through out the day not only in the pool side restaurant, but upstairs in their new tapas and grill restaurant. Would recommend this Riad to anyone travelling to Essaouria and can't wait to visit again!",Riad_Zahra,Essaouira
 August 2012,4,A very relaxing stay,"The location of the riad is graet. it is in front of the seaside and not far from the medina (20 minutes by feet, 5 by taxi,car or touristic train) The rooms are clean, and quite big, We had three beds, even if we are a couple. The breakfast is very good and plenty of delicious food : there are the crepes too. There are also two restaurants: one traditional one and a spanish one. We had dinner at the spanish one. It was very good. During the night there is no noise, the temperature is fine. We slept very well. There is also a little swimming pool. and the possibility to rent surf and kite-surf equipment , or to book some surf and kite-surf lessons.( no wind-surf lessons and equipment) The owners are a family of spanish . They are very kind and they speaks italian…",Riad_Zahra,Essaouira
 August 2012,4,Riad Zahra - real nice place and great owners,"Riad Zahra definitely is one of the place you should consider to stay when in Essaouira. Even when it is slightly out of town, the atmosphere is great. The owners are really nice - Spanish/French - and will go out of their way to help you out with tips and advice. The two restaurants are great. We did not try the tapas, but this is available. The pool is superb and the two turtles swimming in there add a spark to it all. The rooms are spacious and the bathrooms are nice.",Riad_Zahra,Essaouira
 August 2012,2,Such a disappointment...,"Who ever designed the web page for this riad should be shot. It is very decieving. It is not right on the beach and the walk to the madina is probably 20 minutes, plus. The owners are delightful but we had booked through an agent and were expecting twin beds (was travelling with a girlfriend) and as two women we wanted our own beds. It is very dark and didn't look clean. The owners helped us find other accommodation which was much more to our liking as we were a five minute walk to the madina. Shopping in Essaouira far surpassed Marrakesh not only in price but in choice as well. I would definitely go back to Essaouira but wouldn't stay at Riad Zahra.",Riad_Zahra,Essaouira
 July 2012,5,Cant wait to go back,"The Riad Zahra is a wonderfull budget hotel with a great location 30 seconds from the beach and about 15 minutes beachfront walk to the centre of town. The staff were extremely friendly and helpful, genuinely felt that everybody wanted you to have the best time possible. Room was cleaned every day and had everything you required to a good standard. Both restaurants served good food for a good price. Going to the upstairs restaurant for a beer and freshly cooked tapas looking out over the beach at the setting sun, after an afternoon on the water was a perfect end to the day! hotel is located right next door to a brilliant kitesurf/watersports school which made it easy for renting equipment and arranging lessons. Staff were equaly as helpfull and also arranged twice weekly client…",Riad_Zahra,Essaouira
 July 2012,2,Reminded us of Benidorm...and not in a good way!,"Essaouira is an absolutely beautiful town I would definitely recommend visiting. But don't stay in the Riad Zahra! It is really far from the medina, at least a 20 min walk, and it would not be safe to walk back to the Riad at night. You see far more by staying in the medina, and have loads of amazing food options (food at the Riad Zahra is questionable).The hotel itself was shabby and dated. The turtles in the pool were the only positive! We also had a GIANT cockroach in our room - lovely! Our room was next to a building site which was really noisy and annoying. The bathroom was really dark and actually quite creepy. It was a strange place to be and reminded us of Benidorm....larger older men in very small swimming trunks sunbathing on the horrendously uncomfortable pool-side…",Riad_Zahra,Essaouira
 June 2012,5,Fantastic Riad!,"Riad Zahra is a fantastic Riad close by the Atlantic Ocean in the laidback surfers town Essaouira. Essaouira is very windy and therefore ideal for windsurfers and kite surfers, but also surfers will enjoy themselves. Next door of the Riad is the surf school where you can arrange your lessons or hire materials. The Riad has an outdoor swimming pool with turtles walking and swimming around! The rooms are not too big, but big enough and have spacious bathrooms. The rooms are clean. The mattress is a bit hard and therefore makes it easier to dream about surfing at night ;) We had lunch once at the restaurant of the Riad and it was not a success but in town there are many good restaurants. It is absolutely worth going to Riad Zahra. Good price – quality ratio.",Riad_Zahra,Essaouira
 May 2012,5,Great place to stay in Essaouira,"My husband and I stayed for three nights in May 2012 and we were really pleased with Riad Zahra. The owners were incredibly welcoming, kind and helpful. When I was feeling unwell, the owners drove me to the pharmacy and accompanied me just in case I had trouble explaining my issue. Nothing was too much trouble and they helped us with reservations at local restaurants. The riad is beautifully decorated and the rooms pleasant. We really enjoyed the location - 10-15 minutes walk from the Medina along the sea front - which meant we had a lovely walk up and down the beach each day. Its a great location for the water sports, horse riding and camel treks. Breakfasts were good. As a bed and breakfast it was great, however for the 'foodie' traveller I would recommend leaving the riad for…",Riad_Zahra,Essaouira
 April 2012,5,Perfect location for kiteboarding,"We loved the riad due to its great location near the kiteboarding area of the beach. There is also a kite shop next to the hotel. The owner and owners family were wonderful, very helpful, helping with reservations ar restaurants and spas in town. It's about a 20 minute easy walk to town, or a quick cab ride. The riad has a restaurant on site which is nice especially because it has a bar",Riad_Zahra,Essaouira
 May 2012,5,Second visit and just as good as before,"This May I returned to Riad Zahra after about three years and fould that it much the same. That is friendly, reasonably priced and clean and tidy. The hotel is at the end of the beach so is a good ten minute walk to the old town. Not a problem as the beach boardwalk is just a block away, no need to walk along a busy road. If you don't fancy the walk say at the end of a day in town the taxi are cheap 5/10 dirham. Since my previous stay there are some beach restaurants added just a couple of minutes walk. These seem reasonably priced and have a good atmosphere, lovely to kick back in front of the open fire beer in hand watching the sun set. The hotel offers dining though it can't be considered a dining destination, just a place to get decent food at a reasonable price. The…",Riad_Zahra,Essaouira
 June 2012,5,Just perfect,"So friendly, clean, delicious food, great pool and the new BBQ terrace will be fantastic with the best view of the beach & sunset. The family & staff go out of their way to look after you- I caught a cold on the journey over and the following day Jofre drove me to the chemist. I picked up the wrong medication and Xavier (the owner) drove me back again! The following morning, Jofre brought me hot milk and honey. My wife and I weren't sure if we paid cash for 1 meal and without question, it was taken off our bill (we hardly had to ask). Also, my wife hurt her back after a small quad biking accident. The first mention of this at the Riad and Xavier had Tiger Balm ready and recommendations for good massages. The Riad know all the best companies to book for horse riding, quad biking,…",Riad_Zahra,Essaouira
 June 2012,4,"Helpful staff, great pool.","We stayed 6 nights in june and enjoyed our stay. Not the most luxurious riad but spacious room with very helpful staff and very good value for money. It was incredibly windy whilst we were there and the pool although enclosed offered no shelter from it, to the extent that when a 4 year old child was stood on the edge, a particularly strong gust blew him in!! Take a warm top as it was unexpectedly cold at night. turtles in pool was quite novel. 20 minute walk alongside the beach into the medina was quite pleasant or a 10drm taxi ride(about 80p). Very clean.",Riad_Zahra,Essaouira
 May 2012,5,Brilliant place to stay!,"Only stayed two nights, but were overwhelmed by the kindness of staff. Location is 2 minutes from the beach and the 0,60 eur taxis drive u to the medina quickly unless you want a nice 15mins walk at the beach. Breakfast is includes and delicious. They also serve lunch and dinner - without pre-bookins. Great big pool and sun'bathing in the garden - and the best - ther are 2 little turtels swimming with you :-)",Riad_Zahra,Essaouira
 April 2012,5,"Welcoming, clean and comfortable Riad","The owners and staff are incredibly helpful and friendly. They mostly spoke good English and fluent French. We didn't think we'd eat much at the hotel but the food ended up being good, generous and reasonable and the eating area comfortable and relaxing. There are resident turtles in the pool and tortoises in the bushes. We went at the end of April and it was very windy -- it was OK by the pool if you lay down! The beach is beautiful and huge -- we had an amazing day on the dunes on a less windy day. Definitely try the avocado milkshake in town.",Riad_Zahra,Essaouira
 April 2012,4,Friendly place with a lovely pool,"We booked Riad Zahra as we were looking for somewhere with a pool. We found all of the staff here genuinely friendly and helpful. It felt like a very relaxed place with all sorts of visitors from couples, to families and groups there for the water sports. It is about 20 mins walk into the medina, but we quite liked the walk and enjoyed being close to the beach. The Riad was very clean and we had a big room with an amazing sea view (room 35). The pool area was good with plenty of seating, although at times it was pretty windy and chilly. The breakfast was tasty and there was plenty of it!",Riad_Zahra,Essaouira
 September 2011,5,friendly coastal Riad,"Stayed at this Riad in sept/oct 2011 for 4 nights. Lovely welcoming people. I thought I had booked a room with Balcony, but no, the owner apologised and said to book direct on the web site next time, to ensure I get the room I want. Same price. It is very popular and caters for all groups of people. Nice room, very clean, shortage of wardrobe space, but ok , I managed. I had packed a few dresses for nightlife in Marrakesh for the end of holiday. I think it's best for a traveller without to much baggage. The breakfast served either on the terrace or dining area. Possible to have it at the pool as well as in your room [extra ie: room service] was good, nice choice etc The pool is lovely, secluded and only a few yards from the beach. We went up on to the sun terrace ,[…",Riad_Zahra,Essaouira
 April 2012,5,"Fabulous stay! Friendly, welcoming and relaxing.","Riad Zahra is situated outside the Medina close to the beach, and prior to checking in here we had been staying in the medina and wanted to stay somewhere a little more relaxing. The Spanish hosts couldn't be more hospitable and have an eye for their guests needs. The pool area is fabulous with the swimming turtles stealing the show. The Riad courtyard is beautifully decorated and the rooms are comfortable and roomy. We found the bar and food was very reasonably priced, and the breakfast was delicious. With the beach only a few minutes walk away our 4 nights spent here were a perfect end to our two week stay in Morocco.",Riad_Zahra,Essaouira
 March 2012,4,Very nice to bring children,"Nice place to bring the kids. Calm, relaxing and very nice and helpfull staff. Not far from the beach.Big rooms where the whole family could sleep. Nice food. Nice and friendly place.. Note: The beds are a little bit hard, and the tv is small and not so good. The kids loved a camel ride on the beach. It cost about 120 MAD per person. ( Do it the first day and the camel owners will leave you alone after that..)",Riad_Zahra,Essaouira
 March 2012,5,fantastic relaxed Riad,"we felt welcome from the moment we arrived. The relaxed atmosphere was perfect for a holiday with kids as we never felt that they were being a nuisance to anyone, in fact the opposite. Everyone was so friendly. Our room could sleep the whole family which was great and being next to reception meant they was always someone on guard whilst they slept and we stayed in the bar area to relax of an evening. It was a very cold room, but when we mentioned this we immediately were given an electric heater that worked a treat, with huge apologies. The only downside was the freezing cold pool, but it was to be expected at the time of year we visited really. We did look into the atlas hotel to use the pool but there too it was unheated. however the addition of turtles in the pool cheered…",Riad_Zahra,Essaouira
 March 2012,4,Cosy hotel,"Cosy hotel in the outskirts of town 15 min walk to medinaen. Good restaurants nearby. Menarat far away will not disturb your sleep. Breakfast is quite nice, Restaurant with ok food. Very friendly and helpful staff. Wind and kite surfing school at the hotel. A hotel I will certainly recommend. Note: hard beds.",Riad_Zahra,Essaouira
 February 2012,5,Xavier and his team are awesome hosts,"I am just back from 6 nights staying a this riad and can't recommend it enough. It started with the manager, Xavier, greeting us late on arrival with an offer of tea, coffee etc. This set the standard of friendly faces for the remainder of the stay. We even found a heater placed in our room before we had to ask as the temperature had dropped the previous day. Breakfasts were great and the juice to die for. The pool area is adorned with friendly turtles who wonder about and even go for a swim. If there's only one thing that stood out as a bit of feedback it's that the beds are a touch hard. But by the end we were used to that also. I'd recommend this place to anyone, especially kite surfers as the Kite-surfing Morocco shop is next door, the waves are in front and other…",Riad_Zahra,Essaouira
 August 2011,4,Nice hotel,Not a traditional Riad but very good value and has the bonus of a pool. The rooms were large and it was a very short walk to the beach.,Riad_Zahra,Essaouira
 February 2011,5,Essence of Morocco,"This Hotel is highly recommendable. I was there for 4 days by myself to enjoy some optimal relaxation. And I must say, Riad Zahra is the right place. It's not located near alle the other hotels nor directly at the beach, but that doesn't make it a bad thing at all. It only takes 2 minuttes to get to the beach by foot. Because of it's location it's incredibly quiet at the terrace and the pool. There's absolutely no traffic noise at all, which makes the pool even more enjoyable. The pool is great and the sun is alwys shining on the terrace. This amazing hotel also has a Restaurant. I had a handful of meals here and was most pleased. the local food they made was very tasteful indeed. To sum it up, this hotel was exactly what I was hoping for when Planning my trip to Morocco. It…",Riad_Zahra,Essaouira
 May 2011,4,"Stunning space and light, with a seaview, and swimming tortoises . .","My partner and I stayed here as part of 3 town trip around morocco after I had raved on about Essaouira due to it appearing in our favourite film 'Kingdom of Heaven'. I booked online via a UK site whilst in Morocco,and the staff confirmed immediately in superb english. There is parking to the rear of the hotel, and a fabulous entrance with plants either side of the large door, leading to a reception that matches the photos. No they are not commercial fish bowl lens lies! It is designed with a nod to the Riad style, with the rooms arranged around a central lobby. Check in was easy, which was a relief as we were exhausted, and we were shown to a room which was back from the noise of reception and had a direct view over the pool to the sea. The room was great. Adequate bedding, a…",Riad_Zahra,Essaouira
 September 2011,5,Great place to stay in Essaouria,"Riad Zahra is a great choice because you get all the style of the Moroccan riad but without the noise/privacy problems that you might encounter in some smaller establishments. Don’t get me wrong, I absolutely love the feel of a traditional riad, but this usually comes with added ‘bonuses’ such as knowing when your neighbours are taking a shower and being woken in the morning by sounds from the riad kitchen. Rest assured, the walls of Riad Zahra are of solid construction and coupled with the sea air you’re guaranteed a goods nights sleep! You won’t miss out on Moroccan style if you stay here; all rooms and common areas are done out in a very tasteful unfussy way. The room: Our sea view room was VERY generously sized and had lovely Moroccan cushions and romantic lighting…",Riad_Zahra,Essaouira
 November 2011,5,Very good value for money in Essaouira,"Wonderful riad that has everything: great location (especially if you want to surf etc.) close to the beach, great atmosphere, very helpful owners, nice swimming pool and good breakfast. The beds were a bit too hard though.",Riad_Zahra,Essaouira
 August 2011,5,Nice little beachfront hotel!,We have stayed in Riad Zahra for almost a week and enjoyed every day of it. The whole building is really beautiful as are the pool and the rooms. The owner couple is very friendly and helpful and made our stay unforgettable. I can only recommend this place to everyone visiting Essaouira as it is normally to windy to visit the beach and Riad Zahra has a pool!,Riad_Zahra,Essaouira
 September 2011,5,An excellent hotel run by the kindest people I have ever met.,"The owners, Xavier and Edith Panades and their son belong to the kind of people which makes living on this earth more than worthwhile and reminds you that commerce and kindness can work very well together. But also their staff try their best in making you have a terrific stay. The relaxed atmosphere, the friendliness of everybody and the flexible attitude to the undersigned and his sons as regards to losing or forgetting keys and the immediate helping out with any problems that suddenly occurred such as a defective hire car and a son with an upset stomach make this hotel second to none. Robert Beydals",Riad_Zahra,Essaouira
 August 2011,4,"Basic hotel, lovely service and friendly owners who care about your stay!","Riad Zahra was a great hotel for what it was worth, a lovely entrance and all very clean, with the owner, Xavier, who really cared about his guests and was very friendly with everyone who was staying there. One point to note - the beds were a little small, but the owners did everything possible to make your stay great, and have made the hotel fresh and ready for guests... as it's very clean and freshly painted, with sizeable rooms and lots of plants and decor. The swimming pool was great, very clean and even had turtles swimming around in it, what a novelty!! But it did lack ambience and atmosphere... perhaps some music would make a difference...... A lovely hotel, close to the beach and the camels rides.....definitely a 6/10. Thankyou Xavier for our stay and for making us feel…",Riad_Zahra,Essaouira
 August 2011,5,"Lovely, friendly, relaxed - I hope we get chance to come back","We stayed here for 6 days after 3 days in Marrakesh and it was a welcome break from the madness of there! Xavier and all the staff were wonderful, they made time to mingle with the guests and they were definitely a hit with our 19month old! Tapas hour was a great time to chat with other guests before heading into town for a meal. The turtles and tortoises kept the girls entertained all week - the poor turtles even got a ride round the pool in a pink dinghy! The only drawback would be the unheated pool, but once the initial shock wore off it was nice and refreshing. We had a wonderful meal at Tatiana Restaurant and enjoyed shopping in the Souks which was far less pressured than Marrakesh. I would definitely come back, 6 days just didn't seem long enough. Thank you for a…",Riad_Zahra,Essaouira
 August 2011,4,"Friendly, clean hotel","I stayed at Riad Zahra with my boyfriend for 8 nights. The Riad had authentic decor, the bar area was really nice and stayed open until midnight. The pool wasn't heated but was refreshing! Rooms were nice, although I didn't see any others except ours. We were lucky to get room 1 which had a chillout seating area in the room. The walk to the town takes about 15-20 minutes and it is windy at night, but taxis are less than a pound each way and we felt it was better to stay a little walk away from all the noise and hustle and bustle. There were a few families in the hotel when we were there, which the owner said wasn't that common. Xavier and his family were very helpful and friendly and gave us many great restaurant recommendations. Exactly the kind of accommodation we were looking…",Riad_Zahra,Essaouira
 August 2011,5,We loved the Riad Zahra and Essaouira,"My husband and I stayed here with our two boys for 4 nights in August 2011 and enjoyed our stay very much! Xavier with his beaming smile and the lovely Edith are very welcoming people and nothing was too much trouble, Xavier even invited our boys back to use the pool when we moved on to another Riad in the medina which was extremely kind of him and we did come back. The rooms were very comfortable and clean, book early because it is a very popular hotel. Our boys loved the pool and were fascinated by the many tortoises around the grounds. The breakfast was excellent and the staff very helpful and friendly and even when it was Ramadan they still kept up their spirits even though some found it very hard and I do not blame them, I don't think I would cope so I give my utmost…",Riad_Zahra,Essaouira
 August 2011,5,Delightful,"Wonderful family run Riad. Xavier and family and staff were warm, very keen to please and felt more like freinds at the end of our two weeks.",Riad_Zahra,Essaouira
 August 2011,3,not great,"Rooms are very basic and old. Food is not great. Nice swimming pool but the swimming pool area is very small. Well located, not far from the beach.",Riad_Zahra,Essaouira
 July 2011,5,Great family hotel,"Just returned from a very mellow 10 days at the Riad Zahra. The place is very clean and well-kept, and the staff are very lovely and attentive, and equally comfortable speaking English and French. The decor in the rooms and around the hotel is beautiful, with lots of interesting art and artefacts on the walls. We never expected travelling abroad with our 3-year-old son to be so relaxing, and the fact that it was is in large part a measure of what a nice place this hotel is - the staff were happy to play with him, and we felt someone was always keeping an eye on him if he went wandering! Also there were a number of other families with children, and the kids played happily together. We found the climate in Essaouira very comfortable - warm and sunny, but the wind prevents it…",Riad_Zahra,Essaouira
 June 2011,5,Most welcoming and friendly hotel - a gem,"A very special stay with very welcoming hosts at this small riad located about 20 minutes along the beachfront from the historic town centre. Well appointed, bright and fresh rooms. Excellent breakfast and the pool was wonderful to relax by and sheltered from the wind. A lovely town. Thoroughly recommend. Great to walk along the beachfront experiencing local life of this delightful town.",Riad_Zahra,Essaouira
 July 2011,5,Fantastic Riad and staff,"Riad Zahra is located at the watersports part of the beach, as it is also a watersports centre, this was ideal for us as we would be windsurfing for a few of the days we were staying there. The walk to and from town is very pleasant, and taxis are cheap. This Riad is beautifully decorated and spotless. The staff were always willing to help with a smile, and Xavier even organised a meeting for me with Ranch de Diabat, the local equestrian centre. The breakfast is a feast, including yogurt, fresh bagette, crepes, cake, fresh orange juice and any other drink of your choice. I would recommend this Riad to anyone travelling to Essaouira and I will definately be back!",Riad_Zahra,Essaouira
 April 2011,4,Pleasant stay,"We stayed here for 4 nights back in April. Due to bad weather in the mountains we phoned to see if we could come 1 day earlier than planned and they managed to fit us in. We originally had a room on the ground floor, but the helpful staff moved us to a better room on the top floor after the first night. The bar area and restaurant are very nice and we enjoyed the tapas at happy hour which was particularly good value for a beer and a tapas dish. Breakfasts were lovely and we got proper crepes every day. The weather while we were staying in Essaouira was awful - relentless rain and flooded roads so it was nice to be indoors in such a lovely, comfortable place. The one downside is that it was a 15 minute walk to the town which would usually not bother us, but 15 minutes is a long…",Riad_Zahra,Essaouira
