 January 2023,5,The best place in Fes - no contest,"This is in the top two places I have ever stayed in in my life. Incredible experience, everything is at the top level. We also visited a couple of high end bigger hotels-riads in Fes which were very nice, but nothing compares with Riad Le Caliphe. It's a 5-star ""hotel"" with amenities and service you would expect, but on a personal level. Yasmine and Alex are passionate about what they do and it makes all the difference about how you will experience Fes.",Riad_Le_Calife-Fes_Fes_Meknes,hotelName,city
 November 2012,5,Outstanding!!!,"Words cannot express the experience of staying at Riad Le Calife. Beautifully restored. Best breakfast. Alexandre, Jasmine and the staff cannot do enough to make your stay memorable. Had two dinners here - absolutely the best! Close to all of the action. They make this your home! And there is Darwin if you would like a most gracious pet. They also arranged tour guides for us - definitely recommended. We stayed in the emerald suite. Large, comfortable, private. Wonderful views from the two terraces. A must place to stay in Fez.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2012,5,Beautiful retreat in Fes,"We arrived later than anticipated to Riad Le Calife our first night in Fes. Sumiya, the hostess that evening, was incredibly accommodating and arranged for a ""light"" supper since we did not reserve dinner in time. It turned out to be an amazing meal and just what we needed to ease into our stay in Fes. The next morning we were greeted by Alex and Yasmine, the owners, and their Jack Russell terrier, Darwin. On Fridays the Medina closes midday for prayer. It was the perfect time to wander about and get lost since our tour guide was scheduled for Saturday. We also got the opportunity to take a cooking class at our Riad with Fatima. It is tradition to cook couscous on Fridays since it is such a lengthy process. I can't explain how great and patient she was with us. If you…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2012,5,An absolute jewel,"From our reading of previous reviews we had high expectations of Le Calife and we were certainly not disappointed in any respect. In fact it exceeded even our most optimistic hopes. The building is superb, beautifully Moroccan but with obvious added French flair in design, the breakfast easily the best we have had in Morocco, but it is the people that really set Le Calife apart. Unfortunately we did not meet Alexandre, who was in Paris during our stay, but Yasmine was special, as were her staff. Thank you so much from both Gaye and myself. We will always remember Le Calife and will recommend it everyone we know without hesitation.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2012,5,friendly and central with beautiful rooms,"My wife and I traveled with her mother, so we had a room upstairs, Emerald, which was a delightfully large room with well appointed ensuite. The Riad is well located, at one end of the 'blue' medina walk, close to the main road, about 200m into the medina. Of course they meet you at the airport, and carry your luggage etc, so you feel like royalty. Breakfast is substantial and delicious. We ate one night in the Riad, couscous of course, and it was the best we had in Fes.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2012,5,A diamond in the rough,"The medina in Fes although amazing with it's history can be exhausting and bustling during the day. We always looked forward to arriving back at Riad Le Calife after roaming the medina. It truly is a diamond. Walking into the Riad, I felt like I was surrounded by luxurious Morocco. Yasmine, Alexandre and the rest of the staff make you feel apart of the family. This is something I do not experience at any american accommodations. Our room was comfortable, luxurious, and clean. The food was beyond amazing and till this day I miss it! I have no hesitation in recommending this Riad to anyone. Thanks again for everything !!!",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 September 2012,5,Wonderful Riad,"This was exactly what we expected and what we wanted. The rooms (we traveled with another couple) were beautiful - the location easy to find. Perfect for wandering the Medina. Breakfasts were included and were delicious and varied. All in all, the perfect place for us in Fez.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2012,5,An absolute delight,"This wonderful Riad scores full points on every aspect. The room is beautiful, with great attention to detail. The building is stunning, with a lovely courtyard and rooftop terrace. Mint tea is free and always available. The views from the rooftop terrace are wonderful. Dinner is fantastic, though there is too much of it!!! The owners and staff could not be more helpful, and it is in a convenient but quiet location. It doesn't get any better than this. Lots of nice places to relax when you need a break from the souks. We also like Fez very much - less hassle and fewer tourists than Marrakech. Very good for photography. This Riad is very convenient for the souks. Thoroughly recommend and will return.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 September 2012,5,A perfect Riad in Fez,"The riad is owned by a lovely couple who were very helpful with places not to miss in Fes as we were only in the city for 1 night. The room was the best of all the places we stayed in whilst in morocco. The raid is a wonderful mix of Moroccan decor and modern touches like wifi & cable TV. We were welcomed with sweets & fruit in the room and departed with pastries! Not only was the room great there is also a bar and roof terrace to relax in. They recommended to us a restaurant called Cafe Clock which was a great evening of food and music with a mixed crowd. The breakfast was also fantastic, all I can say is you won't be disappointed with anything if you stay here. I would advise to call ahead as the riad is a little hard to find the first time. Other hotels should take note!",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 October 2012,5,A perfect riad,"Riad Le Calife is as good as it gets. Fes is a marvellous city, and the hospitality offered by owners Jasmine and Alex and Soumia, the assistant manager, is exceptional, as is chef Fatima's exquisite cuisine ( don't pass up the nugat glace!). The decor and personal style of this riad are exemplary. Service overall was impeccable and the special warmth and extra efforts Jasmine, Alex and Soumia made to make us feel at home and to enjoy the very best that Fes has to offer made this an absolutely memorable trip. Five stars and shining!",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 September 2012,5,Blissful haven in Fes,"We landed at this riad after 4 days in Marrakech for a 4 day trip. From the moment we arrived it was a truly wonderfully serene and beautiful experience - it thoroughly enhanced our journey. Yasmine and Alex were very hospitable and offered as little or as much help as we required. The riad itself is bliss - it is very tempting not to leave the compound at all! The terrace is an explosion of lemon and berry trees with intricate mosaic and wooden work. The rooms are tastefully authentically decorated, with all the mod cons and lovely little perks (sweets and fruit). I would thorough recommend this riad to anyone travelling to Fes!",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 February 2012,4,met our expectations,"Authentic environment, cosy rooms, internet in main area with sketchy access in room. Tasty breakfast, good service from all staff including the porter. Owners and their reception staff spoke English and gave great advice on where to go and eat. Would defo stay here again if staying in fes",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 September 2012,5,Outstanding riad,"We stayed in the Diamond Suite for two nights and only wished we had stayed for longer! It was magnificent. The suite was so comfortable and beautiful that it was tempting to retreat from the wonderful Medina into the suite but we were determined to enjoy Fes itself so we tore ourselves away and promised ourselves to return for longer another day. Breakfast on the roof terrace was lovely and relaxed. Dinner on the terrace was served beautifully and it is a lovely and romantic place to eat; the food was nice enough but very bland by Moroccan standards and lacked the finesse of sophisticated spicing we enjoyed elsewhere. That however did not detract from the over all pleasure of the visit, although next time we will explore the other restaurants of Fes. The entire staff is…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 September 2012,5,"Exquisite, elegant and warmly welcoming","Really, what can I say about this riad that hasn't been said already? I LOVED my (3 night) stay at Le Calife and simply cannot recommend it highly enough. It's a breathtakingly beautiful building with wonderful attention to detail in terms of design. However, that would be pretty meaningless if it were not matched by the warmth, friendliness and good-humoured attentiveness of the owners and staff. You really are treated like royalty, but with genuine warmth, care and consideration. The finest food in Fez (in my humble opinion!) is courtesy of Fatima (wish I'd had the time to attend one of the in-house cooking lessons ... next time for sure!). I'm a bit of a foodie, though not generally into desserts BUT Fatima has converted me ¦-D As I travelled through Morocco I fell…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 September 2012,4,THE THOUSANDS NIGHS AND A NIGHT,"You feel here as a typical morocan The place is very nice, excellent restored, very well decarated conserving the local touch The food is excellent, home made and tasty, not only breakfast but also dinner The people make you feel as at home, nice and wonderful service it is the middle of the Medina, but completly isolated of the noises and odors",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 June 2012,5,Its high ranking is fully justified,"We spent 4 nights at this beautiful Riad and we could understand why it occupies its high position at the ranking of hotels in Fes. Its location is simply perfect to explore the Medina and it is also easy to take taxis when needed. The entire space is decorated with extreme good taste. Rooms are very comfortable and offer you everything you might need. Breakfast is served at a terrace overlooking the Medina, a magnificent view. Service is faultless: every single staff member is incredibly helpful and kind and would respond to your requests with a big smile. They assisted us in booking restaurants, spa and a very good guided tour to the Medina, as well as in getting local transportation, when necessary. A great deal of the pleasure I had in my trip to Fes is owed to my stay at…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 April 2012,5,World Class Comfort in an Old World Riad,"After spending four days in a wonderful riad in Marrakech (Riad Azoulay), our expectations were high for Riad Le Calife and we were not disappointed. Le Calife retains much of its antique charm (woodwork, floor mosaics, architectural details) while offering guests modern comfort (high-quality king-size beds/bedding, spa-like bathrooms, internet). My husband and I stayed in the charming Emerald Suite while our traveling companions (two parents and one adult son) stayed in the palatial Diamond Suite. Both rooms were even more beautiful than the pictures/descriptions, very comfortable, spotlessly clean and quiet (for those sensitive sleepers, you could hear the call to prayer, but it was quite muted). Note these suites were also located up smaller staircases so other rooms…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 May 2012,5,Highly recommend Riad Le Calife,"We had four wonderful nights here and enjoyed every minute. The food was wonderful at both breakfast and dinner, the staff was terrific and the owners delightful. Riad renovations were done with great attention to detail. We had the Amber room that was conveniently located off of the courtyard and beautifully renovated with a lovely bathroom. While the trek to the rooftop terrace for breakfast was challenging some mornings, the view was worth it. If we should be so fortunate to return to Fez in the future, I would definitely stay here again!",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 May 2012,5,An oasis in the medina,"We spent two nights at Riad Le Calife and had a wonderful experience. The stairs were a little narrow and steep for my parents, but the riad itself is beautiful and located near one of the major entrances to the medina making it easy to find. My wife and I were in the Ruby Suite which was absolutely amazing. We had dinner at the riad the first night, a traditional Moroccan meal with salads and tagine. It was very good although way more than the five of us could have ever finished. Alex and his wife were incredibly gracious hosts and went out of their way to make us feel welcome and take care of every little issue, sometimes before we even thought of them. And of course, no review would be complete without mentioning Darwin and his rugby ball. We'll definitely be back next time…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 May 2012,5,Wonderful riad in Fes,"We spent four nights at Le Calife and had a wonderful time. I highly recommend the Diamond suite. It was luxurious. The staff is very welcoming, the environment is very quiet and comfortable. The rooftop lounging area was an extra special treat. Breakfast on the rooftop was a really nice way to start the day. Breakfast is, as expected, Moroccan, with plenty of selections at your tabletop. The staff were very helpful in making arrangements for us, even going to the trouble to write down directions to and from restaurants we were going to so that a taxi driver would know what we wanted. The Diamond Suite had everything we could possible want. The bed was kingsize and comfortable. The linens soft and welcoming. The bath large and beautiful. I highly recommend this riad…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 May 2012,5,Authentic Moroccan Experience,"My wife and I were warmly received. We felt at home right away. As I am an architect, I was thrilled by the stunning, old building, lovingly renovated with colorful Moroccan tiles, wood carvings, metal screens, etc. The rooms are tastefully decorated. And the courtyard is a cool oasis even when the Medina outside is sweltering. We enjoyed the meals (we had two Tajine dinners during our three night stay), the air conditioned rooms, the quick access to the historic center of the city. The only downside that comes to mind is climbing the steep stairs. From the Topaz Room we had to descend one flight to the courtyard and ascend the equivalent of three stories to the rooftop restaurant, where all meals are served. Of course, once we caught our breath, we were welcomed there by…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 May 2012,5,nicely situated oasis,"lived up to our high expectations. Also did cooking arvo with Fatima which was rewarding. Very helpful by all staff, very clean & well appointed",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 April 2012,4,"Visually, a feast for the eyes....","Undoubtedly one of the most beautiful places we have ever stayed in.....great rooms and magnificent views over the medina....let down slightly by a ho hum breakfast, and rather overpriced dinners, which for the price would have been vastly improved with the inclusion of more fruit and vegetables.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 April 2012,5,A stunning Riad with fabulous food.,"Wi had a fantastic two night stay at Riad Le Calife in the Amethyst room. The room was delightful and spacious albeit up some seriously steep stairs - this is definitely not a hotel for physically disabled. As recommended by the Riad we contacted them on our arrival in Fes. This was an excellent suggestion as I doubt we would have found it by ourselves. We were met by a very friendly porter who carted our luggage to the Riad. The hotel is elegant and tasteful with a wonderful terrace with a great view of the Fez medina. The highlight for us was a cooking lesson with Fatima, the hotel's chef. Unusually, were the only guests dinning that night so we had the intimate experience of learning first how to cook couscous properly and later exclusively enjoying the fruits of our…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 March 2012,5,A beautiful riad right in the Fes Medina,"This is a beautiful, classically restored riad inside the Fes Medina. Good classic food dishes, breakfasts were nice, with some delicious items. The hosts, Alexander and Yasmine, were kind and helpful. We stayed in the Emerald room, which was beautiful and comfortable. For 20 Euros more (at the time we booked), the Diamond room is twice as big and is spectacular. Even though this riad is on the pricey side, if that price structure remains in place, consider splurging for the Diamond Room - it is truly palatial. The roof terrace was a wonderful place to chill out and have a beer (or three) on at the end of the day. Great staff.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 April 2012,5,Wonderful!,"This riad is absolutely perfect. The best thing about this hotel, other than the amazing food and gorgeous rooms, is the friendly atmosphere and incredibly helpful staff who make you feel welcome and looked after. I strongly advise taking advantage of the cooking lesson as Fatima is a very talented chef and also very friendly, The food in the riad was the best we ate during our entire Moroccan trip! We stayed in the Amethyst room which is comfortable and well decorated. Relaxing on the terrace drinking mint tea was divine, and we really appreciate all that was done for us during our stay, We would not stay anywhere else if we returned to Fes.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 March 2012,5,It does not get better than this,"This is an amazing Riad in every way. With impeccable styling and attention to detail, it is extremely comfortable and the rooms beautifully appointed. The owners are friendly and helpful and obviously love their city and home and are dedicated to making their guests feel welcome and pampered. The entire staff is top notch and the cook turns out consistently delicious meals. The courtyard is lovely and peaceful and the rooftop terraces (2 of them) sport spectacular panoramic views of Fes. Highly recommended.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 April 2012,5,"Style, warmth and unforgettable food in the Medina","We've been to Fez before and stayed at other places before but I have to say that the experience that we had here was by far the best. After arriving into town from a substantially delayed flight in the pouring rain, we were handed large umbrellas and guided to the Riad by the bellboy in the dark of night. Our welcome was genuinely warm and our dinner that night was lovely and substantial. We tackled the medina on our own the next day and returned frazzled and in need of some quiet. Upon the recommendation of Souma (thank you!) we headed up to the roof terrace and some mint tea was brought up. It was just what the doctor ordered and we were refreshed enough to join in on the cooking course taught by Fatima the cook. She runs a one woman show there and the kitchen is…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 March 2012,5,"Luxurious, Enchanting, Warm & Inviting...Perfect!","I can't imagine a better place to stay in Fes, Morocco or perhaps anywhere! The French/Moroccan owners, Alex and Yasmin are fabulous hosts as were the entire staff. Their hundreds of years old riad is furnished in the highest, yet understated style with collectibles everywhere you look. The ancient tropical courtyard, the mysterious, romantic bar (if I drank alcohol anymore I'd hold up there for a day or two) were. Their riad is clearly a ""labor of love"". The room sizes were expansive, magically furnished, bed clothes were top drawer along with the bathrooms. I always believe it is the staff who makes the hotel experience, especially while staying in the exotic medina of Fes, Morocco. Every person on their staff is patient, helpful, warm and inviting. Now saving the best for…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 March 2012,5,Best riad in Fez,"My partner and I stayed in The Riad Le Calife for two nights in March. We have visited Fez a number of times and stayed in some very nice riads in the past but nothing like this riad. I could write an essay not a review that is how much we enjoyed it. I will make it as brief as poss. The riad itself is amazing, soon as you enter you feeled instantly calmed by the beautiful scents and aromas and the tranquil atmosphere of the place. Soumia greeted us at the door and gave us a warm welcome and a mint tea, she gave us a brief outline of the city and how to navigate the medina before showing us around the riad then to our room. The room was a feast for the eyes with beautiful decor, soft lighting, colored glass windows and some really nice little touches such as his and hers…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 December 2011,5,"Warm, cute and cozy...","Wonderfully located near the medina gate, our first riad experience was everything we hoped for. Our room was small but very tastefully done and The room heating at the perfect temperature for the late December cold. The owners Alex and Yasmin were very helpful with suggestions and sitting in the courtyard and breakfast room always lead to rambling conversations with fellow travellers. Dinner ( if you chose to have it) was a bit expensive but delicious and huge which made up for it.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 February 2012,5,The best riad in Fes,"I been in the riad Le Calife for 3 nights and the experience was absolutely nice. When we arrived they gave us large and interesting information about town, restaurants and things to do in Fes but also around the city.They help us to book restaurants, car and whatever we need at any time. Also the house itself is like a small arabic palace, with very nice decorated rooms that keeps the arabic essence but modern at the same time, and lots of details everywhere like old books and typical Fes pottery. I suggest this riad to everybody!!",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 February 2012,5,WOW!!!,"We have just returned from four days at Riad Le Calife. There were four of us, my husband, myself, and our two daughters. We stayed in the Topaz Room and the girls stayed in the Amythest Room. We were all totally mezmerized by the beautiful Riad and rooms. The restored Riad was beyond expectations, the attention to detail is very clear. The Riad and the rooms were extremely clean and comfy. Aside from the beautiful Riad, the staff is the best I have encountered. The owners, Alexandre and Yasmine, were very professional, incredibly friendly and helpful, arranging a spa day, hand henna treatment, and a special menu each day for our vegetarian daughter. Also I should mention the fact our other daughter celebrated her 20th birthday while there and Fatima, the cook, made an…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 February 2012,5,excellent hotel,We wanted to say a big thank you to Yasmine and Alexandre for our stay in their wonderful Riad which they have succeeded in making exotically sumptuous yet very personal and homely at the same time. A big thank you also to their excellent and friendly staff,Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 February 2012,5,Loved it!!!!!,"Fes, Morocco is a wonderful city to visit and Riad le Calife is the place to stay! Perfectly location in the medina, this beautiful riad has been fully restored beyond it's original beauty. Keeping the original character, owners Yasmine and Alex created a luxurious retreat with all the comforts of a 5 star hotel. With 4 rooms and 3 suites, dining room, courtyard. bar, library and terrace with outstanding views, it is quite spacious. A delightful breakfast comes with your stay. Be sure to stay for dinner... their private chef creates a truly unbelievable and delicious dining experience!",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 February 2012,5,Stunning boutique Riad,"We stayed for 6 nights. Hugely warm welcome from all the staff. The owners, Alex and Yasmine were attentive, hugely knowledgeable and above all enthusiastic about Fes and Morocco in general. Substantial breakfast (we rarely bothered with lunch) and outstanding evening meals cooked by Fatima - we didn't bother to eat out in the evenings at all. If Michelin had a ""Homely and Authentic"" category we would reckon Fatima deserved at least a one star rating - genuine Moroccan fare with a European twist + great, very reasonably priced wine list ... so probably a good place to stay for foodie inclined individuals. We stayed in the Opalline room initially - warm, cosy, very comfy bed, great bathroom and oodles of hot water. Alex very kindly moved us upstairs to the Diamant suite on our…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 December 2011,5,Beautiful break from the medina,"Fes is one of the oldest cities in Morocco, and while charming, the old world feel of the Medina can wear down any traveler. While located inside the bustling medina, Riad Le Calife is still a welcome escape. The rooms are romantic and beautiful (we stayed in the Amethyst room) with plenty of hot water and great air conditioning/heating. The food is truly homemade and plentiful both at breakfast and dinner (if you decide to eat in). Alex was especially helpful when it came time to book reservations for dinner and a hammam. In fact, he doesn’t recommend anything he hasn’t experienced himself. Overall, a memorable experience.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 January 2012,5,Lovely stay!!!,"An amazing place, quiet and beautiful in the middle of everything. The rooms are great, very clean and cozy. Please try their food!!! The owners are really nice....and Darwin too! Paloma and Nelson",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 December 2011,5,Riad-boutique,"Excellent stylish riad created with great taste and a sense of harmony. magic atmosphere, great cuisine, friendly, attentive staff. The combination of these qualities made to extend the stay of a riad for an additional term.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 December 2011,5,Can't wait to go back!,"We stayed at a few riads in the Medina and Le Calife is definitely our top pick. You can immediately tell how much Alex and Yasmine loves this place by seeing the amount of pride and attention they pay to the interior design. Vintage radios, telephones, books, this beautiful riad is a replica of Fez in the 1930's. Alex is effusive with his energy and enthusiasm and Yasmine projects a warm serenity. They told us places to visit in Fez and mapped out an itinerary for us along with restaurant recommendations. They also organized a trip to the hamman for us along with other patrons at the riad and we took a wonderful cookin class with Fatima. Their dog Darwin also won our hearts. We can't wait to return to this warm and friendly residence. They even sent us an email after…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 December 2011,5,Perfection,"I can't rate this riad highly enough. The rooms, breakfast and meals were excellent. Alexander and Yasmin were lovely and nothing was too much trouble. I think this is the loveliest place I've ever stayed in. Absolute perfection!",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 December 2011,5,A hidden gem in Fes,"This small hotel tucked away in the Fes medina was the highlight of our trip to Morocco. The room was large and well furnsihed, with a lovely bathroom. The owners were very friendly and helpful, offering tips and suggestions. Staff were friendly. A really comfortable place, with excellent service.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 December 2011,5,Amazing experience,"Our favourite Riad in our two week stay in Morocco. The staff were all lovely and extremely helpful, particularly with organising tours and taxi's. Breakfast and dinner were excellent, we highly recommend that you book in dinner and enjoy a delicous and relaxing meal. The riad is a true haven away from the bustling medina, a fantastic way to relax after a day wandering through the maze of streets. View for the terrace is stunning, and the staffs assistance in walking to and from locations at night made us feel so comfortable in Fez. Cannot recommend this Riad more highly. We stayed in the cheapest room (ground floor courtyard) and it was extremley comfortable, very quiet and secure - worth every dirham plus more. The safe in the room and ability to lock the door was…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 August 2011,5,Above and beyond,"We stayed here in the white suite for our honeymoon in August. The service, from start to finish, was exceptional. Despina and her team were always on hand to help, and were extremely friendly and welcoming. Despina made many helpful and reliable recommendations for local restaurants and activities. We were also impressed by the surprise (and occassionally quirky) extras that we received each day! The accommodation was very impressive - with a very comfy bed, immaculate and well laid-out room with a spectacular view from the terrace. This is an exceptional small hotel, with an exceptionally friendly and dedicated manager who genuinely cares about your holiday. Thanks to Despina and the team for a wonderful holiday! photo: http://loan.cheaprow.info/",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 December 2011,5,Outstanding place to stay,"My partner and I stayed here in December for 3 nights. We are a gay couple and it didn't seem like a big deal to anyone at all. The owner and his wife are very accomodating and super nice. They arranged a pick-up at the airport and when we arrived, because they couldn't provide dinner for us (because it was kind of late), they arranged a reservation for us at a neighbouring restaurant that was awesome. They even arranged someone to escort us (so we didn't get lost) to the restaurant who waited for us until we were finished. They also helped us arrange an official guide (for a minimal cost) for our first day in Fes which was also great. The room itself was more than I would normally pay. We stayed in their Diamond suite, as it was the last one available. This room is the most…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2011,5,Magnificent haven,"This large riad offers care and comfort comparable (and sometimes exceeding) with the best places we've been to so far, including Bellagio suite in Vegas. Extremely polite and caring staff, who will guide you since before your arrival, lots of leisure opportunities offered by the riad. The interiors and the meals are worth mentioning separately. Image yourself a king in your own castle - this is exactly the feeling you will have during your stay. Everything - from ornate ceilings to gentle scents to the soft fabrics is absolutely fascinating. The dinners are served either on the upstairs terrace, or at the dining hall on the ground floor, and the meals are the best examples of Moroccan cuisine in Fes. Absolutely wonderful place to stay at during honeymoon.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2011,5,"Wonderful visit, hope to return","The owners and staff of the Riad Le Calife are helpful, courteous and welcoming. We had a truly superb dinner and lovely breakfasts during our recent two-night stay. The owners arranged a perfect guide for a tour of the Medina, medieval university and the craft workshops. The restoration of the mansion was just beautifully executed, down to careful preservation of the nineteenth-century mosaic tile floors. We hope to return with more family next year.",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 December 2011,5,Highly recommended 10/10,We stayed for three nights and it was a wonderful experience. Fes is much more interesting than Marrakesh from every point of view including the fact that no motorcycles are allowed in the medina. This means that there is none of the danger and pollution that spoil Marrakesh for tourists and the local inhabitants. Riad Lecalife is quite simply the best possible place to stay and appreciate a wonderful medieval city.,Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2011,5,An Amazing Hotel!,"From the moment one enters the front door of Riad Le Calife it is magical! The air is scented with orange blossom oil, which smells exotic and fresh. Upon entering the courtyard garden of the riad one is struck by the tile work (zellige) on the floor, walls, and columns and the intricately restored plasterwork and enormous carved and polychromed wooden doors. One's eye simply doesn't know where to look first! The plantings are lush and the attention to detail is really astonishing. Inside the public rooms antiques are placed everywhere, gorgeous rugs are underfoot, and Moroccan artwork hangs on the walls. Up on the rooftop is a cozy terrace where one can read a book, have some mint tea (just ask), or take photos of the incredible bowl that is the medina of Fes. The views…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2011,5,Better than I could have imagined,"I could not have imagined a more beautiful, authentic place. I had an amazing experience at this Riad. Not only was it stunning, but the staff was amazing. The owners were so welcoming and the first thing they said to us (group of 4 girls) when we arrived was ""this is your home for the next two days"" and that is exactly how we felt. The service was amazing. They set us up with an excellent tour guide, they found us a driver when we needed to get to Erg Chebbi the next day (on short notice!), they had great restaurant recommendations. The breakfast and mint tea at the riad was delicous. The rooftop view was breathtaking. My only regret is not staying longer!!",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2011,5,Riad Le Calife - A hidden treasure,"Alex and Jasmine, your Riad is stunning. It is by far one of the nicest places I've stayed in during my travels. Not only is the Riad breathtaking your staff is remarkable. You are so service oriented. Every need was attended to before even having to ask by friendly curteous staff. The decor is unique and authentic; wherever you look there is such detail and beauty! You have made our trip outstanding taking care of our every need from arranging the most outstanding tour guide to making us feel comfortable and safe. Your Riad was a home away from home with ambiance and beauty! We enjoyed our trip immensely including our cooking lesson with Fatima, your cook. All your employees are gems! You are wonderful people. The Riad le Calife is a hidden treasure! We are so…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
 November 2011,5,Truly magnificent in every way!!!!,"Riad Le Calife is a beautiful gem, from the owners Alex and Yasmine to all the staff!! The Riad is absolutely stunning!! Beautifully decorated, with treasures everywhere you look. Our first 3 nights we stayed in the gorgeous opaline room, then to our surprise we were upgraded to the exquisite emerald suite. We truly felt like were were honored guests, coming back home for a visit. Every need and care was attended to. They made sure we knew how to get to where ever we were going. And if not brought us there themselves. A phenomenal guide(Hassan) was arranged for us, who couldn't have been more knowledgeable about Fez and the surrounding areas. We also extremely enjoyed our cooking lesson with Fatima. She is an outstanding cook and a lovely and patient teacher. The…",Riad_Le_Calife-Fes_Fes_Meknes,Riad_Le_Calife,Fes_Fes_Meknes
