 November 2022,5,Awesome experience!,"We loved our stay at Sofitel Rabat Jardin des Roses. The hotel is absolutely beautiful, the service was awesome, the food at all restaurants was delicious. Everything went flawless and we felt pampered our entire stay. We had our first experience with Moroccan food at Al Warda restaurant, and it was excellent. Fatima Zohra and Oumaima Sanae did a great job helping us to select dishes and serve dinner and vine. The overall experience was outstanding!",hotelName,city
 October 2014,5,"Nice place for a business stay, great hotel and nice service","Enjoyed the stay, great room and beautiful bathroom. Great breakfast and service (especially Rachida who cleaned my room beautifully) were extra-special. Garden looks very nice and the rest of the hotel property were well done - hotel restaurants on the pricey side.",sofitel _rabat,rabat
 October 2014,5,Great Breakfast,"The breakfast in the hotel is excellent. There's a great selection of continental and cooked breakfasts. As well, the service is excellent. A special thanks goes to Rabia and her team. She was very attentive and will definitely be back.",sofitel _rabat,rabat
 March 2014,5,Live the leisure and enjoy your treasure ~ its more than a hotel!,"I would like to share openly my special experience during my stay at Sofitel Hotel in Rabat. The feelings i gained in that experience have lasted longly, and yet, it pushes me to plan with my best to pay another visit and stay over there. The relaxing indoor environment and the overall excellent treatment the guest receives make me feel that choosing Sofitl is the best choice i ever made! Specifically, i would like to highlight the very professional service i received all the days during my stay from the reception team; namely by Houda Bou who was very responsive and thus presented very professional support to my queries promptly! Her friendly nature and patience were a highlight of successful to engage me and even my colleagues smoothly in the Hotel space ~ my sincere…",sofitel _rabat,rabat
 October 2014,5,I love the garden,My stay here is always good as everyyear. We come always to the sofitel because it is one of my favorite hotels. What I love the most is the garden. They are just amazing . I would love to thank the nice demoiselles of the front desk especially Houda and also ikram has a madiha iman hasna soumia. Thanks for ur good hospitality,sofitel _rabat,rabat
 October 2014,5,very nice,"Very nice, clean and relaxing atmosphere. All staf members are very kind and do their utmost to give guests an ultimate experience. The restaurant at the pool, Golden Fish, serves dishes of very high quality. Overall fantastic!",sofitel _rabat,rabat
 September 2014,4,"Quite Nice, But Bathroom Showers Are A Different Story","Overall, this property is well appointed and one can unwind and enjoy Rabat while staying here. The staff at the breakfast restaurant are top notch: attentive and efficient without being obsequious. Namely, Nadia Fakhdy, Fatima Al Zahra, and Zahra (from the egg/omelet station) are exceptional and work to ensure an enjoyable breakfast experience. The Amber Bar staff are similarly solid. My main complaint is the shower contraption in the bathroom. The wall mount for the hand wand was broken, and the work-around solution is ridiculous and not functional. The set-up results in an unpleasant shower experience, one that features water running out of the shower area/tub. Each morning, I had to mop up significant amounts of water that had run onto the marble floors. If one…",sofitel _rabat,rabat
 October 2014,5,nice view,"my stay is nice at the sofitel,i liked the view,the room is nice. i would love to thank some ladies from the front desk Houda. Nawal, and Madiha, and ikram. who were so nice to me, and so professional and efficient. i would definitly come back heire",sofitel _rabat,rabat
 September 2014,4,Nice Hotel Overall,"I stayed at the Sofitel for four nights while on business. In fact several events were convened at the hotel. All in all it is a very nice place to stay. The rooms are very modern and clean and the restaurants are good. Admittedly the common areas could use a bit of a face lift, but there is certainly nothing to be bothered by. There are also several nice shops located inside the lobby area. The staff are generally very friendly and helpful although follow-through is sometimes an issue. The real plus of this hotel is the grounds. They are absolutely beautiful, from the lovely pool to the gardens. The outdoor dining is special. The hotel is not really in walking distance of much but it is definitely a top notch place to stay while in Rabat.",sofitel _rabat,rabat
 August 2014,5,Bruno C.,"We had a great time here when I came with my family into this magnificient place. Beautyful every where you look at; nicely decorated and breathing peace at any corner of it. Since our arrival the security staff made us feel at home. then in the front desk, at arrival as well as at departure, Imane, Soumia, Nawal, Ikram and Houda were an example of high dedication to serve and help to make you happy. We found the room in an excellent status of cleaning, nicely decorated and really comfortably furnished. Later on, also the staff around the pool and the bar beside made us to say: we don't need and we don't want to go out of here!. As well, during the breakfast, Fatima Ezzara, Nadya, Zinab, Sara and Rabia, as some others in the restaurant whose names we don't remember, they…",sofitel _rabat,rabat
 September 2014,3,IT WAS OK,"Stayed here about three weeks... Room is really nice, very comfortable bed you melt into. The room service and the breakfast is way overpriced for what you get. I paid over $30 USD for breakfast (once), room service has very small portions and it's nothing to write home about. We're in a large party (over 6) there are no bathtubs in any of our rooms, also the ammenities in each room are not the same although we all paying the same price. Laundry is outrageous as well but you can find a place in town that is much more economical, I understand they have to make a profit but it's a bit ridiculous. Seems to be most of the Sofitel's I've stayed at around the world and I'm a Lifetime Marriott Platinum member so I travel quite a bit worldwide and stay in hotels (IHG Platinum as…",sofitel _rabat,rabat
 September 2014,4,If only the service was better,"Make no mistake this is an excellent hotel. It is grand, the facilities are excellent and the ambiance is exquisite. Unlike most of the global Sofitel brand you actually feel like you are in North Africa. The rooms are modern, on the small side but very well appointed with a bathroom I would be proud of at home. The bed was a bit soggy for my liking and there is no desk as such for sad people like me who work in such sumptuous environments but everything else was perfect. The food is likewise as good, if not better, than you would expect in any of the best European hotels. All in all worthy of 5 stars, well not quite. Unfortunately the hotel is let down by the service quality. The staff are friendly enough and efficient but they seem to work at a pace that would make two toed…",sofitel _rabat,rabat
 September 2014,3,ok,"So, it's a lovely building. the rooms are small but comfortable. I haven't had the greatest experience with the service, however. reception quite literally ignored several requests. one was to change a room since there was construction outside. I waited for an hour for a response and assistance moving to the room. when two men showed up to move my case, they took me to the lobby thinking I was leaving. When I told them I was switching rooms, they looked at me blankly. I went to the reception, and the woman there was quite rude as if reception were not responsible for assisting customers. I was taken aback as I'd called and been calm and polite in my request. For point of reference, I had emailed ahead and asked for a very quiet non-smoking room. The room was close to…",sofitel _rabat,rabat
 September 2014,3,Excellent Guest Relations,"I stay regularly at this hotel. The best feature of this hotel is the Reception and Guest Relations Desks: friendly, efficient, helpful and professional. In particular Loubna at Guest Relations is always ready to help. I lost an important medical aid in a taxi and it was very important that I retrieve it. She took the matter very seriously and persisted until it was retrieved late at night and returned to me although her shift had ended. The hotel is also an oasis with a beautiful garden.",sofitel _rabat,rabat
 September 2014,5,SERVICE,"My first morning in Rabat and ""Sofitel Rabat Jardin des Roses"".What a service!My compliments to Nadia and Imad (Βreakfast Hall)!I felt like taking breakfast in my house and not in a hotel!I am sure that I come back.For vacations......",sofitel _rabat,rabat
 September 2014,5,My stay at sofitel,I have an enjoyable time at Sofitel Rabat with great hospitality and excellent environment. The staff are kind and beautiful. I noticed with pleasure the great work of the Housekeeping team and especially Zinab Who is always willing to help and does her work with dedication. Sanaa of Guest relations is another excellent character that i will not forget in a hurry. All these people deserve to be encouraged. Engr O.A.Jokosenumi.,sofitel _rabat,rabat
 June 2014,4,very good hotel,the Sofitel hotel in rabat is beautiful five star hotel in rabat city with very good security . nice staff all over hotel facilities and very good restaurants room is well designed and comfortable especialy club room,sofitel _rabat,rabat
 June 2014,4,Class Hotel in Rabat,"The Sofitel in Rabat is beautifully appointed. Good security. Rooms are spacious, restaurants excellent, staff helpful and pool large with plenty of sun lounges around. If you need to be in Rabat, the Sofitel is the place to stay.",sofitel _rabat,rabat
 July 2014,3,Poor staff. Club Millesime terrible.,"The hotel is aesthetically beautiful, with superb interior and exterior features. The pool is gorgeous, the reception and restaurants are beautifully designed, the rooms are well appointed and comfortable. However, the staff let down what should be a world-class hotel in the capital city of one of the biggest countries in Africa. I want to be constructive so the hotel improves, so I will list the shortcomings: - The security/door staff didn't even raise a 'Bonjour' at arrival. Upon leaving, they had no regard for my safety, refusing to help me find a petit blue taxi. - The pool boys stand around and do nothing. I waited for them to bring me a towel (the pool wasn't even busy)... and had to physically go to them myself to ask for a towel. 10 minutes later, the pool boy…",sofitel _rabat,rabat
 August 2014,5,By far the best hotel in Rabat,"Having been to Rabat several times now, staying at Sofitel has by far been the most enjoyable experience compared to other alternatives. Though the hotel was full to capacity due to tourism and other social events, they were able to accommodate us on a last minute notice when we showed up at their check-in desk. As usual, the staff were very responsive and of great help. In particular, Houda at the desk was very helpful and pleasant as she even tried to teach me some arabic words. Overall, I would highly recommend this hotel with its beautiful managed grounds and overall service. You get what you pay for.",sofitel _rabat,rabat
 August 2014,5,Hotel Staff Very Friendly,Excellent hotel. Great location. Staff is excellent especially the housekeeping staff namely Najat on Floor 5. She was extremely courteous and professional and went out of her way to make sure I was comfortable. When I told her I am not used to bath without shower head attached to wall she was caring and nice enough to attach shower head to towel rack with a towel in shower. She went out of her way to make trip memorable. Also dining room staff at breakfast and check in staff and front desk and bellmen and pool and bar staff were all courteous and professional. I will come back Inshal Allah (God Willing in Arabic),sofitel _rabat,rabat
 August 2014,5,Wonderfull,"This hotel is a GREAT hotel. It is a beautiful property, with magnificent garden. Is a little far from the major attractions, but is worth it. Our room was beautifully appointed, with really nice decor. Luxurious Lanvin amenities, made everything even better. Only thing that doesn't look fantastic is the carpet, that have too many stains. Lobby, bars everything is beautiful. The breakfast is really good, is a good choice to make a reservation that includes breakfast, considering that are no café places nearby. Staff very attencious, but a little confused during breakfast. I definetly recommend this hotel, is really an Oasis a few minutes from the city center. Gym and spa are really well equiped.",sofitel _rabat,rabat
 August 2014,4,Nice hotel but should be better,"The Sofitel Rabat was nice but in my estimation it fell short of a five star rating. The hotel interior is beautiful, contemporary but nothing new or outstanding. Areas of the hotel looked a bit dated, carpets in hallways need to be replaced, some visible wear and tear in the room and bathroom. Our room was adequate. It felt luxurious. The bed was very nice, very comfortable mattress and high quality linens for good sleep quality. We had a nice view of the pool and gardens from our room. We took a dip in the pool and it was perfect. The main shortfall at this Sofitel is the fact that there was no standing shower in the bathroom and we had to have a sitting shower using the hand held shower wand, which is uncomfortable and unacceptable for a 5 star hotel. When we first checked…",sofitel _rabat,rabat
 August 2014,5,A beautiful hotel from all aspects,"We can not find the words to express our fondness of the Moroccan people in general and the staff at the hotel: helpful, honest, caring, very pleasant and cheerful. Thanks to ALL the staff including Nadia, Fatima Zahra, Samia, Adel, Jamal, Ibrahim, Younis, Sara, Sufian.",sofitel _rabat,rabat
 August 2014,3,Unprofessional reception staff,"I consider my experience average due specifically to the fact that the I was treated in a mocking manner by the people at the reception. I requested a romm with garden view and was told that I could change 2 days after my arrival. It seems that between shifts the staff does not communicate to each other and therefore my room was never changed despite the confirmation on 17 August that on the 18th I would be changed. This happend 3 times. No excuses were given, on the contrary I was mocked.",sofitel _rabat,rabat
 August 2014,3,Great staff... but lacks a lot,"I stayed at the Sofitel Rabat Jardin des Roses for three nights in August 2014 with my wife and baby daughter. We booked at the Sofitel first on the recommendation of our friend whose wedding we were attending in the city, and secondly because we would require babysitting services for the evening of the wedding and felt most comfortable with a service provided through a 5-star brand like the Sofitel. (Note: there are no other international five star brand hotels in Rabat). Up front, let me say that the concierge service, and in particular Mr. Adil Tahir, is exceptionally helpful and responsive. Mr. Adil booked our airport pick-up from Casablanca and arranged the required babysitting service promptly and exactly as requested. Mr. Adil was also helpful once we arrived in…",sofitel _rabat,rabat
 June 2014,4,The hotel is getting better,"Compared to my first visit, I think this Sofitel is reading our reviews.. Rooms are great, cousy and comfortable... Breakfast meals and especially service are better, helpful and smiling and welcoming staff, internet seems to be faster :) The garden is superb, I enjoyed walking around after work. One small issue, the consiergerie drivers seem overloaded, they may consider adding more cars. Would recommend this hotel...I'm going back anyways :)",sofitel _rabat,rabat
 August 2014,2,Disappointing Hotel,This hotel has great potential but was a real let down. Install we were checked into a room where the AC was not working and the ablution hose was leaking. After maintenance failed to fix the problems no further action was taken until we complained again. At this time the room was changed. This was supposedly an upgrade! We went to a bathroom with no proper shower - just a hand held shower in the bath. Where the shower had once been attached to the wall we found the screw holes. After one shower the hot water ran out leaving an ice cold shower for the second person in the room. In the restaurant and bar the service was painfully slow to the point that at times we had to track down a waiter. Having said this the quality of the food and drink was quite good. Overall this…,sofitel _rabat,rabat
 August 2014,4,A very agreable stay,"We chose the Sofitel Jardins des Roses for our nuptial stay because from the pictures, it looked beautiful and a great place to stay. This proved to be more than true during our sojourn. Quality spaces, great staff and a very special mention for Hind from housekeeping who did an absolutely brilliant job at making us feel special.",sofitel _rabat,rabat
 July 2014,5,Beautiful hotel and a top service,"We particularly appreciated the very professional, discreet and smiling staff. A special mention to Zineb and the cleaning staff for their particular attention. The hotel is spacious but we feel cosy. The rooms are big and clean. The pool area is pleasant and very relaxing (except sometimes, when the workers were using some big machines behind) in a lovely huge garden. Good food quality in the restaurants or through the room service. We had delicious Moroccan food. Really a good place to stay.",sofitel _rabat,rabat
 August 2014,5,Great Relaxation,We had a relaxing day in the hotel. The hotel has many things to offer. Everything in the hotel is big and luxurious. The pool area is grand and has beautiful sitting areas and hammocks and booths. It also has two restaurants and one bar area and one tea area. And it also has a beautiful spa and a big gym area. This place is worth your while because after we went sightseeing in Rabat area during a hot day we were able to enjoy the hotel.,sofitel _rabat,rabat
 June 2014,4,"Lovely hotel, but is it for tourists?","The Sofitel Jardin des Roses is a large old building, sitting amidst magnificent gardens. The reception is pleasant with attentive staff. The lobby is huge, with an adjacent shopping area, very attractive. Our room was ample, with all the desired amenities, a most comfortable bed as we had experienced in Casablanca. The decor is dramatic black, very contemporary. This hotel is used by functionaries from multiple countries, most arriving or departing in private limousines; this has an impact in the hotel's feel, which is not geared to tourists. The distance from the entry gate to the building itself is long, and taxis do not frequently come through that private drive. So, to get a taxi one has to practically implore the doormen with a significant tip upfront, otherwise…",sofitel _rabat,rabat
 July 2014,5,"Excellent Hotel, Great overall service !!!! We stay at the Sofitel every year & we love it every year more & more!!!","A Special thx to the EL PASO restaurant team!!! The best team ever especially Sara, Rabia & Yassine at the acceuil always smiling & very professional & at the service Imad & Ibrahim great restaurateurs: very professional & always ready to help without even requesting for their help. And last but not least The omelette chef, very humble, very friendly, very efficient & very polite Mr Osslimane Mohamed.",sofitel _rabat,rabat
 August 2014,5,Feels like home,"Great hospitality! Chakir, Rabia and Sara quickly learned what my family and I prefer, and catered to our complete satisfaction. Thanks to their great suggestion of authentic Moroccan food. The room is clean and tastefully furnished.",sofitel _rabat,rabat
 July 2014,5,Best Smiles,"Excellent Property. Welcoming Smiles from the moment you enter the hotel.Everyone one I came in contact with was very helpful. Few names to mention.. Mr. Adil, Mr. Nawfel at concierge desk and at reception desk Ms. Loubna, Ms.Nawal and Ms.Houda... Hope I have spelled their name correctly..",sofitel _rabat,rabat
 June 2014,3,Mizian,Nice hotel . furniture is getting old and needs to be replaced soon. Some rooms have bath tubs without shower. You have to use the hand shower by holding it with one hand and bending over to be able to wash your hair. A very strange thing...I realy dont understand the reason for that. The hotel have very nice fitness center equipped with tehcnogym kinasis cable functional training. Beautiful garden and pool.,sofitel _rabat,rabat
 July 2014,5,Sofitel Rabat,"I always enjoy my stay in Sofitel Rabat. I have experienced one of the best quality of services, food and the sleep even during Ramadan. Personally I think it's the best Hotel Hotel in Rabat for Business trip.",sofitel _rabat,rabat
 June 2014,5,My favorite hotel in Rabat.,"This is my preferred hotel in Rabat, and I’ve been staying here every time I go. Everybody knows this hotel since it was Hilton, so if you meeting someone and if they didn’t know the address or a driver is not sure which can happened sometimes, just say the old Hilton or Jardin Des Roses. I just love their garden and to sit there in the evening or early morning for coffee. The rooms are very good after the renovation, great Spa (Try the royal Hamam) and restaurants (Sea food by the pool). Friendly stuff and great location. The only thing you need to bare in mind is that 99% of official delegation tend to stay there, so if you are caught with the arrival of someone it gets quite crowded and can take sometimes for the cars to clear out but I guess the hotel can’t do much about…",sofitel _rabat,rabat
 February 2014,5,Great place in rubat,Love the hotel and the staff are very friendly. Even the rooms are very nicely decorated. It was an experiance that ill never forget. I even did some shopping in the lobby. Overall great place to stay in.,sofitel _rabat,rabat
 June 2014,5,Magnificent,"We love this hotel, stayed on our reception night. Lounge was great and the restaurant was first class. Loved our room and the grounds with the garden were unforgettable. Thank you for being awesome. Great showers in the room as well.",sofitel _rabat,rabat
 June 2014,4,No thorn in this garden of roses!,"Though slightly out of the city center the Sofitel is a perfect location for both going anywhere in Rabat (for less than 2 euros taxi fare) and relaxing. Overlooking the fine residential district of Souissi, contiguous to the eucalyptus forest where people go running, surrounded by beautiful gardens where is nested a gorgeous swimming pool, the hotel is a place where you can feel as if you where not at the heart of a busy city. A palatial lobby, a spectacular bar and excellent restaurants add to the experience of staying at the Sofitel.",sofitel _rabat,rabat
 June 2014,2,Not a 5 stars,"We stay one night with my wife, we arrived to the hotel at 3pm and there was no lunch in the restaurants just sandwiches and hamburgers, the luxury room dont have a shower!!!! The lady in the front desk (naoua or something similar) was the must rude person i ever paid!!! Great ammenities, awfull service!!!",sofitel _rabat,rabat
 August 2013,5,Beautiful Hotel in Rabat,"I had a great time at the Sofitel Rabat Jardin des Roses, the décor in the rooms and hotel throughout is beautiful and cleanliness is kept to a high standard. The pool is a great size with plenty of sunbeds and hammocks to choose from their is a nice garden area to take a walk. I would definitely choose to stay with Sofitel again!",sofitel _rabat,rabat
 June 2014,3,Nice Hotel for Rabat,"Comfortable and clean rooms. Friendly staff but sometimes needs reminding, especially in the lobby lounge and restaurants. Great housekeeping service and room service, very efficient. Tasty food and comfortable surroundings. Watch out because the Luxury Rooms dont have a shower or even a overhead shower in the bath. They only offer bath tubs with a hand held a shower. Dont great for ladies like me with long hair!",sofitel _rabat,rabat
 May 2014,5,Best hotel i've ever been so far,"The night was unforgettable,the service,the room and all especially the location it was just perfect for me you know near to the mawazine festival and knowing that i will go to the concert it was Amazing ! I hope i will the opportunity to come one more time hopefuly",sofitel _rabat,rabat
 April 2014,5,روعة مكان,It is was very nice hotel in Rabat . I spand good times there and staff was very helpful . People's there very kind . I will tall all my family's and friends to go there and spand good times . Pool there big area and very clear water there . I will thank for all people's there and manger was good with me .,sofitel _rabat,rabat
 April 2014,5,A top for Rabat,"It's a breath of fresh air, the moment you walk in. Lots of light and open floor plan in the lobby, overlooking beautiful gardens that you can take a nice stroll in (yes the grounds are that big). The spa was incredible - had one of the best massages in my life there. The gym was high tech and spacious with big windows and lots of light. The rooms were straight forward, a nice, sleek design, not over the top or stuffy. The rooms also had good light. Only thing that could have been better was the hotel's restaurant diversity, but this was not egregious.",sofitel _rabat,rabat
 June 2013,4,Cosy and central.,"Cosy, western type and central hotel, close to almost everything. Spacious rooms, full amenities. Wifi in the lounge, rich breakfast. Recommendable for business trips, as its close to all government buildings.",sofitel _rabat,rabat
 September 2013,5,great stay,"I had a great time staying. The setting, the people at concierge, people at reception, everyone was a fantastic host. Perfect Moroccan hospitality on its display. Ikram at the hotel was a fantastic host I remember.",sofitel _rabat,rabat
 April 2014,5,Great Service,Thank you very much for the hotel service. Everything was perfect Hotel was great. Hotel staff are very good but especially Mrs. HİND was so kind to us and she is a wonderful person. I would like to thank to her a lot..,sofitel _rabat,rabat
 April 2014,5,Best Hotel in Rabat,"We stayed at this Hotel many times, and we will come back to it whenever we are going to be in Rabat. The Hotel is very updated and super clean. The staff is extremely friendly and courteous. The park like garden and pool is fantastic, the spa is wonderful. Thank you Jardin de Roses you know what you are doing.",sofitel _rabat,rabat
 April 2014,5,Good hotel,"I was on a business trip to Rabat, first time in the country most of the hotel staff was very helpful. There is a language issue they try their best to converse in English but it is a challenge. The house keeping representative Hind was very good and paid attention to all the details, Once I asked her that i like two bottles of water every night i had two bottles of water always in my room. She was always smiling. Nice hotel.",sofitel _rabat,rabat
 April 2014,4,"Beautiful hotel, need car to get to other places","The hotel is beautiful. The lobby is large and, when it doesn't smell like smoke, smells like roses. The outdoor pool is large and there are hammocks and beds to relax on. There is a nice garden with trees, flowers and pathways to stroll. The rooms are large and many have balconies. The bathroom is also large. The tub is comfortable for a bath, and there is a handheld shower (you need to lift up a button on the back of the faucet to activate the shower head). The tv gets stations in Arabic, French, Italian, Spanish and English. There may have been a German station too. There is an evening turndown service. The workout room has many cardio machines and there is also a full service spa with sauna and jacuzzi. The gym closes about 10 p.m.; opens at 6 a.m. The front desk and…",sofitel _rabat,rabat
 March 2014,5,Superb,"A 5 star hotel granted by all services offered. Extremely friendly staff, excellent cuisine and the best of Morocan atmosphere. The hotel offers a beautiful garden surrounding an enormous pool with shades and tents that gives the best arab style.",sofitel _rabat,rabat
 April 2014,4,Big and comfortable,"On our journey from Marrakech to Fes we spent a comfortable nite at the Sofitel. Tired and weary, we were treated by a friendly staff and taken to our large and luxurious room. I cannot recall ever sleeping in a bed as comfortable. It was if you fell into a cloud. Had a decent buffet breakfast in the morning and we were on our way. The hotel is immaculate and the grounds are beautiful. Very enjoyable, although brief , stay.",sofitel _rabat,rabat
 April 2014,3,Expectations vs reality,"This is a perfectly good hotel, but those expecting five-star quality will be disappointed. First, the pluses: the beds were great, the bathroom was nice (though my colleagues were uniformly dissatisfied with theirs); the pool and gym facilities were pretty good. The problems were: - The wifi was patchy and unreliable - The service, except at Reception, was fairly indifferent. For example, I asked Housekeeping for an iron and ironing board three times; the first time, they said they could not deliver one after hours; I rang back to see if I could have it in the morning, they said yes, and it never arrived. I had to ask a third time to get this simple request actioned. Similarly, I made an inquiry at the front door about taxis, and was airily waved off to a bunch of cars…",sofitel _rabat,rabat
 March 2014,5,Great staff,"The hotel staff are very friendly and the breakfast is great. Imad, Zohra and Nadya are excellent servers and are so nice. Thank you. Houda and the friendly staff at the front desk are always helpful. Its a pleasure to stay here",sofitel _rabat,rabat
 December 2013,5,Paradise,"Amazing standards. Not expected from a Moroccan hotel. Everyone was polite and very accommodating. Thank you Sofitel Rabat and thank you Accor for maintaining a 5 star standard with your Sofitel brand. Save yourself the trouble and agony if you're looking to visit Morocco, book Sofitel Rabat. Worth every penny and some more. One note if you have back problems please book here because they have the best beds I have ever slept on in my entire life, worth a 1001 nights of sleep in 1 night.",sofitel _rabat,rabat
 April 2014,5,Great Hotel,"We stayed 4 nights and found this to be a very excellent hotel. Great staff, large room well equipped, and very nice bathroom. My wife is super fussy and she was pleased. The bedding was luxurious and maid service superb. Just a wonderful hotel. Also we ate in the restaurant several nights with some great authentic Moroccan food. The menu is quite diverse so lots of choice. Also Chakir's service and interaction with us was outstanding. He is the best. Thank you Chakir. We will return.",sofitel _rabat,rabat
 March 2014,5,Mme,"This is a great hotel with its design, luxury rooms and great service. Especially, at breakfast in the El Patio restaurant. The service has improved a lot since Mme Fatima Zohra is there. She is kind and responsive. Always ready to help immediately. She understands what is needed without you even gave to ask. Very very recommended.",sofitel _rabat,rabat
 March 2014,5,shiekh,"Beautiful location close to national park , service , rooms , spa , cleanliness . i liked the hotel , food is great. staff are great and helpful .......... Sleep Quality is nice rooms are very luxury .",sofitel _rabat,rabat
 April 2013,5,Awesome hotel,"Everything about this hotel was great. Really beautiful room, superb atmosphere & decoration in the lobby, halls, and restaurants. Very good breakfast. Choice of three delicious restaurants within the hotel. Loved it!",sofitel _rabat,rabat
 March 2014,5,Being Well Taken Care of,"I would like to thank Khadija of Room Service for her special attention in taking care of my evening meals, especially in delivering a birthday cake on my recent birthday. She is always extremely pleasant and asks if I am receiving good service and food from the hotel. She is a first class representative of all that is the best in Moroccan hospitality. She is one of the reasons why I stay at the Sofitel when in Rabat.",sofitel _rabat,rabat
 February 2014,4,Nice Western Respite,"Knowing that we were flying all night before starting our Moroccan vacation, we decided to stay our first night in a nice predictable Sofitel to make sure that we got good rest. This Sofitel generally served this purpose and was a very good decision. We were greeted by a very kind staff who served us tea and Moroccan cookies. We've stayed in several Sofitels around the world. The service at this one was bar none, the best. The concierge, Adil Tahri, was probably the most attentive concierge we've come in contact with anywhere in the world. Even though we stayed only one night, he planned our driver for the entire 12 day trip and stayed in contact with us by cell phone the entire time. Each time we met our driver in a different city, Adil would call us (not the other way…",sofitel _rabat,rabat
 February 2014,4,Feeling welcome,"overall experience great . Need to mention the efficiency of the reception staff during check in /check out process . Thank you Majda, Imane and Soumia. Beside the good standard of comfort / service,the great garden and the location of the hotel, the thing I appreciate the most when staying at the Sofitel Rabat is the friendliness of the staff at any time of the day. Who ever you meet will great you with a nice word and a smile. ....",sofitel _rabat,rabat
 February 2014,5,super!,"Great Hotel, great food, the buffet was outstanding and service was super! A must! Thank you at the front desk, visit of 23 February to 24 February with my crew. I will come back. The rooms are very nice.",sofitel _rabat,rabat
 January 2014,4,"Lovely hotel, with some need for improvement","Overall my experience here was great - loved the bathtub, the toiletries, my balcony on the garden. The bed was huge and comfortable, the decor was very pretty. Check in was a little rocky. My coworker and I booked the same room, same rate, same dates. When we checked in she was given a gorgeous room on the garden with a great sunny balcony, deep tub, lovely bathroom, big bed, and lots of room to make herself at home. I got a room facing the street side of the hotel, with a dark, shady balcony, tiny room, no bathtub. We had two wildly different rooms. When I called the front desk to ask to move, they told me they didn't have any more garden rooms. I then went down to the front desk to explain how completely different our rooms were for the same price, same club membership…",sofitel _rabat,rabat
 February 2014,3,Good but could do better,"I stayed for 3 nights at the Sofitel while at a conference in Rabat. The room was very comfortable, and the chambermaid Hind was very good and ensured both that my room remained spotless and tidy, even putting socks that I had left on the floor into a plastic bag in the wardrobe. The breakfast was very well served on my first day, but the service on the second day was lamentable - very slow with waiters deliberately ignoring myself and other guests. I told the receptionist of my disappointment, and the next day (having decided to sit elsewhere in the restaurant), the service was again impeccable. On my way out, she thanked me for having told them of my concern and told me that all the staff had been given a talk on ensuring customer satisfaction. So it is worth complaining...!",sofitel _rabat,rabat
 February 2014,5,Great service and wonderful people,My stay at Sofitel was very enjoyable and relaxing. The hotel sits just outside the center yet very accessible using local inexpensive taxi service. The ground and facility is top notch with many amenities to make you feel like being in a far away resort. The dining room service was excellent with much attention paid to details. I appreciate how Fairouz and Rabia took care of me each morning at breakfast...it was a nice way to begin my day. People like Houda are very friendly and very helpful. They made my stay very welcoming. I will definitely stay at this hotel on my next visit.,sofitel _rabat,rabat
 February 2014,5,The best!!,"One of the best hotels during my many trips over the world.Pleasent place to stay and clear yor mind.Everything is on high level especially the staf of the hotel:Imad, Fairouz, Fatima and Zohra.You are the best!!I ' ll be back again.",sofitel _rabat,rabat
 February 2014,5,Excellent House Keeping Services,My room was ready when I arrived. The house keeping was outstanding. Fatima kept my clean and fresh and has a very pleasant attitude. She is very friendly and more than willing to go above her duties to ensure my stay is the best the hotel can offer. I will definitely stay at this hotel again on my next trip. Thank You Fatima for the Outstanding Service with a SMILE!,sofitel _rabat,rabat
 January 2014,4,Very pleasant stay,"We were a group of 150 in Morocco for a conference. We spent three nights at the Sofitel. The delightful fragrance of roses was everywhere. Rooms were not ready when we arrived but we were able to get breakfast in the restaurant while we waited. To accommodate our large group on future mornings, breakfast was set up for us in a large meeting room. There were lots of food items available. The yogurt with strawberries on the bottom served in a small glass jar was delicious. So was the fresh-squeezed orange juice. Our room was comfortable with a walk-out balcony and a great view of the inviting grounds. The concierge was helpful in arranging car service for shopping. I saw no information in the hotel about sightseeing tours. The hotel was conveniently located. Not far from Chellah…",sofitel _rabat,rabat
 February 2014,5,excellent,"Great place and extremly friendly service. Receptionists were always there to help in any matters. Names I can remember are Loubna and Nawal, both of them did excellent job and were always available for any kind of support. Rooms were really nice, clean and breakfast was nice with friendly service which were always around to serve and clean up before you even thought i should ask for",sofitel _rabat,rabat
 February 2014,5,Warm welcome in Rabat,"Our first stay in Rabat and at the Sofitel but both exceeded our expectations. Sumptuous rooms with a mix of Moroccan exotic and French chic. The gardens are large and fabulous and a real haven of peace and tranquility. The staff are super helpful and the service in the restaurants and at breakfast are attentive and efficient, particularly Fatima in the El Patio. An oasis of pampered luxury.",sofitel _rabat,rabat
 January 2014,2,Upset and Disappointed,I had to shower in my room the dark. I had to shave in my room in the dark. I had to pack my luggage in my room in the dark. I lost electricity in my room number 307. My cab had to wait over 30 minutes for me because of this inconvenience. My cab charged me more money because of it. I am not happy. The only thing I was happy with is the service at Restaurant Al Warda.,sofitel _rabat,rabat
 January 2014,5,Choose garden side,Its my first here. And also my first time in morocco. The weather is just amazing. What i loved alot is the gardens inside the hotels. Too refreshing and calm and makes have a peaceful attitude. I would love to thank Houda from the front desk. Shes so professional and a nice person with her welcoming smile all the time. Happy for Sofitel to hire such a good person. The breakfast wasnt that interesting with lake of choices,sofitel _rabat,rabat
