 January 2023,5,Lovely winter sun holiday at a great hotel,"We have just returned from Founty beach. We had a lovely 9 days. The hotel is by an amazing beach. The food was great. There is plenty of choice. When reviews have talked about repetition I would say there is so much choice repetition doesn't matter. Soups, meat, salads, fish, cheese, pasta, fresh vegetables and lots of fruit and desserts. Kids get their own food station. Room was large. Rooms face north and south so request a south facing sunny room. We had a basic room which was on the sunny side and had a side seaview but did overlook a derelict hotel. But we had a sunset every evening. The best rooms are pool / garden/ sea view with sun. The pool area and pool bar is lovely. Late breakfast and lunch at the pool bar is a nice touch. The entertainment team work hard. We…",hotelName,city,Unnamed: 6
 March 2019,5,A Good Winter Break,"First visit to Morocco; hotel reasonable distance from airport. There are many positives - the staff are lovely and although as English people we were in a minority (most visitors from Germany and France), many staff coped well with speaking English. There is a very good range of food and drinks, although wine wasn't that great; the bubbly served on a couple of occasions was very drinkable. Having themed evenings, including well made sushi was interesting and welcome. Bedrooms are a good size and very comfortable; great shower. Nice swimming pools and bar/refreshment area. The beach was quiet and sea safe and fun. Beach towels much nicer than the bath towels. We celebrated two birthdays whilst here, and flowers, congratulations note and bottle of bubbly from 'Management' very…",Iberostar_Founty_Beach,Agadir,
 March 2019,5,Restful Holiday in Beautiful Surroundings,"Hotel set in a horseshoe shape by the beach. From the start, all staff were helpful and friendly - from the reception staff, through to those who had roles in Animation, Cleaning, Gardening, Waiting and Catering; many of which can speak several languages. Restaurant: Food is of the highest standard, with Moroccan dishes a regular each evening along with a speciality of the day - eg, Sushi. There are always meat and fish dishes that can be accompanied by the wide range of salad, roasted vegetables, rice, cous cous, or chips. To note, men cannot wear shorts for dinner. At peak times we did find it difficult to locate a table for the four of us, especially it is not always easy to know whether or not a table is occupied. Pool area: the first couple of days there was a problem…",Iberostar_Founty_Beach,Agadir,
 March 2019,4,Family fun!,"After reading the reviews we were really excited to visit here as a family of 4. Our babies 2 and 4 had a great time as they loved the baby pool and one of the big pools were heated too! It does get breezy as next to the coast so bring a cardigan but weather overall was good! Animations team work so hard and there are some fab dancers! The hotel is spotless and you can see everyone works really hard. There isn’t much to do in Agadir for children but we were happy staying in the hotel this holiday as we are usually so busy at home! The only thing that wasn’t great was information at check in! It took us a few days to find things, the kids club wasn’t that ‘welcoming’ or forthcoming with information but the staff to children were friendly around the hotel. SPA was also good for…",Iberostar_Founty_Beach,Agadir,
 December 2018,4,"Iberostar really impressed me, above and beyond (shame about some guests however...)","I would have never expected myself booking an Iberostar hotel in Morocco of all places but when weighing up my options it appeared they offer the best All inclusive option within Agadir. I based my opinion upon a few factors, the first being that although they sell pork they offered assurances its cooked in a separate environment and also served well away at a distance from the rest of the food (other than this all food served is Halal), the hotel has a selection of Mocktails (non alcoholic cocktails) and has a selection of premium drinks such as Fanta and Coke (all the listed are inclusive in the price). The food menu was extensive and the food was in the most part very enjoyable, every day there was an option to try at minimum 2-3 different dishes (from the usual items). The…",Iberostar_Founty_Beach,Agadir,
 February 2019,4,Great break,"Came here after a few days in the chaos and charm of the Marakech Medina . What a difference . It's clean, bright welcoming, With large rooms . The heated pool was fabulous with plenty of sun beds. The buffet both in the restaurant and by the pool have such a huge selection, there is always something even for the fussiest eaters. There is plenty of entertainment if you want it. Even though it was very warm in February there was a very cold wind on the beach, however the pool and pool bar are is designed so that there are plenty of places to sit where you can avoid the cold blast. My only issue is that once you step foot outside there is nothing at all to do and no character. Agadir town is a bit of a walk along the prom which is nice . But if you just want a few days away from…",Iberostar_Founty_Beach,Agadir,
 March 2019,5,lovely place,"stayed in this place for a week and couldn't be more pleased. The staff are very attentive and great fun to be around, booked the week as bed and breakfast and then upgraded to fully inclusive. fantastic food with a great variety of choice for everyone. fantastic facilities with 3 pools outside and a great thermo pool inside",Iberostar_Founty_Beach,Agadir,
 March 2019,4,Too Many Children,"This is a nice hotel and staff are lovely. However, management has to do something about the unruly children especially in the dining room such as a separate sitting for them or a specific area. Everyone was complaining about this. The food was rather repetitive and if you are vegetarian almost non existent.",Iberostar_Founty_Beach,Agadir,
 March 2019,4,On the money for a 4 Star Hotel.,"Stayed as a couple in early March. 20 minute taxi ride from the airport (220dhms). Check nice, friendly and swift. Rooms a spacious, with a small balcony (we had a sea view). WIFI is free, however can be patchy the further you move from the main lobby of the hotel. Food and drinks were great, lots of choice each meal time in regards to food. The unheated pool at the time of year that we stayed was extreamly cold, however the heated side was pleasent. Overall great hotel and an absloute gem for the price if you find the right deal.",Iberostar_Founty_Beach,Agadir,
 March 2019,4,Great hotel,"Stayed with a group of single travellers for a week. The hotel was exceptionally clean throughout and the staff were very friendly and helpful. The rooms are spacious, the beds comfortable and the bed linen and towels of good quality. Service was excellent and the activities team worked hard to provide a range of entertainment. Outdoor pools both good, used the heated one and unheated one. Very good choice in the buffet restaurant. It wasnt fine dining and buffet restaurants rarely are but I would say above the level of other four star hotels I have stayed at. However, it was noisy at peak times.We never had the opportunity if dining in the Morroccan restaurant. Lunchtimes we ate down by the pool which was also good. Bar service was fairly speedy. There is insufficient seating…",Iberostar_Founty_Beach,Agadir,
 March 2019,5,What an amazing winter break!!!,"My boyfriend and I have just returned from a week of what we can only describe as heaven!! The staff, and hotel were excellent! The rooms were exceptionally clean, (we upgraded to the double sea view room) and glad we did! The food was okay for an all inclusive, drinks were fabulous! The entertainment staff work extremely hard and took time to get to know us! We have visited a lot of places but this hotel beats all so far! We are looking forward to returning for a winter break! Thank you! :)",Iberostar_Founty_Beach,Agadir,
 March 2019,4,Sunny golf trip,Spent five enjoyable days in Agadir staying at this excellent hotel. Good choice of food and also entertainment available every night. Rooms very clean with usb charging points in the bedrooms. Staff very friendly and speak good English.,Iberostar_Founty_Beach,Agadir,
 February 2019,5,Excellent Holiday,"Stayed for 14 nights, all the staff where very friendly and could not do enough to make your holiday something to really remember. The rooms are large and very clean. Food very good with something for all tastes and plenty of it. The Moroccan restaurant is very good. Thoroughly enjoyed all the entertainment. Would highly recommend this hotel as a great place and will be going back about the same time next year.",Iberostar_Founty_Beach,Agadir,
 January 2019,5,Lovely 4🌟,Very good hotel with such fantastic staff our room was very nice no views but it was nice and clean The food was very good large restaurant lots of choice hot too drinks was also good wine with meals by the glass Pool area very clean lots of beds excellent,Iberostar_Founty_Beach,Agadir,
 March 2019,4,"Nice hotel, wifi not great, food superb","The title says it all really, hotel pool, food great and staff fab, location fab. Wi-Fi pretty rubbish, far worse than you'd expect from a hotel of this rating, gym also pretty poor (no surprise there) Would recommend and stay again",Iberostar_Founty_Beach,Agadir,
 March 2019,5,Fantastic Hotel with Fantastic Staff providing Fantastic Service,"I have just returned from a 5 day break at the Founty Beach, Iberostar Hotel in Agidir. This Hotel is a Gem. The place is absolutely spotless and well maintained. We stayed All Inclusive which was excellent value. The hotel has a huge restaurant with buffet style food which was always impressive and well presented. The food was plentiful and varied each day. As well as the buffet there was also several other options which are cooked in front of you at your request from pasta through to meat and fresh fish. My wife is also a vegetarian and she also found the range of food to be interesting and varied each day. The staff and service in and around the restaurant was excellent. Not only does this hotel have the usual All Inclusive breakfast, lunch and dinner it also has a pool side…",Iberostar_Founty_Beach,Agadir,
 December 2018,5,Excellent hotel just got better,"Although we have been to this hotel many times, this was our first time back after the refurbishment. The restaurant is a lot brighter and airy and doesn’t have as much of a “canteen” feel to it now. The lunch and snack bar has been remodelled and no longer has the funny little kiosks which used to house the dessert and salad area. All in all, -and this applies especially to the rooms- the hotel feels a lot fresher and brighter. Thankfully the one thing that hasn’t changed is the staff. Despite being closed for quite a while a lot of the old staff have returned. I was very happy to see Noredine and Saada are still working in the bar, they are a credit to the hotel.",Iberostar_Founty_Beach,Agadir,
 February 2019,4,Restful holiday,"Had a really restful week here, you could if wished, take part in some activities -archery , ping, pong , tennis, aqua aerobics happened out of the pool ? Probably due to it being low season and only one pool is heated ! Food looked great , became a little predictable by the end of the week , but enough variety to cover most tastes, although rarely saw burgers ! Would recommend making use of the second resataurant which you can visit once in your trip , food much more authentic serviced in tangines. Staff always friendly and helpful .",Iberostar_Founty_Beach,Agadir,
 February 2019,4,Good but some fine tuning to make it great!!,"Just come back from a week all inclusive. Great location, split from beach (small condoned off area for sole use) by a boardwalk but plenty of security on the access point to the Hotel. Rooms large and very very clean ...... first time, at any hotel, we’ve actually smelt the freshness after a clean, so thanks to our wonderful cleaner Loubna!! All communal areas were spotless with lovely colourful gardens. Staff were all great, friendly and helpful. Food was lovely....... all hot food was hot and salads cold!! It did get a little bit repetitive but fish night on Friday was great. Great pool area, plenty of sun beds and poolside snack bar for lunch and then cakes/paninis from 4pm onwards. Self service areas with coffee machines, soft drink and beer dispensers in restaurant…",Iberostar_Founty_Beach,Agadir,
 March 2019,5,Nice resort,"Friendly staff all around, especially Zak whose brilliant! Nice room, clean and brilliant sea view rooms all around. Food is great and have lots of choices Entertainment is good Pool is big and clean Overall experience is excellent Negative- wifi is slow and reception is pretty slow too, they need to work with some urgency.",Iberostar_Founty_Beach,Agadir,
 March 2019,5,10/10,"Stayed here with my girlfriend for 9 nights and had the most amazing time. The staff are so helpful, the food is great and the beach is beautiful. There is daily entertainment and a spa on site offering great massages. Very happy with it overall and would definitely stay here again and recommend! 10/10 Love from Tom and Molly",Iberostar_Founty_Beach,Agadir,
 March 2019,5,Amazing,Stayed here for 9 nights with my partner and loved it! The staff are so friendly and helpful. The food was delicious and the location is unbelievable!! Would definitely stay here again and would definitely recommend! + lots of activities to do nearby 10/10 overall. Thanks for an amazing holiday!,Iberostar_Founty_Beach,Agadir,
 January 2019,5,A lovely lazy vacation,"We drove from Marrakech to Agadir on sunday, january 20th 2019, a friend of mine had been there before at the Iberostar Founty Beach and was going there again this january so me and my boyfriend decided to join his group of friends for a week. Neither of us had ever been to Morocco before so we started with one day in Marrakech just to get to see a little bit more of the country (and have a hot air balloon ride). The hotel in Agadir was amazing, clean spacious room with a balcony, really nice pool yard, overflowing buffet with various dishes and such friendly staff we even made a friend (thank you Brahim). Our stay there was relaxing and wonderful, in great company, meeting some really nice people from Poland and Austria in particular. We went home on saturday the 26th of…",Iberostar_Founty_Beach,Agadir,
 March 2019,5,Brilliant. Animation fantastic,I thought everything here was spot on. Brillian service. Best animation team I've encountered so far. Many many thanks to Zak and Mimo and Hamza. They were amazing the whole holiday. Food was brilliant. And everything clean and tidy. We will be coming back again. Thanks for everything Sam and Lilly,Iberostar_Founty_Beach,Agadir,
 February 2019,4,Value for money,"Stayed here on Feb. Only 30 minutes transfer from the airport.Reception was ok . We was given a sea view room which I paid extra ; which to be honest doesn’t do any justice as the balcony is made of concrete and you have to stand up to enjoy the view. Food was good every night there’s something new, And there’s a restaurant downstairs that you can book once and servers Moroccan cuisine. On the website it entice you to try oysters before leaving the hotel but nowhere to be found in the restaurant on my 7 nights stay. Staff in the bar and restaurant were non stop very friendly and polite. there’s a girl on day shift duty makes the best mojitoentertainment can be repetitive they should encourage more guests to interact or join the singers at night time. Animation team were trying…",Iberostar_Founty_Beach,Agadir,
 January 2019,4,GOOD,"The rooms were good , it's not the best hotel i've been to and not the worst , but the fact that we didn't spend that much money , and compaired to so many other hotels , it deserves evey single second you spend there , the staffs are good , one of the tings about my family and I is that we adore Agadir it' was actually our 6th time there and we will never get tired of that beautiful city plus the hotels there are one of the best and this hotel is obviously one of the best hotels in Agadir , the vew was amazing , the food was good , it was calm and prefect for spending some time with family , since we are so busy ,and the fact that we had the chance to be there with my sis was good , the whole trip was woth it so give it a go and I really hope you won't regret it ! Loads of…",Iberostar_Founty_Beach,Agadir,
 February 2019,5,"Fantastic ""All rounded"" Hotel - good value for money","This is a fantastic ""all rounded"" hotel. Good location, secure, beach front and the hotel has everything you could ask for. Rooms clean - you get shower gel and shampoo in the room, no shower cap etc, so take your own. Food at the buffet restaurant is plentiful, varied and fresh. Swimming pools, they have a baby pool, and 2 outdoor pools (one is heated), and an indoor pool as well Kids club from 4-12 yr olds, absolutely great, opens from 10am-12pm, 3pm-5pm, parents can relax whilst the kids are kept amused. The entertainment team are fantastic, very friendly, evening entertainment is varied, they have a daily kids disco at 8:30pm, main entertainment starts at 9:30/9:45pm until 10:30pm Outside the hotel - you can take a taxi to the souk (market) for 20 dirhams each way. 20…",Iberostar_Founty_Beach,Agadir,
 February 2019,5,Brilliant experience,"My family and I stayed here for 9 nights during the middle of February. We stayed on an all inclusive basis and had a poolside room. We arrived around 2130 and had just missed dinner, the receptionist checked us in and arranged for our bags to be taken to our room. He also had cold meats, cheese and rolls sent to the room which was very considerate. The room had two single beds(which we joined together) and a sofa bed which was already made up for us. The bathroom has a large shower, sink, toilet and bidet but no tub, large mirror and marble tiles and a mounted hair dryer. There was a fridge in the room and plenty of hanging space and storage draws. Complementary glass bottle of water and Alcoholic beverage also in room. TV with a few English-speaking channels. House keeping…",Iberostar_Founty_Beach,Agadir,
 February 2019,5,Perfect,"Really enjoyed our 4 nights stay here. The resort is superb! Plenty of food choices. I especially enjoyed the fresh grilled fish!! The swimming pool is excellent, my boys really enjoyed it! My boys also went through all their mocktails!!! They especially love the San Francisco and Smiley. The staffs are all very helpful. I have to say a special thank you to Loubna, our room attendant for keeping our room sand free and tidy all the time!! See u all next year!!",Iberostar_Founty_Beach,Agadir,
 February 2019,5,fantastic hotel even better after the major refurbishment,"This is the only hotel we have ever been back to. The value for money for what you pay compared with the quality of the food, service and rooms is second to none. The quality of the food is exceptional. Agadir is a port and seafood at the main restaurant is in ambundance with several fish courses on offer during our week long stay. We were pleasantly surprised to see langoustines, mussels and clams on one evening. Breakfast is within the main restaurant and as others have commented there is a fresh pure orange juice / smoothies made by a chef. There is the other usuale selection fo breakfast including cereral, cooked breakfast and fresh omlettes and pancakes. We mainly had lunch at the pool restaurant. The children we had loved the pizzas and you had to be quick to get…",Iberostar_Founty_Beach,Agadir,
 February 2019,3,Day time good - evening / service needs improving,"A lovely hotel building with clean rooms and luxurious surroundings. Pools and day time snack bar are superb. Restaurant has a wide choice of freshly cooked food and fruit however waiting staff need further training as our table wasn't cleaned after we asked for previous diners dirty plates, cutlery and glasses to be removed whilst we fetched our meal - leaving us standing with plates of food and having to find another member of staff to assist and clean the table. The original waiter returned and patted me on the back as if to say it doesn't matter even though he left dirty plates next to us which I removed. This was a let down and not what I would expect from the hotel. Evenings in the bar are painful when you want a drink as queues can take upto 20 minutes which is totally…",Iberostar_Founty_Beach,Agadir,
 December 2018,5,"Wonderful hotel, staff, ambence","My daughter and I stayed here for a short break at the beginning of December 2018. We just really wanted a break that was different from the Canaries. The hotel is smashing. We arrived at around 10pm. Friendly and helpful staff. Quick check-in and we still had time for dinner.Clean, bright,well decorated, comfy beds with good cotton sheets and light duvets. Wonderful mural of a bird on the wall (which my daughter fell in love with). Great view of the sea from the balcony. Although we were there for only a short time it was clear that the staff cared. Not only for the guests, but also for the birds, cats, and each other! It was clear that the staff enjoyed working there. Food: The restaurant was excellent. Breakfast, everything you may want. Chef always on hand to make an…",Iberostar_Founty_Beach,Agadir,
 February 2019,5,"Great hotel! Clean, friendly, great food,","Great hotel went as a family of six, clean very clean, friendly staff, really good Food, great choice. Good kids club and nice area. Good kids club too. Would recommend on rainy days if they could open the kids club so the kids have some thing to do in the hotel would be GREAT....",Iberostar_Founty_Beach,Agadir,
 February 2019,5,Best hotel in Agadir,"KARIMA VERY GOOD , ANIMATION AMAZING. GREAT STAFF , very professional , especially if you have kids the anitmations play with them and looks after them , good hotel , a lot of things to do so wish you may come",Iberostar_Founty_Beach,Agadir,
 February 2019,4,Amazing hotel. Total value for money.,"Amazing hotel, had a great holiday. I visited with my wife and 4 year old son. Location of hotel is perfect, right in front of the beach. Entertainment is absolutely flawless(amazing and very talented dancers). Kids disco is cute and fun both for kids and children(my son waited every evening for the same). Kids club is brilliant( Bushra is so attentive and kind with children). All the staffs are very kind and helpful. Swimming pools are superb( no slides for kids though). Heated pool in the spa is brilliant. Wide variety of delicious food. I like the idea of having lunch at pool side. The only fault I would say is they are not very particular about vegetarians for example, while preparing omelet during breakfast they would use the same spoon for cheeses and ham which mixes ham…",Iberostar_Founty_Beach,Agadir,
 February 2019,5,Excellent hotel with fantastic staff who work tirelessly to ensure your needs are met!,"Having assessed the standard of hotels in Agadir I knew that the Iberostar was the best 4* option available. It exceeded expectations from the moment I arrived - the staff on reception were friendly and welcoming and you could immediately see that the groundsmen were working throughout the day to ensure the gardens were well maintained. The food options for breakfast, lunch and dinner were great. Lots of options available to cater for all dietary requirements. The chocolate fountain at dinner was a highlight! The bedrooms were cleaned to a high standard daily and you couldn't fault the amenities on offer in the rooms, including the bathroom. The entertainment team(s) were fantastic, not overly pushy if you didn't want to interact or play any of the games on offer, but also very…",Iberostar_Founty_Beach,Agadir,
 January 2019,4,Return visit January 2019 - follow-up review three years after first visit.,"All been said, but I do have further comments. Food - fabulous, as before. Cannot fault it, - all meals. A la carte restaurant - is NOT !!!! A la carte means 'your choice from menu'. This is table d'hote - you get what your given !! It was ok, and the ambiance is lovely, but the food was very bland ('international' taste ?). Food in main restaurant is very much better ! Location, facilities - all perfect ! Which is why we returned ! It was our fourth visit to Agadir, and we love it. Have just tried different hotels. The Founty has the BEST food ! But - there's always a 'but' !! The refurb is disastrous in the restaurant. If I was management I would be chasing those responsible !!! The floor is badly worn and looking tatty already - in approximately two years !!! Also…",Iberostar_Founty_Beach,Agadir,
 February 2019,5,Birthday trip,"Absolutely amazing hotel!! Scenery was beautiful. We had an all inclusive package and it was truly that. You never went hungry or without a drink. Rooms were big and clean. The sea was just minutes away! Entertainment provided daily, and great little touches like free champagne for my friends birthday. Definetly best hotel by far! Thank you for being part of an amazing experience of morroco. Your staff also truly deserve a 5* rating. Very welcoming and helpful.",Iberostar_Founty_Beach,Agadir,
 February 2019,5,One word ...... Fabulous,"So we’re just back from out first trip to Iberostar Founty Beach and I can’t wait to go back already. Location is perfect, right on the beach with lovely promenade. Food was really good & lots of fresh salads & would suit even a fussy eater like me. Bar staff are exceptional, very friendly. Rooms are lovely. We upgraded to pool view & was worth it. The entire place was spotlessly clean & even my husband approved ( and he is OCD about cleaning). We are a couple in our 40’s and for once enjoyed an all inclusive holiday without seeing anyone overdoing it in the bar. I think this was due to the average age which is older. Well done to all staff who work very hard and were so helpful & friendly to everyone. Will definitely be back.",Iberostar_Founty_Beach,Agadir,
 February 2019,5,Just as amazing as ever!!!,"I cannot remember how many times we have stayed we've stayed at Founty Beach but this was our first visit since the referb and it's just as good if not better in many ways! The rooms and restaurant have been wonderfully refreshed; definite positive from my son (8) is the great variety of the TV channels now, the swimming pools (of course), the staff (as usual) and the entertainment each night (he did prefer the late show as did many other children, personally I would of liked for him to of seen a little less flesh at some points during this) but was all thoroughly enjoyed by all. For myself; personally disappointed by the baths being removed (I love my baths) but they have been replaced by excellent showers; rooms nice and fresh, love!!! the added touch of USB sockets with the…",Iberostar_Founty_Beach,Agadir,
 January 2019,4,"Spotlessly clean, very helpful staff","We spent 10 nights at the Iberostar in Agadir. The hotel was spotlessly clean and the cleaning staff were very active all day. We had tried to book our room online but the system wasn’t working but we still had a specific area of the hotel in mind. All of the reception staff were always helpful and the lovely Karima went above and beyond to sort out a room in the area we wanted - thank you! The food was always plentiful and hot. My husband, as a meat eater, has endless choices, for myself as a veggie this was more limited and kitchen staff were not always aware that cross contamination of food for veggies is an issue so would wear the same gloves to, eg handle cooked meat and cheese and this was offputting. If the hotel made one of the food stations as a veggie station this…",Iberostar_Founty_Beach,Agadir,
 February 2019,5,Quick stopover,"What a gem of a place this is. We booked late and for one night only, the first time I have ever stayed in an all inclusive hotel. I must say that it was amazing! Rooms were large, bright and with balconies. Bathroom was huge and absolutely spotlessly clean. The food was unbelievable with so many choices that you were spoilt for choice!! Entertainment in the evening was fun and people were encouraged to join in making it a great atmosphere. All I can say is thank you to all the staff and I'll be back soon!!",Iberostar_Founty_Beach,Agadir,
 December 2018,5,A week in Morocco,"We stayed for a week in founty beach with a family of 4. The staff of the hotel welcomed us warmly the moment we arrived, around 10-11pm. There was a wide variety of food in the hotel buffet, and there is a couple chefs preparing some of the food for you. Usually the menu consisted of different themes, for example Italy, or fish in an separate table. There was also the Moroccan style table which stayed the same throughout the week. A rather wide variety of vegetarian choices was also included. My personal favorite was anyway the dessert choices. We participated also in some activities during the week. The activities are arranged by a certain staff group, who tend to gather participants among the sunbathers around the pool area. I personally got to know some of the activity…",Iberostar_Founty_Beach,Agadir,
 December 2018,5,Fab friendly hotel!,"We stayed a week all inclusive just before Christmas and thoroughly enjoyed ourselves! Fantastic and plentiful food - friendly and efficient staff - and a great selection of activities every day! Yoga, archery, aquafit were especially enjoyable and the entertainment team really hard-working. Would go again - great time to go in the winter, when it's warm and comfortable in Morocco!",Iberostar_Founty_Beach,Agadir,
 January 2019,5,Lovely and relaxing,"I’ve been here a week now and still have a week left, which I am very happy about. The room is just the right size, with sun on the balcony in the morning and really for most of the day. The food is too good, so prepare to walk a lot to make up for eating too much. The spa is worth the money. The staff is lovely, just so friendly and welcoming without being pushy. Try to meet Brahim, he’s such a nice person.",Iberostar_Founty_Beach,Agadir,
 January 2019,5,Recharge & Relax in Luxury,"This is a great place to relax, recharge and enjoy a great selection of entertainment. The hotel is right on the beach, the food gives a wide range of a selection (more vegan options please :) and staff is very nice. The hotel is spacious and the heated outdoor pool has a good size. The evening shows were very fun and I loved the dancers. Special thanks to Mohammed Nejarri and the entertainment team for being always very professional and making sure we were having a good time. We miss Agadir already. Daniela",Iberostar_Founty_Beach,Agadir,
 January 2019,5,Another excellent holiday!!,"This is our 5th time at this hotel (unable to stay last year due to re-furb) and as always, it exceeded our expectations. It is a fantastic hotel, the staff are always at hand to look after you and nothing is too much trouble. We go the same week every year and recognise a lot of the guests so it shows you how good this hotel is! The food is plentiful as well as an impressive all inclusive array of drink without virtually any restrictions. It is immaculately clean throughout (though I did notice that the floors in the rooms were not dust free from the beds to the balcony). A lot of the staff are the same faces every year which goes a long way to say that they are happy to work there and all the regular staff remember you as soon as you see them. The best improvement this year…",Iberostar_Founty_Beach,Agadir,
 January 2019,5,Ibero Star Founty Beach,Stayed at this hotel 7 years ago it was excellent then and is still excellent. Our room was spotless with maid service daily. All staff very friendly. The staff were so professional and all had looked so lovely in pristine uniforms. Reception is lovely with fast check in and out. Gardens well kept again everywhere is so clean. The buffet was amazing with a huge choice for everyone and the beach snack was also the same. I would recommend this hotel to everyone,Iberostar_Founty_Beach,Agadir,
 January 2019,5,Perfect stay!,"We spent a week there and I can’t say a bad word about this hotel!Very comfoy,spacious room,clean,heated pool,animation,food was excellent,very wide choices of international cuisines!Nice,helpful staff!Price is really reasonable for what you get!If you go to Agadir its a must!!!Highly recommended!We will definitely go back every year(January)!😎",Iberostar_Founty_Beach,Agadir,
 January 2019,5,Weekend visit,Lovely. Clean. Quiet. Spacious rooms. Friendly staff. Would happily make a second visit. Good food with plenty of eating areas. Easy access to nearby beaches. Good security. Evening entertainment a little lacking but only due to my personal taste.,Iberostar_Founty_Beach,Agadir,
 December 2018,5,Nothing too much,"Our group stayed at Iberostar during New Year eve. From the moment we checked in I knew that we would have a nice stay here. The staff were so friendly and gave service with a smile.This was the case throughout our stay. The hotel worked really hard to provide us with the atmosphere for new years eve to enjoy and celebrate the coming of 2019. Good range of food and drink. Only whinge, though most hotels now do this, is that sauna/jacuzzi is run by an external company and not a part of the all inclusive deal, and no mini fridge in room. I don't want to mention specific staff as all were so friendly and helpful. Our groups congratulations to all at Iberostar for their great service.",Iberostar_Founty_Beach,Agadir,
 January 2019,5,Excellent Holiday,"We stayed here for one week Jan. 2019 Very nice clean rooms, perfect shower, good beds. Very good restaurant with lots of foods to choose from. Staff was always very friendly. Very enthusiastic animation team, Star Friends, especially Saïda who was always happy and laughing. I would choose this hotel again when returning to Agadir. Thank You!",Iberostar_Founty_Beach,Agadir,
 December 2018,5,"Service, facilities, food, all excellent","As part of a group over Christmas and New Year 2018/19. Food is better than just about anywhere else I have stayed in Morocco. Big choice at all meals, evening main courses mostly changed daily but with some every day items (eg pizza and pasta) ideal for pleasing children.There were always several cooks preparing and cooking dishes to order including always one meat dish, one fish dish, and a choice of pasta dishes, plus one carved-to-order. At least a dozen different dishes to choose from each evening. Breakfast was by far the best I have had in Morocco with a complete range of foods to suit all tastes, including cooked-to-order fried eggs with bacon every day! The All-inclusive drinks package was also particularly good. Everything else is just what one would expect. Only…",Iberostar_Founty_Beach,Agadir,
 January 2019,4,Good hotel but awful reception staff,Hotel in great location with good food and facilities but my word the reception staff are awful. Poor check in then poor dealing with a query and then awful check out. They just did not seem interested. Had a great stay otherwise and Shane as the rest of the staff were great. Note to hotel management - your towel policy is silly regarding the deposit in local currency. Just let people use a credit card or their own currency.,Iberostar_Founty_Beach,Agadir,
 December 2018,4,6 months later,"We have been staying at this hotel for 13 years now, sometimes twice a year. We loved our visit in May & were impressed at the refurbishments & the food changes that had been made. The food this time, just over 6 months later, was unfortunately not as good. Still lots of choice but a lot of repetition during the week. We had roasted chickens 3/7 nights & pork 2/7 when they used to do lots of different roasted joints like lamb & beef, oysters & sushi were also sadly missed. There was still plenty of food tho & it was still hot & tasty. I think all this was mainly due to the lack of guests, as the hotel was incredibly quiet for this time of year (5-12 Dec) There was only a handful of children, so no kids club for my son (age 5). He had a great time swimming & having fun with the…",Iberostar_Founty_Beach,Agadir,
 January 2019,5,New Year 2019,"What an unbelievable experience it has been staying at this amazing resort. We flew as a group of 2 families in on the 29th December for a week to spend New Year in the sun. Fantastic weather, the facilities, the staff have been 10/10. We literally have nothing to put down that is negative about the hotel or the location it has been exceptional. The Moroccan staff cannot do enough for you. The food is fantastic, the AI selection is really varied and the drinks are local produce but of a really high quality. We’ll definitely be back again for sure.",Iberostar_Founty_Beach,Agadir,
 December 2018,5,We will be back,"From the moment you arrive at this hotel, it is very obvious that customer service and cleanliness come first. Our flight had been delayed and the staff had ensured that an area of the restaurant was available for the late arrivals so we could get something to eat. Our room was very spacious and the housekeeping was first class. Always had plenty of hot water and complimentary toiletries available. The hotel is has its own private beach which we did not visit, and there is a beautiful walk along the beach to the marina (around 40 minutes). You meet plenty of street sellers along the way, however that is part of the fun. The main restaurant has plenty of choice and they request that long trousers are worn at dinner. Shorts are ok at breakfast and lunch. The choice of food…",Iberostar_Founty_Beach,Agadir,
 December 2018,5,"Great location, food and service","Stayed for a week in December. Could not ask for anything more, food was plenty and tasty (European, Moroccan etc). Ate more in a week than we did in a month at home :D. The best part is probably the heated large pool (has a heated children's pool as well). If you want to just relax, read a book, swim in a warm pool during winter months when at home its -20 C, then this is a great place. We had a Junior Suite ant it was very spacious and clean. In terms of attractions there is much in Agadir, so you will have to take trips further from it, but as I said Iberostar is best for a timid relaxing holiday. There are cheaper places if your aim is to travel and only sleepover. Thank you Iberostar staff, I was happy to stay at your hotel and hope to visit other hotels of the…",Iberostar_Founty_Beach,Agadir,
 December 2018,3,A shaky start to a relaxing holiday.....,"Well certainly an eventful stay at this hotel... We arrived to the hotel and were whizzed into the dining area with 10 minutes to spare before closing. After checking in and receiving the keys to our three rooms we headed back to the bar area (10.15pm) - within five minutes of being in the bar I witnessed a very drunk 60+ year old frenchman throw a glass at another resident and injure the side of his head, taking into account this was a metre away from my kids! The man then needed to be wrestled away from the other guy with four staff! The injured guy then sat in the bar with blood pouring from his head and then managed to get stitches from an on call doctor with the help of an iphone for light and a few beers to numb the pain. No apologies from the management and really wasnt…",Iberostar_Founty_Beach,Agadir,
