 November 2022,5,Vivi,Lovely friendly staff...good selection of food. ..free transfer bus into the main town. ..not close to any shops etc.....be careful of hagglers when you get to town. ..they try to say that they work for the hotel and have seen you there. .I would definitely stay here again,hotelName,city
 March 2018,4,"Lovely hotel, will definitely be back","Have just returned from 4 nights at the Iberostar Club Marrakech for a long weekend stay with my mum. Overall, we had an amazing time and will definitely be back to stay at this hotel again. Positives - staff are very friendly, we had read some reviews about staff not being attentive enough or speaking good english, which we found to be completely the opposite. Everyone we spoke to remembered our name and went out of their way to help us. Hotel is very clean and well kept, entertainment each night is good, drinks included within the inclusive package are fine with a big choice of cocktails included. Food was lovely, a wide selection of all sorts, we never got bored.The manager in particular was lovely, and on our first day when we arrived before check in time, he came and…",Iberostar_Club_Palmeraie,Marrakech
 March 2018,5,"Fabulous holiday, fabulous hotel!","This hotel was superb, everything we wanted and needed. What makes it truly special is the staff, they are a wonderful team, nothing is too much trouble they go above and beyond all the time and with such good grace. They are so welcoming and friendly! The rooms are beautiful, interiors exquisite and the gardens, wow beautiful, so well tended. 3 pool area’s, all quite different, whatever you need is there. There is even a small animal park with goats, rabbits, geese,peacocks, really lovely and so unexpected. Particularly look out for Zyad, a great waiter. Forthe best welcome and most beautiful smile ever, look out for Halima in the Bar Arginier and in the restaurant, she makes the most delicious cafe au lait.",Iberostar_Club_Palmeraie,Marrakech
 March 2018,5,Fab hotel,"Great place to stay, comfortable rooms, beautiful gardens,only small downside is no tea making facilities in the room. Staff attentive, Imad( guest relations manager) and Zyad(pool bar-food truck)were esp helpful and nothing was too much trouble Well done club palmeraie Marrakesh!!",Iberostar_Club_Palmeraie,Marrakech
 March 2018,5,Mrs helen jones,Best hotel iv ever been to .Good excellent infact I felt I had to thank resturant manager .staff are brilliant. Gave zen bar man a tip he looked after us all week. Clearly amazing holiday hoping to go back October. All I can say is thank you ibrostar the best hotel ever x,Iberostar_Club_Palmeraie,Marrakech
 March 2018,4,Delightful Marrakech,"This resort has lovely well kept gardens, with three swimming pools. The rooms are clean,but lack any tea or coffee making facilities. The staff are friendly and welcoming and provide excellent customer care. The food has various choices and is replenished or cooked fresh as required, buffet style self service with tables kept clean and cleared by lovely staff. Daytime and evening entertainment program is good and there are plenty of sports activities as and keep fit on site. Hotel is situated outside main Marrakech but provides shuttle service into main tourist area. The main languages spoken are Arabic and also French.The currency is close, which means you can only buy currency once you arrive, remember to change back k before you leave! The duty area is priced in Euros so if…",Iberostar_Club_Palmeraie,Marrakech
 March 2018,5,Amazing,"Just got back - wished we hadn't when you come back to snow :(. This i have to say is one of the best hotels i have stayed in. The grounds are beautifully well kept, the rooms are clean and tidy (and the bed was to die for - Super king). The staff are friendly and nothing is too much for them, the food is lovely. I cant fault anything about this place, thoroughly enjoyed our stay here & would definitely come back.",Iberostar_Club_Palmeraie,Marrakech
 March 2018,5,Marrakech Tan do!,"1st time to Marrakech and would we come back to this hotel? Hell yes! Great food! Great accommodation! Great staff! We had a fabulous time, nothing was too much trouble! We came as a party of 14, a pre wedding tan-do, whilst here it was my husbands big birthday too! We were well looked after by Iman, the guest relations manager & Wahid the general manager, it’s a beautiful hotel and the staff were brilliant, happy, keen & quick to serve too. The entertainments team were very good and involved everyone. Even though we had no young children with us the facilities were that good for young children we are thinking of coming back with the grandchildren. Thank you for a fabulous 4 days!",Iberostar_Club_Palmeraie,Marrakech
 March 2018,5,Amazing 50th Birthday Celebration/Trip,"My partner and I have just returned from a week away at this hotel, we had an amazing time and will definitely be returning for another visit! From the moment we arrived the staff were very helpful and friendly and went out of their way to make you feel very welcome. The hotel is a little oasis, it is located in very well kept grounds, very clean and I would like to express a special thanks to our chambermaid, sorry I did not get your name, for making my birthday very special by placing towel art in our room. I would like to express a very special thank you for Imad, the Customer Relations Manager, for helping my partner to organise a very special surprise in our room for my birthday, I returned to roses, champagne, towel art and a cake!! The animation team were great and…",Iberostar_Club_Palmeraie,Marrakech
 February 2018,4,Friendly staff and great standard of a hotel,"I stayed there for a week, the food was excellent, three pools (one heated), exercise classes, childrens entertainment (you could leave your children them all day), hotel was a good standard (although the walls are a little on the thin side), cracking view of the Atlas Mountains and the staff are very welcoming. Customer Service Adviser that remembered our names, knew where we'd come from and continued to do so with all guests that stayed in the hotel. It's been a while for me when I stayed in a hotel where one persons sole job was to walk around and talk to guests to find out how there stay is and if he could improve it. The standard of the food was very high, high standard restaurant that you have to book, free bus (also have to book the night before) into Marrakech and…",Iberostar_Club_Palmeraie,Marrakech
 March 2018,4,Very impressive hotel,"We had a lovely 4 days in Marrakech, and wished we were staying longer. This hotel is a great base for a combination of luxury/relaxing in a hotel, and visiting Marrakech town - we used the shuttle bus daily (spot on time - don't be late!!) and it dropped you conveniently half way between the old and new town so perfect for exploring both - about 15 mins walk either way. It was then lovely to get back from the hustle and bustle to enjoy a welcoming beer/wine whilst relaxing by the amazing pool. The staff here are brilliant, and everyone is so happy and welcoming. (and I don't have a clue what other travellers wrote about French guests being preferred - we were treated the same as everyone else, in a lovely welcoming manner) The food is good for an All Inclusive, and plenty of…",Iberostar_Club_Palmeraie,Marrakech
 March 2018,5,Best Hotel in Marrakech!,"Visited for a family holiday in March for 4 nights...wish it was longer! Such a beautiful hotel with great facilities and fantastic food. The staff at this hotel are amazing and hard working, they are always smiling and really enjoy being there. Very clean and beautiful location, lovely gardens and pool area. Great for kids and adults. Good varied choice of food and drinks with it being all inclusive. 25 minutes from the airport. Quad biking and camel rides across the road. Nice bar area and nightclub and Moroccan restaurant. Lots of different areas to relax. I would recommend this hotel to anyone going to Marrakech and would definitely stay here again!",Iberostar_Club_Palmeraie,Marrakech
 March 2018,4,Very nice but,"We went for a few days winter sun and ended up having a city break as the sun was missing for the first few days. Having read reviews we chose iberostar even though we always go 5 star. The hotel was lovely, but you only get one chance to make a first impression. We went to our room to await our luggage and immediately noticed twin beds. We called reception and asked to be moved to a room with a double bed only to be told they had no double beds, but would ask housekeeping to remake the bed as one. While waiting I noticed my jacket that I had put down was covered in dust. The furniture was covered in builders dust, I started looking further and found long hairs on the floor, and then other bits of dirt became apparent, the pubic hair on the bathroom floor was the last straw. I…",Iberostar_Club_Palmeraie,Marrakech
 March 2018,4,Good hotel,"We are halfway through our holiday in Marrakech. Here is some pros and cons: Pros: - beautiful, clean and well maintained hotel - room good size, tile flooring which is huge plus - staff seem to enjoy their work, they seem happy and creates good atmosphere. - free shuttle bus to the town (doesn’t take straight to the souks, but it’s not far and easy to find) Cons: - when we arrived and were looking around where to find our room, piccolo asked our room number and literally took our suitcases out of our hands and started to walk to the room. We had just exchanged money and had no change to give him( plus we never asked to take our bags). Later the night when we were enjoying ourselves and having wine at the bar he came to us saying our room door was open. I went all to way to…",Iberostar_Club_Palmeraie,Marrakech
 March 2018,4,Wonderful stay at Iberostar Marrakech,"Just returned from a great week's stay as a couple at this hotel, our first trip to Morroco. Warmly wecolmed with drinks in reception and taken to our room. Room quiet, looking out onto gardens and very clean. The hotel location is about 20mins drive from Marrakech old town and there is a free shuttle bus from the hotel bookable at reception. The hotel grounds are large and beautifully landscaped. The is lots to do -table tennis, boules, tennis, football, volleyball, spinning ,Zumba etc or you can just relax round one of the pools or the bars -the are plenty of quiet areas to laze in. One of the pools was heated and it was delightful to dip into. The food is of very good quantity and never stops! If you have fussy children they might be restricted a little. The all inclusive…",Iberostar_Club_Palmeraie,Marrakech
 December 2017,3,A family stay - positives and negatives,"We were very much looking forward to our stay at the Iberostar Marrakesh, after spending a week touring thorough Morocco and staying in smaller Riads. Pros: we arrived a bit early, just before lunch finished and they welcomed us to go have lunch. The buffet varied every day. One heated pool. Trapeze experience for the kids. Kids love playing Ping Pong. The transportation via shuttle to the center was timely and nice. The rooms were modern and clean. Cons: I agree with other guests that the French speakers seemed more attended to. There was quite a long wait at reception to check in. There were guests - both children and their parents who were accosting the geese - chasing them and throwing things at them - mother geese who wanted to protect their nests and their eggs. …",Iberostar_Club_Palmeraie,Marrakech
 February 2018,4,"Great stay, lovely staff and surroundings","I went with my friend, spent 4 nights. All inclusive. Greeted well by the staff, although I did find that one particular staff member hovered around for a tip when they took our bags to the room. Generally everyone was very hospitable. The food was varied and good - although I doubt it was authentic morrocan food at the buffet. The restaurant manager kindly managed to get us a table last minute, the food was good - although I felt it was very similar ingredients and drinks to what is served in the buffet and the poor serves seem overwhelmed. The shuttle to town was very useful, although we found out about this 2 days into our visit after over paying for taxis. It's a shame the shuttles doesn't operate later into the evening. The rooms were clean and nicely prepared every time we…",Iberostar_Club_Palmeraie,Marrakech
 February 2018,4,Pleasent family stay at the Iberostar,"I was in a party of five adults and this was our first visit to Marrakech. Weather at the end of Feb was warm in the day but I wish I had taken a coat for the evenings as it was a little chilly outside. The hotel was further out than I would usually stay but it made for an interesting trip when you left the hotel. We used the free hotel shuttle to the Souks and this arrived and left on time. Although we did not book with Thomas Cook, we were able to book a very enjoyable and reasonable priced trip to the Atlas mountains, with the helpful Thomas Cook lady who sits in the reception area and she speaks English. The hotel staff do an excellent job at keeping the hotel clean throughout. Rooms were ample size with small balcony/terrace with drying rack provided and free safe. …",Iberostar_Club_Palmeraie,Marrakech
 February 2018,4,Good vacation with some issues.,"We stayed at the Iberostar Club Palmeraie Marrakech for 8 nights in February 2018. I'll start by saying we definitely had a pleasant, relaxing stay, and I would certainly recommend the hotel. That said, there were some issues that could have take the stay from good to great. Pros: The price was very reasonable given the amenities. The buffet was excellent - unlike other all-inclusives I've stayed at, the food was not lots of fried, unhealthy options. There was a substantial salad bar, many vegetable dishes, and the overall predominance of Moroccan food was a nice treat. The various pools had plenty of seating, as did the bar area. The rooms were very comfortable and quiet - some of my companions thought the beds were a bit overly firm, but I thought they were great. …",Iberostar_Club_Palmeraie,Marrakech
 February 2018,5,"Wonderful, attentive service. Beautiful surroundings. Great value.","We have just spent a lovely break away with friends at this hotel. We were a party of 8 - 3 couples and 2 toddlers. It was the first time I've been on an 'all inclusive' holiday, and I wasn't sure of what to expect. The hotel is situated about 15 - 20 mins drive away from the centre of Marrakech in the Palmery area to the east of the city. It therefore is away from the bustle of such a lively city, and is a very different option from one of the classic city centre Riads through which Marrakech gets such a wonderful reputation. It is part of an international chain, and as such benefits from many of the facilities familiar to other hotels in this chain, but this also means the place is not completely individual, and thus the character of the place suffers ever so slightly. The…",Iberostar_Club_Palmeraie,Marrakech
 February 2018,5,winter sun,"The hotel itself is great, and the staff do everything they can So clean everywhere - they are always cleaning Large rooms nice to have a part heated pool in February Nice relaxed atmosphere Lots of staff, and always checking you are ok, but without being intrusive Food ok, albeit could maybe look for a bit more variety - we only did 5 days at the hotel, but 2 weeks would have been an issue with the repetitiveness. Also would be useful to have an information book in the room, some things you find out as you go eg towel hire etc Location is out of town, but the shuttle bus works really well - and to be honest for a relaxing break, it is probably a plus that you are not in central Marrakech",Iberostar_Club_Palmeraie,Marrakech
 February 2018,4,Great Hotel!!,"A very much French speaking hotel, we felt welcomed and well placed. Check-in was smooth, hotel is clean and grounds prestine! Temperatures were around 21 degrees during the day and cooler in both the mornings and evenings - suggest you layer up. Very friendly entertainment team, keep the clientele engaged, massive thank you to Mido who made the kids holidays. Lots to keep you active from stretching, water aerobics, tennis, archery and spin. Nice gym too. Not over crowded, always had a sunbed, heated pool was lovely - didnt see anyone in the normal pool during our 5 day stay (probably because the weather was not hot enough). There is a deposit of 100 dh (pp) for the towels which is refunded at the end of the stay. Food was excellent and plentiful, caters well for…",Iberostar_Club_Palmeraie,Marrakech
 February 2018,2,So Many Problems,"I stayed here for a week and had a terrible stay. My room door did not lock but did shut. We were asked to move rooms after 1 night as our room was not ready when we arrived. The shuttle bus does not stop at the market although they told us it did. Next time we will get a taxi. Very annoying. The wifi is terrible either in the rooms or in the hotel. Its basically 5% coverage at best. Just does not work. The cleaner would tidy the room at 4pm each day, so late. Extras such as washing and telephone calls so expensive. The bed sheet had stains. At breakfast food often run out at one point there was no bread, lemon and milk. We waited ages for it to arrive. Im shocked there are so many good reviews on this hotel we were very disappointed.",Iberostar_Club_Palmeraie,Marrakech
 February 2018,5,Amazing Hotel!!,"Visited this hotel from 5th feb-10th feb with my brother and father and I can honestly say this is the Best hotel I've visited. Staff are lovely and the guest/ staff interaction was so special! Big special thank you to Mohamed (Entertainment) and Hajji (Foodhall) for looking after us whilst we visited. Whilst we were visiting the country unfortunately we experienced really bad weather, with heavy rain and it was cold so we spent the majority of our stay in the hotel where we were really looked after! The food was amazing and there is a good selection, the rooms were Nice and clean and nothing beats a nights sleep in the beds and they have loads of sports activities and entertainment throughout the day. I make youtube videos so you can see clips of the hotel in my video I made…",Iberostar_Club_Palmeraie,Marrakech
 February 2018,5,Service over and above,"The hotel is just on the outskirts of the city but there are free shuttle buses all day to the center. The hotel itself is amazing. It's spotless inside and out. The rooms are generous and tended 3 times day. The staff are incredibly friendly and can't do enough for you. The food and drink are bountiful and there is something for even the most challenging of eaters! My husband and I went with another couple and were totally spoiled. While there it was our friend's 40th and they made her a cake, sung to her in 3 languages and gave her a bottle of bubbly! The rooms were dressed everyday, beds turned down at night, chocolates, petals, the works. Amazing. I would recommend it to anyone and would definitely go back in a heartbeat. Thankyou for making it so good.",Iberostar_Club_Palmeraie,Marrakech
 February 2018,4,Beautiful vast Moroccan themed hotel - Exceptional Value for Money,"Rooms - Spacious, Very Clean, Modern and Huge Bathroom. Food - Good choice and quality. The Valentines themed buffet was the best! The Moroccan restaurant was a nice change and a good opportunity to try some traditional local food. Pools and Complex - VAST Beautiful, well-kept gardens, huge tennis courts, football pitch, trapeze, golf range - great for teenagers. x3 large pools including a special kids one. Two shops on site. Huge function room for the evening entertainment and night club and a TV room for football fans. Kids Club - Good and the staff (Imhrie) worked very hard to keep the kids happy. Evening Entertainment - Good variety of shows, staff work hard to please everyone. Positives: - Secure, safe and stunning hotel - Lovely, clean and modern rooms - Food truck…",Iberostar_Club_Palmeraie,Marrakech
 February 2018,5,Perfect holiday hotel,I highly recommend this hotel for families or anyone wanting to relax The food is the best buffet food I have ever had Great activities for adults and children including trapeze and spinning with the lovely Ssamadi who is a great fitness instructor Beautiful gardens and heated pool Some other reviews say pool was not heated but there is a huge warm pool that we all enjoyed All the staff are amazingly helpful and friendly I could have stayed another week!,Iberostar_Club_Palmeraie,Marrakech
 February 2018,5,"Great hotel, cold pools in February, excellent for families","We booked for February half term and on the basis that one of the pools would be heated. There are no heated pools but there are so many activities it didn't ruin the holiday. The staff are excellent and my children enjoyed all the activities including the trapeze, badminton, tennis, boules, and archery were daily favourties. Even the little ones can have a go as its very safe and lots of fun. The food is good and they have a sushi evening which went down well. They also have a Moroccon restaurant you can book in advance and is a nice change from the buffet. When we were unpacking we realised we hadn't any asthma pumps for my son. Panic! A visit to the medical office and 10 Euros later they had organised one to be delivered within a few hours. I couldn't believe how easy and…",Iberostar_Club_Palmeraie,Marrakech
 February 2018,5,Amazing,"Just got back from a wonderful 4 day break with friends and to celebrate my 40th birthday. From the moment we arrived at the hotel, till the very end Myself, husband and friends could not fought this hotel. The hotel was spotless and was always being cleaned The staff are so friendly and can not do enough for you. There kindness, politeness and hospitality is amazing. Our room was cleaned daily and fresh towels twice a day., and at night they would turn your bed back, put slippers by your bed and leave you a chocolate. The food was excellent and catered for every pallet and never stopped!! The beverages were great and fantastic cocktails. Would definitely recommend all inclusive. There was always entertainment to see. The pools were beautiful I would definitely recommend this…",Iberostar_Club_Palmeraie,Marrakech
 February 2018,5,Great Hotel,"We loved our stay at the hotel. From the time we arrived to leaving the staff were very supportive and happy to help. All the staff easy to speak to and regularly engaged with the hotel guests without being too intrusive. Food was excellent with varied choices. It is far away from the centre of Marrakech but there is a regular shuttle to the centre. Rooms were lovely and room service had some nice touches in the room which were much appreciated. Special mention to the bar staff, they made my evenings very eventful. I definitely would stay at the hotel again.",Iberostar_Club_Palmeraie,Marrakech
 February 2018,3,Great Hotel and Staff but very average Food,"We visited the hotel in early Feb, the hotel was clean, nicely maintained and all staff were lovely and welcoming. Take two stars out because even though the buffet has huge selection none of them was good. Most of the staff didn't know English and I was disappointed with the heated pool/splash pool as it was one of the main reason to book this hotel. It was hardly heated :( so couldn't make use of it.",Iberostar_Club_Palmeraie,Marrakech
 February 2018,5,I miss it :),"The Iberostar, where do I start!! What a fabulous holiday it was! This was for my mother’s 60th and it’s certainly one she or I won’t forget. From the moment we arrived at the hotel we were treated like royalty, the first two gentlemen we met with were the managers and they were so polite, welcoming us and offering some drinks while we waited to check in. The reception staff were also very lovely and tried to get the whole process done ASAP. No complaints at all! The first impressions of the reception area were something I’ll never forget – smelling good, looking grand, I could have sat there all day!! Our room was lovely – perfect for the 3 of us with 3 single beds, lovely bathroom with little toiletries and ample space in the wardrobes to hang clothes etc. We were…",Iberostar_Club_Palmeraie,Marrakech
 February 2018,5,A treasure in the desert,"We had a lovely stay on the last day in Marrakech with lots of regret why we wasted our time and money in the useless Pullman Hotel with such low standards. Anyway that last day in this beautiful hotel was enough to melt the ice of our bad experience in Pullman Hotel and change our view about Moroccan food and hospitality . The staff are so kind and helpful and friendly specially Mohammad in reception . Food is in abundance and very tasty . Lots of dance and entertainment programs which kept you busy enjoying every moment of your stay . Easy check in and check out . Clean rooms and comfortable beds . I cannot say anything more but "" A BIG THANK YOU "" to Iberostar . You are the best .",Iberostar_Club_Palmeraie,Marrakech
 February 2018,5,Great Hotel,"I stayed with my daughter for a short break. Once we had made it through the horrendous slow airport (2 hours) the hotel was an Oasis at the end The room was lovely, all the food that we had great. Even a chocolate fountain one evening The omelette chef made the best for breakfast, do try. I got a lovely surprise for my Birthday from the hotel, cake and fizzy, which was a lovely touch The hotel was so clean too and in lovely grounds, just a pity about the constant rain, but it did not spoil our fun The staff were great and they always had a smile on their faces and the room maid was so helpful All the reviews are correct about how great the hotel and staff are Thanks so much for a lovely relaxing weekend away, including the spa",Iberostar_Club_Palmeraie,Marrakech
 December 2017,5,Gem in Marrakech,"My family and I stayed in this hotel from Boxing Day into the New Year. What a fabulous experience it was! From arriving at the hotel we were treated like royalty. Every member of staff at this hotel cannot do enough to make your holiday that bit more special. They really do go that extra mile to make you smile! The rooms are very clean and the maid service is daily with clean towels each day. The food is very varied and there is something on the menu to suit everyone. My daughter is quite a fussy eater but managed to find something each evening. The entertainment team are very friendly and welcoming, but if you don't want to join in any of the activities understand that too. There is a regular bus service ran by the hotel into Marrakech which is well worth a visit (no…",Iberostar_Club_Palmeraie,Marrakech
 January 2018,5,Superb Hotel,"This hotel definitely lived up to expectations. We arrived at 11.00, well before the permitted check in time, but we were immediately met by the hotel manager who greeted us warmly and went out of his way to make us feel welcome and to arrange a room for us. The room was really nice - a decent size, with comfortable beds and a great view (we opted for a garden view room). It was spotlessly clean and had a lovely bathroom. All members of staff were extremely friendly and good humoured at all times. The choice of food was really good, and was well cooked. The red wine, of which my glass was regularly recharged by the waiter, was perfectly acceptable. The bar staff soon got to know us and knew immediately what drinks we wanted. The bar area is good, and there is a quieter…",Iberostar_Club_Palmeraie,Marrakech
 November 2017,5,Amazing hotel with good customer attention ! Very good value,"Hello. I spent few days at the Iberostar as I know the chain is a well regarded name in Spain. The hotel is situated 15 mins from Jemma el Fna by taxi but the hotel offers their shuttle for free in the mornings and afternoon. I was very impressed by the comfort of the rooms. The hotel has been renovated so all the rooms and bathrooms are nicely done +very comfortable bed. The breakfast was varied with freshly squeezed orange juice, cooked food and continental breakfast too with plenty of fruits salads etc. All freshly made. Dinner were lovely too with different tasty dishes. The staff was very nice and helpful.. The entertainment was very good too. Its a hotel complex with beautiful and well manicured gardens ! Highly recommend",Iberostar_Club_Palmeraie,Marrakech
 January 2018,4,Fantastic golf trip - all inclusive,"Top service, polite and friendly Staff and Managemet. Clean room, very tasty and good food. Weekly arrangement in the Reception. Two swimmingpools, one heated (did not test them). Would like to come back. 👍",Iberostar_Club_Palmeraie,Marrakech
 January 2018,5,My 50th Birthday Holiday,"Wow wow to start off with amazing hotel beautiful the grounds are stunning the manager greeting us checking was quick easy, My room perrrfect clean balcony view lovely, the staff Jalil, Halina, Mohamed, Restaurant manager Hajji made me feel special on birthday surprising me with a birthday cake. the entertainment staff funny lovely friendly so much to do each day and night, kids friendly people of all ages and of all colour would definitely going back when a little warm with the family. The food fresh every day grill fish, grill meat, deserts of all kinds something for everyone zumba, table tennis, law tennis, trapeze, volley ball basket ball, this list goes on and on for activities. A place to go a must just to say thank you Iberostar Club Palmeraie Marrakech for making my…",Iberostar_Club_Palmeraie,Marrakech
 January 2018,2,"Never again, Poor service. Tons of French Guest & Staff speak very little English.","I visited this hotel going off the positive reviews. This was a mistake. The hotel staff barely speak English. Majority of the staff and guest are French you could count the English guest on one hand and still have spare fingers. This hotel is full of a false images meaning they do NOT carry best customer services. The food is the same food everyday, just moved around or an additional dish or layout. If you're not French or Arabic you don't have much communication with anyone. The manager is pretty nice and speaks English however, We only engaged with him once or twice in passing. Selective staff speak a little English and it isn't helpful. We didn't enjoy having our rooms far away from main building with restaurants' and bars as at the set meal times we had…",Iberostar_Club_Palmeraie,Marrakech
 January 2018,5,Great Hotel Great Staff,"I wanted a reasonably priced hotel for a January getaway and chose this hotel based on the constant good reviews and the very reasonable price. I didn't want to stay in the city, I wanted something away from the bustle and noise and the Iberostar was perfect, the hotel sits in beautiful gardens, which you could spend hours in just wondering or sitting, Always plenty of loungers around the three pools, although in January, these were not exactly busy. My room was large and comfortable with a small balcony looking over the pool area and a large very clean bathroom, I particularly liked the settee, great for lounging and reading. The restaurant was always very busy, even at this time of year but I always managed to find a table somewhere, the choice of food was excellent and…",Iberostar_Club_Palmeraie,Marrakech
 January 2018,5,Marrakesh Magic! In January 2018,My husband and myself stayed at this beautiful hotel between 9th - 16th January 2018. We want to express our gratitude and a big ‘thank you’ to staff and Management for making our stay such a memorable one! We have never stayed in a hotel where our needs are cared for to the minutest detail. Our discomfort in walking to a long distant room was quickly rectified and we were given a room closer to Reception within minutes! Brahm was very patient with any of our concerns and addressed them promptly. People like Leila in the Dining room and another nice lady in the Bar Lounge really made us feel very special. Chef Abdallas took special interest in our culinary requirements and talked about his experiences working in Oman and Dubai. He went out of his way to make Spinach paneer and…,Iberostar_Club_Palmeraie,Marrakech
 January 2018,5,Great hotel with friendly and helpful staff. News Years 2018 :),"We visited the Iberostar new year as a group of 10 over approx 2 weeks. We have spent new year in Marrakech before so sort of knew the deal with the weather. Nice in the day but chilly at night so I advise taking a couple of jumpers to keep warm in the evening. Some southern Europeans seemed more wrapped up for longer but I found shorts and t-shirt were OK by 10 am, by 12 pm you could get in the pool (relax/quiet pool) as it was heated. We had quite a mix bag of ages in our group from 12 - 67 years and the hotel facilitated well for everyone. Most mornings some would go off with a member of the animation team to some sort of activity. There was never any pressure just a polite request if you would like to join, after a couple of days they would have the measure of most of the…",Iberostar_Club_Palmeraie,Marrakech
 October 2017,4,"Comfortable, pampered stay in Marrakech...","This hotel has a strong cultural feel of the region matched up with the comfort westerners look for during their holidays. A short drive from the center of Marrakech, this hotel is a bit remote but quite comfortable with excellent buffets in their restaurants for any meal...allowing familiar western meals as well as regional Moroccan cuisine. The Guest Relations Manager, Mr. Elkhaoudari Imad, goes to all extremes to ensure that all the needs of its guests are met. Very enjoyable, pampered stay...recommended for those new to travel in Africa.",Iberostar_Club_Palmeraie,Marrakech
 December 2017,5,Another wonderful Iberostar experience,"Where to start... Lovely hotel, spotlessly clean & upkept: rooms, public areas, dining, bars, pools, gardens. Nice offering of activities (and tours etc as well) but no pushing guests to either participate or to explore away. Staff is out of this world, nothing's too much to ask, extremely helpful & attentive. FOOD? W.O.W. Think they only offer showers but they're huge. Patio or balcony with each room, only ground 1 upstairs floor, lifts. Gym small & not all worked apparently. Loads of spa offerings, reasonable prices compared to Europe, and independently run by other personnel. Very friendly & fun staff, or they leave you to it if you prefer! Nightly shows / dancing apparently. We had the treat of being there for Christmas, and they really made it magnificent,…",Iberostar_Club_Palmeraie,Marrakech
 December 2017,5,Quite possibly one of the greatest All Inclusive hotel in the World!!!!,"We stayed at this Iberostar from 20th Dec - 27th Dec 2017. We choose this hotel after reading all the reviews on Tripadvisor, and would say this is one of the best decisions we made. What a little gem of a hotel this is in an amazing city. Everything went perfect from the minute we landed; booked the taxi through the hotel and the taxi was waiting for us on arrival, arrived promptly and check-in was quick, well explained, hotel was brilliant in taking our requests on board, we requested for a double bed (instead of 2 single beds) and an upgrade to room with pool view and both the requests were met. The double bed was more like a UK King Size bed, very comfortable. Room was clean with large bathroom. The best thing about the hotel is the staff, what a credit they are to this…",Iberostar_Club_Palmeraie,Marrakech
 January 2018,4,warm and friendly,when we arrived we went straight for our evening meal before checking in after that we went to check in very fast and shown to our room the room was spacious very clean with a large bathroom and two very comfortable beds a great service at the bar everyone very friendly the dining room was very big a great choice of food to pick from a great selection of desserts as well the entertainment team work hard and always had time for you the guest manager introduced himself to us and said if you need anything just ask so him most days and he spoke to us calling us by our names went to the spa for a massage very well priced only downfall was the masseur had a cough everybody was very good to us would I recommend it yes I would and I would go back I would like to see a bit more…,Iberostar_Club_Palmeraie,Marrakech
 December 2017,5,Winter break,Was a lovely hotel with fantastic staff so friendly good food it did repeat but that’s not a problem was welcomed into the dinner hall very night by wonderful attentive staff. The welcome we got when we arrived get so warm and loving and will Defo go back in summer to enjoy the heat,Iberostar_Club_Palmeraie,Marrakech
 December 2017,5,New Year 2017/2018,"Stayed at this Hotel from 27th December to 10th Jan - Party of 10 friends all ages. This hotel has a wonderful atmosphere and great staff, the facilities are close to each other and the staff encourage but do not pester. New years eve gala night was wonderful, with cocktails and dancers to start, followed by a fantastic food feast of big prawns, smoked salmon, and wonderful meats. We had 12 days of full sunshine temperatures ranging from 19-24C, the zen pool is heated and we swam everyday. Their is a cocktail party on Monday nights with the staff, other nights included a quiz night and casino night before dinner. After dinner their is entertainment in the Theatre ranging from Bollywood dancing to 90s night, this is then followed by a club/disco until 1am. Imad the Customer…",Iberostar_Club_Palmeraie,Marrakech
 December 2017,5,Couldn't have chosen a better hotel!,"We couldn't have chosen a better hotel to spend our holiday in and it's definitely become one of my top 3's for many reasons. I stayed here with my lovely mum and we both really loved it. I travel extensively and have stayed in a variety of 4&5* hotels around the world and Very rarely visit a hotel more than once... but this is one I will return to. The staff are superb! We felt like we were among friends the whole time we were there because everyone was so welcoming, friendly & hospitable and kind. The entertainment team were fantastic and the evening shows were bursting with energy and talent. We didn't need to go out at night because we had such fun in the hotel watching the shows and dancing our socks off. The discotheque (nightclub) after the show was good fun too…",Iberostar_Club_Palmeraie,Marrakech
 January 2018,5,The people really do make this place..,"Such a lovely place to start our New Year. It was the perfect location and destination for a cheeky winter sun break with my partner. Four days of pure bliss. When we first arrived (late evening), on first impressions we were a little apprehensive, but by midday the next day we got it, we were totally embraced by the amazing hospitality. If we were to sum up in two words why this resort was nothing short of amazing, it would have simply been ‘the people’, they really did go way above and beyond our expectations.. simply stunning. With a very special mention to HAKIM the wonderful Barman, Mo Mo the incredible pianist and evening entertainer and the fabulous Guest Relations Manager whose name sadly escapes me. Thank you all x",Iberostar_Club_Palmeraie,Marrakech
 December 2017,5,"Simply brilliant - excellent staff, amazing food, lovely hotel, great weather!","This is a long review – but in a nutshell: It’s great – go! We have also included some tips on Marrakech which we hope help. We have been to hotels and on holiday around the world but I have never been so well looked-after as at this hotel. We had a lovely room with a massive bed and large shower room. We had a balcony too. There’s aircon/heating if you need – as the nights are cold outside. The staff go out of their way to help. Nothing is too much trouble. It would be impossible to mention everyone and it seems almost unfair to mention a few but here goes: * Imad, customer management – went out of his way to make sure we had a quiet room and when Sarah was poorly, arranged for the nurse (she’s in the hotel from 10am every day I think) to come up with medicine – this was at…",Iberostar_Club_Palmeraie,Marrakech
