 January 2023,5,Home away from home !,We had the most wonderful stay. Everything was perfect. Everyone was so kind and so accommodating. We booked the room on the top (suite with a balcony) and would absolutely recommend it to anyone looking to stay there. The views are amazing at sunset.,hotelName,city
 June 2012,5,You won't get better......,"Thanks again to Trip Advisor for helping me find this gem of a hotel/Riad. This is really a very special place to stay. It has been built and decorated to the highest standards by the owner Jean and the service you get from his staff is absolutely first class. Nothing was too much trouble and every effort is made to ensure you get the most out of the Riad and Essaouira. Greggy is by far the most pleasant, friendly and helpful person I have ever met although everyone who works at the Riad is wonderful. Sorry I didn't remember all of your names as I would have loved to praise you all individually... We stayed here for 5 days of our honeymoon and enjoyed every second. Our room was quiet, very stylish with a HUGE bath. The bed was so comfortable, dragging yourself out of it…",Riad_Chbanate,Essaouira
 January 2012,5,a faboulous place,"Riad Chbanate was like a cherry on the cake for our travells through Marocco. Our suite with a fire place, a huge bathtub and comfortable bed was just perfect. When we arrived in our room a fire place was lit and all the candels in the room - small detail that made such a difference. I loved the amount of roses that were in the room- boquets, pettals, single roses tucked in on the bathrobe - amazing. Great pleace with huge cortyard, terrace with a view and a jacuzzi, easy to find and safe to stay. Staff was very helpfull and corteous, always there for you if you need anything. It was a fabouls 3 nights at riad chbanate.",Riad_Chbanate,Essaouira
 May 2012,2,Meh...,"The nature of our visit here was for our honeymoon, in which we stayed in the Oriental Suite. Before I begin to disclose our experience I have to begin by commending three members of staff. The owner- Jean, Greggy- Riad staff and a guy with glasses that did the security at night (didn't manage to catch his name- sorry!) On our arrival, unfortunately we had a mix up with our booking, in which we were double booked- due to Hotels.com However Jean handled everything flawlessly, he had arranged a night at another Riad for us, he gave us a bottle of champagne, bouquet of roses and a note (which we unfortunately couldn't understand as it was in French :( Greggy- this guy is THE MAN!!! :D Aforementioned, with the mix up from our booking Greggy walked us to the other Riad which was…",Riad_Chbanate,Essaouira
 May 2012,5,Speechless; Totally blown away!,"Love the staff and the owner! Greggy, the hotel staff, is vibrant, lively, and goes all out to please his guests. He gives good recommendation for places to eat. A staff to keep. The owner is polite, and very sensitive guy. My partner was eating breakfast, and he moved away to give my partner more privacy. Never seen such humility in a businessman. Was already blown away by beautiful Essaouira, and the great service at Riad Chhanate is a very pleasant icing on the cake. Oh, we were upgraded to a suite, Oriental Room! Great bathtub!",Riad_Chbanate,Essaouira
 June 2012,5,If €150 is within your budget and you don't stay here you're probably missing out on what could be your Moroccan holiday highlig,"There are already an awful lot of very positive detailed reviews (plus photos) of this Riad. Without regurgitating the same information all I can say is that it's all true. The welcome, service, atmosphere, character, friendliness, and quality are all top notch. This is perhaps one of the best places we've ever stayed irrespective of price. Skip it at your peril! ;)",Riad_Chbanate,Essaouira
 May 2012,5,Very pleased we chose Riad Chbanate,"Riad Chbanate was a lot more expensive that the other Riads we looked at in Essaouira but we really liked the look of the rooms and what we read in the reviews. We were not dissapointed. Our room ""Hayate"" was wonderfully luxurious and spacious. The public areas, lounge, roof terrace etc are all extremely comfortable, fitted to a high standard with good taste and immaculately clean. Jean who designed and refurbished this Riad from a ruin should be justifiably proud. He and all his staff are very helpful, relaxed and obviously want to do everything they possibly can to make your stay in Essaouria enjoyable. Even the turtle is friendly and very tame. We are really pleased we chose Riad Chbanate for our visit to Essaouira",Riad_Chbanate,Essaouira
 May 2012,5,"Lovely Riad, incredibly friendly staff","Great Riad. Very easy going, relaxed, extremely friendly with a generous breakfast served each morning.",Riad_Chbanate,Essaouira
 May 2012,5,One of the best places I've ever stayed,"After a few days in Marrakech, my wife and I took my parents and my aunt to Essaouira for one night. We found Riad Chabanate on Tripadvisor and decided to try it based on the reviews. We couldn't have been more happy. The staff was welcoming and helpful. The rooms were large with great flow. The bathtubs were enormous. The riad itself was very bright and roomy inside. Honestly, it's hard to describe how wonderful this Riad was. The pictures can't possibly do it justice. I'm hoping to come back soon with friends and rent the entire place for a weekend or more.",Riad_Chbanate,Essaouira
 May 2012,5,Great place to stay and perfect for us,"Great hotel - well appointed rooms, a lovely courtyard and terrace....but it was Jean and his staff that really made the difference! They are efficient, friendly and are happy to recommend places to eat and activities. I was travelling with my mother (83) and they really made us both feel relaxed and welcome.",Riad_Chbanate,Essaouira
 May 2012,5,"Excellent luxury riad, top level service","We stayed at the Riad Chbanate for two nights as part of our tour of Southern Morocco. The hotel is absolutely lovely - comfortable, well furnished rooms, a nice courtyard for breakfast and a roof terrace with some shady spots for reading. The staff are excellent, eager to provide information and any help needed - nothing was too much trouble for them. The breakfast was also great, but we ate out in the evenings so I can't comment on the restaurant. The only slight annoyances are the construction work across the street from the rear of the hotel, but its not adjoining the walls so the noise is limited and the hotel also seems to like to play music in the restaurant from the breakfast service through to dinner, which is audible in some of the rooms and seems a little…",Riad_Chbanate,Essaouira
 April 2012,5,A perfect place to stay,"My daughter and I stayed here in April 2012. The riad is very clean, beautifully constructed, and very easy to find (once you know where you are going). The staff and service was exceptional. This is a great place to stay at a great value.",Riad_Chbanate,Essaouira
 May 2012,5,"Great authentic place to stay, perfectly decorated and great service by the team","Essaouira is a world of its own in Morocco. Temperatures stay between 22 and 28 with a friendly breeze. Note that in august the winds will pick up and the sun is intense. Stay here for 3-4 days. Perfect beach and hip beach lounges. Camels, horses, quads, kitesurf for beachfun. Drinks are served yeeeh.. When you are a golfer a must do is Mogador golf by Gary Player. We played it twice. Another day for strolling about the village, very authentic without the masses you have to get through in Marrakech. Very nice fish stalls, great restaurants. Very laid back. The Riad is located in a small street approx 5 mins from village center street. Service is perfect, every request was welcomed and responded directly. Never touched my bags from the moment the Supratours bus arrived in town…",Riad_Chbanate,Essaouira
 April 2012,5,Best hotel we have stayed in.,"We have just come back from a week in Morocco where we spent the last three nights in Riad Chbanate, Essaouira. Essaouira is a beautiful place to stay especially after a few days in crazy Marrakech and this Riad was just exceptional in every way. The staff (unlike many in Morocco), are genuinely friendly and helpful and put you at ease. When we arrived, the manager sat us down with a map of Essaouira and spent fifteen minutes showing us where to go, recommendations for places to eat and where everything is (while we drank freshly squeezed orange juice and ate marzipan sweets...), this was really useful. The owner John, was fantastic, he had built and designed the Riad himself and as he likes a big bath himself and thinks that a fireplace in a room is romantic the rooms all…",Riad_Chbanate,Essaouira
 April 2012,5,A home away from home in the Medina,"We booked this property largely based on other reviews here, and we were certainly not disappointed. I would like to echo other reviewers' comments about the friendliness and helpfulness of the staff, particularly Gregy - it really ""made"" our stay here. The property itself is well located on the quieter back side of the Essaouira medina, so it's the best of both worlds - only a short 5 or 10 minute stroll into the bustle, sights sounds and smells of the busier parts of the medina, but also in a relatively quiet spot to retreat to at the end of the day (or to nip back to if you've forgotten something). Our welcome was wonderful - having travelled for 40 hours and arriving early evening we didn't have the energy to head out for dinner, so the kitchen made us a lovely tagine…",Riad_Chbanate,Essaouira
 April 2012,5,Wonderful welcome,"From the moment we stepped into the riad (and Gregy lent ne 20 Dhms to pay the porter) the smile did not leave our faces. The riad itself is well-deisgned, bright and airy and very pleasant (with a lovely open fire inside). But what makes it quite extraordinary is the welcome of the staff, and the quality of the food. Gregy's obvious enthusiasm for Essaouira and life itself is infectious.Having ordered a meal before we arrived, which turned out to be chicken tagine and was absolutely delicious, we did not eat anywhere else in Essaouira. Samira's coucous is exceptional and the grilled king prawns we asked for were also amazing.",Riad_Chbanate,Essaouira
 April 2012,5,All we hoped for,"Lovely property, nicely located in medina, very helpful staff. Also went to elizir (think sp. correct) restaurant and was wonderful.",Riad_Chbanate,Essaouira
 April 2012,5,Even better than I'd hoped,After reading previous comments we booked to stay at Riad Chbanate and returned yesterday. I never normally write reviews although on this occasion having travelled extensively for about 20 years I just wanted to say that this is probably the the best hotel/riad I have ever stayed in. It's not only that if I had the ability to design the perfect place this would be it. It was simply stunning. No other way to describe it. However what completed it was the staff. We travelled with our two year old and they were so lovely always playing with him and smiling. Nothing was ever to much trouble. If you travel to this part of Morocco (which was lovely) then I'd so recommend Riad Chbanate. Absoutely perfect.,Riad_Chbanate,Essaouira
 March 2012,5,"Wonderful host, very good value","We were a bit concerned before we arrived that the excellent reviews for this riad on tripadvisor might not be entirely real and accurate. Obviously that is not the case. This is a small, well-designed, newly-built riad in a quiet location on the far edge of the medina. The medina is quite compact, so being on the edge is no problem. The riad's owner/builder is a very likeable and bright young French guy. While we were there he was present and extraordinarily attentive to the needs of his guests, and his staff was excellent.",Riad_Chbanate,Essaouira
 March 2012,5,Top place to stay in Essaouira!,"We can only recommend the Riad Chbanate! Top rooms, the owners were very nice and helpful, the food was perfect, the location was great (within the old city), you are able to walk by foot to see all interesting places. We will come back next time when we are in or near Essaouira. The riad itself is very professional styled.",Riad_Chbanate,Essaouira
 March 2012,5,Four days of pleasure,"My wife and I stayed in the Riad for four days, and we couldn't have been more satisfied with the room and the staff. Jean, the owner, treated us like family. He even found me a Moroccan Premier Cru. Unfortunately, there's not a lot to do in Essaouira after three days. You can let yourself be blown around the beach or you can visit a restaurant near the main entrance to the souk where the magician is beyond good. Very entertaining. Thank you, Jean and your staff, for all your attention to detail We had a very relaxing time.",Riad_Chbanate,Essaouira
 March 2012,4,Beautiful Riad,"The reviews on trip advisor matched the reality. The owners work very hard to provide excellent service and they deliver. The breakfasts were excellent (but i did have a serious sugar rush), my husbands dietary needs were met. This Riad is a leader in meeting the needs of their customers. PS the bedrooms and bathrooms are amazing. I wish them continued success and maintaining being the best place in Essaouira to stay, they deserve it.",Riad_Chbanate,Essaouira
 February 2012,5,Fantastic,"A gorgeous riad with fantastic, lovely and attentive staff. Cosy and clean, fresh flowers everywhere, and always a friendly hello when we got back from our days out. Highly recommend for a romantic break!",Riad_Chbanate,Essaouira
 January 2012,5,Wow...,"... Firstly, the bathrooms are to die for enormous tubs roomy enough for two! Essaouira was our last stop in morocco and a perfect choice to end a very busy vacation with some more laid back explorations. We ended up spending a lot more time in this riad than any other, just relaxing and winding down... The town has a very chilled out vibe and panders to aimless walks and conversations over beer in the courtyard. the owner, Jean, was super-hospitable and had a lot of interesting stories to share. the staff, too was very friendly and helpful. Although they only serve breakfast ( as lavish as any moroccan breakfast), we found them very accommodating in rustling up a couple of oddly- timed meals when asked. They went out of their way to help us make reservations at restaraunts, the…",Riad_Chbanate,Essaouira
 March 2012,5,Wonderful Riad,We stayed here for 3 nights between Agadir and Marrakech. Our room was beautiful with fresh rose petals and a gorgeous bathroom with rain shower. The staff are incredibly helpful and attentive without being intrusive and Jean the ownder was very welcoming giving advice on bars and restaurants etc. If you want to stay in the Medina then this has to be the place for you! Breakfast was excellent - we especially loved the fresh orange juice. Dinner can be done for you as long as you book in advance - there is no menu - just tell the staff what you would like and it will be served. There is usually soup and salad and a traditional tajine of some kind. Drinks are quite expensive but you are in a Muslim country and the prices are no worse than city prices in the UK. Essaouria is…,Riad_Chbanate,Essaouira
 March 2012,5,"Beyond perfect service and beautiful building, it exudes charm","Staff were prompt and caring without being invasive. Always happy to serve, advise or pop off and get whatever you need from the outside world. The location ideal, in the beautiful medina. The riad was rebuilt by an enthusiast and it shows in the quality of the construction. The experience is a reflection of the host jean, engaging, charming, enthusiastic and knowledgeable. The best was a bottle of wine in front of the fire with the bedroom filled with roses.",Riad_Chbanate,Essaouira
 February 2012,5,Faultless,"As my husband and I sat on the coach back to Marrakech, we tried to think of any negative points about this Riad and really struggled. The staff were very attentive and offered excellent recommendations, our room was decorated with rose petals each day and had an open fire and the town was very relaxed, safe and not too windy. The breakfasts were substantial and delicious though my husband was a little disappointed not to be offered an omelette every day! We did get fresh juice squeezed in front of us and pancakes and pastries! The Riad is on the edge of the medina so there is a 10 min walk to the main square. There is quite a bit of poverty in the town which can be a bit of a surprise when you leave the Riad as it has a luxurious atmosphere. There are plenty of fine…",Riad_Chbanate,Essaouira
 January 2012,5,"If there were 6 stars, I would easily give 6!","There is a reason why this Riad is #1. For us, having stayed in 7 other places in Morocco, this was hands down the best. For us, this is #1 in all of Morocco! Excellent, excellent, excellent. I'm not sure where to begin. Jean, the host, is French and he built this Riad himself from a plot of land. Obviously he is multi talented and what a great job he did. It was very very cozy. It is inside the medina but next to some bar and there were some questionable people hanging around outside. A key is provided for the front door and you can come and go as you please. We stayed in the Tyfina room. There isn't a door that connects the room and the bathroom so make sure you are ok with this arrangement. The shower was great. In fact, we stayed in another property in Marrakech…",Riad_Chbanate,Essaouira
 February 2012,5,Excellent - It Deserves Its 5 Star Rating,"We have just stayed at the Riad Chbanate for a week - 2 adults and 2 children in the Tyfina Suite. The owner organised the transfer from Marrakech for us and we were picked up on time in a nice big taxi. The Riad Hand-built by the French owner, Jean, the Chbanate is well-designed and immaculate. It would seem that Jean is to architecture and building as Bear Grylls is to surviving in the wild! He has taken the skills he has honed on his travels around the world and created a totally authentic riad - but with extra sound-proofing, gorgeous modern bathrooms and a sense of light and space. Roaring log fires and a lovely roof terrace add to its attraction. Our room on the first floor, the Tyfina, was bigger than it looked in the pictures, had a hammock, a free soft drinks mini…",Riad_Chbanate,Essaouira
 February 2012,5,Beautiful friendly oasis,"We spent 2 nights there in February as a weekend break from the bustle of Marrakech. What a special welcome we received, with log fires both in the lounge and in our room. The staff are friendly and ever attentive, nothing is too much trouble for them. You can request specific dishes for dinner and they are delicious indeed. The riad is beautifully designed with spotless rooms and striking bathrooms. We have never before felt the need to review a hotel or guest house but this is the exception and we would recommend it to anyone. Enjoy your stay!",Riad_Chbanate,Essaouira
 January 2012,5,"Fantastic, Fantastic, Fantastic","Spent a week here in early January having flown into Agadir,John could not have been more helpful, from booking the taxi from the airport and back right through to "" don't worry if any of the restaurants don't take your credit card, just give them my card and bill the Hotel"" in fairness a week was probably a bit long in Essaouira, but we really enjoyed our stay, at first the street outside the Riad can feel a bit daunting, but in all honesty the locals are very friendly and warm, little or no pressure selling and no begging, we felt quite safe out and about late at night, but it easy to get lost in all the back streets, avoid the old Jewish area after dark, mainly drunk's! Most of the bars on the front to the South of the Meddina have wifi to catch up on the world if you…",Riad_Chbanate,Essaouira
 September 2011,5,Amazing friendly atmosphere,"We stayed for 4 nights after spending the 1st half of the week in La Mamounia in Marrakech. After the opulence of the Mamounia, we weren't expecting to be wowed, but the friendly welcome and incredible atmosphere of Riad Chbanate place immediately proved us wrong. Unlike some riads this pace is perfectly clean, very comfortable and has some wonderful design touches. It's certainly not glitzy or overly modern - but the renovation was clearly a labour of love and the relaxed atmosphere is wonderful. The bath in our room was massive - would easily have fitted 4 people! We ate one night in the Riad, but wish we had more often: the tagine was the best we had in Morocco. The breakfasts are huge, and very very good!",Riad_Chbanate,Essaouira
 January 2012,4,great relaxing place,"great place, amazing breakfast, good location, great rooms, nice huge bath and shower, lots of hot water!, Jacuzzi, helpful and welcoming staff! and unpretentious! oh yeah and one of the most comfiest beds ive ever paid to sleep in! not that keen on the music but you cant please everyone i guess... choose this place - it is number one for a reason",Riad_Chbanate,Essaouira
 December 2011,5,Book already!,"I feel lucky, and so does my wife, for having stayed at this Riad. For me it was one of my best hotel experiences (if not THE best) ever. Where to begin... perhaps the incredibly romantic, yet tasteful rooms with a fireplace. The latter not just for decoration: the staff was more than happy to light it for us, and so we fell asleep a couple of nights to little crackling sounds of the fire dying down (we stayed in December). The bathroom was amazingly big and also very pretty. A huge bath tub with rose petals, as seen in 5-star places, but this time twice as big and more beautiful. We stayed in two different rooms, and amazingly they had the same lay-out, but all the details were different. Different wood on the floor for example, different arches in the bathroom (in one room…",Riad_Chbanate,Essaouira
 January 2012,5,What a way to end a trip,"Beautiful riad. We stayed here for 2 days at the end of 2 weeks in Morocco and it was just what we needed. Haven't felt more relaxed than on my honeymoon in Hawai'i. Jean and his staff make sure everything is taken care of. Dreaming of the hours spent on the terrace, in front of the fire in the courtyard (and in our room!), in the amazing shower... Perfection.",Riad_Chbanate,Essaouira
 January 2012,5,Perfect!,"Riad Chbante is a beautiful, hand-built paradise. Each room is elegant and comfortable (we looked at 3 before choosing ours). The staff is wonderful, friendly, helpful and gracious. Beautiful rooftop terrace with great views of the city. Decadent tubs with bath salts and rose petals. Great room to unwind in. Riad is off the main street and therefore very quiet. Wonderful.",Riad_Chbanate,Essaouira
 October 2011,5,Wow wow wow!,"What an amazing place. We were stunned by the architecture and ambience from the moment we stepped through the heavy but unprepossessing door to the street in the medina. And that was only the courtyard! It's big and beautiful, and seriously hip, too. Stunning rooms, tiered roof terrace, roaring fireplace, cool music, delicious breakfasts, excellent service. We stayed in Berbere, one of the less expensive rooms, and it was large, lovely and romantic with a huge bath big enough for two - and candles. I can only imagine that the more expensive rooms are simply sensational! The only thing that went wrong was that we'd arranged to be met at the bus terminus and when our coach arrived, in driving rain, nobody was there for us. We waited for nearly an hour (nobody answered the…",Riad_Chbanate,Essaouira
 December 2011,5,Beautiful building with attentive staff,"A very calm oasis in the bustling medina, the rooms are thoughtfully themed and attended by extremely thoughtful staff. I was particularly impressed with the high quality bathroom fittings, televisions and air conditioning units and the progressive concept of not charging for the minibar. We were well taken care of when we arrived and stopped for mint tea many times on the rooftop and in the courtyard. When we were worried about making arrangements to leave at the end of the holiday, the manager booked and arranged everything for us. The only caveat I have is that the bed and bathrooms are only separated by curtains which may not suit everyone, however there is an available toilet off the courtyard if you might need it.",Riad_Chbanate,Essaouira
 July 2011,5,Style & perfect service,"We stayed here and loved it. Stylish, beautiful, relaxing and amasingly friendly staff. Definitely recommend it to all !!",Riad_Chbanate,Essaouira
 June 2011,5,Believe what you read!,"The worst thing to say is we were not hear long enough. Due to circumstances we only could do a night. Clearly not enough time - but enough to experience the glow and delight this Riad has to offer. The room was stunning. Clean. Tidy. Feast for the eyes....Compared to our Riad in Marakech this was a palace. Beautifully designed rooms with traditional Moroccan furniture. The Bath was incredible. Rose petals. Attention to detail was up there. The service AMAZING. So helpful, polite, friendly and they even reserved a table at a restaurant we wanted to go to... The Rooftop Terrace an incredible view. Over all this Riad is the place to go if hitting the spectacular, windy town of Essaouira.",Riad_Chbanate,Essaouira
 December 2011,5,Fantastic Riad! Come enjoy Essaouira in style :),"My husband and I stayed in Chbanate for a record breaking 16 days! We were able to explore most of the medina in some detail and had a great time thanks to Jean and his team. We were travelling with our 5 month old son who was regularly entertained and cuddled by the staff ( which I loved!). They were kind and helpful in every way. The Riad was fantastic. It was beautiful ( built by Jean ) and unique and good value for money. We stayed in Tyfina which we loved. The sheets and towels were changed daily and the room was well cleaned. I loved the decor and feel of the Riad. It uses traditional building techniques and materials. The large bath was wonderful! The common areas were cosy and you can have wine, tea, etc while listening to jazz and enjoying the fire. I could go on about…",Riad_Chbanate,Essaouira
 December 2011,5,The perfect antidote to the hustle and bustle of Marrakech,"Jean and his team made us feel completely at home. From the moment we were met from our coach to the time we were collected by our taxi and taken to the airport, we were given the best service I've ever had in a hotel/Riad. The Riad is beautifully built (by Jean) and our room was perfect. We had a giant bath, and a very comfortable bed. We spent some time on the roof terrace, it has a hot tub for two and space to relax, we watched the sunset on our last night. The team went out of their way to create the perfect last night for us. They went to the markets and bought fish and steak, and then set our dining table up by the fire. It really was the perfect end to our time in Morocco. I would highly recommend this place if you want high quality service that isnt stuffy in any…",Riad_Chbanate,Essaouira
 November 2011,5,Perfect stay,"I'm not usually one writes reviews, but I just would like everyone considering a trip to Essaouira to know how wonderful Riad Chbanate is! We stayed for two nights (wish it was longer), it was just perfect. The riad itself is by far the most beautiful raids we have stayed at, the staff were ever so helpful, friendly and most importantly, genuine. Each room in the riad was beautifully decorated, spacious and full of characters. We had a lie-in on our 1st morning following the late check-in the night before, waking up at 10:30am and leaving the room at 11:30 thinking we had to go out and source our own brunch, but instead the staff kindly stopped us on our way out and asked if we would like some breakfast! The food was freshly cooked, delicious and lots of it. Jean, we would like…",Riad_Chbanate,Essaouira
 November 2011,5,The best time!,"From the beginning to the end, it was a pleasure to stay here. People were very nice, but also they almost read our minds in terms of our needs. The place is beautiful, every single corner is charming. Breakfast was amazing, as was having tea in front of the fire listening to good music. The rooms are beautifully decorated as well. After going out to chaotic Essaouira, coming back to Riad Chbanate was as is coming back home.",Riad_Chbanate,Essaouira
 October 2011,5,Great Riad,"We stayed here not too long ago, and i have to say we loved it, we have stayed in a few riads before in Marrakech but this was up the top of the list for sure. the riad is situated down a lane which at night to be honest does look a bit unsafe as there as people hanging around outside but as the days went on we realised there was nothing to worry about at all. so don't let that put you off. we stayed in the berber room, one of the smallest rooms i believe but it was a lovely cosy size, i would say during winter it would be even cosier as there is a fire that you can light. it was very romantic and had the little touches of fresh roses and bottled water. the room also has a FAB bath! the staff were brilliant and were so welcoming to us, there whenever we needed anything, they…",Riad_Chbanate,Essaouira
 July 2011,5,Loved it!,"Two friends and I stayed here last summer and absolutely loved it. Our room and the common areas were beautiful, and the staff was very helpful and attentive. We arrived very late from Casablanca and they had an amazing dinner waiting for us, they helped make arrangements, and suggestions... breakfast (all the food!) was wonderful. I would absolutely recommend both this riad and a trip to Essaouira. After our time there, we were ready to move in.",Riad_Chbanate,Essaouira
 November 2011,5,Perfect,"Absolutely loved our stay here, everything was perfect from the fantastic room to the super friendly owners and staff, we really couldn't have asked for more. Anything we asked for was organised swiftly and with the minimum of fuss from the transfers to and from from Marrakech to the horseriding on the beach. Restaurant recommendations were spot on, breakfast was sumptuous and the room was very very comfortable (we loved the bath!). The owners and staff clearly take great pride in the accommodation and this shows in all the attention to detail and cleanliness throughout the property; there are bowls of roses everywhere, and even a cute turtle in the fountain on the patio. Essaouira is a great place to kick back and relax in with some wonderful restaurants and lots of outdoor…",Riad_Chbanate,Essaouira
 October 2011,5,Deserves #1 Ranking,"My wife and I spent 3 nights at Riad Chbanate. This was by far the most beautiful (architecturally speaking) Riad that we have stayed in during our three week trip. The people (Simone, Naoual, Greg) were wonderful and the breakfast and dinner were very good. It is convenient in that it is inside the Medina and makes it very easy to visit the souks, etc. and then return to this wonderful Riad. The only Riad that would match this would be the Riad we stayed in Fes which was Riad Le Calife. Definitely deserves its #1 ranking in Essaouira.",Riad_Chbanate,Essaouira
 September 2011,5,Beautiful!,"Chose this place as it got such good reviews on trip advisor - it did not disappoint. Easy to find and close to the drop off point of the taxi's/coach. Lovely warm friendly welcome with mint tea and pastries. Given a tour of the Riad, and of the local area, best restaurants to eat etc... Beautiful Riad, the perfect antidote to the madness of marrakech and roughing it in the mountains as we had before arriving here. The Riad is immaculate, beautiful courtyard complete with a turtle living in the fountain! Our room was amazing with the biggest bath i've ever seen (the main reason I chose the room) which had been decorated with rose petals when we arrived and there were vases or roses around the room. Exceptionally comfortable bed (and I'm quite fussy when it comes to beds!!) and…",Riad_Chbanate,Essaouira
 September 2011,5,"Chilled, sophisticated, well-appointed, romantic and friendly","Riad Chbanate is wonderful and serene place to stay in Essaouira. It's the kind of place when you walk in the door you know that you are going to feel relaxed and taken care of. You also have that warm feeling that you made the right choice to stay! Highlights for us were the rooftop jacuzzi, what can only be described as 'towel oragami' and the fires laid in the evening in the lounge. The staff are helpful and welcoming and the breakfasts are cooked fresh with very good fresh squeezed orange juice.",Riad_Chbanate,Essaouira
 April 2011,5,A most beautiful and refined Riad,"We arrived by private transfer from Agadir and our driver telephoned ahead to Jean, who was waiting for us on the main street. Brilliant, as we probably would have had difficulty finding it. A most warm and welcoming drink on arrival, much needed, after the long hot drive from Agadir. Jean and his wife are a very loving , caring couple and nothing was to much trouble for them, they both speak fluent English, which was a major Plus, as I only speak a little French. When we were taken up to the room, after having rested, it far exceeded my expectations, Beautiful, spotless, very romantic. The breakfast was fantastic, the best I've had in Morocco. The Riad itself is lovely, it has been restored with great attention to detail. They provided lots of advise on places to see and…",Riad_Chbanate,Essaouira
 July 2011,5,A wonderful retreat,"We spent two nights in the riad, and had a lovely time. The hotel is close to everything, 10mins to beach, 5mins to souks, 10mins to port. It was a lovely retreat after each day in the busy souks. The staff were all very pleasant, Gragui was especially helpful, with tips and advise. Breakfast was lovely and of a wide variety. The decor of the riad was just so luxurious and tranquil. And showed the achievement of such high standards from the owner Jean. The only issue we had was a faulty bath tub plug, and were moved to another room. Although the second room was just as nice, it didn't have the same feeling as our first room (hayate). Having said that, the staff made sure we had the facilities for the second night of our stay and of course started the repair on the plug/water…",Riad_Chbanate,Essaouira
 July 2011,5,A stylish bolt hole in a laid back town,"I think Riad Chbanate would be a perfect romantic retreat for a couple. For part of our family holiday - two sixteen year old boys, one five and one four year old girl my wife and I - this stylish Road was also perfect. I hope the excitement of the girls didn't shatter the romance for the other guests! The rooms have been designed an furnished with care and for Morocco, real attention to detail. This is not meant in a negative way. Our parents have built an amazing house in Marrakech and the finish there does't match Chbanate. This suggests Jean was fully on top of the build. The result of the labours is suites of rooms with individual style and grace all furnished and fitted out beautifully. We had three of the suites and my wife and I would have been happy to have stayed…",Riad_Chbanate,Essaouira
 July 2011,5,Felt like staying in the home of the best ever host!,"This is my last of the 3 nights at the Riad and I already can't wait to shout about the fantastic experience I have had here over the past few days. The whole Riad is most tastefully and elegantly built and decorated by the owner Jean with great attention to every detail. Everything in the Riad plays a part in creating the perfect harmony, from the layout and furniture of the place, to the lighting (both natural light and the lamps used around the Riad) and decorations, to the rose petals and glasses used in the room. The service and ALL the staff is simply THE best I have experienced! In a five star hotel , you get (with some luck) good service that you 'pay' for, in here, you get great service that one can only wish for! You can really experience how 'happy staff makes…",Riad_Chbanate,Essaouira
 June 2011,5,"Stunnning, Authentic, Gracious","As I travel writer and hotel reviewer I've stayed at some of the most specatular places in the world. This riad is among the top 3 on my list of superior accommodations. It is a brilliant aesthetic creation by its young French owner Jean, clearly a labour of love. The attention to detail: from design to the rose petals scattered around the rim of the deep sunken stone bathtub...and especially the graciousness and warmth of the staff--- this raises Chbanate to the level of superior. It is worth traveling to Morocco simply to stay at this riad.",Riad_Chbanate,Essaouira
 June 2011,5,"Tasteful design, beautiful room, relaxing oasis!","Me and my boyfriend decided to stay in Essaouira for 7 nights after spending 4 days in the hustle and bustle of Marrakech! Essaouira is a complete contrast to Marrakech...far more relaxed.....nice near constant breeze....you are less hassled in the streets and the streets are far less invaded by speeding motorbikes, mopeds and scooters! We arrived in Essaouria mid afternoon after getting a local CTM bus from Marrakech (60DH each) which took just over 3 hours. We managed to navigate our way to the Riad relatively easily and managed to bump into Simone (Riad Manager) along the street so he escorted us to the Riad. We were welcomed with Mint tea and some pastries and Simone showed us a Map of the Medina and suggested some places to go. We were then given a tour of the Riad and…",Riad_Chbanate,Essaouira
 May 2011,5,Want to know paradise?,"This is probably one of the best hotels I have ever been. Essaouria is a lovely town that I recommend, especially if you have stayed a few days in Marakech. Quite, pretty, a bit windy but the air is fresh. People are very kind. And the food is excellent, We arrived at this hotel with little expectations. It was a great suprise: . Interior design is perfect. Unique flavor of what best you can get from morroco . the room is perfect. Nice decoration. Large volume. Big Bath. . Location: one or two streets away from the main street: perfect . Very calm . Breakfast: very good. I recommend the morrocan pancakes ... Homemade! But overall, the key factor of pleasure and well being was the service and the warm welcome we received. The staff is so kind. they d do everything to make sure…",Riad_Chbanate,Essaouira
 May 2011,5,Wonderful riad - cool jazz sounds,"Spent a delightful 4 days here. A serene oasis of calm within the medina with close access to all sights. Cool jazz sounds. Check out the ""before and after"" photographs of this riad renovation and be amazed by the transformation !",Riad_Chbanate,Essaouira
 March 2011,5,Welcome to Jean's perfect world,"We just loved this place starting with the owner Jean's charming personality. He designed this place perfectly and he and his wife Thais were very good at making us feel like this Riad was our home. It was raining for two days which was rare in Essaouira, but we just stayed in the Riad, having wine and nice dinner, warming ourselves by the fireplace. Since Jean is French, his choice of wine and bread is perfect. There are so many kinds of bread for breakfast and we couldn't wait for it. Also Jean recommended us nice bakery which was very cheap, but French-quality. This Riad isn't gorgeous, but it reflects the owners' warm and friendly character very well so you just fall in love with this place.",Riad_Chbanate,Essaouira
