 December 2022,5,A Top Class Resort,"Family holiday with two adult children and stayed for 7 nights through TUI. The food options in the resort were wide ranging and very high quality. The hotel was very clean and was well run. The staff are tremendous, particularly the entertainment staff. Shout out to Nagib, Ismail, Jenna and Risla, who were a delight. There is plenty to do at this resort (eg darts, volleyball, table tennis, aqua fit, pilates), without feeling as if you have to do everything. My son lost his headphones whilst in the pool complex, which he tracked to somewhere in the city, so unfortunately it would appear that these were stolen by someone. An unfortunate end to the holiday, but it wouldn't put us off going back, which we intend to do. The Moroccan people are very friendly and welcoming. …",hotelName,city
 September 2012,5,peolple talking nonsense lol,"1st... all the people complaining about the noise in Zanzibar and so on WERE NOT IN Riu Palace Tikida Agadir... there were in riu dunas, or tikida beach. SO DISREGARD if your staying at palace tikida. 2nd... I'm 22 and writing frankly: Staff POLITE, HAPPY, FRIENDLY .... list of positive things go on. Never wanted anyone not to smile, engaged in conversation and were hands down amazing. no hotel is perfect but the positive FAR outweigh the negatives. Was there from 17th - 25th of sept and would go again NO PROBLEM! Rooms: spacious, clean.... TVs :) with usb port to watch movies from home.... english channels are :/ but you get decent movies at midday and 9pm on Action channel and they are in english :) Pool facilities are :o .... no problem getting a sunbed at all; weather…",Riu_Palace_Tikida,Agadir
 August 2012,4,Very nice hotel,Stayed on a family holiday with two rooms next to each other on the ground floor opposite the pool. The reception was spacious with lovely decor. Staff were very pleasant & couldn't do enough for you. Our rooms were lovely with plenty of room. The only fault I would say is the kettle & tea making facilities with fridge were in the cupboard which was very dark & quite difficult to get into as the sliding doors kept coming off the rail! We ate mainly in the buffet restaurants which suited us as a family but we did eat in the Italian & international restaurant once and we found this to be nice. There were a few things going on most days but we found that they were not really advertised and feel the entertainment was mainly catered for the French speaking and our children couldn't…,Riu_Palace_Tikida,Agadir
 September 2012,3,Give it another year to ripe,"The Riu Palace Tikida in Agadir is a very beatiful hotel with a very nice pool area and a good cuisine. But you can really tell by the staff and the service provided that it has not been open for long. They are understaffed, unorganized and basically not up to the task yet of giving hundreds of customers value for their money. Don't get me wrong: the staff is very helpful and extremely friendly, they just need some more time to get everything up to speed and a good shepherd to distribute tasks. Just one very annoying thing about the guests: everybody is reserving pool beds early morning, so if you don't join in on this awful habit, you won't have a pool bed during the day. In general the hotel and staff have great potential and therefore I'm looking forward to the future…",Riu_Palace_Tikida,Agadir
 July 2012,5,Lovely Hotel and staff!!!,I have stayed with family of 7 in july for a week all inc. Arrived late and we were escorted to the restaurant straight away. When we finished our dinner the room keys were ready and they took our bags to the rooms. Very comfortable beds clean large rooms just what we needed with a child. Next morning we had a fantastic breakfast with all kind of food. Lot of choices and food handling was above what I was expected. I have stayed in lot of places all around the world and I find this place has a high standard. We all had a bit of belly ache but nothing major I thought must have been the water what was served from a jug in the evening. Advised not to drink tap water I only could think they gave is tap water for dinner. My only complain is the indoor pool. I was 6 months pregnant…,Riu_Palace_Tikida,Agadir
 September 2012,5,Wonderful relaxing holiday,"Me and my wife stayed here for 11 nights in September and had a lovely relaxing time. This is the first time we had stayed in a RIU hotel and thoroughly enjoyed the hospitality shown to us by all the staff. Everyone seemed to have a smile for us, from the maids to the management. The entertainment team were wonderful and friendly and try to get you involved in different activities, although they appreciate that you probably just want to chill and enjoy the wonderful sunshine. We have stayed in many hotels throughout the world and been on all inclusives for the past 15 years or so and this hotel is right up there. We could'nt find a fault with anything. Okay so the entertainment at night was a bit amateurish but they do their best. There are loads of seating areas to sit in and…",Riu_Palace_Tikida,Agadir
 June 2012,4,"Great hotel, great location","Stayed at Rui Palace Tikida in June 2012. The hotel had recently opened and I was very impressed. The room was spacious, modern and tastefully decorated. The hotel itself was gorgeous, lots of little extras than added to the moroccan feel. The staff were great, a tip goes a long way and will certainly get you looked after at the bars. The swimming pool area was nice with comfy sun lounges and delicious cocktails. The location of the hotel is a short walk away from a couple of bars which are definitely worth exploring, very cheap beer, friendly locals and it gives you a break from the complex.",Riu_Palace_Tikida,Agadir
 July 2012,4,excellent,"We had a really great time. Very good hotel. Excellent staff. Fabulous big room and bathrooms. Lovely pool area.Brilliant pool beds. Lovely Rose for lunch ! Ignore poor reviews. Food very good, great choice. Did day trip to Marrakesh was a long day but really interesting. Got a great tan, but the sun never came through the clouds (July).",Riu_Palace_Tikida,Agadir
 September 2012,5,sardine sunbeds BUT.......,"As you will see from the title, we did have a sunbed issue, but to be fair this was only because we cannot stand having to sunbathe in regimented lines of sunbeds where you can't move your sunbed around to follow the sun! To get round this, and to ensure that we got beds and sun umbrella where we wanted, did go down before 8.00 am! There were already quite a lot of beds reserved by this time. The Hotel requests that you do not reserve sunbeds, unless you intend to use them! A pool boy did tell us that if reserved beds were left unoccupied for more than an hour and a half, and somebody else wanted to use them the pool boys could remove the towels etc which had been used to reserve the bed. This seems fairly reasonable, we did see beds that were reserved from first thing in…",Riu_Palace_Tikida,Agadir
 September 2012,3,"five star,no way!","Just returned after 2 weeks and we are glad to be home as the food was RANK,not the standard we are used to.We have been to many riu hotels all five star this was not five star only just a poor 4 star. staff ok,rooms ok ,pool and beach ok,not impressed will not be going back.Stay at this hotel if your standards are low and you are not fussy about your food.",Riu_Palace_Tikida,Agadir
 September 2012,5,Perfect relaxing honeymoon 5*,"I stopped here for my honeymoon and as the title says it was perfect to relax and most definitely a 5* star resort. Before travelling, our travel agent emailed ahead to tell them it was our honeymoon and upon arrival we were allocated a garden view room. The rooms are very spacious and comfortable. I would like to rubbish all the comments about not being ample storage room for clothes etc. Yes there are only 3 drawers but how many pairs of socks do you want to store?? My wife had a few long dresses and the wardrobes were certainly big enough for them to hang nicely. We did have a problem in the room with a faint ""smell"" that did get stronger over a few days but as soon as I mentioned it to reception they offered to move us, which we accepted and we were moved to the top floor…",Riu_Palace_Tikida,Agadir
 September 2012,5,5*Honeymoon,"Me and my Husband spent our honeymoon at the Riu Palace and had an amazing time. The rooms are fantastic we were issued a garden view room which had a faint smell, as soon as we brought this to the reception staffs attention we were moved to a top floor pool view room free of charge. The food was really nice the first week then seemed to get a little repetitive the second week also not everything was labelled so I was never sure what anything was but you could always ask the chef. We went to all the restaurants some more than once ,service was very quick if not a little too quick the food was very tasty much better than the main restaurant, just remember to book all three when you get there as they fill up quite quick sometimes. We enjoyed cava every day and night this is not…",Riu_Palace_Tikida,Agadir
 September 2012,4,Excellent hotel,"I,v just been with my boyfriend for a week and this hotel was brilliant one of the best we've been to the food better than we thought there is a few little things they need to in prove on eg entertainment was a bit poor but in all if you just want a chill out hol the staff are real friendly just what we needed and will be recommend it to friends and family to go Room few was disappointing it's always cloudy in a morning but beware that it will burn u and be out by dinner",Riu_Palace_Tikida,Agadir
 August 2012,2,disappointing,"This is not a 5* experience. My family (2 adults, 3 teenagers) stayed for a week in August.The hotel looks good, the rooms are comfortable and the staff generally helpful but where it all falls down is the food. It is unimaginative, repetative and the food safety standards are woeful. I work in the food industry and it was a real concern.The food was not always cooked through and the 'hot holding' wasn't effecient. It was very apparent that staff had little idea about food safety and there was much talk in the hotel of people being ill. A few other thoughts: the entertainment provided by the hotel is dreadful but my daughter and I did enjoy a couple of treatments in the Spa. Very oddly, the main hotel bar stops serving drinks at midnight, the lights are turned on and you feel…",Riu_Palace_Tikida,Agadir
 September 2012,4,"4* hotel, 2* resort","We have just returned from a 11 night stay at the Riu Tikida Palace. As has previously been said the hotel is brand new, the rooms are of a good size, the public areas, pool, dining rooms, reception are very well appointed and everywhere is kept very clean, the rooms are well stocked, the mini bar/fridge is kept topped up daily. The wardrobe door was hanging off when we arrived and fell off completely a couple of days in, it was fixed the following morning without us mentioning it, I do wonder if the hotel will continue to look so good as there are already signs of wear and tear. We had asked for a pool view room but were asked to pay extra to upgrade so declined. We did join in the early morning towel/sunbed run but that was our choice so we could keep the same spot. The sun…",Riu_Palace_Tikida,Agadir
 September 2012,4,the good and the bad,"well if you want a poolside sun bed with a parasol you better be prepared to get up early but as we went on beach each day not a problem for us only thing wrong with that no beach bar have to return to hotel pool bar for drinks drinks excellent but remember to ask for branded spirits food in buffet very good quality but not as much choice as I have found at some other hotels do try the Moroccan selection specially the onions with raisins and chick peas, the breakfast very good to only let down the baked beans but never found anywhere that gets that right lovely bacon if a bit greasy lunch in snack bar by pool a bit hectic sometimes main restaurant quieter but more or less same food in both al a carte Italian hopeless no one tells you starter is self service so every one sat…",Riu_Palace_Tikida,Agadir
 September 2012,5,Great holiday,"We have just spent a wonderful week at this hotel. The rooms were fantastic, clean and plenty of room. The mini bar was stocked every day and was also included in the all inclusive. The outside/bar/pool area was always being cleaned, it was spotless. The staff were friendly and the bar staff were very good and would make you any cocktail. Being a five star, the pool towels are included; the poolside beds were half comfy, lay flat cushioned ones, the other half were the stiff ones....obviously the comfy ones went first and crafty people either kept towels from the day before or used their own beach towels so most were 'reserved' by 830. The food was good, a really good selection and variety. The ala carte options were also good- we couldn't get a seat in the fusion as there…",Riu_Palace_Tikida,Agadir
 August 2012,4,Great Hotel Pity about the Service in some parts,"Arrived at half past midnight from Manchester and given a room, arrived in the room and wife did not like it, so back to reception to see about a change. Sorry full up came the reply from a less than helpfull male receptionist. He did offer me a Pool view if I paid just over £41.00 per night. No chance of thet so back to the room. We needed a cup of tea or a drink of some sort. what do you get in a five star all inclusive water and soft drinks in the fridge.. Guess what not her e we didn't the fridge was completey empty. As it was now 02:30 am we decised to go to bed, I telephoned reception at 07:00 hours the following morningf re the fresh water in bottles as we still had none the fairies had not delivered during the night. I was told that it would be sorted and we…",Riu_Palace_Tikida,Agadir
 September 2012,5,Jolly nice!,"Here now (14th September) and I can report all is well, living up to all the good reviews and the well tried and tested Riu formula, very nice rooms, great food, cool drinks and (get this) WIFI round the pool from where I report at the moment. All in all just about the best AI we have been to soo far and we go abroad three times a year (so there).",Riu_Palace_Tikida,Agadir
 September 2012,4,Excellent value for money!,Just returned from a two week stay here. I travelled with my husband and mother. When you arrive at the airport you must go through passport control to hand over the immigration form which must be completed otherwise you are sent away to complete it so make sure you complete it on the flight. The immigration forms are handed out on the plane. Your passport then gets the arrival stamp. The travel reps and coaches await as usual outside arrivals. There are uniformed porters to assist if you require but they will want tipping. Be aware also of un- uniformed men outside who try to take your luggage for you to the coach. It is easy to assume they are with your rep but they aren't and they then demand money from you if you let them assist. A firm no thank you sends them away looking…,Riu_Palace_Tikida,Agadir
 September 2012,3,"5 * rooms, lounge, thats it the rest 3*",this hotel is only 5* as regards rooms and furnishing which are beautiful but thats where it stops. FOOD only 3 star im afraid its half cooked samey all the time they cannot cope so its being put out half cooked. DINEING ROOM this is a upmarket canteen. POOL crowded sunbed area all being crammed in i like to relax not listen to evreyones conversations and being stared at. BEACH ok thats all i walked along the prom to keep being offered hashesh. STAFF very disorganised the left hand doesnt know what the right hand is doing they need more experiance although 1/4 of staff are good . CLEANLENESS this i must say is 5* beautiful and clean. RESORT dirty boreing nothing here. would i return NO.,Riu_Palace_Tikida,Agadir
 September 2012,5,Everything you want and need!,"Just returned from 10 days and really enjoyed our stay. The rooms were spacious, clean, large bathroom with a real 'power shower', ample cupboard/wardobe space and plenty of hangers (1st time ever) Nothing was too much trouble for the staff, lots of little touches; room service is fantastic no breakfast boxes here, we ordered from room service menu at no extra charge and received a good breakfast at 3:30am, spot on time! None of the staff loiter waiting for a tip, the animation staff never pester you and never stay too long, not one massage/beauty salon member of staff approached us, quite refreshing really! The food was excellent and seemed to improve as the holiday progressed. The restaurant service was first rate at we really appreciated Jmiaa's professionalism and…",Riu_Palace_Tikida,Agadir
 August 2012,5,Fantastic!!,"Spent two weeks here with husband and 2 children 15 and 13yrs. Arrived fairly late at night and were welcomed with a drink and a quick check in. Didn't have to wait long for our cases to be brought to our room and then it was into the buffet restaurant where food was waiting for us. The rooms as lovely, very modern and not your 'usual' Riu style. True not a lot of drawer space but we managed, bath, shower, toilet, bidet, 2 sinks, and hair dryer in the bathroom, fridge, large twin beds pushed together, flat screen TV, a step down to a seating area with sofa, table and chairs and then out onto a spacious balcony with comfy chairs and table. The air conditioning was not as good in our room as it was in our other one but we just kept the overhead fan on all the time, which kept…",Riu_Palace_Tikida,Agadir
 September 2012,5,Excellent Hotel and lots to see and do!,"This hotel really is a 5 star hotel. I have stayed and worked in hotels all over the world and I would go as far as to say that this is one of the best that I have stayed in (including some of the brand ""leading hotels of the world""). For those that have rated this poor, must be very fussy indeed! Rooms are large and comfortable, excellent shower and nice big bath. Balcony was also large and had a good view. Pool is great and I like the fact that it is not tiled with the standard blue pool tiles, but a nice green tile which gives is a lagoon time feel, very relaxing. Sun-lounger are plentiful, the same for parasols. All three restaurants are lovely. It nice to see that the menu options suit the style, for example, Moroccan, Italian and Fusion food. The buffet was also…",Riu_Palace_Tikida,Agadir
 September 2012,5,Lovely hotel,"Just spent a week at The Riu Palace for our first wedding anniversary. We were given an early check-in and a bit of a room upgrade. On our anniversary itself, the housekeeping staff left us a gift of a plate of fruit and a plate of Moroccan cookies as well as putting a rose and petals on the bed which i thought was a lovely touch. Our room was on the 3rd floor and had a view of the pool, beach and also the mountain range...amazing. The staff there seem to work round the clock but they're always friendly and nothing is too much trouble. The bar and restaurant staff in particular as they're the busiest places in the hotel. We ate at all of the speciality restaurants...my favourite being the Italian. The Moroccan is lovely inside but got to say i won't be recommending the lamb…",Riu_Palace_Tikida,Agadir
 August 2012,4,Lovely hotel with 5 star staff!!!,"We booked this holiday looking for a nice romantic week long chill out. It was our first holiday away on our own and neither of us had been to any part of Africa before. We had a few obvious trepidations, have we done the right thing? Will the food be ok? Well we needn't have worried! The hotel reception was amazing, quite a change from the rather basic airport! On arrival at the hotel we were greeted with a welcome drink and the check in was seamless. We were immediately struck by the warmth and friendliness of the staff. If we thought the reception and staff were great that was nothing compared to the beautiful room, it was quite simply fantastic. It was big, spotlessly clean and the fridge was stocked with beer, water & soft drinks. Our balcony overlooked the beach &…",Riu_Palace_Tikida,Agadir
 September 2012,4,Ladies Beware......You'll Come Back a Size Larger,"Just come back from 10 days at the Riu Palace. Had a great holiday. We personally would not go back to Agadir, however this hotel is really good. Yes, there are a few issues, but everyone is working really hard to address these. This IS a five star - a Moroccon five star - not an international five star and this should be remembered. Room - we paid for the pool view and had a room just off reception number 3088 (reception is on the third floor by the way if this important to you), so we're able to access the free hotel wifi from our room. As mentioned before, double sinks, safe, large twin beds, hanging space, three drawers, plenty of storage for us. Separate seating area (down two small steps) onto a large balcony. Glorious shower, seperate toilet and bath. Room cleaned…",Riu_Palace_Tikida,Agadir
 July 2012,5,Loved every minute!!,"Stayed here for 12 days end of July with husband and 15 year old daughter. The room was to die for and no expense spared, very modern and spanking new. Food was lush, so much choice in main restaurant with A La Cartes giving you waiter service for a change. Drinks.... best i've had, all international brands and made up by bar staff always smiling!! Made a true friend in Ali who was spot on every time with drinks order. Pool area was lush... those day beds are amazing .. a real luxury!!! So impressed with hotel overall i've already booked for next year!! Manger and assistant manager always around complex and made you feel special. No hesitation in recommending Riu Palace as a fab 5* holiday for the family.",Riu_Palace_Tikida,Agadir
 September 2012,5,Booking a few more days!,"A lovely hotel. Have stayed in many in agadir and this is by far the best . . . And the head chef, Ahmed must receive compliments for the wonderful food . . The choice, quality and presentation are all excellent. We are staying here now and love it so much just booked 3 more days next weekend. The massage and beauty salon were wonderful too. As other reviews said, spotless, spacious and deserving of it s 5 stAr rating. And our 8 yr old loved the evening animation who work so hard. Great fun show added to our holiday.",Riu_Palace_Tikida,Agadir
 August 2012,1,Poor.,Stayed at this hotel for 10 nights and feel severley let down. The hygeine of staff needs to be sorted with immediate effect. During our stay there were a lot of people who had fallen ill and we believe this was down to the hygeine in the restaurant. eg tongs not provided for bread and rolls. lots of children during our stay who seemed to riot within the restaurant. One day someone came into the lunch restaurant soaking wet without staff saying anything. Not Good. Yes the hotel is new and it seems to be somewhere people want to go because of this. Another point to note is the safety. lots of wobbly pool tiles and cracked ones and at one of the pool bars the edging marble has cracked which could potentially cause serious injury. this needs to be sorted again soon. Although it.was…,Riu_Palace_Tikida,Agadir
 June 2012,4,Well worth a visit,"WŷE stayed here June 2012 and had the most fabulous time. Hotel is very grand, beautiful rooms, sunbeds very nice! pool was lovely, my daughter loved it. Some of the staff were a little inexperienced, but understand that many of them were training at this new hotel. Was tricky getting into the themed restaurants as book up so fast.All in all I would say well worth the visit, this will be a lot dearer in years to come!",Riu_Palace_Tikida,Agadir
 August 2012,5,"This plays ricks every single box, 5 star all the way","Quality is paramount here, from the moment we arrived it was obvious we'd made the right choice, it's notably the best hotel in Agadir, rooms are spotless, very modern and spacious, food is 5 star all the way, champagne for breakfast if you fancy, lunch overlooking the beach is gorgeous, and for dinner the main restaurant is outstanding, make sure you visit the Krystal Restaurant to sample more intimate dining, Moroccan and Italian rests are fab too. The pool area is so well planned, many big double beds that are reserved too early in the morning for me but plenty of spare beds any time of day, I think this was an issue but certainly not anymore, bat staff are fantastic, don't expect any tips at all. Entertainment sounded good but we didn't bother, evenings chilled out in…",Riu_Palace_Tikida,Agadir
 June 2012,5,amazing holiday!,"This is a stunning hotel, i went in June 2012. Fab food, lovely management (even though they can get a little feisty if you complain!), beautiful rooms made from marble, fab cleaning if youre thnking about this hotel- GO! ul love it :)",Riu_Palace_Tikida,Agadir
 August 2012,4,Relaxing ambience,"Just returned from Morrocco and what can I say this hotel was so clean I could not fault the staff in terms of cleanliness and politeness.They made us feel welcome.. I would have rated this hotel 5/5 however I was very disappointed with the food which was relatively cold and not much variety considering we were in Morocco the last evening meal was the best because we ate proper Moroccon food. The other thing I noticed was that the dinner service was not very good, I think they need more staff(never any spoons on the table) nevertheless the staff were very pleasing. Outside of the hotel there is not much to see.The beach is gorgeous and at times the weather was a little disappointing( very misty in the mornings and very cool at night). Considering it was August there was not…",Riu_Palace_Tikida,Agadir
 May 2012,5,My stay 27 May -3 June 2012,"when i go on this type of holiday , i don't expect too much ! this hotel saved my holiday ! because Agadir is really horrible ! never again ! my travel agent proposed Agadir because i was looking for a place for me , hubby and grandson aged 6, price was not an issue, a new five star opened in Agadir, you will never be able to go there again at that price ! ok but what about no sun before the afternoon, like somebody pushed a button and the clouds disappeared ! sorry i live in Belgium ! i came for the sun, i saw myself having breakfast outside on the terrace, in the sun, i soon realised that the only people having breakfast outside and cold were smokers, ashtrays on the table,no problem with that but it was so cold ! so i went to buy warm clothing for breakfast and also the…",Riu_Palace_Tikida,Agadir
 August 2012,4,Very good Infrastructure. Very carefull service. Probably the best in the beachfront Agadir...,"The swimming pool IS beautifull and the beds are quite nice to relax. Only problem is the booking of a bed needs to be done between 6 to 7 am. Nice confortable rooms and cleaning is quite well done (not normal for this Region). Service is good and they really try to please you. French and german they speak and understand quite well and english they try. For good knowledge of the Region, go out after dinner to the marina area, where you'll find lota of people on the street (probably more during the ramadan).",Riu_Palace_Tikida,Agadir
 August 2012,4,First class,"Just returned from 10 days in this hotel and must say it is first class. The grounds and hotel are really beautiful. The hotel has addressed the problem of sunbeds mentioned earlier, and they are plentiful. However parosols seem to still be at a premium, but it was Eid while we were there which meant the hoteel was full to capacity. As mentioned in an earlier review my friend was also ill during our stay, and as vegetarans we can assure people the meat wasn't the cause. We believe it was the ice cubes and once we stopped having them in drinks her problem cleared up. This is something the hotel must address as several other eople suffered the same ill effects whilst we were there. Top tip - no ice cubes. Despite this issue the hotel is well worth a visit and is really…",Riu_Palace_Tikida,Agadir
 July 2012,4,Fantastic hotel beautifully laid out with stunning rooms. Bars and restaurants.,"Great stay marred by five out of seven in our party getting I'll while staying at the hotel. it seemed that a quite a few others at the hotel also suffered the same as us. Obviously it's impossible to say where the bug was picked up but it happened all the same. That aside the hotel is really good we unfortuneatley had a really bad view from our room as we were above what seemed like a dumping area for the hotel and the smell was overpowering at times. The staff at the hotel are very good and looked after everyone really well. The hotel is still quite new so it will be interesting to see how it holds up after a year or so, but overall I would definitely go back as would everyone I spoke to.",Riu_Palace_Tikida,Agadir
 August 2012,4,"Had a lovely week, almost 5 star but not quite","Just back home from a week at the Tikida Palace and we had a lovely stay. Nice experience, Check in was very easy and although the room wasnt ready we were shown to the restaurant and given breakfast. The rooms are really nice, large, modern with nice size bathroom, shower and bath (that you can actually use as a bathtub) Mini bar is stocked daily with sort drinks and beer (no spirits) We had a Pool view room and although the balcony never actually got the sun it was nice for a retreat from the sun. The hotel is a very nice place to be very smart gardens and nice area around the large pool.The main restaurant is well organised and the food is to a good standard (A week is enough I feel would be bored with the buffet after a week) there are 2 other restaurants that you are…",Riu_Palace_Tikida,Agadir
 August 2012,4,"Good but not perfect, 8/10","Mattfinch's review is very accurate. The pool staff reserving sun beds in return for money was quite annoying and nearly caused conflict on a couple of occasions when their ""clients"" didn't show for hours and other guests wanted the pagoda style beds or parasols. Small, silly issue but easy to avoid by the management, pay them more and ban them from accepting tips and doing favours. If you want the same sunbed, get up earlier :-) We stayed at the hotel for the middle two weeks of August so were still there 4 days after the end of Ramadan when 300+ extra people arrived. As a consequence the restaurants got a LOT busier but by going at the right times and using the newly opened (and very good) Italian a la carte we avoided any issues. There were big queues for restaurants at…",Riu_Palace_Tikida,Agadir
 August 2012,5,Great stay. Loved every bit of it!!,"Wonderful hotel with a true luxury look and feel. Beautiful pool, next to the beautiful agadir beach. We loved every moment: relaxing in the luxury finished rooms, tanning in the wide sun beds, refreshing by the huge pool or taking a dive in the ocean. The only thing they could improve to be perfect is service which was not consistently very good.",Riu_Palace_Tikida,Agadir
 August 2012,3,Seriously not a 5 star,Came here for a week and unfortunately in the religious period of Ramadan so it was a public holiday and so services were limited along with excursions from Thompson note if at least 8 ppl do not go then the trip does not run would have been nice to be told this as only went to one which was a massive Rip off. But less said of that anyway the hotel well you cannot fault the decor of the room which is great and maybe. 5* and the grounds which were fine . but the service lacks . Firstly the front desk staff have limited English and look to one male memeber to converse with the Brits . but the French being the second language are given priority followed by the dutch. The food on the first day was lovely but this went down hill as we noted a lot of the mixed salad was covered in…,Riu_Palace_Tikida,Agadir
 August 2012,4,"So close, so very very close.....","Just got back from a very good few weeks in this hotel, which was our first time in Agadir. I won't go on about the quality of the site, fixtures and fittings as it has been said before it is of very high quality indeed. And I would say the best Hotel I have stayed in from that perspective. The food was also of excellent quality for a 'European / North Africa' all inclusive. We went during the school holidays (for pretty much the whole of Europe) and the hotel was almost 100% full, so we got a good perspective of what the hotel is like when 'busy'. Just a few pointers / observations from us over the two weeks we were there to add to the glowing reviews already and also contradict some of the other reviews: 1) Yes it is a busy hotel, but it’s a very large hotel. If you…",Riu_Palace_Tikida,Agadir
 July 2012,5,Outstanding hotel and service,"I was a bit apprehensive about this hotel as it wasn't even completed when we booked our two centre holiday to Morocco, I needn't have worried. When the coach pulled up outside the front of the hotel I knew straight away we had made the right choice. The reception and lobby area are very opulent with lovely sofa's and furnishings. The staff are very pleasant and extremely helpful all be it that we did have a slight language barrier with the reception staff when trying to report a leaky wash basin in our room. This was quickly rectified when Moez (Thompsons rep) spoke with the assistant manager which resulted in us having a room for free on our check out day! I agree with the others about the sun beds and begrudged getting up at 7am to put towels on them but if you didn't you…",Riu_Palace_Tikida,Agadir
 July 2012,5,Very satisfied,"My husband and I stayed here in July, and had a great holiday. We like to chill so we didn't do trips, but we're quite happy to laze on the beach. As it was a roped-off area on a public beach, there were quite a lot of people selling kaftans, blankets, crystals inside rocks from the Sahara, henna tattoos, but they weren't too much bother. Food was ok, cocktails delightful, especially the Mojitos! I was very impressed by the decor in the room. All dark wood and chrome fittings, twin sinks in the bathroom, white linens on the bed. Like a room out of House & Gardens! Be warned though - men are turned away from the dining room at night if they are not wearing full length trousers. No shorts or ankle-length chinos, etc. I've seen this notice in many hotels, but this is the…",Riu_Palace_Tikida,Agadir
 July 2012,4,nice holiday,"just come back from 10 days at this hotel and all in all I have to say it is a lovely hotel the decor is outstanding rooms superb pool area and lobby are stunning .The service was generally first class apart from the pool bar but it was ramadan and very hot and the guys in there just looked drained from not eating or drinking and while I respect there customs its up to the hotel to ensure service does not suffer .apart from that the staff were great the lobby bar staff the entertainment team and cleaners stood out""HOWEVER"" trying to get a bed in the morning was a shambles they tried to compensate by bringing plastic beds from the beach but they looked out of place next to all the lovely poolside furniture this pool simply does not cope when the hotel is full and maybe another…",Riu_Palace_Tikida,Agadir
 July 2012,5,One Amazing Holiday.. Totally Recommended!,"Well where to start... it was just WOW from the moment we pulled up to the moment we left! The Hotel itself is grand from the outside but it does nothing to prepare you for the inside! A Palace it truly is... and there's all the little extra finishing touches like a welcome cocktail on arrival and nuts served in the lounge bar during the evening (I've now discovered I am a nut fiend!). But I can honestly say what stood out most to me during our stay was the wonderful service from all the staff, they were all so helpful and approachable. The assistant manager is constantly around... in fact I’m sure he must have a double because he was everywhere! Although we didn't experience any problems ourselves from what we hard he got things done! We stayed between July12th - 23rd (so…",Riu_Palace_Tikida,Agadir
 May 2012,5,Great stay! Got engaged here :),"Loved the hotel, the staff and the location. Beach a bit messy, so stayed in the hotel complex to relax. Visited the souk, took a local taxi, very cheap to do. Get the massage for sure - we had a couples massage and it was so cheap and relaxing. We also took the city tour to the casbah and had a great time - not good if you don't like heights. We were pretty much the youngest people there (apart from kids!) Staff are so friendly and helpful - always there to ensure you have what you need. Great stay for our first time in Morocco",Riu_Palace_Tikida,Agadir
 July 2012,5,"Great holiday, highly recommended","Stayed between July 9th-23rd. I booked this holiday for my Mum and I in January. Obviously we were concerned as, like many people, we were taking a risk booking the hotel as it was not yet open. However, really there was no need to worry at all. After reading all the reviews prior to our departure I was certain I wanted to give a thorough review in the hope it helps people when booking a holiday. We had extra leg room seats with Thomson and were very pleased with this. Please ensure if you are concerned about going over on baggage as at the airport I paid £130 for the outbound trip and after this disaster pre-booked the same quantity of luggage for only £30. We paid for the private transfer to the hotel which was a complete waste of money to be honest. The Thomson rep at the…",Riu_Palace_Tikida,Agadir
 July 2012,5,Well worth a visit but still getting things to the 5star level.,Recently spent two weeks at this hotel and I can honestly say that it was value for money. It has a great many excellent features and everybody I spoke to felt there were plenty of positives. As with all things there is some room for improvement and with time I'm sure these will be addressed. The hotel is only 4 months old and because of its infancy things are not always perfect. The staff were superb and every experience I had was positive. The waiting and cleaning staff could not do enough to help. They were genuine and often went out of their way. This was not due to tipping because this did not happen very often. I was there during Ramadan and despite the fact the staff couldn't eat or drink (Even though some days the temp hit 48c) they remained cheery. The assistant manager…,Riu_Palace_Tikida,Agadir
 July 2012,5,5* service,"My husband and I stayed here for the second part of our Honeymoon in July. We arrived midday after a long transfer from The Riu Palmeria in Marrakech and were instantly aware we had upgraded when stepping into the lobby. We had paid extra for a Studio and were very pleased we did, the room was huge the bathroom had double sinks, walk in shower and a gorgeous bath, there was a dressing area (I was in heaven and draw space was certainly not missed) massive double bed, spinning tv and a lounge area BUT the balcony was what made it special it looked onto both the pool area and the seafront, had two sun beds, table and chairs. Food and Drink We had contacted the hotel before we went after reading reviews about it being awkward to get availability in th Al a Carte and the manager…",Riu_Palace_Tikida,Agadir
 July 2012,3,A disappointing experience,"It must first be said that the hotel is beautifully finished and the rooms are as good as any I have ever stayed in (maybe even the best); and the standard of cleaning in room was incredible. The quality of the food was good and the a la carte restaurants in particlular were excellent. As mentioned elsewhere, the assistant manager was constantly available around the hotel and extremely attentive when engaged. There is however a real issue for this hotel to face in that it was simply too crowded. There were Q's at mealtimes unless you ate very early, which should be easilly rectified given that there are 2 buffet restaurant's in the hotel but only 1 is ever open at a time. There are a limited number of comfortable sunbeds resulting in the undignified scramble first thing in the…",Riu_Palace_Tikida,Agadir
