 January 2023,5,Best decision of 2023,"We went on a chilling holiday trip for 3-night. It is an all-inclusive hotel and is 20 minutes from the city centre which we wanted, the hotel has a shuttle you can book by letting reception know. The hotel is clean, and friendly and has a warm welcoming atmosphere as soon as you enter. The staff is AMAZING and very accommodating, they go out of their way to help. The rooms are clean and roomy clean lines with tiled floors. I had to move as I did want to be near the entertainment which the hotel changed for me, so if want the same do not get rooms in front of the pool area. Every day the food has a theme of Italian, French, Morocco, etc. The only thing is if do not drink dairy then you need to make them aware of this as other types of milk will need to be arranged by them with…",hotelName,city
 July 2022,5,Solo traveler,My family I love them all and I love being with all the staff just the best place that make the hotel amazing and bring it to life Kids club amazing and food is exspetitionsl Best hotel is Marrakech and entertainment team are the best And amazing live music Swimming pool is very well landscaped and relaxing,Sol_Oasis,Marrakech
 July 2022,5,Fabulous - can’t wait to return.,Loved it. What a fabulous resort. Plenty of activities for all. Staff couldn’t do enough for you. Food was fabulous- family eat meat but I’m vegetarian and we all found plenty of choice and delicious. Grounds and room very clean. Hope to book again soon.,Sol_Oasis,Marrakech
 June 2022,5,Choukran,"Cracking hotel. At an all-inclusive hotel there is so much to get right every day – and Sol Oasis does almost everything really well. Everything within the complex is new, high quality, and immaculately maintained and presented - pools and loungers, sports pitches/gym, nice restaurant, bars and patios. Plenty of activities in the day and cool chilled out live guitar music every night before the entertainment. Staff are amazing. The staff at the bar, in the restaurant and the activities/entertainment team were all such genuinely nice people who take pride in doing a great job. Property, gardening, housekeeping etc also all very pleasant. Too many people to shout out here really… but Mohcine and Hicham at the bar, Jamal in the restaurant, Abdel, Sam and SouSou on the…",Sol_Oasis,Marrakech
 July 2022,5,FANTASTIC HOTEL!!,"Well where do I start - this hotel is just amazing! Everywhere is spotlessly clean - the buffet was amazing but what made our holiday special was the staff - they cannot do enough for you. The animation team are just the best - they make you feel so welcome. Thank you so much Russ, Sousou, Sam, Midu, Zizou, Niaku and all of you who work so hard every day to make us smile and feel happy. We will definitely be back !!",Sol_Oasis,Marrakech
 June 2022,5,One of the best stays in Marrakesh.,"This review was long overdue. I've been to Sol Oasis 5 times. This is one of the best hotels I've ever had the pleasure of staying at. I highly recommend coming here. The rooms are lovely, spotless, with a beautiful riad yet modern vibe. The property is gorgeous and well-kept. Last but not least, the staff team is the highlight of my stay every time, and the reason I keep coming back. Professional, helpful, respectful, and always happy to welcome you and yours. Big thanks to all the managers and their teams for a wonderful job.",Sol_Oasis,Marrakech
 July 2022,5,A fantastic holiday!,"Fantastic stay at the Sol Oasis. Came to celebrate a friends 40th birthday. Hotel rooms are clean and spacious. All inclusive food and drink was great. Waiting staff are always around to clear and help if needed. Bar staff are very friendly and attentive. The animation team are fantastic and ensure there is always something happening. Evening shows are very well put together and enjoyable to watch. Massive thanks to Sam, Michael, Sousou, Zizou, Nick and the very energetic Abdil for making such a memorable holiday for us all.",Sol_Oasis,Marrakech
 July 2022,5,Hidden gem,"What made this a great holiday was the animation team who looked after us all week! Food and drink was plentiful and good. We really liked Zachariah who kept the wine flowing!!! Michael , Sam, Sousou and Mochine spent a lot of time with us and made it a memorable experience. I’d recommend this for families young and old…. Better value than Spain",Sol_Oasis,Marrakech
 July 2022,5,Superb place,"This Resort is an exceptional place, a true gem hidden in Morocco, luxurious, chic and simply beautiful. But that's not what makes this place excellent its the sevice and especially the entertainment staff, they are exceptional and they honestly made our holiday. They all worked so hard to keep us entertainment and happy for the entire week morning to night. They were full of energy always dancing and laughing and playing games with us. The Food buffet was incredible, huge range to choose from and different everynight. Loved the different pools and areas not to mention all the sports you can get involved in. But the kids club is fantastic, so Kind and caring always a smile on there face, genuine wonderful girls they couldn't do enough for my child, he had a ball. I would 100%…",Sol_Oasis,Marrakech
 July 2022,5,Awesome trip to sol oasis,We spent a good time with the entertainment team activities all day and good ambience in the evening live band and the show's are brilliant The kids club is excellent with zizo and sousou are smiling always kind with kids The best activities program and practice the kids disco every evening Thank you girls to make my son happy he loves you ❤ So the food is very nice The room is clean we will back next month ❤,Sol_Oasis,Marrakech
 June 2022,5,A lovely hotel with great staff!,"A very nice hotel on the outskirts of Marrekesh with lovely grounds. The room was spacious and clean with a Berber twist. Food was excellent quality and varied throughout the week. We agree with previous reviews that the staff make this hotel. The animation team were great and the evening entertainment was very professional. The shows in the theatre were a highlight. A particular mention goes to Hicham in the restaurant who was there with a smile every night and magically appeared to top up our glasses. Wi-fi was the best we've experienced in a hotel, being able to stream movies in HD without issue. The courtesy bus into the city centre was invaluable. We did have a couple of minor issues with the room on arrival, mainly low water pressure in the shower and a wobbly toilet.…",Sol_Oasis,Marrakech
 May 2022,5,Brilliant,"Had a brilliant time.Cannot fault the hotel from decor to clendliness.All the staff was very kind and polite.very nice swimming pool ,we was there in may and the pool was warm enough to swim.The food and drink was to a very good standard the beer was bottled Sam Miguel and my friends enjoyed the rose wine. The reason for picking this hotel was because of all the good reviews especially about the animation team especially sousou she was outstanding (she made a big impression on myself my husband Alan and my friends Claire and Dave). They all made themselves known to the guest's and all made you feel welcome. The evening entertainment was very good. Thank you we will be returning.",Sol_Oasis,Marrakech
 June 2022,5,Amazing Holiday 🌞,"We have had an amazing holiday at Sol Oasis! The animation team have been exceptional, special thanks to Abdul, Sam, Michael, Sousou and Zizou for making us feel so welcome and bringing so much fun and laughter every day 💛 Everywhere is clean and everyone is happy, what more could we ask for!",Sol_Oasis,Marrakech
 June 2022,5,FIVE STARS,"We loved our stay at the sol oasis marrakech! The animation team were the best (expecially Abdel!), they made us feel very welcome and did everything they could to make our stay as special as possible! There was entertainment every night which was always really good fun (especially the bingo!) and all the activities in the day such as darts and aquaerobics were great! Transport into the centre of marrakech was also really easy with the hotel shuttle buses very easy to book. We would definitely recommend sol oasis to anyone coming to morocco!",Sol_Oasis,Marrakech
 June 2022,5,Wonderful family holiday,"The hotel decor and surroundings are beautiful and spotlessly clean. All the staff made everything perfect for our stay. The food was fresh and delicious with a good amount of choice. The pool area was always clean and tidy, and the lifeguards can’t do enough to help. The only criticism is, we would have liked more background music during the day. Even though it’s a very relaxing environment, at times we could just hear children crying. The kids club was brilliant - Sou sou & Zizou are most definitely the 2nd mums of all the kids, and the kids pool area was alot of fun. The animation team made our holiday, such wonderful & incredibly hardworking people. We loved their continuous interaction with us and all of the evening entertainment. We all had a fantastic holiday, and we…",Sol_Oasis,Marrakech
 August 2021,5,Breathtaking place,"I’ve had the pleasure to stay there on 02 occasions last year , last time was in august 21. On one of those I was there with my wife, 02 kids and mother-in-law. ( 02 rooms obviously). I’ve stayed in 100s of hotels in many Resorts around the world ( for work and also holidays ) and I can tell you, this one is a unique place…… in the middle of an oasis, ( sunset time / Sunrise also you can take some beautiful pictures) , very peaceful atmosphere, very relaxing, sublime swimming pool, the restaurant ( the buffet one ) got so much variety, breakfast, lunch and dinner. The Team members were passionate about service, they genuinely want you to have some unforgettable moments there, all of them , management, Team Members, seriously All. They remembered our names from day one , my…",Sol_Oasis,Marrakech
 May 2022,5,"Soak up the Sol, let it recharge you. ☀️ ☀️ ☀️","A fabulous fun and friendly all inclusive resort, away for the traffic but still close enough to Marrakesh. All the reviews here speak for themselves, it was everything we had expected and even better. The entertainment crew are fantastic, special mentions to Sam, Sousou, Russ and of course Michael and his moonwalk. The food and beverage team are great, special mention to Morshine and his amazing cocktails at the pool bar. All the F&B team make you feel welcome, Abdelilah in the restaurant made us such a difference. The rooms are great, the pool is fantastic and you don’t have leave the resort if you don’t need to. Highly recommend booking this resort, we certainly will when we return to Marrakesh.",Sol_Oasis,Marrakech
 May 2022,5,Perfect half term get away,"Oasis perfectly describes this hotel. The surrounding area is dry and dusty, but the moment you walk through the huge doors you are greeted by a calm, tropical oasis. Our room was just right for a family of 4 (room 2621). The pool and the amount of activities on offer from tennis, archery, pickle ball, aqua aerobics - there is enough to keep everyone or all ages entertained. The gym is state of the art, free weights, running machines and even a TRX room and yoga classes. The food was amazing, the salads to die for, it was very easy to eat really healthily on this holiday. The highlight for us though was the staff, whether it was the bar staff with their friendly greetings, the waiters and waitresses with their attention to detail, they kept topping up our wine, or the…",Sol_Oasis,Marrakech
 May 2022,5,Amazing staff made our holiday Perfect,"Sol Oasis is such a beautiful hotel with incredible scenery but what makes this hotel truly special is the staff. I visited with my mum and we did not stop smiling and laughing and we thank everyone at Sol for making this holiday the best one ever. The entertainment team are so talented and lovely especially Niako! He is 1 in a million the kindest most sweetest soul. We would also like to thank Abelilah for the best service. Khalid was also the best pool guy ever! The reception team helped us book tours and excursions and the service was incredible. We have made memories that we will treasure forever. Our holiday would not have been special without all of these people. The hospitality and service at this hotel is above 5 stars we hope to come back to visit you all soon, thank…",Sol_Oasis,Marrakech
 April 2022,5,Great escape for a couple,"The animation team / staff really make this hotel special. I stayed for 10 nights in Sol Oasis in April. We had everything we needed in the hotel. Nice gym, classes and activities on every day. Tennis courts, basketball court, football, archery, TRX, yoga and water aerobics on the premises. Food was lovely with plenty of choice to suit everyone. Pool area is great with seats/umbrella always available. Indoor heated pool also available. Bus available to bring you into the city. The staff at Sol Oasis are very warm and welcoming. Everything is run very efficiently. Bar staff always greeted us with warm smiles and great service. Arthur from the management team was lovely and always had time to chat to guests. The animation team are exceptional. They are a multi-skilled impressive…",Sol_Oasis,Marrakech
 May 2022,5,Relaxing and great fun at the same time...,"The resort is just a 25 minute ride from the airport and the hotel and grounds are welcoming and very well kept. Our initial experience was good with a smooth check-in and our room was clean and well located although the balcony is small and not somewhere that you would spend much time. The food is very good although the resort would benefit from having an alternative location / menu on-site to mix things up. Best thing for us though are the people, bar staff Morcene and Rida but the animation team really made our stay very special..... Sousou, Zisou, Russ-E-Boy and the undeniably talented Sam. Big up to Arthur for making it all work. One point of note was that the hotel was much busier over the weekend. Would I go back - most definitely.",Sol_Oasis,Marrakech
 March 2022,5,Brilliant Sol Oasis!,"Had a fantastic week from 10/5 to 17th. Fantastic staff who really make this place work. A big thank you to Sam, Niako, Russ, Sousou, Zisou, Michael and Mohscine at the bar. Restaurant manager fantastic (cant remember his name) and reception will help with anything. I couldn't believe all the great reviews it had but can now say they are correct. If you want to go to Marrakech, you have to go to the So Oasis. That's about it but cannot praise them enough. Go there and see for yourself!!!",Sol_Oasis,Marrakech
 May 2022,5,Sol oasis marrakesh,"We have just returned from the Sol Oasis Marrakech and what a fabulous time we had Thank you to all the staff especially the animation team for going the extra mile to help us after arriving without our luggage 😠 Zizoo went on her day off to get me some makeup The activities were varied throughout the day and amazing show each evening with live music Every member of the team were great with the children keeping them busy for parents to have a well earned rest They went out of their way to accommodate you Mr.Sam 😂 what a man, got the energy of 10 men and what a natural entertainer off and on stage. Great bar staff especially Machino ensuring we never waited for a drink. Food was varied and tasty, always something new to try but so much choice you’d need a month to get…",Sol_Oasis,Marrakech
 May 2022,5,The staff really make this place amazing,"First of all I need to do a shout out to everyone on the kitchen team - the food and staff are so amazing. We planned to have some dinners out but liked the food so much we stayed. Special shout out to the restaurant staff especially Abdelilah and Said (they were amazing). In terms of the wait staff Soufane and Mehdi were so great too. I hope the management will speak to them to thank them for their work! The animation team had so much energy and made you feel like you were at home. I enjoyed archery with Niako, bellydancing with Nani and I loved the bollywood night in the theatre. Sam, Zizou, James, Michael and Nouf also took the time to get to know us and make us feel at home. Maybe the rooms weren’t cleaned the greatest, but the staff and food made up for it. The drinks…",Sol_Oasis,Marrakech
 May 2022,5,Wonderful and welcoming hotel,"Wonderful hotel with staff that really go above and beyond and can’t do enough for you, spotlessly clean, welcoming, amazing grounds and rooms. Fabulous holiday with friends where we were treated like royalty throughout. Cannot wait to return here as soon as possible.",Sol_Oasis,Marrakech
 May 2022,5,Marrakech,"I’m writing this from the hotel it’s been the best holiday ever , the food is excellent and rooms are very good decorated clean also, the restaurant staff, the entertainment team (the girls and the boys are so kinds ) they always try to make us smile both ( zizou and sousou) looked after our children as if they were their own we will back again thank you so much for everything ❤️✅",Sol_Oasis,Marrakech
 April 2022,5,Perfect holiday - a real oasis.,"Just got back from the most amazing days staying at the Sol oasis. The hotel and grounds are beautiful, although our room felt like a mile away from the pool - it was still lovely and spacious. The food was great, breakfast and lunch were the best - lots of options. All the staff were so helpful and eager to make sure you had a great time, the entertainment staff made our holiday. Russ, Sousou, Niako, Sam, James, Micheal, Nani, Dounia and Zizou - thank you so much for making sure we had the most amazing holiday. All the day time and evening entertainment was the best we have ever experienced, we will defiantly be back.",Sol_Oasis,Marrakech
 May 2022,5,A perfect place for a great holiday,"Me&my friend stayed at Sol Oasis 29/04-03/05 (all inclusive). Everything was amazing about this hotel. We were checked in early and served some refreshing beverages upon arrival. It is not located centrally and it can be quite costly to get to the town centre to visit, but the staff will always help with travel recommendations and they also have a free shuttle service to the town centre twice a day. The food is nice, we always found something to our taste and we got to try the local cuisine too. It is true we did not make it a must for us to have exquisite food, so it was easy for us to be pleased by the menu. The room was really nice and so was the room service. We had a room with a little balcony, 3 min walk from the restaurant and swimming pool and although it was quite…",Sol_Oasis,Marrakech
 April 2022,5,Great family break,"Great Easter holidays for our family. The only disappointment for us was the man and woman at the reception,no welcome at all on our arrival,very miserable both of them,apart from them all the other staff at the resort where just amazing. Really conformable beds and spacious room,great sports facilities and entertainment throughout the day.",Sol_Oasis,Marrakech
 May 2022,5,Family gathering,Excellent stay. Staff were wonderful especially zizou and sousou. Daughter loved Kids club. Every night shows and music were played. Food so diverse and delicious. Room amenities are upgraded. Marrakech magic,Sol_Oasis,Marrakech
 April 2022,5,Great hotel,"The hotel was really great, amazing food and the staff so talented and friendly! Would definitely come again! Evening shows absolutely amazing 😊 big shout out to SouSou and Zizou and Niako who threw my lazy husband into the pool😁 thank you for that!",Sol_Oasis,Marrakech
 April 2022,5,Excellent - friendly - clean,"I will start with just a couple of negatives. I booked a family xtra room and emailed reservations asking for a twin room with an additional single bed, I received confirmation from Mohamed that my request had been noted. On arrival we had a double bed with a sofa bed, I don’t like to complain so we had to deal with this, it didn’t feel like a good start. The food was amazing but there were lots of flies on everything, I feel that they should have more protection over the food especially in the warmer months, it did affect our choice of pastries as the stickiest were covered worse. On to the positives - amazing!!!!!! The entertainment staff were the best I’d ever seen, their dedication to making everyone happy was outstanding! The bar staff, waiters and chefs were all so…",Sol_Oasis,Marrakech
 April 2022,5,A wonderful hotel and experience,"We stayed as a family with our two children (6 and 4) and had a fantastic holiday. The facilities, food and staff were so good and just as we needed. The kids club had a great team, lots of activities for the kids and an evening show which they loved! The shuttle into the centre of Marrakesh is useful and only 20 minutes. We’d definitely recommend!",Sol_Oasis,Marrakech
 April 2022,5,The best family holiday ever!,"I'm writing this from the hotel on our last night before we check out in the morning. Its been the BEST HOLIDAY EVER! I'm not usually a fan of all-inclusive or package holidays but Sol Oasis have blown it out the water! The entertainment team (Zizou, Sousou, Russ, Michael, Sam, Nani and Niako, Dounia the best choreography) always go the extra mile to make us smile every single day. Both Zizou and Sousou looked after our children as if they were their own. It's meant me and Jim could relax and enjoy being together which is rare on a family holiday! The bar staff couldn't do anymore for us and neither could the restaurant staff. We will be back! Couldn't fault it x",Sol_Oasis,Marrakech
 April 2022,5,Amazing hotel made even better by its amazing team!!,"What a fabulous hotel made magical by its amazing team!! We hadn’t visited Marrakesh or even Morocco before and really didn’t know what to expect, especially as it was April and still had Covid 19 measures to comply with to gain entry. We were so pleasantly surprised from the moment we arrived. We are a family or four with two girls (12 and 8) and had the best time. From the minute we arrived we were treat as VIP Guests, with Taofique the bar man beginning the experience learning our names and not forgetting them throughout the break. He waved and said hello each morning and kept us well stocked with drinks going over and above. What an amazing guy. Following the seamless shift change we met Mocene who made us feel so special throughout the holiday, ensuring everyone treat us…",Sol_Oasis,Marrakech
 April 2022,5,Fantastic!,"We spent a week here as a family of four (kids aged 12&14) this April. The Sol Oasis is a stunning hotel in beautiful grounds. The rooms were lovely. We had two rooms which joined via a shared balcony which were perfect for our family. The staff here work so hard to ensure your stay is perfect and they are all so friendly and kind. Nothing is too much trouble in all departments. If you want to be entertained the animation team are fantastic but equally if you would rather be left in peace, that is respected too. All staff seem to work such long hours but they are always so cheerful. There are lots of opportunities for sports and activities. I wish I had taken my sports gear with me! The restaurant food was superb. Loads of choice at every meal. Always lovely Moroccan dishes…",Sol_Oasis,Marrakech
 April 2022,5,Would definitely recommend 100%,"From the moment we arrived into the beautiful reception and walked through the gardens we knew we were onto a winner, The staff are AMAZING, the rooms clean and inviting and the food plentiful and tasty, we will most definitely return with our children , A special Mention to Sam, Ross, Zisou and Sisou (apologies for the spelling) they are a credit to the hotel and ensure that throughout your stay anything you need, want they will provide they ensure you are having the best possible time at the Melia Sol Oasis.",Sol_Oasis,Marrakech
 April 2022,5,A Perfect Moroccan Hideaway,"A beautiful, well kept resort. Very friendly staff, delicious food and perfect for a getaway with children. The food has plenty of choice, authentic Moroccan dishes, but also choices like pasta for small children and not to mention the incredible pastries! The hotel is very clean and well looked after. It is clear everyone who works at the resort takes pride in their job- whether it is to entertain in the children’s club, cook or keep it well maintained and clean. A free transfer to the souks, made going with small children easy. Thoroughly recommend to who anyone who wants to retreat with children yet have a bit of culture and relaxation as well. A hidden gem! Thank you, Sol Oasis.",Sol_Oasis,Marrakech
 April 2022,5,Fabulous hotel!,"Just back from a week at the Sol Oasis. Absolutely fantastic holiday, couldn't fault it. The reviews are not wrong, the staff make the place that little bit extra. Shout out to Taouriq from the pool bar, always greeted with a smile and made yummy mojitos. Restaurant manager, sorry didn't catch his name but wore a black suit, and made sure everything was always great. The entertainment team are all really friendly and fun and really want you to have a good time. We don't often return to the same places but we will definitely visit again. Thank you for a memorable holiday.",Sol_Oasis,Marrakech
 April 2022,5,Fun in Marrakesh,"We had the best time in Sol Oasis. The entertainment team and kids club staff are amazing, Nani, Zizou, Sisou and Sam. The pool team are very helping and the bar team keep your drinks topped up all evening. Overall a great experience and I would definitely recommend it!",Sol_Oasis,Marrakech
 April 2022,5,Fantastic week on the outskirts of Marrakech,"I can't possibly do justice to this amazing hotel and staff. We will return without doubt. There is a view from the hotel of the snow tipped Atlas mountains in the distance The staff all so friendly and attentive. As for the Animation team, never seen such energy and enthusiasm anywhere in the world. Sam, Russ, Zuzu & Zusi (and the others) you are all wonderful The rose wine was superb, the food fantastic, our room kept spotless with clean towels daily; the hotel facilities are incredible: 2 gym rooms, tennis courts, volleyball court, badminton, archery, kids club, yoga/stretching, spin sessions Can't wait to go back This hotel deserves to be a huge success",Sol_Oasis,Marrakech
 March 2022,5,Best holiday ever,"Honestly best holiday ever! We only caught a glimpse of the good weather but the best part of the holiday was definitely the staff and the hotel. They were all super welcoming and cheerful. However the best staff by far would’ve been the Animation team who were super interactive and always made sure everyone is having a good time, wether it was during the day with activities like games, such as archery or football , to evening entertainment such as themes shows that were amazing to watch every time. By the end of our stay we were sad to go as we really bonded with the people there. I would definitely recommend to destination to anyone and everyone.",Sol_Oasis,Marrakech
 March 2022,5,10/10. Would definitely come back!,I visited Sol Oasis last week with my mum and brother and we had the best time! Every single member of staff were helpful and friendly - remembered all of our names after 1 day and made us laugh a lot throughout! The rooms were immaculate after being cleaned each day and the food was great - we even had a personal cooking class from head chef! Would definitely go back and recommend without hesitation.,Sol_Oasis,Marrakech
 March 2022,5,Amazing stay,Had a really amazing stay here did all inclusive and the food was incredible at every meal. Entertainment and activities are provided throughout and all of the staff and team are so friendly and welcoming.,Sol_Oasis,Marrakech
 March 2022,5,Matt & Suzie's holiday,Had a fantastic holiday staying at the Sol Oasis in the outskirts of Marrakech. They offer a free shuttle to the city centre so easy to explore. The animation team at the hotel all make you really feel at home and put on some stunning shows in the evening. The cooking class hosted by Sam on the team was a particular highlight. What a legend! Would 100% recommend!,Sol_Oasis,Marrakech
 March 2022,5,Amazing mini break,Our hotel was changed to Sol Oasis at the last minute by our tour agent. Best decision ever. We arrived very late as our flight was delayed and the hotel were expecting us and had food ready on arrival. Ilyas the concierge was very helpful. Free shuttle from the hotel to the heart of Marrakesh and back. Food was amazing from breakfast to the evening meal lots of variety. Very clean hotel abs lovely spacious rooms. We will definitely be coming back to this hotel.,Sol_Oasis,Marrakech
 March 2022,5,The best choice.,"Had the most amazing holiday at the Sol Oasis. It's a really well run hotel in truly beautiful and impressive grounds. The rooms are all totally renovated and immaculate.. What we particularly liked was the fact the buildings are only two storey so it's more like living in a small village with lots of stunning courtyards and fountains. We were lucky to stay for 4 weeks(basically chosen by the high trip advisor rating) Absolutely no complaints and the weather was perfect, most days around 25 degrees. The food was always varied, lots of opportunities to try Morrocan dishes as well as international.. Have to mention the cakes and pastries.. They were unbelievable.. The best thing about the hotel are the staff. The kindest, most helpful and genuine people we have ever met. The…",Sol_Oasis,Marrakech
 March 2022,5,Sol Oasis Marrakech,"A fantastic hotel. Very modern, stylish and immaculately clean! We spent 5 nights here on a family break and absolutely loved it. The hotel is a 25 min drive from the airport, and from the minute we arrived we were very impressed! Facilities within the hotel are superb; a huge outdoor pool and another indoor heated pool, gym facilities, tennis courts, basketball and volleyball courts all available to guests all day long. The restaurant and food served were excellent, with plenty of choices which varied every day! Whilst the facilities in the hotel were very impressive, special mention has to go to the staff. From the moment we arrived, all the staff went out of their way to make sure we were made to feel very welcome. Sou Sou, Ghizlane, Dounna, Moussa and Sam provided first…",Sol_Oasis,Marrakech
 February 2022,5,Stylish and modern hotel,"Lovely modern and stylish hotel. The staff were all extremely helpful and friendly from check in until check out. We went for the all inclusive option. There was plenty of choice at meal times, with freshly cooked options such as omelette. Mohcine and Hicham gave a great service on the bar. We had a nice dual aspect room with a pleasant view over the garden and pool. The city shuttle service was really valuable and they ran this for us despite the hotel being quiet. We’d definitely return again for a relaxing break near Marrakesh centre.",Sol_Oasis,Marrakech
 February 2022,5,Sol oasis marrakech,"I ve been visiting sol oasis marrakech hotel many times but each time was better then the other as the atmosphere is really make you feel like home and very warmth , the food is really delicious , the activities are always interesting which are done by the professional entertainment team lead by Dounia she is so amazing , the whole team are great starting by Mido the excellent dancer , sam the perfect voice and presentation, zizou and sousou are the kids club professionals , Russ the sport activities person contacted , Niako is the zumba and dance teacher but if you want to hear great music Mouss is the right person to be with . I will always back here as long the sol is present .",Sol_Oasis,Marrakech
 February 2022,5,10/10 the most amazing hotel,"Beautiful hotel, the food is amazing and the staff couldn't do enough to make your stay perfect!! Mouss Sam zizou dounia niako midi sousou Russ have all looked after us so well, I can't wait to come back. Thanks for everything 😊😊",Sol_Oasis,Marrakech
 February 2022,5,Best Holiday Experience,"We had a 7 day all inclusive stay at the hotel and it was one of the best holiday experiences we’ve ever had. Marrakech in general was quiet due to covid restrictions so the hotel understandably wasn’t that busy, but that didn’t stop the team from making sure we had the most memorable experience. The food was amazing, afternoon lunch was a selection of fresh bbq dishes and mouth watering tagines, and evening dinner was again a mix of both traditional Moroccan dishes and other cuisines, we were spoilt for choice and often couldn’t decide what to eat. A special mention goes to Zuzu and Sisou from the kids club, both of whom gave so much love and attention to our young daughters that we found it hard to stay away from the hotel lol. It truly felt like we were all a big family…",Sol_Oasis,Marrakech
 February 2022,5,Very good place to stay,"I have stayed there for two days and it was really good thanks to all sol oasis staff, they are really good and make you feel at home. also, there are some activities that will keep you and your kids busy all-day.",Sol_Oasis,Marrakech
 February 2022,5,Amazing vacation,"I had a very nice family vacation, the setting was pleasant and above all the atmosphere was splendid!! I recommend it 1000000% I loved the atmosphere during the evening, the evening was very pleasant",Sol_Oasis,Marrakech
 February 2022,5,5 wonderful days,"We had some good times in this hotel , the staff is really sweet and helpful . There’s nothing to say about the cleanliness of that enjoyable place. The animators are super nice, always got the smile and they’ll make you feel like you’re home.",Sol_Oasis,Marrakech
 January 2022,5,Relaxation trip,"Really good hotel , beautiful and the rooms are always clean , with a very nice welcoming also not to forget the best and great animation team ,always smiling and active and always by our sides, Big shout out to the girls from the kids club ,childrens loves going there Sure we gonna come back just for you guys. Salma❤️",Sol_Oasis,Marrakech
 October 2021,5,Amazing hotel with the best entertainment team,"I can't recommend this hotel enough. We had such an amazing time, with my mum, my brother and my two young kids. The hotel is beautiful and the rooms are perfect and large. The hotel is all inclusive and the food is so delicious all the time. And what makes the hotel so special is that they simply have the best guest relations manager. A huge thank you to the wonderful Arthur, who goes well and beyond all the time, so lovely, so welcoming, so helpful. He went twice to the pahramcy to get us medicine and he was just genuinely so kind. By the way, I count on you on keeping your lovely moustache :-) The entertainment team is just the best ever, they are so dedicated and so much fun. We loved playing darts as a family, boules, coffee games and dancing etc. Sam is just a gem!…",Sol_Oasis,Marrakech
 October 2021,5,The best holiday - highly recommend,"Everything about this hotel exceeded our expectations. The hotel itself and the rooms are beautifully decorated, very clean and had everything we needed for our stay. The hotel is situated outside the centre which we preferred as it was very peaceful, but there is also a shuttle that the hotel provides to travel into the city centre (although there was some confusion with organising this on one of the days). Our stay was all-inclusive and there was a wide range of tasty food options for each meal and the chefs and waiters/waitresses are very attentive and friendly - especially the Head Chef, as well as Ismail, Hachim behind the bar, and Noureddine who made us some amazing cocktails. Aside from the stunning setting and the facilities of the hotel, the main thing that made our…",Sol_Oasis,Marrakech
 October 2021,5,An amazing hotel,"The hotel has such an amazing views,for sure without forgetting about the every single day parties, the Halloween party was one of the best parties I've even went to.The animation stuff was really THE BEST, and I've made a lot of new friends there.I just can't wait to come back and to see them agaaiin.",Sol_Oasis,Marrakech
 October 2021,5,the best hotel 진짜 대박 👍🏼,"Thank you so much hotel sol oasis for the services and the food so delicious,and the kindness and all of the best animation team , and the activities all the day, and fantastic shows, we will back again, 감사합니다 💙🙏🏻",Sol_Oasis,Marrakech
 October 2021,5,Sol oasis Marrakech,"Absolutely amazing. From bar staff to reception. Everyone is very polite. The entertainment team are just brilliant! NIAKO, MOUSS and RUSS will give you the best company making sure everything on your stay is perfect. Really recommend coming to this resort. Dylan x charlie",Sol_Oasis,Marrakech
 October 2021,5,A lovely place for winter sun,The staff here make it amazing. They can’t do enough to make you feel at home. THANK YOU This place is exactly as we’d hoped. Relaxed and welcoming. Good value for money. The food is good not exceptional but very good for what you pay. Alcoholic and soft drinks included,Sol_Oasis,Marrakech
 October 2021,5,Can’t recommend Sol Oasis highly enough!,"Great hotel and amazing staff! It’s a little out of the city but that was actually quite nice given how chaotic the city is. Lovely room, great pools, and great food and drinks selection on the all inclusive package. Mostly though an amazing team of people running it, especially the entertainment team. Would single out Sam and Sousou for special praise but they were all great and made it a really fun week for the whole family. Planning to go back again very soon!",Sol_Oasis,Marrakech
 October 2021,5,Best holiday ever!,"The staff here can’t do enough for you. The entertainment team are amazing from the shows to day to day entertainment. The food is really nice too you will never be bored. The bar staff are really friendly and make you all kinds of drinks, we are going to come back here every year!",Sol_Oasis,Marrakech
 August 2021,5,SOL OASIS IS JUST AMAZING,"This was the second time for me here in the Sol Oasis Hotel, my Family had a wonderful time there from check in with the lovely Meriem and Kenza, to us leaving, we adored the hotel. The room was very welcoming with free snacks left for us on arrival. The bed is massive and so comfortable. The room was very clean with ample space to put your belongings. The chambermaid was polite and friendly and never rushed us out of the room to clean It's a professional crew in the First all Inclusive Premium hotel in Marrakech. Having tried other Marrakech all inclusive hotels for many years, the Sol Oasis hotel is the best one. The Food was really excellent and delicious every day the waiters were always refilling the trays. Great Job to the catering team Houcine and his animation Team…",Sol_Oasis,Marrakech
 September 2021,5,Best place ever,"Can't find words to describe this place. It is simply amazing, the service, the food and the staff were beyond my expectations. I would recommend it. Ideal for families, friends or even couples. You would find everything you are looking for; just chilling or participate to the various activities and the themes evening. A big thank you to all the staff so professional and kind..",Sol_Oasis,Marrakech
 September 2021,5,The best experience with the best animation crew,"I would recommend all day this place as we had such a great experience with one of the best animation crew. The service is great and helpful, everything we could ask was available. Recommended it for famillies and friends.",Sol_Oasis,Marrakech
