 January 2023,4,Lovely stay,"We stayed three nights and were impressed by how beautiful this hotel is. Views from the terrace are absolutely beautiful. We liked our rooms very much (stayed two nights in a suite then in a regular one as the suite wasn’t available). Breakfast is buffet and really good. We also had lunch and dinner and were pleased with the quality of the food. Staff was very friendly however service was pretty slow (bars, restaurants, room service and in room requests). We had a few miscommunications as well. Overall we had a lovely stay.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,hotelName,city
 September 2014,5,Royal Experience Indeed,"Beautiful Hotel and rooms very special. This really is one of the nicest hotels in the world. If you can afford then this is a great choice, you will be impressed and impressed and impressed by everything. Only issue is the location is slightly outside the Medina so have to eat in hotel or take taxis, but just take taxis if want to be in the local places. Oh yes, and the only hotel in all of Morroco regardless of price-tag that actually has wifi in the room.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2014,5,A ROYAL EXPERIENCE,"I was there with my husband and some members of my family. Since the moment you enter the hotel your eyes could not beleive what they see. The scent upon entering the hotel a mixture of legendary desert and freshly prepared mint tea. We were given 3 different rooms and all where so beatifull and spotless. The wood painted ceilings and tiled walls just outstanding. Ours was a two-story suite unbelievable, facing the pool. The food was excellent. The reception staff very helpful, We needed a memory stick for our camera and the hotel driver took us to buy it. Also picked us up at a restaurant one time we dined out. If you stay there, do not forget to visit the library, you will be amazed !",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2014,5,Exquisite!,"What a wonderful time we had during our stay! Our room was beautiful and clean and so elegant. We ate in the rooftop restaurant every night (3) because it was just so quaint and we were treated like family and of course the food was delicious. The best part of our stay was the staff and especially one of the managers, Kevin, who was very accommodating and had a great sense of humour. He was always around, night and day, making sure things ran smoothly, joking with the guests, always smiling. I would highly recommend this hotel and would not hesitate to stay there again.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2014,5,Beautiful place--our second home!,"We booked this hotel at the last minute, as we discovered that our riad in the medina did not have internet access in the room, which we require. How lucky for us! This was a totally gorgeous hotel, with every room a little different. We had a deluxe suite (not sure...) --whatever it was called, it was so beautiful. Our room looked onto the pool and than over the wall to the medina. The layout of the room, with a comfortable living area and a lovely bedroom and bathroom, were so nice. I think the hotel has around 25 rooms. It exudes a quiet luxury, and you can see how beautiful it must have been as a palace in its' former life. The sheets are monogrammed, the doors, windows, ceramics and fabrics were all lovely. The dining room is on the top floor. It is open air and…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2014,5,Lovely stay and was pampered from start to finish,"Again, this was a short business trip(3 mights) but what a stay! Service unbelievable and the spa and general facilities were world class. Lovely food and large beautiful rooms. Pool temperature was perfect. Everything was spotless.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2014,5,This can be considered a grand hotel almost the same standard as the Raffles in Singapore,"The Palais Faraj Suites and Spa hotel was a palace and the current owner whom we met at breakfast this morning acquired it in 2007 and renovated it with such loving care that even the tiles were hand made! Well, at least the manager told me this as we checked in! It is a grand Riad (traditional Moroccan house) with modern conveniences. Like most riads turned guest houses or hotels, the pool is usually small compared to ""western"" style hotels like the Sofitel or Hyatt. However, Palais Faraj Suites and Spa is in itself the reason for being in Fes. The breakfast was amazing, a range of cold meats, breads, cakes and cooked tagine eggs! Check in was swift and elegant! Room was cleaned when we had breakfast! Taxis can be caught just outside on the street. I booked online using…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 August 2014,5,Calm and luxurious hotel looking over the Medina,"Palais Farah is on a hill just above the main part of the Medina, built into a part of the wall. The rooms are exquisitely finished. Our room for three was a suite with a large living room. The staff were all extremely helpful and friendly. Nasser was extremely welcoming but also realised that arriving late after a long drive we wanted to get settled in quickly. The restaurant has a fabulous view, but not that it only has around 10 tables on the open air terrace, so it is worth reserving. The pool is beautiful and good size, but the mosaic tiles are rather sharp and cut my son's fingers. I am pleased we took this option rather than staying in the Medina itself, in fact, we met a couple of refugees from the Medina to the calm and comfort of the hotel.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 June 2014,5,Old Palace Now a Modern Jewel,"Seated atop a hill and just outside the Medina wall this Hotel has a regal entry into a parking and garden area that has a magnificent view of the city, one of several delightful spaces to sit daytime but particularly in the evening for a superb view. We were surprised that not more guests did so. The lobby is generous and adjacent to a lovely inner courtyard, both with comfortable seating spaces. We stayed at Palais Faraj while attending the Fes International Festival of Sacred Music this year. The hotel supports this Festival and has complementary transportation to the main event at Bab Makina. One can obtain tickets for the Festival at the hotel, a great help. The building is just magnificent, with comparable rooms, which have all the modern facilities and separate…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 December 2013,4,Breathtaking views,"Ideally located at the top of the Medina. The facilities are excellent, very clean, and retaining the character of the original palace. The hotel is a bit far from the sites and a taxi is needed to go to most places, although they are relatively easy to catch",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2014,5,Marvelous experience!,"We took a family vacation to Fes and decided to stay here. The hotel, in our opinion was the best the city has to offer! Beautiful architecture and great, helpful and caring staff! Not to mention the roof top dining is superb with a great view. Definite recommendation!",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 June 2014,5,"Beautiful hotel, away from madness of the medina","I stayed at Palais Faraj on business. the hotel is well located outside the old city walls -- so it's quiet and peaceful, which is key after spending a day walking around the medina. The rooms are really beautifully decorated in Moroccan style and spacious; mine overlooked the swimming pool area, but I'm sure there are rooms with views of the medina. Speaking of views - the restaurant and bar on the top floor offer spectacular views of the city - so I enjoyed wonderful breakfasts and dinners on the terrace. the spa is good - I had a very good hammam. The staff were friendly but often had to speak French to make myself understood. The wifi connection (crucial when on business) was also good - -so overall I loved my stay the Faraj. It's definitely one I would go back to.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 June 2014,5,A quality experience in Fes,"After a disastrous experience staying at a Riad in the Medina it was an absolute delight to walk through the doors of the Palais Faraj! We had spent a sleepless night in the Medina in Fes and just wanted somewhere clean, safe and secure! Palais Faraj offers that and lots more From the friendly professional greeting in reception to the well appointed rooms with complementary soft drinks in the fridge, amazingly comfortable beds and pillows and a room with a view over the fabulous pool. Drinks on the rooftop terrace in the evening followed by dinner in the restaurant with views over the Medina. Breakfast was amazing, and very expansive with even a choice of cooked eggs - all included in the room rate. Palais Faraj was €40 per room more expe since than the Riad - well…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 June 2014,5,"Huge room, amazing service, great food, awesome spa","I can't say enough about our experience at this hotel. Our room was great with two bathrooms and a separate sitting room (ideal for putting a child that is 18 months old, so that you can sleep). The roof top bar and restaurant provide an amazing view of the city. The spa was specular (just what the 'doctor' order after a couple long days on the road). The staff and management make your stay memorial and they are very attentive.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 May 2014,5,Arabian nights with a view,"This is definitely a must stay when in Fes. The hotel is a little bit outside the town which makes it very peaceful with incredible views from every room. Each room is a jewel, they are all suites with sitting rooms and ours had a huge deck. The suites are tastefully designed in Moroccan style and very comfortable. Internet access is great, I was even able to do a bit of work with my computer on the deck. The staff is very attentive, front door staff is great and answered every question. You truly feel you are in a palace and you get much more individual attention than you would in a bigger hotel. The breakfast buffet has lots of variety including the local breads and pancakes. The restaurant serves authentic Moroccan cuisine but if you want to go to dinner some where else for a…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 May 2014,5,A delight .,"An old palace tastefully and elegantly converted into a luxury hotel . Twenty five suites available . Ours was a delight . Large and comfortable bedroom , with two showers and a walk in closet . A guest bathroom and two reception rooms . Front desk very good and friendly . On arrival a delicious hot mint tea . It is a delight to walk around what was a palace , with lovely halls and furniture In the authentic Moroccan style . A very nice swimming pool . Excellent restaurant , L'Amandier . Perhaps a bit slow but then each plate is prepared individually so worth the wait ! Delightful bar overlooking the Medina . The hotel is very well located , next to the Medina . No doubt in recommending this hotel...Expensive but well worth it . All the staff very friendly and willing to help .",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 May 2014,4,Best view in Fes,"We stayed in this beautiful hotel for 3 nights. It is an all suite, full service hotel. We had a very large 2 bedroom suite with a nice size living area and 2 1/2 bathrooms. It is meticulously maintained and the Moroccan decor is stunning. They have a huge pool which we used daily as it was unusually hot for mid-May -- 40 degrees! They have a lovely rooftop bar and restaurant. The food is almost 5 star, but they still have a bit of work to do. The spectacular view of the entire medina makes up for it though! The service was also excellent. Would definitely stay again.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 April 2014,5,I'll Come Back Here in My Dreams,"Hands down, one of the prettiest hotels I have ever been to. Our suite was like something out of an Arabian night's fairly tale, but with plenty of modern touches to make our stay a pure pleasure. The roof deck with it's hill top view of Fes made for a perfect dusk drink spot. I went with a group of friends and family, but can imagine this would make a superb honeymoon destination.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 April 2014,5,be part of the Palais Family,"The best experience by miles of African hotel. Moment you walk through, you are made to feel part of the family. Khalid is superb manager of intricate detail in making your dinning an unforgetable experience. Mansour at reception will go extra mile to accomodate new visitor to the palace and Fes. Great dinning, superb rooms, best of all they do that litte extra to enhance your experience and holidays. I would recommend for holidays, business trips and venturing to Fes. The location is at heart of Medina one side and new city on other. Saida the hammam manager would make sure you have best hammam experience. Pool, Wifi, taxi service and plenty of staff at hand to make sure you have stress free time in sofi city Fes is remarkable. Thank you Khalid, Mansour and Saida. Will be…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 April 2014,5,MARVELOUS! MAGNIFIQUE,"This hotel is absolutely amazing! The best in town!! Staff are really nice and helpful and the hotel is so chic and beautiful indeed. Everything is perfect at this hotel! Beautiful view of the city, it is just like a palace, elegantly furnished and decorated.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 March 2014,5,We made the right choice.....,"On our trip to Morocco, we made Fes our last stop (wrong order of cities visited... should have started here) and were very pleased with our hotel choice. After being in a riad in the center of the medina in Marrakech, and at a kasbah up in the Atlas Mountains, we were pleased to be just outside the medina in Fes. It was a little oasis away from the hustle bustle of the medina. We stayed in the Hamman Suite which was lovely and has a small terrace. They serve a wonderful breakfast, with buffet and a la carte choices. That dining room plus the bar and the restaurant for dinner are all up on the roof which provides a 3/4 view of the city and surrounding hills. The staff was very attentive and the service was very professional. We will stay there again on our next trip to…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 March 2014,5,The best !!,My wife and I stayed at a bad Riad close by but stumbled on FARAJ---what a beautiful palace. We returned for the best dinner of our two week trip to Morocco. Maitre D' and head waiter Mr. SAID was a delight. The bar area allows smoking so we hated that but the building is truly magnificient and we highly recommend folks to stay there even though it is just outside the city wall.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 March 2014,5,One of the best hotels ever,"Everything was great, the staff the place the service. It is close to medina but not inside the place, more of a hotel than other places we stayed in in morocco. Their spa is more than fine, it is expensive, though. If you have a chance, spend a day here in the spa and enjoy the pool and the great architecture.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 February 2014,5,A truly 5 stars hotel!,"It’s one of the best boutique hotels I’ve seen, a truly 5 stars hotel. They did a great job turning this old palace into a hotel. It’s typical Moroccan style, the mosaic, lamps, courtyard, fountain and pool, wooden doors with paintings, hand painted ceilings …. very detailed and beautiful!! Great service, staffs are smiling all the time and do their best to help you, very efficient too. Our room is luxury with a living room, bed room and bathroom. Bed room has the best linen, everything they use in this hotel is top of the line. There is a bathtub which I love. Hot water works great! (It’s not common in Morocco.) They have nice thick towels and robes. It’s located in south side of the old medina, on the hill. It’s 7 minutes taxi ride/Dh15 (like USD$2) to the popular Blue…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 March 2014,5,A Palace,"One of the best hotels I have ever visited .I am talking about the rooms, the bar, the restaurant, the breakfast , the hammam, the library and of course the personal, the cleanlyness and the overall comfort. Just amazing how these people run that hotel , which is a palace !",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 January 2014,5,Awesome!,"The hotel was recently refurbished and is beautifully cared and decorated. The rooms are all equipped with shower, bathtub, robes, everything. They expect you with water and sweet Moroccan oranges, not to mention the delicious mint tea with Moroccan pastries you already had at check-in. It was also the best breakfast we had in Morocco.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 December 2013,5,Amazing & Momorable!,"We had an exciting stay in Palais Faraj. The suit 17 was wonderful and in my opinion, one of the best suites i have yet stayed in my life. Refined decorations, perfect welcome! The staff left no place for remarks! fresh flowers everyday, and the spa was an adventure; enjoyable! The massages and the hammam were also part of this wonderful adventure! The St. Sylvester dinner was remarkably one of the tastiest dishes i have yet consumed! Remarkable and attentive staff despite the crowd. Will definitely come back! With Love",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 December 2013,2,appalling value for money,"We arrived at Palais Faraj suites et spa with great expectations...(as you would when you are paying for a 300 euros/night hotel in Morocco!). All in all our whole stay was one big frustration. Most of the staff is kind but doesn't have a clue about what the quality of service in a five stars hotel should be. They obviously have no training. All our requests were dealt with a "" yes, sure"" with not one follow up, we just had to repeat our requests over and over again. The food and the room were overall nice but not amazing and totally overpriced. The hotel is not that calm neither, we were kept awake by a constant grinding noise that seemed to come from the basement...My daughter was laughing telling us there was a ""truck factory"" under the hotel...! When we asked about this, our…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2013,5,WOW! Didn't leave our hotel room in Fes!,"What an amazing hotel and experience in Fes! The hotel very graciously upgraded us to a suite as we were on our honeymoon. The suite was very impressive, with a walk in wardrobe, spacious living room very intricately detailed Moroccan handiwork and a beautiful bedroom that overlooked the facade of the palace/hotel. Every detail of the suite was beautifully thought of, with fresh flowers in our room everyday. We used the spa facilities on both days and thoroughly enjoyed the hammam and massages. The rooftop restaurant and bar overlooks the medina and the food was delicious, and the staff very attentive, despite the restaurant being very crowded. Best hotel in Morocco!",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 November 2013,5,Wonderful palace - great staff,"We stayed at Palais Faraj for three nights and absolutely loved it - THe staff at the hotel and restaurant were all great - Nasir, Tariq, Rachid, Mohammed were all courteous and made us feel at home. We liked FES, but our stay at Palais faraj made it more memorable. The rooms and palace are beautiful and the view of medina from the room made it a great place for mornign tea. Will definitely stay here again when back in FES",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 December 2013,3,"Excellent hotel, disappointing staff",The building itself is a gorgeous renovated palace with spacious rooms nicely decorated in Moroccan style. The restaurant is probably one of the best places you could eat in Fes and we loved the breakfast and dinner. The only thing that should be improved is the staff. Some of them act as if they don't really care about the guests . I had a bad experience with the guy in reception when I decided not to go to his suggested restaurant and asked him to make dinner reservation some where else. He started acting rude all of a sudden. I think being treated rudely is the last thing you would expect in a five star hotel. Many other staff members were really nice and polite and room service was really good.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 December 2013,5,Wonderful,"I loved this hotel. We were here for three nights, could have spent the entire time in the hotel but had to spend the time enjoying Fes. Our room had two terraces, one overlooking the swimming pooling and hotel and the other overlooking the medina. Just lovely. Breakfast was great and just a short walk upstairs from our room. We had a great time educating the bartender on how to make a proper ""American Martini"" with our limited French. He kept insisting on adding too much sweet vermouth. Our room was large and included every comfort. The hotel staff could not have be more accommodating, thanks for the help when we left the hotel at 5am on our last day.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2013,5,Home away from home,I felt at home staying at this amazing hotel. The staff was helpful and attentive to every request. They do their best to recommend tourists/women friendly places for dining in the city but I realized there are not too many options to choose from in Fez.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 December 2013,5,Beautiful palace,"This restored palace was so impressive, it spoiled us for some of the royal palaces we visited. We kept saying -- this is OK, but its no Palais Faraj. Service was great, location is ideal (on edge of Medina so accessible by taxi). We stayed at 4 very nice hotels in different cities and this was our clear favorite. We'd love to go back.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 November 2013,5,Perfect in every way,"After a 3 day long camel trek tour, we were hoping for our hotel in Fes just to have a nice shower and comfortable bed. After arriving at the Palais Faraj, the only word to describe it was ....Wow! Not only did this hotel have an incredible shower and comfortable beds, the beautifully appointed huge rooms were over the top. I can say that I would recommend this hotel to anyone looking for a big and beautiful room with all the amenities one would want to relax and enjoy fes.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2013,5,Excellent Hotel,"I am from England and I went for holidays to Palais Faraj Suites and Spa with my family during the month of October. I can say that the service,food and the team working there is EXCELLENT! The room is clean and very comfortable. I STRONGLY reccomend this hotel to everyone! Will surely come back soon!",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 November 2013,3,Very friendly but not effiecient,"This Hotel is in a great location with exceptional views.Very friendly staff wanting to be helpfull but lack of experience or training(not sure) makes it frustrating. examples are, linen delivered in wrong room, wifi not working except the lobby....etc",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 November 2013,5,my incredible holiday,"I would like to say a very big thank you ,especially to MR KHALED SOULI, as he has made my stay so special and the suite was so well organised and the decors was awesome. since i come from a long way from australia, they really made my stay special. big thank you to all your team. I shall come back soon. Forgot to mention the sublime Moroccan cuisine and all the luxurious services.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2013,4,Impressive and luxurious but problems with management and staff,"This is one of the best hotels in town but it could become better. I have booked the Deluxe suite including breakfast. What a pity that at the entrance the doorman was not behaving very well. He was talking to a man in a very relaxed position with his arms at his head and crossing his legs. So we have cared about our luggage ourself. The hotel has a swimming pool and it looked clean. Staff is caring about the pool. The room itself was very spacious and has a size of about 55 sqm. But what a pity there was a mouldy smell in the room. There are 2 bathrooms with separated toilets, bath tubs and showers. The TV was a little bit small and not in an upright position. The room looked elegant and it was quiet. No noice was coming into the room. The hotel only has had a few number of…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 August 2013,5,Excellent Holiday,Had a wonderful stay in this resort. Very beautiful luxurious comfortable room. Staff very friendly. We definitely recommend my friends n relatives back home in Canada. We will come back. Thank u to all for a pleasant service.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2013,5,Excellent!,"During my last trip there, I was amazed by the Luxury of the Palais Faraj! Wonderful decor and spacious place! Wonderful personnel, 5-Star Service! Definitely returning! Best regards to the Spa personnel. And the food! how can I forget the Food! Astounding place! Excellent service again! Without forgetting the manager's visit to ensure our comfort! Thank you, Mr. Khaled! Keep up the good work! Will definitely recommend and will definitely be back! Thank you for making our stay enjoyable! Compliments from Cape Town, South Africa!",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2013,5,TOP SERVICE,The suites are very Moroccan mapped and the décor is beautifully done. I stayed in suite 14 with a very beautiful view on the terrace The furnitures are very refined and the decor is sublime with a very spacious bathroom and appropriate for couples. My girlfriend tried the spa and recommends to try it.. its very relaxing…. Breakfast was always of excellent quality with fresh food. Thanks to the manager Mr Khaled who was always present to serve our well being during our stay… Hope to see you soon sir… very good service.. cheeerss Poonyth from Miami.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2013,5,Rooms are incredible!,This hotel is relatively new and the decor is beautifully done. It is themed on the medina and makes extensive use of local ceramics. The rooms are large and very tastefully decorated. The spa is also well recommended for those seeking some relaxation. The medina is in walking distance and a guide organised by the hotel is highly recommended.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2013,5,quiet luxury,"Away from the tumult, Palais Faraj sits alone. It has a wonderful staff and a multitude of beautifully appointed nooks where one can sit and relax after day of sightseeing. Our duplex suite was amazing and worth the price. Hotel is appropriate for those who appreciate luxury and don't require to be in the midst of everything. Lovely pool area. A chance to see how palais living once was.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 August 2013,5,Fes' Fabulous Faraj,"We had been touring Morocco for almost three weeks and decided we need a little bit of luxury - and we were not disappointed with our 3 night stay! Wonderful meet and greet at reception, shown to room (upgraded) and then tour of the hotel's great facilities. Beautiful pool area (but get there early for a lounge), great restaraunt on upper terrace and wonderful breakfasts. The room we had (#19) was amazing - separate dressing room, 2 toilets, massive lounge room, huge bedroom with lovely bed and great ensuite. We loved it all - especially the little extras like the delivery of fresh fruit and free mini bar. All up 3 great nights, 2 wonderful dinners (wished we had stayed in for our 3rd one too) and a great base from which to explore the Fes Medina and all it has to offer.…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 August 2013,5,Palais Faraj : The Paradise,"Palais Faraj in Fez is a Paradise. The quality of service is excellent. The food is perfect. The place is extremely calm, cool and beautiful. We adored our stay there and will come back for sure as soon as possible. Everything was just PERFECT.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 August 2013,3,Walked about a bit disappointed - it wasn't great let down by lack of attention to detail.,"Great location and stylish Moroccan Riad. It had a real sense of elegance and impact when you arrived - us at about 1930 at night. I wanted this place to be great but it let itself down, overly complicated checkin process for people who clearly just want to get to their room after a day in 40+ degree heat, the rooms air conditioning had not been turned on so the room was really hot for the first night ( the air con was only in the lounge so took a while to cool the bedroom). Lovely restaurant on the rooftop. Had high expectations which were not quite met.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2013,5,Outstanding vacations at the palais farej,We are really grateful to our friends who recommended us this nice palace .the staff was very professional friendly and warm !! Always at our disposal with a large smile . A Perfect location to discover authentic Fassis heritage and historical treasures . We enjoyed every day the haute Moroccan cuisine .we spent 5 days at this palace and we almost had every day our dinner at the hotel restaurant called the terrace . The view was magnificent !!! Just want to thank all the staff there . We had memorable vacations,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 August 2013,4,Riyad with hotel like facilities.,"Nice boutique hotel, with typical Moroccan decor of Riads, has an elevator, very accessible by car. Close to Medina and new town. Little lonely at night, only 27 rooms. It was not at full occupancy during Ramadan. The service was good, everyone is genuinely trying to make your stay comfortable. The staff mostly speak French. But we were able to manage with English. If you are looking for traditional setting for your stay, I would recommend it. The facility is very new.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 August 2013,5,Superb gem,"It is pretty unfair to rate this hotel with anything below excellent. But it's the time when anyone can say anything about everybody. So we were looking forward staying in this hotel as we wanted best as possible on our last stage of honeymoon. And we've got it. At the end our expectations were very much exceeded. Yes it is a five star hotel with all amenities that you usually get. It has great location, overlooking and outside of the medina (just on the wall of it) so you can walk around feeling completely safe and without feeling being locked up in your hotel after sunset. During the day you can wander around medina on foot since first entrance is just around the corner. Hotel is a marvelous piece of architecture and interior design it has great combination of traditional…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2013,5,Warm hospitality in Palais Faraj,"Palais Faraj has an excellent location that allows easy access to the historical town of Fez. Once arriving at the hotel,I had a very great welcome in the reception and I was recognized as repeated guest. the charming welcome was as warm as I expected. the authenticity of moroccan hospitality is perfectly reflected in this hotel. the breakfast was very good during my stay and the pool is clean and roomy .It is the best hotel in fez in terms of service,ambiance,architecture,accessibility,food....I highly recommend it.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 June 2013,5,Perfect Palace with an excelent trip,"I've been in Palais Faraj Suites & Spa for 5 days and have had a great time, one of the best hotel ever seen with nice friendly people taking care of me until getting me to the room, rooms are quite big with a beautiful concept and decor including a perfect comfortable bed. The Spa & Swimming pool is Excellent and you really feel a welfare by just entering them. I will surely be back to this palace and suggest everyone to do so. Special thanks for the personnel in this Hotel.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2013,2,No substance ...,"This hotel is stylish and presents as a traditional Moroccan palace. It is located on the edge of the medina. After being ignored when we arrived, our greeting was rushed and cold, with our questions unanswered. We had booked the junior suite for 3 nights, but it was more like a standard/superior room, quite stuffy, cluttered and very small. Breakfast was simple. Dinner was pricey by Moroccan standards, but the food was tasty and the restaurant staff were friendly, even though their English was limited. On my last day I had a facial and found the therapist to be very rough and am sorry I didn't notify the spa manager. I was not impressed by this hotel.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2013,4,"Elegant, welcoming and well located","Palais Faraj is well located just outside the Medina and within easy walking distance of all the attractions of Fez. Fez has many beautiful Riad hotels within the walls, but this choice was made due to the large swimming pool, plus the delights of a rooftop bar and restaurant. Like many hotels in Morocco, the hotel offers a standard of interior design, service and space that would cost very much more in the UK. Room 22 was a large suite with full size sitting room, very large bed, dressing room and bathroom, decorated with traditional handmade moroccan tiles on floor and walls and a painted wooden ceiling. The room has a brilliant view over the medina, possibly the oldest walled mediaeval city in the arab world. The hotel also has a nearby mosque, as do most places in Morocco,…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
