 October 2022,4,Stay here if you visit Tangiers,Beautiful hotel in the middle of the best part of Tangiers for seeing the sights. The French influence is in every pore. Mainly French guests which was good for me as l can just about make myself understood. The staff were amazing. Highly recommended. Just don't drink in the bar. The prices were seriously taking the P.,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,hotelName,city
 May 2017,5,Wonderful stay,The hotel as well as the rooms were lovely. Great amenities and helpful staff. Beautiful pool and terraces.i would highly recommend this lovely hotel to anyone visiting. Wish we had been able to stay longer,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2017,3,Smoking rooms everywhere,"Older hotel. Large outdoor swimming pool and lovely grounds in the middle of old Tangier. The hotel had a lot of charm and history (Matise stayed there) but since it was in Morocco, people tend to smoke a lot. They put us in a smoking room, moved us to another room when I complained and moved us to a third room when I complained again. Unfortunately, I don’t think they had a lot of non-smoking rooms so keep that in mind. The hotel staff did try to help, though. Adequate number of electrical outlets. The water pressure was quite high but plenty of hot water which was appreciated. Smallish bathroom. Bed was a bit hard but I’ve come to expect it in this part of the world. Large nicely-decorated room overlooking the town (the other rooms overlooked the pool area which was…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2017,5,great hotel,"Grand Hotel is in the middle of the old medina, city of Tangier, not in the luxury part of the city. However the hotel itself is beautiful, great service, although they allowed smoking at the bar. I thought I could see more of Matisse paintings, as he stayed in this hotel, but there were only a few imitations of his work. The buffet breakfast was great.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2017,5,Perfect stay in style and comfort,"We stayed one night on a road trip from Mallorca to Fes. A beautifully renovated historic hotel with great service and the most comfortable bed on the trip so far. Dinner service a little slow, but more time to enjoy the sumptuous decoration of the grand dining room.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2017,4,"Beautiful view, nice historic hotel","We only stayed one night but we loved tangiers. The hotel is an a great location for a good walk and stroll through the medina. It is not far from the train station- it is easy to get taxi cabs. They offer good massages, but there are lots of massage and salons in the area. We had a pretty good dinner- the restaurant was romantic. The rooms have a lot of space and are comfortable. The bathrooms are some of the best we had while we stayed in Morocco. The staff were also very helpful.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2017,5,Trip to introduce my granddaughter to Morocco 🇲🇦,"Just returned from a one-night stay at this beautiful historic hotel. My daughter, her husband and baby granddaughter were upgraded from a Junior Suite to a duplex suite next to the pool and I had a beautiful & comfortable room with amazing views in the main hotel. Great service & superb breakfast. We will be back for a longer stay.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 March 2017,4,A nice place but short of 5 stars,"We stayed here one night for our honeymoon in March. Disclaimer: this is obviously a slow season for the hotel/Tangier so that might affect some of our review. Overall we really liked this hotel. Private, secure, nice gardens and it definitely had that bougoise ambiance we were looking for. Our room was large, 2 floors with a private terrace overlooking the pool. Bed was comfortable and they provide you with robes and slippers which are always appreciated. We had a lovely platter of fruit waiting for us in our room, Service was excellent, everyone was friendly and attentive. The other nice thing is they have a late check out (1 pm). The not-so-good: breakfast was forgettable at best. The pastries were good and there was bread and cheese and fresh fruit, but the rest of the…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 December 2016,5,Fabulous old-fashioned European-style hotel,"If you are getting bored with all the riads in Morocco, then this is certainly the place to stay! We arrived at the Gare Routierre (bus station) and were surprised to be able to hail a taxi that used meter and it costed less than 10dh. The hotel is gated and seems to have good security. It is an easily walk to the medina (where most of the attractions including the American legation museum, kasbah, petit socco are located). We had a junior suite and the room is very spacious and modern. A fruit basket and a bottle of water was waiting for us. The TV is the largest among all the hotels we stayed in Morocco but we rarely used it. Hot water works great and the water pressure is the best I have ever experienced in my 20-year hotel experience. The breakfast was of buffet style and…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 January 2017,4,"Great location, mediocre service","Beautiful and historical hotel in the middle of Tangier just a stroll away from the Medina. Great, spacious rooms and comfortable beds. Breakfast was kind of ""petit"", as is also the description. Only drawback from getting a full score was that the staff (by the exception of a few) seemed quite distant and not approachable. Having stayed at several hotels claiming to be five stars, this hotel didn't have the customer service to go with it",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 December 2016,5,Drinks on the Patio; Matisse's Room,"Lovely, historic property, with manicured grounds. Great bar, bartender, and terrace. Lucky enough to see Matisse's room (#35), a real treat. Looked like a great place to stay in an excellent location. Place had a great feel, but more French than Moroccan.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2016,5,Delightful Historic Hotel,"A friend and I decided to spend two days in Tangier after traveling to Spain.Being a fan of historic properties and locations with interesting stories to tell, I selected the Grand Hotel Villa de France for our hotel. You can't go wrong with this location! Our room was beautiful and clean. The hotel staff were exceptionally friendly and helpful. There was a wide variety of food available for breakfast in the morning. We also enjoyed drinks and lunch in the Matisse Bar next to the lobby. The hotel arranged for a guided tour of the medina and kasbah. Both of which are about a 5 minute walk from the hotel if you want to explore them on your own. The views of the city and port from our room and the roof top are great! Be sure to check out Matisse's old room. I loved this hotel and…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2016,5,This is the place to stay!,"If I could give this hotel a 6 star rating, I would. It has a perfect location, beautiful grounds, and an extremely friendly staff. We had a superior room with a view. It was beautiful & spacious. I wish we had more time to stay here. An amazing hotel in an amazing city.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2016,5,"Awesome service, great location and more!","We wrapped up our Moroccan trip by staying at this gorgeous old hotel in Tangier. It really made a nice happy ending! The service by front desk staff and the Piano Bar staff was excellent and we enjoyed chatting with them. The Bartender made killer drinks, love the Royal Martini and Old Fashion there! We especially love our Senior Suite room which is right next to Matisse' room. Amazing views and love the extreme pressure of the shower head! Unlike any other showers out there, guaranteed. One minor critique is the breakfast, it shouldn't take place in the ballroom with the low ceiling when the hotel has such a gorgeous outdoor setting right outside and comfortable seating indoors at the French restaurant there. It didn't wow us... all in all a superb stay and will definitely…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2016,4,Huge potential but some improvements needed,"My arrival was a disaster. Desk couldn't find my reservation (prepaid Jr. Suite). I showed him. He came back smiling saying he'd found a lovely room with a view. It was a TINY standard room. I went back down. He apologized and sent me back up. To a dreary and depressing junior suite. No view. Ugly as hell. I unpacked a bit and brushed my teeth, but then decided I should give him a piece of my mind. No way I would spend 4 nights in such a depressing dive. So he upgraded me to a suite with a nice view. Still really ugly furniture (with all of the great design in Morocco, where did they come up with this dreadful, heavy lawn furniture stuff?). But it had some nice touches like the Matisse reliefs on the ceiling and great bath soaps. Breakfast is lackluster to say the…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2016,5,The Grand Hotel Villa de France is a Very Special Place,"We had a wonderful few days at this recently restored, beautiful hotel. The room was clean, comfortable and impeccably maintained. The property was centrally located, not far from the medina and The American Legation (within walking distance), and yet when you were at the hotel you felt as if you had stepped away from the hustle and bustle of Tangier. There was a wonderful terrace (with tables and umbrellas) that overlooked the Mediterranean; one could relax, have a drink or a meal or just sit and enjoy the view. The property also had a lovely pool and an excellent restaurant, and the buffet breakfast (included in our rate) was generous and delicious. The painter, Matisse, had a room here many years ago. It looks as it did when Matisse visited. Upon request a staff member…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2016,5,I wish i could give 6 stars,"It's rare to come across a place like this anywhere in the world. I really can't speak highly enough about the Grand Hotel and its staff. From the moment we arrived they met our every need and answered every question. The rooms are beautiful and spacious with a lovely view of the street and the water. The pool and gardens are second to none, an oasis amidst the hustle of the city. The patio and sitting area is a perfect place for a nightcap after a day of walking the Medina. You cannot go wrong with the Grand Hotel, a luxurious stay from start to finish. Our only regret is that we're staying one night instead of many!",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2016,5,Hidden GEM near the Medina,"We've only stayed in Tangier twice before and wanted to try a new place. Pricing was good -- the GPS did have an issue finding it. But wow, what a place. Beautiful architecture for the property itself and the rooms appear to be newly refurbished. Our master room was quite spacious, the girl's room was a little tight, but still nice. Breakfast included in the price was a little slim, but then again, I'm an American! Proximity to the Medina kept us out of the car and parking was free. Staff was very helpful and arranged a tour for the family to Hercules' cave and around the city. Staff was also very helpful with restaurant recommendations. Overall, without exception this will be our new place to stay when in Tangier.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2016,5,"Exquisite, aristocratic and rich in history.",This is one of the best hotel I've ever stayed in Morocco. The Hotel itself is historical since Henri Matisse the famous French painter stayed here during 1912-1913 and his room is still well preserved. Even the European aristocrats frequented this place during the la Belle Epoque. I'm impressed by the quality of good service; Muzine the receptionist is very helpful and he introduced me to the room and explained the Hotel's history. The room is spacious and new. The pool is luxurious. On the rooftop terrace we can enjoy the panoramic view of Tangier. Even from my room has a great view of the Kasbah. The restaurants are nice and the waiters are very polite and gentle. I can say this is the hotel of my dream and I will definitely come back again.,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2016,5,"Near Medina, Fit for a princess","We were booked at this hotel and had to be diverted to another hotel because someone famous was staying here. Therefore, I cannot truly give the hotel a full review. However, we were hooked up with a private guide named Youssef who told us this hotel is amazing. Our guide made our family trip taking us to places we would have never found without him. I would highly recommend using his services to tour the Medina or city if you want to see all of Tanger. His number is 212666376403.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2016,5,Excellent service and amenities,"This was our first time in Tangier, Morocco or Africa and the hotel and staff made it even more pleasant. The hotel itself was totally rebuilt and is now very modern. There are pictures in the hallway of how condemned it was before the renovation. They did a really nice job! the grounds and the pool are wonderful! The location is perfect, easily within walking distance to the Grand Socco and the market in the Medina. The best part of all was the view and the staff, especially Chaair from the administration team. Chaair was very friendly, knowledgeable and helpful in helping us find good food late at night (during Ramadan) and even though he was clearly on his way home. Excellent service that deserves recognition. Thanks!",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2016,3,The most expensive coffee in the world?,"GH Villa de France is very well located just outside the old town. We were met by very good and friendly service and got our rooms early, as there obviously were very few guests in the hotel. The rooms are big and adequately equip, but in an old fashion. However, they are not well maintained; lamp bulbs missing, not enough toilet paper, a shower “hanging down” and hardly usable, a safe not working and a minibar with only about half the stock indicated. For the price we paid this is not good enough! The hotel itself is very nice with pictures painted by Matisse, who stayed at the hotel for three years. (Probably not the originals hanging on the walls, as they would be worth more than the hotel itself). The breakfast is relatively “poor” with little to offer, but again, there…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2016,5,THE BEST HOTEL OF TANGIER,"This hotel is the best hotel of Tangier. It has got very clean rooms, very soft and comfortable. The personal is very kind. Everything is wonderful here. The views are awesome!!! You can see all tangier from the windows of the room or at the 3rd floor they have a great terrace. As well, the pool is very cool, it's very clean and you can relax over there. About the breakfast, it's very delicious, I love it, it has got a lot of variety. I'm going to repeat this experience here for sure!!!!!",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2016,5,"An absolute gem, wonderful.","Had an absolutely fabulous stay. The location is excellent. Set just outside the Medina, it is an oasis of calm and tranquility. From the front terrace, you can just watch the world go by. The room was well appointed, large seating area, very comfortable bed and lovely bathroom. Had views over the swimming pool and gardens - very quiet, perfect for me. The extra thick towels and bathrobes were amazing. There was a good choice at breakfast, with freshly baked croissant, fresh fruit and and juices, breads, cold meats, eggs, yogurts and cereals. Something for everyone. The service was absolutely superb. The staff were friendly and professional. Nothing was too much effort and I felt that they valued our custom. I would certainly stay here again and can't thank the staff…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2016,4,"Fabulous views, comfortable hotel","The room is comfortable, I had views to the ocean and medina. the typical Matisse view. The bathroom is nice all modern amenities, comfortable bed and helpful staff - delicious food in the restaurant -",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2016,5,Wonderful,"Just come back from a weekend in Tangier. We had booked into a small Riad, but were so disappointed we decided to move, I suggested booking Grand Hotel Villa de France. It was lovely, just like my visit last year. Only shame was it was very quiet. Though it is still low season. There was a conference going on when we arrived but they left and then it was just a handful of guests. The staff were lovely, couldnt do enough for us. I love the views from the terrace, and from my room. I will be returning, forget the Riads!",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2016,5,A grand hotel,"This hotel is an icon of a bygone era. Its lobby, courtyard, bar, terraces and dining areas are quiet, peaceful, and redolent of a time when life moved at a more leisurely pace than is the case today. The room was spacious and well-appointed. The location, just outside the medina, is excellent. The staff are all friendly and eager to help. We regretted that we were not staying longer in Tangier.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2016,5,Outstanding,Outstanding old world hotel that is more that 120 years old retaining its old world charm and grace. Beautiful restaurant and lobby area. If you like elegant old world hotels then this is a good choice to make.,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 March 2016,4,Home Away From Home,This property is supposed to be a Hotel but the staff and ambience make you feel more at home. Everything there is perfect... Check in very fast. Gave a choice of rooms... Staff at the front desk very polite... Bell boys too very kind. Room big enough. We chose a quieter side to avoid any noise. The hotel is very centrally located. 5 minutes walk and we are in the Old Medina. Breakfast in the hotel was tasty and in good quantity. WiFi was free. Over all SUPERB.,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2016,4,Enjoyable hotel with pleasant staff in Tangier,"We were able to drive to the hotel and pull right in, then the gate was opened and we drove up the steep horseshoe drive to the entrance. The hotel took care of the rental car return which was a nice boon. The area seems to have been once quite grand, but now slightly seedy -- which might be a description of most of Tangier. In contrast, Tetouan, where we stopped on the way seemed beautiful. The hotel is smallish and a little quirky in design, which is nice. The medina is close by, an easy walk. The ferry is a short taxi ride away. The are a number of interesting restaurants close by and the breakfast (not included) is quite nice. The room was large, with a sitting area, and quiet.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 March 2016,4,Fine Hotel in Great Location,"This is a fine, old hotel in a great location. The rooms are comfortable and the service is good. The buffet breakfast is simple, though, and should actually be upgraded to offer more choices for guests. All employees are professional and appear happy to provide good service. Naurad Karim, a charming guy who works in reception, is particularly helpful and went out of his way to help me solve problems with my mobile telephone.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2016,4,"Met expectations, pleasant meal","I think this is a matter of training and attention to detail, but despite the historic nature of this renovated landmark, the restaurant is not yet at the ""excellent"" level. That said, we three had a different fish each, and my guests (long term residents of Tangier) were pleased. Expensive, but you go for the Matisse connection and to see if there is still an ""International Zone"" aura. There is.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2015,5,Lovely luxury hotel experience,"We loved everything about this hotel, it was a close walk to the medina and lots of sights. It's a spacious large european hotel experience. The pool area was large and relaxing. The upscale restaurant was french moroccan with excellent food, and the staff was attentive and unobtrusive. When we were there, the hotel had an artist in residence who was creating painted canvasses in an onsite gallery studio.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 March 2016,5,Great location in the old city,"This hotel is well appointed with beautiful rooms with great views of the city. The furnishings are tasteful and I appreciated the extra thick towels and bathrobes. I especially enjoyed the freshly baked croissants and fresh juices for breakfast. The staff was warm, helpful and multi-lingual.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 February 2016,3,A nice hotel but nothing to write home about,"Its a good hotel with relatively spacious rooms and pleasant staff. Check in was okay but the chap said he was a manager and, to be honest, he gave the impression that he was too busy to deal with us. He couldn't even give us a local map and told us to come back later. The hotel was very quiet due to the time of year and so lacked any atmosphere. The cocktail bar staff were great and friendly but there were no other guests. Breakfast was relatively poor for a hotel of this standard. Yes there was the usual fresh fruit options, yogurt, croissants, etc but the only hot options on offer were rice and a type of red sausage that didn't look too appetising but tasted okay. If there are not enough guests to offer a more reasonable breakfast buffet then i don't know why they just…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 February 2016,1,Really bad. Overpriced!,"Basically had many issues when staying here. For the price they charge I thought the staff would care a bit more. The worst of my issues were when checking in I had a staff member lead me to ""my"" room only to walk in on another mans room when he wasn't fully dressed as he yelped. It was very embarrassing. And THEN.. The next morning I was still in bed at 830am and Someone else walked into my room with their luggage. I went down to complain (I never complain but this was an obvious SECURITY & PRIVACY ISSUE ) and was basically told the only compensation I could receive is to stay another night and give them another 1200 Dirham and they would give me a little bigger room. I told them I had tickets to leave that night and they told me to convince my family to stay there and they…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 December 2015,5,Beautiful and historic property in the heart of Tangier,"We recently stayed at this fine hotel for 4 days over Christmas and absolutely loved it. I knew it had closed for a while and I didn’t see it beforehand, but the renovated hotel is beautiful and the location is excellent. This is a historic hotel and boasts the fact that Henri Matisse lived here for almost a year for inspiration. The hotel itself is only a few minutes from the main square and the medina of Tangier near several shops, markets and restaurants. The cab from the Tangier airport only takes about 20 minutes and should be no more than 150 dirhams. We were greeted at the car when we pulled up and the folks at the front desk could not have been nicer. Our room was very large with its own living area with great shutters that opened to the night air (it was much…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2015,5,"Superb hotel! Stay here, you won't regret it.","This hotel was once at the center of diplomatic life in Tangier, but it had gradually fallen into disuse and was abandoned for many years. The owners (who also own the venerable El Minzah hotel nearby) have done a wonderful job of renovating it. They have brought the hotel right up to date, while retaining all the period flourishes that give it such style. Everything is done in impeccable taste. The hotel is well situated on a hill overlooking the medina, which is a few minutes walk away. It has a large and pleasant garden, with ample terraces to enjoy the outdoors and take in the views. The public rooms are beautifully furnished and welcoming. There is a spectacular pool in a secluded courtyard behind the main building. My room was large with comfortable bed and…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 December 2015,4,Suite Property with Great Views,"Loved my stay here over the course of four nights. The weather in early December was uncharacteristically warmer than usual. As a result, I was able to open my shutters and windows each day and enjoy the warm salty air or the Straits. Given it's an older and historic property, it didn't have all the finer amenities available in the modern hotels, it made up for it with its quaint charm. Outside my windows were the views that inspired some of the work by artist Henri Matisse and it was absolutely relaxing. Local merchants operate during the day in the winding streets and alleyways creating an authentic cultural environment you simply cannot find anywhere else. The suite was large and provided a comfortable queen size bed, desk, TV, and seating in the bedroom and the…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 December 2015,5,Fabulous stay at a great value price,"We treated ourselves to this 5 star in the middle of a month in Morroco. We were not sure the extra for the superior room, high up with a Matisse view of the town and the harbour, would be worth blowing the budget. Well, it was well worth the extra and it cost far less than £100 a night including a great breakfast and use of the indoor pool in the nearby El Minzah (which we thought was not nearly as nice as the Villa). It was too cold in December to use the beautiful unheated outdoor pool at the Villa. We stayed in a room with amazing decor using Matisse shapes of leaves in subtle colours, and in a restrained fashion, on all the fabrics, the furniture and carpets. The overall effect was stunningly understated and in perfect taste. The room was huge with large French Windows…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 December 2015,5,Classic,"Used Expedia and got good deal. Last minute added our daughter & got larger room & cot no problem. Beautiful room, bar, terrace etc. after a week of Airbnb it's great to just check in. In room amenities were complete & safe for valuables too. Walk everywhere or few dollar cab to rest of city.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2015,4,"excellent location, very nice stay and wonderful staff","Stayed there with friends, they upgraded us to a nice suite, the hotel is very nice, colonial style but they missed some things regarding the interior design , they could have done it much nicer with very little adjustments: instead of brown furniture it could have been repainted black to bring out the British colonial style. One could see that the owner is a middle eastern , Iraqi to be precise. The location is excellent, walking distance to the old town and the casbah, and their breakfast is simply divine: lots of choices, local organic products, and all staff Very attentive staff, very caring, and",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2015,5,Absolutley perfect hotel!,"Me and my boyfriend have just finished an absolutley perfect 3 night stay in this hotel and we could not be happier! It is in an ideal location for exploring the area (Tangier itself being absolutley beautiful with the kindest people I have ever met!) The staff in the hotel are exremly helpful with nothing being too much for them, our room was even made up twice in one day on one occation and the reception staff were so helpful even changing our money into Dirhams for us and booking us a trip to Chef Chaoun with a fantastic guide Mo Mo who I highly recomend! The food here is absolutley gorgeous and the breakfast buffet is more than anyone could ask for! All in all I could not speak higher of this hotel!",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2015,5,A memorable night in Tangier,"We stayed in a superior double room for just one night, having come over from Tarifa by ferry. The hotel is in a delightful setting in a very central, elevated position, sitting back from the Grande Socco. You can share the same views of the town and harbour that Matisse had when he painted his famous 'window' painting. Our large, well appointed room had tasteful decor and period fittings that reflected some of the motifs Matisse used. We received a very warm welcome with excellent service throughout. The pool area was delightful and very quiet; we spent a very relaxing afternoon swimming in the spacious pool. Dinner was competent and French but not outstanding. Eating outside on the veranda though was atmospheric in a colonial way and definitely added to our enjoyment of…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2015,5,A room with a view,"My sister booked two de luxe rooms for herself and her husband and myself and my wife. We traveled over by ferry from Tarifa and both rooms were ready on arrival at around 11.30 in the morning. The reception was friendly and helpful and the bedrooms are large and very comfortable. Our view over Tangier was excellent. It is easy to walk to the medina below and there are banks and cafes nearby. Taxis are easily available outside, if needed. Cars booked by the hotel are more expensive. The breakfast buffet has an extensive choice of fresh and cooked items together with the usual high standard of baked goods to be found all over Morocco. All the staff are friendly. The hotel has plenty of nooks and crannies, bars and a couple of restaurants, with a nice pool area to wander around…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2015,5,"A 5-Star Hotel, Overlooking the Medina in Tangier","Villa de France is a beautiful newly restored property, overlooking the medina in Tangier. It's so newly opened that it is not listed in Lonely Planet's most recent edition. It's the perfect place to retreat to for a breath of fresh air after being out in the hustle and bustle of the city. The hotel has every amenity, including a beautiful pool (a must for the 100 degree weather in the summer), and spa services. The rooftop restaurant offers authentic Moroccan fare and is a good choice for a leisurely dinner. There are also indoor dining options. Our room was luxurious, with a comfortable king size bed, a very modern shower, and plenty of soft towels. The staff were very helpful and friendly. The wrap-around porch is perfect for sipping a cool drink in the hot weather while…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2015,5,charming hotel in tangier,"It is our second time in Tangier but this time we decided to stay over night , we were very lucky to stay in the grand villa de france in tangier , it is a very charming place , the staff are wonderful people , our room was spacious very well furnished more french style than typical morocan , most rooms have great views,we wished we had more time in this hotel .",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2015,5,If only for the view - you must visit,"Done up old fashioned, this has been well renovated by the El Minzah group (it's their sister hotel). Reopened in 2014, the only negative is that it does need some level of agility to master all the steps and stairs. But the views are even better than from the El Minzah - good food; small but pleasant pool. Worth reading the history of the place.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
