 August 2022,4,Good choice,Sofitel is our favorite hotel to stay in Essaouira. We love that it is away from the city in yet still close. The grounds are breathtaking. You can get rooms with views on the Atlantic. However Corona has left the hotel in a bad shape. We heard there are new owners so looking forward to the new changes. The pool has no pool tiles and they are quite sharp. My kid had a bad cut from those tiles,hotelName,city
 December 2013,4,Beautiful resort but poor service let it down.,"Went for a family Christmas, with husband, 6 year old and grandmother. We booked a Mogador villa with views of the golf course. First impressions were very good and both rooms were of equal size with en-suites so there were no arguments as to who went where. Villa was well equipped and beautifully furnished – the beds were incredibly comfortable and bonus having an expresso machine at hand. Our pool area was lovely but the pool was not heated (as described) so impossible to swim. Christmas Eve they held a reception for all families, where Santa arrived on a camel to hand out presents to each child. It was a great event and an opportunity for my daughter to meet other children. She immediately made friends with a girl, and they made a date to visit the Kids Club the following…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 December 2013,5,So ... happy being back again!,"Looking back on our two week stay our conclusion can only be: Sofitel Mogador lived up to our expectations again! Even from perspective of our view -being spoilt in this context more than once-. So summarize: GREAT and authentic hospitality around the clock, relaxing spa treatments & golfing, nice arrangements for Christmas & new years eve and enjoyable food and drinks. The new So LOUNGE is spectacular and a real asset to the existing establishments in the hotel. To conclude: nothing left to wish for these past two weeks!",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 September 2013,5,"Such a great experience, we are going back for a full week","My partner and I booked this hotel for a relaxing, spa- infused end to a hectic Morocco road-trip. Our experience was exceptional throughout- from our room to the spa and dining. The staff were very professional, passionate & attentive to our needs. They worked so incredibly hard to provide a great experience. The food in all of the restaurants was top quality and 'Des Aromes' a la carte restaurant is Michelin star quality, in our view. We honestly experienced the best service & luxury in this hotel out of all of the10 hotels we stayed in right across Morocco. We are returning for a full week in March and have very high expectations based on our previous experience. A week is a big investment from our holiday allowance so we are really hoping for the same, high calibre…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2013,2,Very Nice hotel and location with very poor service,"The hotel is absolutely gorgeous, nice and large rooms, two very nice swimming pools. But the service is far from a five star hotel : - room service is poor, almost every time something we ordered was missing they had to come back one or even two times, - at breakfast, several times the table was sticky because of marmelade on it, - the classic swimming pool (the one with the bar) was sometimes greenish because of algae... - the pool boys were always passing close to my wife in order to to stare at his nice body, they were not even discrete... speaking in arab how sexy she is apparently they thought we did not understood but my wife understands arab - the rooms were very nice but very dirty, service again... At the end this hotel is like : ""a Stradivarius in the hand of a…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 October 2013,4,Beautiful setting,"We went to essaouria as the second part of our trip to morocco. We travelled from Marrakech which had been arranged by the sofitel. It was a very organised journey and the driver was lovely. The hotel lobby was impressive and our first thoughts were that the service was fantastic as well as a beautiful location. We wanted a relaxed secluded break for this leg of our trip and this is exactly what we got. The trip was celebrating our anniversary and the staff, especially Hasna was fantastic in arranging a lovely meal for us. The view from our room was breathtaking and the entire hotel grounds were peaceful and pretty. We had an ocean view room with a lovely balcony. The breakfast was nice but sometimes at busy times the service was a little hit and miss. We would highly recommend…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 December 2013,4,Excellent stay but,"Just 2,5 years old this resort golf hotel is a quiet oasis, even if you are not a golfer. Tucked away outside the beach city of Essaouira, this hotel, nicely landscaped amid greens, palms, consists of stand-alone villas as well as rooms. The ones on the ground floor with sliding doors opening to the greens are the best. Contemporary design, comfy beds nicely decorated. The Xmas buffet was the best buffet we had for a long time. Actually the breakfasts as well as dinner during the other days were superb as well. Apart from wonderful food and a wide, spacious and attractive swimming pool area with lounge chairs and a small terrace, the hotel offers a great holiday place. We organized two different private tours with Essa-Evasion Tours in Essaouira. This was the best decision we…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 November 2013,5,Great customer service!,"Just got back from this hotel having booked a week's stay to celebrate our 35th wedding annivarsary. We have stayed at many 5 star hotels around the world and we would rate the customer service at this hotel as exceptional. Particulary thanks to waiter Murad, and butlers Gibriel and Hakima for making our stay so pleasant. We were given an lovely cake and a complimentary meal in the a la carte restaurant. We had a few snags in the villa which were rectificed when we reported them and an issue on checking out when we were being charged for half board for which we had already paid - again this was sorted out but it would be wise for future visitors to keep a copy of your voucher to evidence what has been prepaid.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 November 2013,5,stunning hotel but 5* prices,"We stayed here for a week, absolutely gorgeous hotel, ultra modern, amazing room. Super friendly staff. We had an amazing week here, the spa is gorgeous and no one uses it, so we had it to ourselves. Buffet brekkie was great - I see from other reviews on here people complaining of bird in the restaurant - they clearly have resolved this as three people patrol all day with eagles or whatever they are! They only downside is the drinks are outrageously expensive... £10 for a glass of local wine and £5 for a bottle of beer. We took duty free gin! The mini bar with soft drinks is free tho everyday. Lunch wise head to ocean vagabond on the beach - excellent French owned beach cafe with delicious v reasonably priced food, beers, wine.its also next to where all the quad bikes (highly…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 November 2013,3,"Wonderful, but inadequate service","We stayed seven days in this hotel for a two people golf trip. Firstly: The building, the golf court and the location are gorgeous! Although: The pleasure of staying here is significantly reduced by massive shortcomings in the service - especially in the restaurants. If you get here expect drinking your coffee without milk - despite you prefer it with some - since you will never get it! The service rarely works, is always too slow and not always friendly. Combined with really high prices and a SPA that doesn't offer everything a SPA should have (e.g. a Sauna) this would not be my strongest recommendation.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 September 2013,2,Service to be improved,"After my first review on this establishment, and the response received from management, I decided to rework it as it was worth spending more time to describe in detail my experience at this hotel. At our arrival, as soon as we got to our room, we asked to have it changed to a higher floor. We were left with ‘let me check, I’ll get back to you’. After 30 minutes of no news, we decided to unpack and to go to the pool. After an hour or so (around 18:00) we got back to the room and found a letter inviting us to another room on a higher floor. Being too late, and having already unpacked, we went to the front desk to say thanks, but now it is too late. At this point the front desk person said it was our fault and we should have checked with them if the other room was ready. Bottom…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 September 2013,5,Wish I was here now,"A really special hotel. We can only offer superlatives!The staff were superb from the second we arrived! We were met at the airport and driven to the hotel- a 2-2.5 hour journey but even that was excellent. Freshening towelettes and cold drinks provided, even a rest break if we had needed it. The reception staff were very helpful throughout the stay. The waiting staff in all the restaurants and bars were great too. The butlers were amazingly efficient and helpful too. The villa was kept clean and serviced twice a day. Put the card provided onto the bed if you don't want clean bedding every day.The grounds were tended daily as was the pool. There are security men dotted around the site and everyone was so friendly! The golf course is a delight as were all the staff working there…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 October 2013,4,Beautiful Hotel,"Loved loved this hotel, I stayed in a Luxury golf view room, the views are amazing you can see right out too sea. The M bed's are just the best beds ever, just sink in and disappear. All modern amenities that you would expect from a fairly new Sofitel, huge shower, lovely stone bath and good size balcony with a day bed to chill on. The food was lovely, breakfast had a choice of, cereals, omelettes, cold meats aswell as healthy options. This hotel has lovely deco, lots of open spaces and I would highly recommend it for a 4-5night stay.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 August 2013,1,"Excellent facilities, appalling management.","We stayed at this hotel for 4 nights in August, part of our 15 night Moroccan adventure . Sadly our experience at this hotel nearly ruined our otherwise fantastic holiday. We had carefully booked our accommodation with Audley travel where I had carefully checked and rechecked our rooms. We had booked a double room for me and my husband with an interconnecting room for our teenage son. On arrival the hotel certainly had the WOW factor but this was short lived.We were taken to our room at the back of the hotel where it quickly became clear that there was a problem with our booking as no interconnecting room. The room could only be described as shabby (we later took photos which we emailed to Audley ) A door that could be opened from the outside when locked from the inside and…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 October 2013,5,Excellent hotel,Just returned from staying 7 nights at this hotel on arriving we were given tea and made to feel very welcome we were then taken to our room which was great nice beds and it had a large bathroom with a great shower and a bath in the bedroom the view from the room over the pool and golf course are amazing. The hotel has two pools and a toddler pool the service around the pool is super with staff taking your food and drink orders and they are very friendly and helpful. The bar is very good and the service you get from the staff is great with a wide choice of drinks we had dinner in the hotel once which again was good the rest of the time we went out and they have a bus that takes you into town every hour and brings you back. The breakfast is wonderful with a big selection of food…,Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 September 2013,4,Try it,"Spent two weeks in Essaouira in a Riad , we booked the Sofitel for dinner , on arriving we were unsure of were the bar and dinning room were , we asked a waite who was passing and he took us to the bar , do go for a drink before dinner , the bar is very modern but great for watching the sun set . The waiter came back with the menues and the collected us for the dinning room . The food was very good , try the shoulder of lamb and do try Moroccan wine its some of the best iv ever had . We found out the waiter was called Akram , his attention was great and not over the top . , we did return and we will on our next trip to Essaouira .",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 October 2013,4,Wonderful Stay and Great Golf,"Just returned from a five day stay at the Sofitel Mogador. Very nice property with a beautiful swimming pool and a view to the ocean over a delightful golf course. Very big property with a main hotel and villas. Just about 10 minutes or less to the old fishing town of Essaouria (not to be missed). Stayed for one night at a Riad in Essaouria which was to small for us so we moved to the Sofitel for four nights. As you expect from Sofitel the Restaurants we dined in served delicious fare although expensive. Stayed in a Golf View Deluxe Room which was kind of funky layout, including a ugly big blue tiled bathroom. The bed was European, soft and firm in the middle. All in all the room was sufficient, however the rest of the resort and golf course made up for it. Also the golf…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 October 2013,4,Good hotel in a peaceful location but ....,"Have just returned from a 4 night stay. Great location and very comfortable hotel even if it's decor is a little worn in places (especially corridors). Staff,including G4S security were generally friendly , helpful and responsive.The location and facilities generally earn the 5 star rating but room service,during our stay,was far from the mark. The complementary minibar,coffee facility,toiletries,and even toilet paper were not replenished unless we asked and then not in a timely way,reception confirmed it should have been automatic. We should not have had to draw to the attention of catering staff the fact that sparrows were eating the breakfast cereals,they were then covered. The walk to the deserted beach along the marked path through the golf course is a must but be prepared…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 October 2013,5,"Peaceful, Private and Perfect!","Hotel ratings can be misleading, but this hotel earned its 5 stars. The buildings and accommodation were simply stunning and the choice of pools, restaurants, walks and activities both accessible and balanced. My daughter and I took advantage of Moroccan music and dancing, pilates, cookery class, Moroccan wine tasting (fabulous) and seriously chilling out. Our room was stunning and views out to sea, including evening sun sets, just beautiful. Whilst busy, the hotel never seemed full, nobody reserved sun loungers (!) and even the children seemed to respond to the peaceful surroundings, having a lovely time. Large and 'grand' hotels can be intimidating but the staff at the Sofitel are very accommodating, professional and always smiling. Led by the General Manager, Eduardo, we…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 October 2013,2,Be aware of excrement from birds in the breakfast buffet,"We just came back from a 4 night stay in the Sofitel Essaouira Mogador Golf & Spa. The hotel is of such nice and in general the service is good. But at one vital point we completely lost our trust and faith to the hotel management. That is in controlling the hygiene of the breakfast restaurant. One morning dining in the breakfast restaurant my wife found what looked like excrement from birds in her food. We immediately asked the waiter and she blushed, but confirmed that this was probably excrement from birds. She pointed at the ceiling and we saw that that was birds all over inside the restaurant. We saw several birds sit and eat directly from the buffet. We took several pictures to document this incident and we left the restaurant without eating anything. Afterward we had a…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 October 2013,4,Great rooms but service hit and miss (if you are a woman),"I stayed for 5 days as a solo traveller and felt safe and generally well looked after which isn't always the case as a female. The male staff only ignored me once during breakfast and I had to wait for my favourite waitress to start her shift. The female waitresses are generally delightful. The guys decided to rather serve the couples around me. Slightly irritating. Same at the Tiki bar where they served two men rather than me. Loved the room and the amenities but the service isn't 5 star as it is can be slow to the point of being non-existent. The maid broke a bottle and did not remove all the shards on my floor. Ergo, I stepped into one. Hmmm. The mattresses are amazing and I have never slept so well! Shuttle service into town is great and the location too. Overall:…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 October 2013,5,Excellent hotel,"We stayed here for three nights from 16 October. The personalised and friendly check-in gave us a taste of the service we received over the next three days. All of the staff were very helpful at all times. The room was superb and the Nespresso machine and free mini-bar were really appreciated. The breakfast was sumptuous and enjoyed all the more after a morning swim in the stylish pool. A special thank you to Cyril, the catering manager, and Edoardo, the general manager, who always seemed to be about when needed. The complimentary cocktail evening on Thursday with superb Moroccan red wine and a live performance by the well known Gnaoua festival artist, Omar Hayat, were the icing on the cake. We will be returning. Mike and Greg",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 October 2013,4,"Very good, but some areas need attention.","1st impressions of the hotel are good it feels stylish and luxurious, with lovely views overlooking the golf course and Atlantic Ocean. We stayed in a 2 Bedroom Prestige villa which was bright and airy, however although the main hotel was fine the villa felt like it needed a bit of TLC. The decking around the villas private pool was very uneven and warped. The rain shower area had lots of mould on the walls. Small things really but the villas are not cheap. When we mentioned the decking, they were quick to try and fix the worst areas. All the staff where friendly and helpful. The service was ok to. If breakfast was busy I felt the staff struggled a little to keep on top of things, but good on the whole. Essaouira is a great town, and we took full advantage of the hotel shuttle…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 October 2013,5,An Exceptional Hotel with Exceptional Service,"My husband and I went away with my sister and her husband for a relaxing week in the sun. we arrived at the hotel at 1am after a nerve racking drive from Marrakesh. The reception we received on arrival at the hotel was amazing. We were shown to our room, which were luxurious and welcoming, we needed room service, the food was good quality and tasted delicious after our journey. The bed was like sleeping in a fluffy cloud, it was one of the comfiest beds I have slept on. The breakfast were good and the waitress who looked after us all week, was friendly and attentive to our needs. We were shown around the hotel and were impressed by the friendly staff and the impressive complex. it was clean, very well cared for and everyone we encountered treated us like royalty. we stayed in…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 October 2013,5,"Stunning hotel, outstanding service","My husband, toddler and I have just returned from 10 days spent here and have had an amazing stay, booked through voyage prive. The hotel is absolutely stunning, a very modern style, however the most exceptional part of our stay was the service we received from all of the staff we encountered at the sofitel. From the moment we arrived to when we left, they could not do enough to welcome us and ensure we had everything we needed. We travelled with our 17 month old toddler and the staff members treated him like a prince. No request was too small, they went out of their way to ensure he had everything, milk, food, even nappies and toiletries! The hotel provides a free shuttle bus into town which makes exploring essaouira easy, there is a stunning private beach about 30 mins walk…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 October 2013,5,Wonderful service,"Stayed in this hotel for two wonderful relaxing weeks Arrived into marrakesh airport later than expected but transfer was there ready with a very polite and good driver. Check on at the hotel was professional very quick and efficient which is appreciated after a long journey The rooms are well appointed and the beds guarantee a good nights sleep. Quality sheets and towels,free soft drinks and the room cleaned twice per day. The chamber maid was polite and did a good job and Abdrrahim who looked after the evening turn down and clean was very cheerful and efficient. The comfortable balcony furniture was also appreciated. The pool area is beautiful and extremely comfortable and well served by the pool lads and bar staff Restaurant service was good, lovely breakfast and the…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 October 2013,5,Exceptional,"We went to sofitel mogadour for our honeymoon and we stayed in a prestige villa for 10 days,it really was absolutely amazing.we had private pool,spare room,three toilets,butler! Staff were so helpful-nothing was too much trouble. Special thanks to Gabriel and Hasna for exceptional private dining night. Breakfast was the best we have ever eaten and all food we tried was lovely-tho quite pricey. We used the free shuttle bus often and Yacine informative and helpful. Best holiday ever",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 September 2013,4,lovely if a little noisy,"We stayed for five nights following a week trekking in the high atlas. The hotel was lovely, as were the grounds and pool areas. The only downfall for us was that there seemed to a lot of (very noisy) children staying at the hotel so everywhere we went we were accompanied by a lot of noise from them, there isn't really anything the hotel could do about this. Sadly we also had some in the room next door. The town is lovely, found some great restaurants in town. Food at the hotel great, too. Staff were very attentive.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 September 2013,4,wonderful stay in Essaouira Sofitel,"hotel is perfectly located, personnel very friendly and helpful, very calm and friendly atmosphere, nice restaurants. Very nicely decorated hotel, but chairs were not comfortable to sit in, they were too low.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 September 2013,5,Wonderful stay with excellent service,"I stayed here last week for 3 nights before moving on to Marrakech, first impressions of the hotel were excellent. We were showed to our room, however there was a slight maintenance problem, on reporting this to reception we were allowed to use the room whilst we freshened up and while they made up another room for us, which was an upgraded room due to the problem we incurred. The staff dealt with the problem so promptly and courteously. All the staff we encountered were extremely friendly and helpful. I have stayed in five star establishments all over the world and must say the staff at the Sofitel Essaouira were as good if not better than some five star hotels I've stayed in the centre of London. As expressed by others, the food was truly amazing in the restaurants (apart…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 January 2013,4,Beautiful grounds and the sea......,"This very well located Sofitel boasting traditional Moroccan architecture throughout specially in the rooms. Had a great breakfast buffet and for dinner we enjoyed a variety of locally produced cheeses, some of which were better than their french version.The grounds and pools and the vast property had the coast as limit and the view from my room was astounding.The room itself looked Moroccan but the open shower has problems since some water spilled out since there was no level change between its basin and the floor of the room itself.The staff was friendly and helpful.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 September 2013,5,"Beautiful hotel, excellent service","The hotel was beautiful - definitely worth a trip! The transfers to and from the hotel to the airport were smooth. Upon arrival, we received a welcome drink and local pastries. The room was beautiful with a balcony from which you could see the sunset. The staff is extremely friendly in the hotel as well as in the Spa. The breakfast is amazing. Dinner choices are varied although slightly pricey. The rooms are kept clean and bed linen and towels are changed every day (towels even twice a day). Personally, I believe once a day is more than sufficient and the hotel should adopt the same position as other hotels on towel change to reduce the environmental impact (i.e. towels on the floor = change; towels on the hook = re-use). The grounds are vast and very well maintained. It is a…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 September 2013,4,Superb Villas,"My wife and I stayed there last week in one of the villa's. I have to say that they were very nice and the private pool was superb and really nice in the morning since it was always heated. The buffet restaurant was ok, but quality of food was better upstairs in the a la carte restaurant (but was a lot more expensive). The shuttle service into Essaouira was very useful and regular service meant that you could stay as long or as short as you wanted. The beach was about a 20 minute walk and nice and quiet as well. There was an issue with our bill which took longer than anticipated to resolve but was done so in the end.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 September 2013,4,"Great hotel, excellent service, worth a trip!","Transfer - Our transfer was waiting for us and was very comfortable, a private mercedes people carrier, so had lots of space and air conditioning which is extremely important! On the return transfer the driver was kind enough to stop off without being asked to, and buy us cold water which was very kind. The Hotel - When we arrived, the receptionist came to us to check us in which was a nice touch, but even before this, there was a man in traditional garb playing a lute who stopped playing and presented us with a refreshing mint tea and a macaroon! Check in was quick and easy, and our bags taken from us and brought to the room, which I'll come on to. The hotel itself was lovely, it was very modern with touches of Moroccan detail. It was kept very clean, felt fresh and had a…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 September 2013,5,Great relaxing atmosphere,"We recently went on a family holiday here and it was amazing. The staff were always happy to help and were incredibly smiley and friendly making you feel very welcome. Tea on arrival in the lobby, a Nesspresso machine and free drinks in the minibar went that little bit extra. Both pools are beautiful and have slightly different atmospheres. The restaurants were all delicious, with a lot of choice to go round. The prices were quite high but to be expected with a 5* resort- this is true for the spa too. The gym was well equipped but noone used it when I was there- so I had it to myself.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 September 2013,5,So much more than we expected!,"My husband and I booked a 3 night stay here after a 5 day atlas/Sahara trek. It was just wonderful. The staff were exceptionally friendly and accommodating. The room/pools and all other areas of the hotel are decorated beautifully. Breakfast includes everything you could imagine. We ate at the buffet 1 night which was an experience as there was everything there and we ate like kings. The inlet issue we had with our room was the shower was not working to perky. When I notified reception, they sent a maintanence man down inmmediatly who fixed the problem. The hotel is a oasis of tranquility and is a suitable destination for couples and families alike. We would definitely return.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 August 2013,4,Relaxing,"Friendly staff with good care to guests. As Essaouira main activity is the beach the only downfall at the hotel is, it is away from the beach, you can see the water but no private beach at the hotel. Nice green areas and walks. Enjoy the golf.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 September 2013,4,Very nice hotel but only used for sleeping and pool!,"We booked the Sofitel as we got an amazing deal through Expedia. Having stayed in a Riad in Marrakech it was a total flip to be in a 5* hotel one night later. The staff at the hotel are lovely, always smiling and saying hello and i cant credit them enough! We ended up mainly using it as a rest after Marrakech staying by the pool in the morning, then using the free shuttle bus (VERY useful) into Essaouira for lunch and dinner. We had breakfast one morning which though was very nice we objected to paying £20 a head for (we weren't on a tiny budget but not used to 5* prices i guess). Rooms were very nice, free mini bar drinks was a nice touch and all in all defiantly a good experience.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 October 2012,5,stunning hotel,"This hotel is stunning, lived up to its 5* status The lobby is spectacular, the rooms are spacious, nice balcony with magnificent golf & sea views. The restaurants of the hotel provide good food at a reasonable price, and the service is extremely friendly.Nothing was too much trouble for the lovely staff thank you.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 August 2013,4,"want relax ,good place","spent 8 days,first, i have lived in Morocco for 20 years and own a well known restaurant, thought i had a friendly staff, the hotels were super,could not do enough for us.The waitress Khadija from room service was really on the ball,always a big smile in the morning when she brought breakfast. The only thing that i thought needs a lot of help was the food at night for room service.!!! if it's peace and quiet you want go there",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 August 2013,5,Great Stay,"Arrival with hot Moroccan tea and local pastry Room : was upgraded to a Golf view and enjoyed the evening sunset : terrace is large and furnished and room very spacious. It lacks some privacy between the bedroom and the bathroom, but not a big deal ! Breakfast : better to go before 9h30 ! Pancakes, fresh fruits, eggs, soups, cheese, meat… name it and you will have it ! Bread is excellent, couldn’t stop eating it ! Pool : it was heated (staff told us at 28 °C) and very pleasant. There is a 2nd “natural pool”, less people around it, but not heated… Staff : the best part of the stay ! Everybody, from the GM to the room maid, has been exceptionally friendly and polite. Kids club : my daughter is 7 years old, and found plenty of activities to do. Overall very satisfied of my stay :…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 August 2013,5,Definitely stunning,"This hotel is stunning, probably the most beautiful I've seen in Morocco. The lobby is spectacular, the rooms are spacious, nice balcony with magnificent golf & sea views. The restaurants of the hotel provide good food at a reasonable price, and the service is extremely friendly. I've read other reviews *, and feel very bad about what have been said. The staff members do everything they can to satisfay the guests: the hotel is full, and it happens to wait 5 minutes for a coffee. And so what? We are on holidays, no plane to catch!!!! Relax, take it easy ! We had a great vacation, and we recommend this hotel.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 August 2013,4,Great hotel let down by poor service,"The hotel facilities are great, the hotel feels new and the Villa we stayed in was excellent and worth the extra money. Its out of town (but the shuttle bus is hourly and reliable). We booked half board which I would recommend as the hotel is 5* expensive. Service was frustratingly poor with service either great or poor with plenty of pleasant staff failing to deliver small things they promised. A little organisation and training seems to be all that is needed. I wouldn't let this put you off though, the facilities really are great and you can enjoy the experience and just accept that the service is not yet 5* never mind luxury. The hammam and spa were excellent",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 August 2013,2,Very disappointing maintenance & service,"While the hotel location, architecture and decoration are outstanding, it is very unfortunate to discover a very poor service and maintenance. Just to list few of the issues we experienced during these 5 days : - wrong booking for number of nights, had to be corrected - room was not ready by 2:30 pm on arrival date - dirth can be found in corridors connecting rooms - walked on broken tiny glass pieces in toilet - issues with hot/cold water in shower - no evening housekeeping and no regular minibar filling (had to call for refill) - no towels in pool and when available in pitty conditions - no bicycles available despite having tried for 5 days - door access to spa from main building was broken, however got repaired same day - lack of personel in general in main restaurant…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 August 2013,1,"Nice hotel, the worst service and management ever","I was at Sofitel Essaouria Mogador in August 2013. It is a beautiful hotel with excellent rooms but with a management and service very bad. It certainly desprestigiante to have in chain Sofitel a hotel with a level of service so mediocre. Examples: - On the day we arrived at 17h our room was not ready and when we ask why, the recepcionist just simply said we had to wait an hour because the hotel was full and without further explanation turned back and left us talking alone. - When we had the room the bed sheets were full of brown spots and a balcony full of dust - The corridor to our room in three days was never cleaned - The next day we asked what was needed to be able to ride a bike, they told us that it was enough to make a reservation in the reception, we did so at 14h to…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2013,5,An outstanding hotel!,"Spent a week at this brilliant hotel and it certainly lived up to its 5* status. Nothing was too much trouble for the lovely staff - towels changed twice a day, free mini bar topped up everyday, request for more hangers dealt with immediately. The spa treatments are beautiful and we took advantage of a buy one get one free massage deal - really great value. The food was superb in all 3 restaurants and yes maybe not cheap but certainly very tasty. Breakfast was perfect - kept us going all day! All in all a truly relaxing holiday!",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2013,5,"A great place to unwind, relax and completely de-stress!","We returned on the 18 July after a ten day bed and breakfast deal booked through Voyage Prive. From the moment we were collected from the airport in a very comfortable Jaguar XF driven by a smartly uniformed chauffeur to our return journey to the airport, this time in a large Mercedes, we were treated with the utmost respect, with absolutely nothing too much trouble for any of the superb staff. Particular praise must go to the Spa staff who carried out the most divine treatments with extreme professionalism, considering it was Ramadan and they were working whilst fasting. My husband played a couple of rounds of golf on a superb course, however, golfers should be very wary of the winds! The driving range is also superb and when you book a round, you get 50 free balls for the…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 July 2013,4,Beautiful but more expensive than London!,"Beautiful hotel in wonderful gardens with great ocean views, fabulous facilities, spa and hamam to rival any other, pools both beautifully designed and maintained, staff very helpful, villas are pricey but very high quality and the beds are like clouds ......but the bar prices are extortionate and the food prices are not far behind. Considering where you are, you don't expect prices that outstrip Bermuda or London ...... what a shame.",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 June 2013,4,Superb and relaxing,"We couldn't believe how quiet the hotel was for such a quality establishment, no need to book restaurant meals or search out the last remaining sunbeds as it was all available whenever needed. The staff are very focused on customer service and were exceedingly good. We were fortunate to have several spa packages included in our booking so we were able to sample the delightful baths, scrubs and body massages which I might not otherwise have experienced - I am now a convert. The bedroom was outstanding with a very large walk-in shower and a fully mosaic tiled open bath (or was it a small swimming pool) separating the bedroom and shower area, lovely balcony with accompanying large cushioned furniture. The evening entertainment was provided by local singers and musicians and was of…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 May 2013,4,Good and relaxing hotel,"Very spacious room with an outdoor terrace. Service people is as always outstanding. the fish restaurant is great and the international breakfast fantastic. The international buffet was not what we expected from this hotel, nothing was wrong but too identical day after day. Pool is great with an outstanding service and the shuttle to come back fom the Medina was appreciated. Excellent in general we recommanded the hotel to our friends",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 March 2013,1,Poor Customer Service,"I stayed in this hotel for 3 days(despite the best efforts of the hotel). I had booked a 3 night stay and on the afternoon after the second night I tried to change some money at the reception. At this point they told me I had overstayed. Worse still they told me I must leave immediately. I went to my room to confirm - they had disabled my key. On returning to get it enabled I was again told to leave immediately. Both these occurred in front of many other people. My sick wife was drinking tea on the terrace and left that(this was never refunded). I eventually managed to get an internet connection to my email and confirm their error, on returning yet again to the desk did they say they had finally bothered to check my paperwork and I was correct. I believe their comment was…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
 June 2013,4,Calming and Relaxing Hotel,"The welcoming was very good , The staff was very friendly and the hotel had a great charm about it. The room we stayed in was spacious and the bed was so comfortable, the bed linen was of high quality and the room was well equipped with complimentary coffee facilities in the room,we had free complimentary soft drinks and water stocked in the mini bar each day. The terrace was very spacious and had very comfortable sofa seats. The room had a open bath and shower so not for the shy body conscious type.The pool was very clean and the outside surrounding was very attractive. The shuttle Bus takes you to the medina free from the hotel and take around about 10 to 15 mins ride you can not walk to the medina and the last bus is at 8.20pm and then you would have to take a taxi…",Sofitel_Essaouira_Mogador_Golf_Spa,Essaouira
