 November 2022,5,Excellent accomodation,"Wonderful time here, clean - bright and fresh interiors - gorgeous airy room with fabulous views out to the sea. Very well placed for easy access to all of Essaouira Staff were pleasant and friendly. Food available on the roof. Highly recommended.",hotelName,city
 April 2014,5,Backpackers paradise!,"I was here for 1 night and 2 days. A really awesome place in Essaouira, near to the city center, 10-15 min to the Atlantic Ocean beach, 15 min to the bus stop. Really cool, friendly and helpful stuff! Great atmosphere with all the backpackers around the world. Bedrooms and bathrooms are clean and tidied up.",Atlantic_Hostel,Essaouira
 March 2014,5,"Good location, friendly staff and great atmosphere would recommend","We arrived here after a long bus journey from Taghazout near Agadir. A local lad lead us to the front door where we received a very warm welcome from the staff. After finding our booking on the computer we were given a guided tour around the two buildings which make up the hostel and shown two different rooms for us to pick out of for our stay. After dumping our belongings in our chosen room we ventured out for the rest of the day. The staff were very helpful in showing us how to get everywhere we wanted to go. We ate breakfast on the roof in the mornings and a tagine on one of the evenings was one of the best meals of our trip, well worth the wait. All in all I would definitely recommend this place.",Atlantic_Hostel,Essaouira
 February 2014,5,"Friendly staff, clean rooms and great atmosphere",I was so happy to find Atlantic Hostel in Essaouria. The staff were immediately welcoming and I felt safe staying here as a female traveling on my own. The building is beautiful and has a great atmosphere for meeting new people. Relaxing on the roof terrace was one of the highlights of my time at Atlantic. The terrace offers panoramic views of Essaouria and a nice place to eat breakfast and get some sun before heading out for the day. I stayed in the ten bedroom dorm and found it very clean and comfortable and ended up extending my stay for four more nights. They have a locker you can use to store your belongings and other services such as laundry which I found very helpful. It's hard to leave this place! I greatly appreciated the staff's insight into Essaouria and traveling in…,Atlantic_Hostel,Essaouira
 February 2014,5,- Overall: good! -,"I stayed many nights at Atlantic Hostel during my trip to Morocco. 1 word: perfect from ""A"" to ""Z"". The dormitories were clean/+confortable, the living room and terrace are really amazing places for the price you pay. In Essaouira, I dont think you can find a good accodomation like Atlantic hostel: I highly recommand this hostel! Big up for the staff(music, tips, etc)!!",Atlantic_Hostel,Essaouira
 February 2014,1,"Terrible, unorganized and dirty","If you pay 25€ for a private room with shared badroom, you can at least expect a bed. We got a dirty mattrass on the floor, disgusting unwashed sheets and no curtains. After we complained, they agreed to lower the price a little, but it was still way too much. Tip: Stay away! And if you decide to go either way, don't agree before you checked the room yourself, don't forget your sleeping bag and demand a room in the main building, like the website suggests.",Atlantic_Hostel,Essaouira
 February 2014,1,Worst stay in morocco,"Me and 3 friends were looking for a comfortable accomodation to spend our last night in morocco after two weeks travelling around. Because of the good reviews we decided to make a reservation in the atlantic hostel. Worst decision ever. We went to all the same.stuff as someone else described allready. At first we had to pay before seeing the rooms (we did because we had no doubts the rooms were gonna be okay). Then we were brought to the other building across the street were we saw the most horrible rooms ever. We booked two double private rooms with shared bathroom. To shorten the story: matrass on the ground, dirty sheets, dirty curtains, hair on the ground and in the pillows, no toiletpaper and disgusting toilet and shower. Then we had to ask for keys ourselves to close up…",Atlantic_Hostel,Essaouira
 January 2014,5,The biggest hostel in essaouira,"Great relaxed hostel with very friendly and chilled out staff. There are no worries in this place, the location is great, right in the Medina and the hostel itself has a very relaxed, safe and friendly vibe. The staff had no problem with us keeping our private room even though we didn't know how long we intended to stay. It's a very creative big place, which is brilliant if you enjoy painting/drawing/writing etc.every staff is singin! because they have guitar, jembe and gnaoua, we all guest enjoyed music together. it was really nice moment. and they serve to me very good meal and tea! i like the concept of this hostel. i was impressed by their free imagination. for sure i want to come back here because only one night is not enough!!! i was inspired very much. thank you Atlantic…",Atlantic_Hostel,Essaouira
 January 2014,3,Good for the price,"To get there it is easy , from the bus stop strait to the Medina gate then pass one arc ,then 10 meter on your left there is a little street you see the sign. A warm welcome from the staff, in English , but don't ask any question they almost don't understand you. The dorm is ok 10 beds in a room with balcon. The staff provide breakfast for an extra 20 DM and the evening they cook as well , if you lucky, I waited 4 hours to get my Tagine then I went in bed empty stomach. The staff try to entertain the guests, bob Marley and old 80 music with a fourth some dancing, how funny it was. I visited the bath/ toilet room and this place need attention definitely , but it is ok after all, if you're not too fassy .",Atlantic_Hostel,Essaouira
 July 2013,5,relaxed hostel,"Me and my friends stayed in Essaouira Old Town Hostel during the Gnawa festival in , 2013. Absolutely brilliant place to stay! Perfect location, very central. Hostel is really clean and has this relaxed, no stress, “I’m happy!” atmosphere. Really great staff!! I give the biggest credit and respect to the crew for balancing us and the other guests to enjoy all we all needed: music, singing, cooking, eating, and a very comfy sleeping. Thanks for magic atlantic Town Hostel, see you in Summer!",Atlantic_Hostel,Essaouira
 December 2013,5,good hostel good time,I stayed at the Atlantic Hostel for 6 nights. It was probably the best hostel i have ever stayed in. The people are as friendly as it can get and helped me with everything i needed. the breakfast is good and the rooms are very clean. but really the most important was the time we spend together drinking tea and chatting with the staff and the other guests. all in all I had a great stay,Atlantic_Hostel,Essaouira
 December 2013,5,"Perfectly located, and nice view rooftop terrace","This is a great place in the heart of the medina yet quiet enough to sleep, great value for money, high standard of accommodation and top marks to the Staff who run it . Really helpful, friendly and want to make this hostel a place where people feel at home and plan to return. I know I am already thinking about that,and for sure!!. Plenty of room for surfers and their boards and a hammen next door to relax.Definitely i will stay next time in Atlantic hostel.",Atlantic_Hostel,Essaouira
 November 2013,5,Home away from Home,"Every trip to Morocco should include a visit to Essaouira to relax from the souks and salesmen of other cities - and every visit to Essaouira should include a stay at the Atlantic Hostel. If you're up for a party, you can find it here. If you'd prefer to relax, just ask to stay in one of their rooms in the adjacent building. Either way, the staff is helpful, the place is clean and the price is right.",Atlantic_Hostel,Essaouira
 December 2013,5,Impressive for price,"Stayed in a 10 bed mixed dorm. Overall it was great. Only €4 per night, large and clean spaces, good friendly people. It's more of a backpackers hostel than anything else. Couples may not like it as it's vibe is solo laid back travellers. Met some awesome people here. Guys who run it are good guys. I'd only say maybe skip the breakfast as it's a little poor for the money",Atlantic_Hostel,Essaouira
 November 2013,5,An Atmosphere of Excellence,"So here I am months later finally writing the review I promised. This hostel is absolutely killer, the atmosphere is hard to describe, it's not exactly a party hostel but you can do anything you would normally be able to do in a hostel like that and more. I was there as part of a group of three and we were accommodated warmly. The staff even went out of their way to take us to the grocery store to ensure we did not get ripped off. It was all the small things that made this hostel memorable. Especially Hassan Bouargane! He was by far the friendliest and went the furthest out of his way to ensure everyone had what they needed. He even helped me track down an item I had lost in the Atlas mountains and it is currently en route being mailed to me! Thanks buddy!",Atlantic_Hostel,Essaouira
 November 2013,5,A fabulous hostel,"Great staff, clean and well located. Definetly one of the best hostels in Marocco. Really friendly and helpful staff made us feel at home. Amazing atmosphere and vibes, definitely going back soon. the roof terrace has a BBQ and plenty of sun. the Manger and Rachid the majic number make the place what it is. Thanks",Atlantic_Hostel,Essaouira
 November 2013,5,"Great Hostel,Great locations","I stayed at Atlantic Hostel i had great time there I felt like home. Very helpful Staff they always smiling & ready to help.the Hostel is in general good & clean, Wifi is working fine it was an amazing experience i really recommend this place!",Atlantic_Hostel,Essaouira
 November 2013,5,"Great staff, great atmosphere-a home away from home","As soon as my friend and I arrived we immediately felt at home. The staff are amazing and treated us like old friends, really welcoming and keen to get to know each one of their guests. Downstairs is great for chilling out and meeting new friends....we loved it so much we went back and stayed there again after travelling further down the coast, and when we arrived back we were once again welcomed with open arms. It is a little bit hidden in an alleyway within the medina-just look out for the bright blue painting on the wall as you search for the street. Will definitely return!",Atlantic_Hostel,Essaouira
 November 2013,5,Perfect stay,This is the place I v ever stayed in the world.. Once I arrive the didn't welcome as guest but as a member of a familly. The hostel is very clean and the people working there are the nicest people i mett in maroko. Thanx to Atlantic hostel.,Atlantic_Hostel,Essaouira
 November 2013,5,Great Hostel in Perfect Location with Incredible New Management,"I can honestly say this has been the best hostel staff I have encountered in 3+ years of extensive hostel experience. When I first arrived, Hassan and Rashid welcomed us with open arms and asked our names, where we are from, and about our travels, not to check us in, but to get to know us better. We planned 2 nights originally and ended up staying 5 due to the perfect location, chill atmosphere, and most importantly cool people. The price is right at 5 euros a night, the rooms and beds are clean and all you need, and the atmosphere completely relaxed. I can't emphasize enough how cool the staff were. I would consistently wake up late (like a bad guest) and would still be offered breakfast with a smile. Never were they out to get money from us like a previous review stated. It…",Atlantic_Hostel,Essaouira
 November 2013,5,the best hostel i have ever been,One of the best hostels I've ever stayed at. It's a very welcoming place and both the staff and the are amazingly friendly especially Hassan his always ready to help and giving tips or directions are amazingly friendly. Highly recommend this place.,Atlantic_Hostel,Essaouira
 November 2013,5,genial,The entire hostel is really cool. It is very clean and the staff is so nice and helpful even when you got to leave to your next destination at 6am. But get ready to clime some hill and then get up those steps,Atlantic_Hostel,Essaouira
 October 2013,5,The Best,"The vibe at Atlantic Hostel is amazing. I stayed there for a week and was treated like family by the owners and the staff. The atmosphere is very relaxed and the staff go out of their way to make you feel comfortable and at home, offering tea, arranging nights out, and sitting around smoking together. The upstairs terrace is perfect at night for a view of the city and a cool place to relax and meet other travelers. I would definitely recommed Atlantic Hostel, it's a great value for the price, and breakfast is just 1,99 Euro",Atlantic_Hostel,Essaouira
 September 2013,1,Commercial,"It is a really commercial and big hostel. I dont like it. Its expansive. For everything they want money tea coffe breakfast. Breakfast 30 dirham ( 3 euro) but this is expansive in marroc. And normally tea and coffee is free. They are capitalists. I can suggest green milk in essaouira. Nice people, cheaper, small. You fell there like a familiy. and it isnt commercial. Also good cheap food. Its better when you support nice people and small hostels. And you feel more in marroc. In this hostel i felt like in Europe. As well there are not easy going. You have to pay when you arrive and you have to say how long you will stay. You cant be there spontanious. But thats not normal in Marroc. Normally the hostels are not so commercial and easy going like stay or not, leave your backage…",Atlantic_Hostel,Essaouira
 September 2013,3,Could have skipped this one,"Overall, this hostel is ok... It is definitely not great, but it is not the worst I have ever been. If you are looking to make friends, if you are ok with a ""way-too-laid-back-for-my-taste"" bum lifestyle hostel and don't really mind sleeping on a mattress in the floor, this is the place for you. The price is good, the location also. But other than that, I was not very impressed by it. They don't really care about cleanliness in here either. If we had time to really look around, we could have probably find some place better than this hostel.",Atlantic_Hostel,Essaouira
 April 2013,4,Laid Back and Lively,"This was an interesting place! I stayed here with 3 friends when on a hiking holiday this spring. It is in a great location and all the staff are really laid back and helpful. Maybe too laid back where serving the food you had ordered was concerned! :) But i liked my time here a lot. It's a great place to mix with other travelers. But, it's maybe not the kind of place to stay if you are looking for some quiet time or are too introverted.",Atlantic_Hostel,Essaouira
 August 2013,1,The worst hostel of our trip,"My girlfriend and I were looking forward to a relaxing, chilled out time at Hostel Atlantic, having travelled from the vibrant but chaotic Marrakesh. We were greeted by a reasonably friendly (at first) member of staff when we arrived, although things seemed a bit disorganised as he needed us to search through our emails for details of the reservation, rather than having any record himself of who we were and how long we would be there. Still, we gave our details and everything seemed fine. He then asked us to pay in full, up front, before we had seen our room. Alarm bells should have rung at that point, but we did as we were asked and paid the balance. A different guy then led us to our room. We had booked a 'deluxe double' online and uh, there was absolutely nothing deluxe about…",Atlantic_Hostel,Essaouira
 February 2013,5,The place to stay in Essaouira,What a place. I stayed there as a solo traveller a few months ago and it was terrific. The staff/owners are great and the place was clean and safe. It was a great place to spend a few days; see the beautiful coastal city and meet like-minded travellers. Be sure-it's in a great location right in the market; but set back so it's not noisy. Easy decision- stay there! p.s. Be sure to add your country's flag to the wall!,Atlantic_Hostel,Essaouira
 July 2013,2,Missing honesty,"We came to Essaouira without reservations in hand, and tried our luck with Atlantic Hostel. With a group of six people the hotel manager promised us a really nice room for all of us, they just had to prepare it first with the beds and clean it and we could come back to check it out later. So later we came back and saw the tiniest room of all filled up totally with eight beds (he just put in to extra guests). There were literally no floor space at all. We ended up taking it, because it was at that time to late to finde something else. This guy was clearly just out to make some extra quick money of naive tourists who took all his false selling and courtesy frases for good. A little bit of honesty would have been nice from Atlantic Hostel.",Atlantic_Hostel,Essaouira
 June 2013,5,Festival!,"If your planning on visiting essaouira during the festival this is the place to stay! Everyones super fun and even though it was crazy busy they always found time to help or just socialise with you. After turning up without a booking the hospitality we recieved was second to none, cant recommend enough.",Atlantic_Hostel,Essaouira
 April 2013,4,Social Hostel,"My boyfriend and I had a great time here, and met some great people! Lovely social hostel, with roof terrace, and the manager played the guitar for us most nights, which was great and very entertaining! Hot showers, and clean, a little on the noisy side. Just wished they had provided free mint tea like the other hostels, and it would have been perfect! Would definitely come again, as we had such a great time.",Atlantic_Hostel,Essaouira
 February 2013,4,Essential Essaouira,"Not too tricky to find, especially thanks to the huge sign out the front. Really accessible to lots of essential 'sawira things , REALLY comfortable, warm, quiet beds in the dorm, super handy to be able to use the kitchen to make things, lots of lovely space to hang out including the beautiful view from the high terrace. Shower ok. The main guy that worked here was really helpful, but there was one younger guy that was intense and didn't seem to understand the need for personal space- he wanted to watch me do yoga?!?! when I was alone in the dorm room for quiet and invited me to the beach with him a few times. No thanks, mate. Loved Essaouira, 20 dirhim feed of sardines, salad and bread at the port is wonderful. The people just generally didn't give me as much attention here as…",Atlantic_Hostel,Essaouira
